	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002037	TFCN25331D1_001810-T1	DBVPG3775_002505-T1
GF00002038	TFCN25331D1_002032-T1	DBVPG3775_002501-T1
GF00002039	TFCN25331D1_001816-T1	DBVPG3775_002500-T1
GF00002040	TFCN25331D1_001817-T1	DBVPG3775_002499-T1
GF00002041	TFCN25331D1_002035-T1	DBVPG3775_002498-T1
GF00002042	TFCN25331D1_002036-T1	DBVPG3775_002497-T1
GF00002043	TFCN25331D1_002037-T1	DBVPG3775_002496-T1
GF00002044	TFCN25331D1_001821-T1	DBVPG3775_002495-T1
GF00002045	TFCN25331D1_001822-T1	DBVPG3775_002494-T1
GF00002046	TFCN25331D1_001823-T1	DBVPG3775_002493-T1
GF00002047	TFCN25331D1_002047-T1	DBVPG3775_002487-T1
GF00002048	TFCN25331D1_001831-T1	DBVPG3775_002485-T1
GF00002049	TFCN25331D1_002052-T1	DBVPG3775_002482-T1
GF00002050	TFCN25331D1_001836-T1	DBVPG3775_002481-T1
GF00002051	TFCN25331D1_002054-T1	DBVPG3775_002480-T1
GF00002052	TFCN25331D1_001838-T1	DBVPG3775_002479-T1
GF00002053	TFCN25331D1_001839-T1	DBVPG3775_002478-T1
GF00002054	TFCN25331D1_001840-T1	DBVPG3775_002477-T1
GF00002055	TFCN25331D1_002058-T1	DBVPG3775_002476-T1
GF00002056	TFCN25331D1_002059-T1	DBVPG3775_002475-T1
GF00002057	TFCN25331D1_001843-T1	DBVPG3775_002474-T1
GF00002058	TFCN25331D1_001844-T1	DBVPG3775_002473-T1
GF00002059	TFCN25331D1_001845-T1	DBVPG3775_002472-T1
GF00002060	TFCN25331D1_001846-T1	DBVPG3775_002471-T1
GF00002061	TFCN25331D1_001847-T1	DBVPG3775_002470-T1
GF00002062	TFCN25331D1_001848-T1	DBVPG3775_002469-T1
GF00002063	TFCN25331D1_001850-T1	DBVPG3775_002467-T1
GF00002064	TFCN25331D1_002068-T1	DBVPG3775_002466-T1
GF00002065	TFCN25331D1_001852-T1	DBVPG3775_002465-T1
GF00002066	TFCN25331D1_001853-T1	DBVPG3775_002464-T1
GF00002067	TFCN25331D1_001857-T1	DBVPG3775_002461-T1
GF00002068	TFCN25331D1_001858-T1	DBVPG3775_002460-T1
GF00002069	TFCN25331D1_001859-T1	DBVPG3775_002459-T1
GF00002070	TFCN25331D1_002078-T1	DBVPG3775_002457-T1
GF00002071	TFCN25331D1_002079-T1	DBVPG3775_002456-T1
GF00002072	TFCN25331D1_001863-T1	DBVPG3775_002455-T1
GF00002073	TFCN25331D1_002081-T1	DBVPG3775_002454-T1
GF00002074	TFCN25331D1_001865-T1	DBVPG3775_002453-T1
GF00002075	TFCN25331D1_001866-T1	DBVPG3775_002452-T1
GF00002076	TFCN25331D1_001867-T1	DBVPG3775_002451-T1
GF00002077	TFCN25331D1_007342-T1	DBVPG3775_006874-T1
GF00002078	TFCN25331D1_001868-T1	DBVPG3775_002450-T1
GF00002079	TFCN25331D1_001872-T1	DBVPG3775_002447-T1
GF00002080	TFCN25331D1_002092-T1	DBVPG3775_002445-T1
GF00002081	TFCN25331D1_001876-T1	DBVPG3775_002443-T1
GF00002082	TFCN25331D1_001877-T1	DBVPG3775_002442-T1
GF00002083	TFCN25331D1_001878-T1	DBVPG3775_002441-T1
GF00002084	TFCN25331D1_001879-T1	DBVPG3775_002440-T1
GF00002085	TFCN25331D1_001880-T1	DBVPG3775_002439-T1
GF00002086	TFCN25331D1_002100-T1	DBVPG3775_002437-T1
GF00002087	TFCN25331D1_001883-T1	DBVPG3775_002436-T1
GF00002088	TFCN25331D1_001885-T1	DBVPG3775_002434-T1
GF00002089	TFCN25331D1_001886-T1	DBVPG3775_002433-T1
GF00002090	TFCN25331D1_001888-T1	DBVPG3775_002431-T1
GF00002091	TFCN25331D1_001889-T1	DBVPG3775_002430-T1
GF00002092	TFCN25331D1_001890-T1	DBVPG3775_002429-T1
GF00002093	TFCN25331D1_001893-T1	DBVPG3775_002426-T1
GF00002094	TFCN25331D1_001895-T1	DBVPG3775_002424-T1
GF00002095	TFCN25331D1_002112-T1	DBVPG3775_002423-T1
GF00002096	TFCN25331D1_001897-T1	DBVPG3775_002422-T1
GF00002097	TFCN25331D1_001898-T1	DBVPG3775_002421-T1
GF00002098	TFCN25331D1_001900-T1	DBVPG3775_002419-T1
GF00002099	TFCN25331D1_001901-T1	DBVPG3775_002418-T1
GF00002100	TFCN25331D1_002118-T1	DBVPG3775_002417-T1
GF00002101	TFCN25331D1_001903-T1	DBVPG3775_002416-T1
GF00002102	TFCN25331D1_002120-T1	DBVPG3775_002415-T1
GF00002103	TFCN25331D1_001905-T1	DBVPG3775_002414-T1
GF00002104	TFCN25331D1_002122-T1	DBVPG3775_002413-T1
GF00002105	TFCN25331D1_002126-T1	DBVPG3775_002408-T1
GF00002106	TFCN25331D1_002127-T1	DBVPG3775_002407-T1
GF00002107	TFCN25331D1_001916-T1	DBVPG3775_002402-T1
GF00002108	TFCN25331D1_002132-T1	DBVPG3775_002401-T1
GF00002109	TFCN25331D1_001918-T1	DBVPG3775_002400-T1
GF00002110	TFCN25331D1_001919-T1	DBVPG3775_002399-T1
GF00002111	TFCN25331D1_001922-T1	DBVPG3775_002396-T1
GF00002112	TFCN25331D1_001923-T1	DBVPG3775_002395-T1
GF00002113	TFCN25331D1_001925-T1	DBVPG3775_002393-T1
GF00002114	TFCN25331D1_002141-T1	DBVPG3775_002391-T1
GF00002115	TFCN25331D1_001928-T1	DBVPG3775_002390-T1
GF00002116	TFCN25331D1_001929-T1	DBVPG3775_002389-T1
GF00002117	TFCN25331D1_002145-T1	DBVPG3775_002387-T1
GF00002118	TFCN25331D1_001932-T1	DBVPG3775_002386-T1
GF00002119	TFCN25331D1_007278-T1	DBVPG3775_002385-T1
GF00002120	TFCN25331D1_001935-T1	DBVPG3775_002383-T1
GF00002121	TFCN25331D1_001937-T1	DBVPG3775_002381-T1
GF00002122	TFCN25331D1_002149-T1	DBVPG3775_002380-T1
GF00002123	TFCN25331D1_002151-T1	DBVPG3775_002378-T1
GF00002124	TFCN25331D1_001944-T1	DBVPG3775_002375-T1
GF00002125	TFCN25331D1_001945-T1	DBVPG3775_002374-T1
GF00002126	TFCN25331D1_002159-T1	DBVPG3775_002372-T1
GF00002127	TFCN25331D1_001948-T1	DBVPG3775_002371-T1
GF00002128	TFCN25331D1_001949-T1	DBVPG3775_002370-T1
GF00002129	TFCN25331D1_001952-T1	DBVPG3775_002367-T1
GF00002130	TFCN25331D1_001954-T1	DBVPG3775_002365-T1
GF00002131	TFCN25331D1_001956-T1	DBVPG3775_002363-T1
GF00002132	TFCN25331D1_001957-T1	DBVPG3775_002362-T1
GF00002133	TFCN25331D1_001960-T1	DBVPG3775_000747-T1
GF00002134	TFCN25331D1_001961-T1	DBVPG3775_000748-T1
GF00002135	TFCN25331D1_001962-T1	DBVPG3775_000749-T1
GF00002136	TFCN25331D1_001963-T1	DBVPG3775_000750-T1
GF00002137	TFCN25331D1_001964-T1	DBVPG3775_000751-T1
GF00002138	TFCN25331D1_001965-T1	DBVPG3775_000752-T1
GF00002139	TFCN25331D1_002179-T1	DBVPG3775_000755-T1
GF00002140	TFCN25331D1_002180-T1	DBVPG3775_000756-T1
GF00002141	TFCN25331D1_001970-T1	DBVPG3775_000757-T1
GF00002142	TFCN25331D1_011960-T1	DBVPG3775_002138-T1
GF00002143	TFCN25331D1_001971-T1	DBVPG3775_000758-T1
GF00002144	TFCN25331D1_001974-T1	DBVPG3775_000761-T1
GF00002145	TFCN25331D1_001975-T1	DBVPG3775_000762-T1
GF00002146	TFCN25331D1_001977-T1	DBVPG3775_000765-T1
GF00002147	TFCN25331D1_001978-T1	DBVPG3775_000766-T1
GF00002148	TFCN25331D1_001979-T1	DBVPG3775_000767-T1
GF00002149	TFCN25331D1_013564-T1	DBVPG3775_000768-T1
GF00002150	TFCN25331D1_001981-T1	DBVPG3775_000769-T1
GF00002151	TFCN25331D1_013566-T1	DBVPG3775_000771-T1
GF00002152	TFCN25331D1_002189-T1	DBVPG3775_005353-T1
GF00002153	TFCN25331D1_011273-T1	DBVPG3775_005352-T1
GF00002154	TFCN25331D1_011275-T1	DBVPG3775_005350-T1
GF00002155	TFCN25331D1_011276-T1	DBVPG3775_005349-T1
GF00002156	TFCN25331D1_011277-T1	DBVPG3775_005348-T1
GF00002157	TFCN25331D1_011278-T1	DBVPG3775_005347-T1
GF00002158	TFCN25331D1_002197-T1	DBVPG3775_005345-T1
GF00002159	TFCN25331D1_002198-T1	DBVPG3775_005344-T1
GF00002160	TFCN25331D1_002199-T1	DBVPG3775_005343-T1
GF00002161	TFCN25331D1_002200-T1	DBVPG3775_005342-T1
GF00002162	TFCN25331D1_002202-T1	DBVPG3775_005340-T1
GF00002163	TFCN25331D1_011286-T1	DBVPG3775_005339-T1
GF00002164	TFCN25331D1_002204-T1	DBVPG3775_005338-T1
GF00002165	TFCN25331D1_002205-T1	DBVPG3775_005337-T1
GF00002166	TFCN25331D1_002206-T1	DBVPG3775_005336-T1
GF00002167	TFCN25331D1_002209-T1	DBVPG3775_005332-T1
GF00002168	TFCN25331D1_010242-T1	DBVPG3775_006029-T1
GF00002169	TFCN25331D1_011293-T1	DBVPG3775_005331-T1
GF00002170	TFCN25331D1_002211-T1	DBVPG3775_005330-T1
GF00002171	TFCN25331D1_002212-T1	DBVPG3775_005329-T1
GF00002172	TFCN25331D1_002213-T1	DBVPG3775_005328-T1
GF00002173	TFCN25331D1_002215-T1	DBVPG3775_005326-T1
GF00002174	TFCN25331D1_011299-T1	DBVPG3775_005325-T1
GF00002175	TFCN25331D1_011302-T1	DBVPG3775_005322-T1
GF00002176	TFCN25331D1_002221-T1	DBVPG3775_005320-T1
GF00002177	TFCN25331D1_002222-T1	DBVPG3775_005319-T1
GF00002178	TFCN25331D1_002230-T1	DBVPG3775_005312-T1
GF00002179	TFCN25331D1_002231-T1	DBVPG3775_005311-T1
GF00002180	TFCN25331D1_002233-T1	DBVPG3775_005309-T1
GF00002181	TFCN25331D1_002234-T1	DBVPG3775_005308-T1
GF00002182	TFCN25331D1_002237-T1	DBVPG3775_005305-T1
GF00002183	TFCN25331D1_002238-T1	DBVPG3775_005304-T1
GF00002184	TFCN25331D1_002240-T1	DBVPG3775_005302-T1
GF00002185	TFCN25331D1_009878-T1	DBVPG3775_005301-T1
GF00002186	TFCN25331D1_002242-T1	DBVPG3775_005299-T1
GF00002187	TFCN25331D1_002243-T1	DBVPG3775_005298-T1
GF00002188	TFCN25331D1_002244-T1	DBVPG3775_005297-T1
GF00002189	TFCN25331D1_002248-T1	DBVPG3775_005292-T1
GF00002190	TFCN25331D1_009885-T1	DBVPG3775_005291-T1
GF00002191	TFCN25331D1_002250-T1	DBVPG3775_005290-T1
GF00002192	TFCN25331D1_002252-T1	DBVPG3775_005288-T1
GF00002193	TFCN25331D1_002253-T1	DBVPG3775_005287-T1
GF00002194	TFCN25331D1_002254-T1	DBVPG3775_005286-T1
GF00002195	TFCN25331D1_002255-T1	DBVPG3775_005285-T1
GF00002196	TFCN25331D1_002256-T1	DBVPG3775_005284-T1
GF00002197	TFCN25331D1_002257-T1	DBVPG3775_005283-T1
GF00002198	TFCN25331D1_002258-T1	DBVPG3775_005282-T1
GF00002199	TFCN25331D1_009895-T1	DBVPG3775_005281-T1
GF00002200	TFCN25331D1_009896-T1	DBVPG3775_005280-T1
GF00002201	TFCN25331D1_009910-T1	DBVPG3775_005279-T1
GF00002202	TFCN25331D1_002264-T1	DBVPG3775_005277-T1
GF00002203	TFCN25331D1_002265-T1	DBVPG3775_005276-T1
GF00002204	TFCN25331D1_002270-T1	DBVPG3775_005272-T1
GF00002205	TFCN25331D1_010870-T1	DBVPG3775_004533-T1
GF00002206	TFCN25331D1_002272-T1	DBVPG3775_005270-T1
GF00002207	TFCN25331D1_002273-T1	DBVPG3775_005269-T1
GF00002208	TFCN25331D1_009899-T1	DBVPG3775_005268-T1
GF00002209	TFCN25331D1_009898-T1	DBVPG3775_005267-T1
GF00002210	TFCN25331D1_002279-T1	DBVPG3775_005264-T1
GF00002211	TFCN25331D1_002280-T1	DBVPG3775_005263-T1
GF00002212	TFCN25331D1_002281-T1	DBVPG3775_005262-T1
GF00002213	TFCN25331D1_009915-T1	DBVPG3775_005261-T1
GF00002214	TFCN25331D1_002283-T1	DBVPG3775_005260-T1
GF00002215	TFCN25331D1_002284-T1	DBVPG3775_005259-T1
GF00002216	TFCN25331D1_002286-T1	DBVPG3775_005257-T1
GF00002217	TFCN25331D1_002287-T1	DBVPG3775_005452-T1
GF00002218	TFCN25331D1_002288-T1	DBVPG3775_005453-T1
GF00002219	TFCN25331D1_007080-T1	DBVPG3775_005459-T1
GF00002220	TFCN25331D1_007081-T1	DBVPG3775_005460-T1
GF00002221	TFCN25331D1_002295-T1	DBVPG3775_005461-T1
GF00002222	TFCN25331D1_007083-T1	DBVPG3775_005462-T1
GF00002223	TFCN25331D1_007084-T1	DBVPG3775_005463-T1
GF00002224	TFCN25331D1_002298-T1	DBVPG3775_005464-T1
GF00002225	TFCN25331D1_002299-T1	DBVPG3775_005465-T1
GF00002226	TFCN25331D1_002301-T1	DBVPG3775_005467-T1
GF00002227	TFCN25331D1_007089-T1	DBVPG3775_005468-T1
GF00002228	TFCN25331D1_002304-T1	DBVPG3775_005469-T1
GF00002229	TFCN25331D1_002305-T1	DBVPG3775_005470-T1
GF00002230	TFCN25331D1_002306-T1	DBVPG3775_005471-T1
GF00002231	TFCN25331D1_002308-T1	DBVPG3775_005474-T1
GF00002232	TFCN25331D1_002313-T1	DBVPG3775_005479-T1
GF00002233	TFCN25331D1_007102-T1	DBVPG3775_005481-T1
GF00002234	TFCN25331D1_002316-T1	DBVPG3775_005482-T1
GF00002235	TFCN25331D1_002318-T1	DBVPG3775_005484-T1
GF00002236	TFCN25331D1_002320-T1	DBVPG3775_005486-T1
GF00002237	TFCN25331D1_002321-T1	DBVPG3775_005487-T1
GF00002238	TFCN25331D1_002322-T1	DBVPG3775_005488-T1
GF00002239	TFCN25331D1_007110-T1	DBVPG3775_005489-T1
GF00002240	TFCN25331D1_002326-T1	DBVPG3775_005492-T1
GF00002241	TFCN25331D1_007115-T1	DBVPG3775_005493-T1
GF00002242	TFCN25331D1_002328-T1	DBVPG3775_005495-T1
GF00002243	TFCN25331D1_002329-T1	DBVPG3775_005496-T1
GF00002244	TFCN25331D1_002335-T1	DBVPG3775_005514-T1
GF00002245	TFCN25331D1_002336-T1	DBVPG3775_005515-T1
GF00002246	TFCN25331D1_007124-T1	DBVPG3775_005516-T1
GF00002247	TFCN25331D1_002338-T1	DBVPG3775_005517-T1
GF00002248	TFCN25331D1_002339-T1	DBVPG3775_005518-T1
GF00002249	TFCN25331D1_002340-T1	DBVPG3775_005519-T1
GF00002250	TFCN25331D1_002341-T1	DBVPG3775_005520-T1
GF00002251	TFCN25331D1_003273-T1	DBVPG3775_005866-T1
GF00002252	TFCN25331D1_002343-T1	DBVPG3775_005522-T1
GF00002253	TFCN25331D1_002344-T1	DBVPG3775_005523-T1
GF00002254	TFCN25331D1_002345-T1	DBVPG3775_005524-T1
GF00002255	TFCN25331D1_002347-T1	DBVPG3775_005526-T1
GF00002256	TFCN25331D1_007134-T1	DBVPG3775_005527-T1
GF00002257	TFCN25331D1_002351-T1	DBVPG3775_005530-T1
GF00002258	TFCN25331D1_002353-T1	DBVPG3775_005532-T1
GF00002259	TFCN25331D1_002356-T1	DBVPG3775_005535-T1
GF00002260	TFCN25331D1_007143-T1	DBVPG3775_005536-T1
GF00002261	TFCN25331D1_002358-T1	DBVPG3775_005537-T1
GF00002262	TFCN25331D1_002359-T1	DBVPG3775_005538-T1
GF00002263	TFCN25331D1_002360-T1	DBVPG3775_005539-T1
GF00002264	TFCN25331D1_002364-T1	DBVPG3775_005542-T1
GF00002265	TFCN25331D1_002365-T1	DBVPG3775_005543-T1
GF00002266	TFCN25331D1_010074-T1	DBVPG3775_004270-T1
GF00002267	TFCN25331D1_002371-T1	DBVPG3775_004271-T1
GF00002268	TFCN25331D1_010076-T1	DBVPG3775_004272-T1
GF00002269	TFCN25331D1_010077-T1	DBVPG3775_004273-T1
GF00002270	TFCN25331D1_010078-T1	DBVPG3775_004274-T1
GF00002271	TFCN25331D1_002379-T1	DBVPG3775_004278-T1
GF00002272	TFCN25331D1_002380-T1	DBVPG3775_004279-T1
GF00002273	TFCN25331D1_010085-T1	DBVPG3775_004280-T1
GF00002274	TFCN25331D1_002382-T1	DBVPG3775_004281-T1
GF00002275	TFCN25331D1_010087-T1	DBVPG3775_004282-T1
GF00002276	TFCN25331D1_002384-T1	DBVPG3775_004283-T1
GF00002277	TFCN25331D1_002385-T1	DBVPG3775_004284-T1
GF00002278	TFCN25331D1_002386-T1	DBVPG3775_004285-T1
GF00002279	TFCN25331D1_002387-T1	DBVPG3775_004286-T1
GF00002280	TFCN25331D1_010095-T1	DBVPG3775_004290-T1
GF00002281	TFCN25331D1_010096-T1	DBVPG3775_004291-T1
GF00002282	TFCN25331D1_002394-T1	DBVPG3775_004292-T1
GF00002283	TFCN25331D1_012428-T1	
GF00002284	TFCN25331D1_002398-T1	DBVPG3775_004295-T1
GF00002285	TFCN25331D1_010101-T1	DBVPG3775_004296-T1
GF00002286	TFCN25331D1_002400-T1	DBVPG3775_004297-T1
GF00002287	TFCN25331D1_010104-T1	DBVPG3775_004299-T1
GF00002288	TFCN25331D1_010106-T1	DBVPG3775_004301-T1
GF00002289	TFCN25331D1_002405-T1	DBVPG3775_004302-T1
GF00002290	TFCN25331D1_010108-T1	DBVPG3775_004303-T1
GF00002291	TFCN25331D1_010109-T1	DBVPG3775_004304-T1
GF00002292	TFCN25331D1_010110-T1	DBVPG3775_004305-T1
GF00002293	TFCN25331D1_010118-T1	DBVPG3775_004312-T1
GF00002294	TFCN25331D1_010119-T1	DBVPG3775_004313-T1
GF00002295	TFCN25331D1_010120-T1	DBVPG3775_004314-T1
GF00002296	TFCN25331D1_002416-T1	DBVPG3775_004315-T1
GF00002297	TFCN25331D1_010122-T1	DBVPG3775_004316-T1
GF00002298	TFCN25331D1_010123-T1	DBVPG3775_004317-T1
GF00002299	TFCN25331D1_002422-T1	DBVPG3775_004321-T1
GF00002300	TFCN25331D1_012074-T1	DBVPG3775_004322-T1
GF00002301	TFCN25331D1_002424-T1	DBVPG3775_004323-T1
GF00002302	TFCN25331D1_012076-T1	DBVPG3775_004324-T1
GF00002303	TFCN25331D1_002426-T1	DBVPG3775_004325-T1
GF00002304	TFCN25331D1_012079-T1	DBVPG3775_004328-T1
GF00002305	TFCN25331D1_002430-T1	DBVPG3775_004330-T1
GF00002306	TFCN25331D1_012085-T1	DBVPG3775_004334-T1
GF00002307	TFCN25331D1_002433-T1	DBVPG3775_004333-T1
GF00002308	TFCN25331D1_012083-T1	DBVPG3775_004332-T1
GF00002309	TFCN25331D1_012088-T1	DBVPG3775_004337-T1
GF00002310	TFCN25331D1_002438-T1	DBVPG3775_004340-T1
GF00002311	TFCN25331D1_012092-T1	DBVPG3775_004341-T1
GF00002312	TFCN25331D1_012095-T1	DBVPG3775_004344-T1
GF00002313	TFCN25331D1_002442-T1	DBVPG3775_004345-T1
GF00002314	TFCN25331D1_012098-T1	DBVPG3775_004347-T1
GF00002315	TFCN25331D1_002447-T1	DBVPG3775_004349-T1
GF00002316	TFCN25331D1_002449-T1	DBVPG3775_004112-T1
GF00002317	TFCN25331D1_012102-T1	DBVPG3775_004111-T1
GF00002318	TFCN25331D1_002451-T1	DBVPG3775_004110-T1
GF00002319	TFCN25331D1_009302-T1	DBVPG3775_004109-T1
GF00002320	TFCN25331D1_009299-T1	DBVPG3775_004106-T1
GF00002321	TFCN25331D1_002458-T1	DBVPG3775_004105-T1
GF00002322	TFCN25331D1_009297-T1	DBVPG3775_004104-T1
GF00002323	TFCN25331D1_002461-T1	DBVPG3775_004102-T1
GF00002324	TFCN25331D1_009293-T1	DBVPG3775_004101-T1
GF00002325	TFCN25331D1_009292-T1	DBVPG3775_004100-T1
GF00002326	TFCN25331D1_009291-T1	DBVPG3775_004099-T1
GF00002327	TFCN25331D1_002465-T1	DBVPG3775_004098-T1
GF00002328	TFCN25331D1_002467-T1	DBVPG3775_004096-T1
GF00002329	TFCN25331D1_009287-T1	DBVPG3775_004095-T1
GF00002330	TFCN25331D1_002469-T1	DBVPG3775_004094-T1
GF00002331	TFCN25331D1_002471-T1	DBVPG3775_004092-T1
GF00002332	TFCN25331D1_009282-T1	DBVPG3775_004091-T1
GF00002333	TFCN25331D1_009281-T1	DBVPG3775_004090-T1
GF00002334	TFCN25331D1_009280-T1	DBVPG3775_004089-T1
GF00002335	TFCN25331D1_009279-T1	DBVPG3775_004088-T1
GF00002336	TFCN25331D1_009278-T1	DBVPG3775_004087-T1
GF00002337	TFCN25331D1_002477-T1	DBVPG3775_004086-T1
GF00002338	TFCN25331D1_002479-T1	DBVPG3775_004084-T1
GF00002339	TFCN25331D1_009274-T1	DBVPG3775_004083-T1
GF00002340	TFCN25331D1_009273-T1	DBVPG3775_004082-T1
GF00002341	TFCN25331D1_009272-T1	DBVPG3775_004081-T1
GF00002342	TFCN25331D1_009270-T1	DBVPG3775_004079-T1
GF00002343	TFCN25331D1_002485-T1	DBVPG3775_004078-T1
GF00002344	TFCN25331D1_002486-T1	DBVPG3775_004077-T1
GF00002345	TFCN25331D1_002489-T1	DBVPG3775_004075-T1
GF00002346	TFCN25331D1_002491-T1	DBVPG3775_004071-T1
GF00002347	TFCN25331D1_009262-T1	DBVPG3775_004070-T1
GF00002348	TFCN25331D1_002493-T1	DBVPG3775_004069-T1
GF00002349	TFCN25331D1_009260-T1	DBVPG3775_004068-T1
GF00002350	TFCN25331D1_009259-T1	DBVPG3775_004067-T1
GF00002351	TFCN25331D1_002496-T1	DBVPG3775_004066-T1
GF00002352	TFCN25331D1_002497-T1	DBVPG3775_004065-T1
GF00002353	TFCN25331D1_009255-T1	DBVPG3775_004064-T1
GF00002354	TFCN25331D1_002499-T1	DBVPG3775_004063-T1
GF00002355	TFCN25331D1_009253-T1	DBVPG3775_004062-T1
GF00002356	TFCN25331D1_013529-T1	DBVPG3775_003152-T1
GF00002357	TFCN25331D1_002503-T1	DBVPG3775_004059-T1
GF00002358	TFCN25331D1_002504-T1	DBVPG3775_004058-T1
GF00002359	TFCN25331D1_002508-T1	DBVPG3775_004054-T1
GF00002360	TFCN25331D1_002509-T1	DBVPG3775_004053-T1
GF00002361	TFCN25331D1_009243-T1	DBVPG3775_004052-T1
GF00002362	TFCN25331D1_003323-T1	DBVPG3775_005817-T1
GF00002363	TFCN25331D1_009241-T1	DBVPG3775_004050-T1
GF00002364	TFCN25331D1_009240-T1	DBVPG3775_004049-T1
GF00002365	TFCN25331D1_002514-T1	DBVPG3775_004048-T1
GF00002366	TFCN25331D1_002516-T1	DBVPG3775_004046-T1
GF00002367	TFCN25331D1_012410-T1	DBVPG3775_004045-T1
GF00002368	TFCN25331D1_012409-T1	DBVPG3775_004044-T1
GF00002369	TFCN25331D1_002519-T1	DBVPG3775_004043-T1
GF00002370	TFCN25331D1_012403-T1	DBVPG3775_004039-T1
GF00002371	TFCN25331D1_012402-T1	DBVPG3775_004038-T1
GF00002372	TFCN25331D1_002526-T1	DBVPG3775_004036-T1
GF00002373	TFCN25331D1_002528-T1	DBVPG3775_004033-T1
GF00002374	TFCN25331D1_002529-T1	DBVPG3775_004032-T1
GF00002375	TFCN25331D1_002531-T1	DBVPG3775_004030-T1
GF00002376	TFCN25331D1_002535-T1	DBVPG3775_006905-T1
GF00002377	TFCN25331D1_010273-T1	DBVPG3775_006906-T1
GF00002378	TFCN25331D1_002537-T1	DBVPG3775_006907-T1
GF00002379	TFCN25331D1_002538-T1	DBVPG3775_006908-T1
GF00002380	TFCN25331D1_010270-T1	DBVPG3775_006909-T1
GF00002381	TFCN25331D1_010268-T1	DBVPG3775_006911-T1
GF00002382	TFCN25331D1_010267-T1	DBVPG3775_006912-T1
GF00002383	TFCN25331D1_002544-T1	DBVPG3775_006914-T1
GF00002384	TFCN25331D1_002545-T1	DBVPG3775_006915-T1
GF00002385	TFCN25331D1_010262-T1	DBVPG3775_006916-T1
GF00002386	TFCN25331D1_002547-T1	DBVPG3775_006917-T1
GF00002387	TFCN25331D1_002548-T1	DBVPG3775_006919-T1
GF00002388	TFCN25331D1_002549-T1	DBVPG3775_006920-T1
GF00002389	TFCN25331D1_010257-T1	DBVPG3775_006921-T1
GF00002390	TFCN25331D1_002553-T1	DBVPG3775_006923-T1
GF00002391	TFCN25331D1_010252-T1	DBVPG3775_006926-T1
GF00002392	TFCN25331D1_002557-T1	DBVPG3775_006927-T1
GF00002393	TFCN25331D1_010249-T1	DBVPG3775_006930-T1
GF00002394	TFCN25331D1_010246-T1	DBVPG3775_006025-T1
GF00002395	TFCN25331D1_002563-T1	DBVPG3775_006026-T1
GF00002396	TFCN25331D1_002565-T1	DBVPG3775_006028-T1
GF00002397	TFCN25331D1_002572-T1	DBVPG3775_006033-T1
GF00002398	TFCN25331D1_002574-T1	DBVPG3775_006035-T1
GF00002399	TFCN25331D1_002575-T1	DBVPG3775_006036-T1
GF00002400	TFCN25331D1_005935-T1	DBVPG3775_006037-T1
GF00002401	TFCN25331D1_002580-T1	DBVPG3775_006040-T1
GF00002402	TFCN25331D1_005931-T1	DBVPG3775_006041-T1
GF00002403	TFCN25331D1_002583-T1	DBVPG3775_006043-T1
GF00002404	TFCN25331D1_002584-T1	DBVPG3775_006044-T1
GF00002405	TFCN25331D1_005927-T1	DBVPG3775_006045-T1
GF00002406	TFCN25331D1_004008-T1	DBVPG3775_000098-T1
GF00002407	TFCN25331D1_002587-T1	DBVPG3775_006047-T1
GF00002408	TFCN25331D1_005924-T1	DBVPG3775_006048-T1
GF00002409	TFCN25331D1_002589-T1	DBVPG3775_006049-T1
GF00002410	TFCN25331D1_002590-T1	DBVPG3775_006050-T1
GF00002411	TFCN25331D1_005921-T1	DBVPG3775_006051-T1
GF00002412	TFCN25331D1_005920-T1	DBVPG3775_006052-T1
GF00002413	TFCN25331D1_005919-T1	DBVPG3775_006053-T1
GF00002414	TFCN25331D1_002594-T1	DBVPG3775_006054-T1
GF00002415	TFCN25331D1_002595-T1	DBVPG3775_006055-T1
GF00002416	TFCN25331D1_005916-T1	DBVPG3775_006056-T1
GF00002417	TFCN25331D1_005915-T1	DBVPG3775_006057-T1
GF00002418	TFCN25331D1_005913-T1	DBVPG3775_006058-T1
GF00002419	TFCN25331D1_002599-T1	DBVPG3775_006059-T1
GF00002420	TFCN25331D1_005911-T1	DBVPG3775_006060-T1
GF00002421	TFCN25331D1_002601-T1	DBVPG3775_006061-T1
GF00002422	TFCN25331D1_005908-T1	DBVPG3775_006064-T1
GF00002423	TFCN25331D1_002604-T1	DBVPG3775_006065-T1
GF00002424	TFCN25331D1_002605-T1	DBVPG3775_006066-T1
GF00002425	TFCN25331D1_002606-T1	DBVPG3775_006067-T1
GF00002426	TFCN25331D1_005904-T1	DBVPG3775_006068-T1
GF00002427	TFCN25331D1_005903-T1	DBVPG3775_006069-T1
GF00002428	TFCN25331D1_002609-T1	DBVPG3775_006070-T1
GF00002429	TFCN25331D1_002610-T1	DBVPG3775_006071-T1
GF00002430	TFCN25331D1_002611-T1	DBVPG3775_006072-T1
GF00002431	TFCN25331D1_002612-T1	DBVPG3775_006073-T1
GF00002432	TFCN25331D1_005898-T1	DBVPG3775_006074-T1
GF00002433	TFCN25331D1_002614-T1	DBVPG3775_006075-T1
GF00002434	TFCN25331D1_002616-T1	DBVPG3775_006077-T1
