	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000745	TFCN17337P5_011518-T1, TFCN17337P5_012236-T1, TFCN17337P5_012237-T1	DBVPG3775_007265-T1, DBVPG3775_007266-T1
GF00000746	TFCN17337P5_012247-T1, TFCN17337P5_012244-T1, TFCN17337P5_012248-T1	DBVPG3775_007274-T1, DBVPG3775_007277-T1
GF00000747	TFCN17337P5_011530-T1, TFCN17337P5_014728-T1, TFCN17337P5_012255-T1	DBVPG3775_007284-T1, DBVPG3775_007285-T1
GF00000748	TFCN17337P5_011752-T1, TFCN17337P5_013956-T1, TFCN17337P5_013954-T1, TFCN17337P5_013955-T1	DBVPG3775_000704-T1
GF00000749	TFCN17337P5_012130-T1, TFCN17337P5_013250-T1, TFCN17337P5_013251-T1	DBVPG3775_007428-T1, DBVPG3775_007429-T1
GF00000750	TFCN17337P5_013302-T1, TFCN17337P5_014052-T1, TFCN17337P5_013303-T1	DBVPG3775_000596-T1, DBVPG3775_000597-T1
GF00000751	TFCN17337P5_013322-T1, TFCN17337P5_014610-T1, TFCN17337P5_013653-T1	DBVPG3775_006753-T1, DBVPG3775_006766-T1
GF00000752	TFCN17337P5_013501-T1, TFCN17337P5_014300-T1, TFCN17337P5_013654-T1	DBVPG3775_006752-T1, DBVPG3775_006767-T1
GF00000753	TFCN17337P5_001151-T1, TFCN17337P5_001105-T1	DBVPG3775_006080-T1, DBVPG3775_006082-T1, DBVPG3775_006402-T1
GF00000754	TFCN17337P5_003762-T1, TFCN17337P5_001635-T1	DBVPG3775_004435-T1, DBVPG3775_004436-T1
GF00000755	TFCN17337P5_000057-T1, TFCN17337P5_001334-T1, TFCN17337P5_001335-T1	DBVPG3775_004115-T1
GF00000756	TFCN17337P5_000093-T1, TFCN17337P5_001296-T1, TFCN17337P5_000094-T1	DBVPG3775_004154-T1
GF00000757	TFCN17337P5_000097-T1, TFCN17337P5_001293-T1, TFCN17337P5_014670-T1	DBVPG3775_004157-T1
GF00000758	TFCN17337P5_000102-T1, TFCN17337P5_001288-T1, TFCN17337P5_001287-T1	DBVPG3775_004162-T1
GF00000759	TFCN17337P5_000112-T1, TFCN17337P5_001276-T1, TFCN17337P5_001278-T1	DBVPG3775_004171-T1
GF00000760	TFCN17337P5_000124-T1, TFCN17337P5_001261-T1, TFCN17337P5_000125-T1	DBVPG3775_004187-T1
GF00000761	TFCN17337P5_009863-T1, TFCN17337P5_009693-T1	DBVPG3775_005424-T1, DBVPG3775_005425-T1
GF00000762	TFCN17337P5_000291-T1, TFCN17337P5_001506-T1, TFCN17337P5_000292-T1	DBVPG3775_001153-T1
GF00000763	TFCN17337P5_000314-T1, TFCN17337P5_001483-T1, TFCN17337P5_000315-T1	DBVPG3775_001176-T1
GF00000764	TFCN17337P5_000411-T1, TFCN17337P5_001380-T1	DBVPG3775_001279-T1, DBVPG3775_001280-T1
GF00000765	TFCN17337P5_000433-T1, TFCN17337P5_009149-T1	DBVPG3775_001305-T1, DBVPG3775_001306-T1
GF00000766	TFCN17337P5_000453-T1, TFCN17337P5_011099-T1, TFCN17337P5_000454-T1	DBVPG3775_000252-T1
GF00000767	TFCN17337P5_000472-T1, TFCN17337P5_009325-T1, TFCN17337P5_000473-T1	DBVPG3775_000234-T1
GF00000768	TFCN17337P5_000474-T1, TFCN17337P5_009324-T1, TFCN17337P5_009323-T1	DBVPG3775_000233-T1
GF00000769	TFCN17337P5_011499-T1, TFCN17337P5_004159-T1, TFCN17337P5_009575-T1	DBVPG3775_006809-T1
GF00000770	TFCN17337P5_000499-T1, TFCN17337P5_009298-T1, TFCN17337P5_009297-T1	DBVPG3775_000209-T1
GF00000771	TFCN17337P5_000607-T1, TFCN17337P5_011249-T1, TFCN17337P5_010028-T1	DBVPG3775_000101-T1
GF00000772	TFCN17337P5_000608-T1, TFCN17337P5_011247-T1, TFCN17337P5_011248-T1	DBVPG3775_000100-T1
GF00000773	TFCN17337P5_000668-T1, TFCN17337P5_013111-T1	DBVPG3775_000038-T1, DBVPG3775_000039-T1
GF00000774	TFCN17337P5_000745-T1, TFCN17337P5_008947-T1, TFCN17337P5_000746-T1	DBVPG3775_005275-T1
GF00000775	TFCN17337P5_009564-T1, TFCN17337P5_011510-T1, TFCN17337P5_011511-T1	DBVPG3775_006798-T1
GF00000776	TFCN17337P5_000797-T1, TFCN17337P5_008222-T1, TFCN17337P5_008223-T1	DBVPG3775_005474-T1
GF00000777	TFCN17337P5_000823-T1, TFCN17337P5_008195-T1, TFCN17337P5_000824-T1	DBVPG3775_005500-T1
GF00000778	TFCN17337P5_000835-T1, TFCN17337P5_008183-T1, TFCN17337P5_008185-T1	DBVPG3775_005511-T1
GF00000779	TFCN17337P5_000895-T1, TFCN17337P5_001849-T1, TFCN17337P5_001850-T1	DBVPG3775_002492-T1
GF00000780	TFCN17337P5_000910-T1, TFCN17337P5_001864-T1, TFCN17337P5_000911-T1	DBVPG3775_002478-T1
GF00000781	TFCN17337P5_000927-T1, TFCN17337P5_003081-T1, TFCN17337P5_000928-T1	DBVPG3775_002462-T1
GF00000782	TFCN17337P5_000941-T1, TFCN17337P5_003067-T1, TFCN17337P5_003068-T1	DBVPG3775_002449-T1
GF00000783	TFCN17337P5_000942-T1, TFCN17337P5_003066-T1, TFCN17337P5_000943-T1	DBVPG3775_002448-T1
GF00000784	TFCN17337P5_009086-T1, TFCN17337P5_004597-T1, TFCN17337P5_010797-T1	DBVPG3775_002085-T1
GF00000785	TFCN17337P5_001043-T1, TFCN17337P5_002969-T1, TFCN17337P5_002968-T1	DBVPG3775_000759-T1
GF00000786	TFCN17337P5_001102-T1, TFCN17337P5_007585-T1, TFCN17337P5_007586-T1	DBVPG3775_006032-T1
GF00000787	TFCN17337P5_001180-T1, TFCN17337P5_011344-T1, TFCN17337P5_013714-T1	DBVPG3775_006373-T1
GF00000788	TFCN17337P5_001200-T1, TFCN17337P5_011324-T1, TFCN17337P5_001201-T1	DBVPG3775_006353-T1
GF00000789	TFCN17337P5_001596-T1, TFCN17337P5_003719-T1, TFCN17337P5_001597-T1	DBVPG3775_004480-T1
GF00000790	TFCN17337P5_002896-T1, TFCN17337P5_013269-T1	DBVPG3775_001998-T1, DBVPG3775_001999-T1
GF00000791	TFCN17337P5_001621-T1, TFCN17337P5_003744-T1, TFCN17337P5_001622-T1	DBVPG3775_004454-T1
GF00000792	TFCN17337P5_001626-T1, TFCN17337P5_003752-T1, TFCN17337P5_003753-T1	DBVPG3775_004446-T1
GF00000793	TFCN17337P5_001686-T1, TFCN17337P5_003817-T1, TFCN17337P5_001687-T1	DBVPG3775_004384-T1
GF00000794	TFCN17337P5_001751-T1, TFCN17337P5_005160-T1, TFCN17337P5_001771-T1	DBVPG3775_003202-T1
GF00000795	TFCN17337P5_001775-T1, TFCN17337P5_005183-T1, TFCN17337P5_005182-T1	DBVPG3775_003225-T1
GF00000796	TFCN17337P5_001817-T1, TFCN17337P5_012879-T1, TFCN17337P5_001818-T1	DBVPG3775_002519-T1
GF00000797	TFCN17337P5_001866-T1, TFCN17337P5_003162-T1, TFCN17337P5_013384-T1	DBVPG3775_004045-T1
GF00000798	TFCN17337P5_001945-T1, TFCN17337P5_013570-T1, TFCN17337P5_012443-T1	DBVPG3775_004338-T1
GF00000799	TFCN17337P5_001954-T1, TFCN17337P5_007264-T1	DBVPG3775_004326-T1, DBVPG3775_004327-T1
GF00000800	TFCN17337P5_009333-T1, TFCN17337P5_002017-T1, TFCN17337P5_009334-T1	DBVPG3775_003045-T1
GF00000801	TFCN17337P5_002030-T1, TFCN17337P5_009347-T1, TFCN17337P5_009348-T1	DBVPG3775_003031-T1
GF00000802	TFCN17337P5_002036-T1, TFCN17337P5_009354-T1, TFCN17337P5_009353-T1	DBVPG3775_003026-T1
GF00000803	TFCN17337P5_002055-T1, TFCN17337P5_014767-T1, TFCN17337P5_014737-T1	DBVPG3775_003006-T1
GF00000804	TFCN17337P5_002057-T1, TFCN17337P5_012967-T1, TFCN17337P5_004456-T1	DBVPG3775_002652-T1
GF00000805	TFCN17337P5_002061-T1, TFCN17337P5_014602-T1, TFCN17337P5_002062-T1	DBVPG3775_003000-T1
GF00000806	TFCN17337P5_012820-T1, TFCN17337P5_011706-T1	DBVPG3775_007179-T1, DBVPG3775_007180-T1
GF00000807	TFCN17337P5_002081-T1, TFCN17337P5_003376-T1, TFCN17337P5_003375-T1	DBVPG3775_002979-T1
GF00000808	TFCN17337P5_002085-T1, TFCN17337P5_003380-T1, TFCN17337P5_002086-T1	DBVPG3775_002975-T1
GF00000809	TFCN17337P5_002109-T1, TFCN17337P5_003402-T1, TFCN17337P5_002110-T1	DBVPG3775_002953-T1
GF00000810	TFCN17337P5_011687-T1, TFCN17337P5_009550-T1, TFCN17337P5_009551-T1	DBVPG3775_007524-T1
GF00000811	TFCN17337P5_002132-T1, TFCN17337P5_003426-T1, TFCN17337P5_003427-T1	DBVPG3775_002930-T1
GF00000812	TFCN17337P5_002135-T1, TFCN17337P5_013142-T1, TFCN17337P5_005338-T1	DBVPG3775_004504-T1
GF00000813	TFCN17337P5_002139-T1, TFCN17337P5_003432-T1, TFCN17337P5_013416-T1	DBVPG3775_002925-T1
GF00000814	TFCN17337P5_002163-T1, TFCN17337P5_004306-T1	DBVPG3775_003697-T1, DBVPG3775_003698-T1
GF00000815	TFCN17337P5_002165-T1, TFCN17337P5_004303-T1, TFCN17337P5_004304-T1	DBVPG3775_003695-T1
GF00000816	TFCN17337P5_002167-T1, TFCN17337P5_004301-T1, TFCN17337P5_014462-T1	DBVPG3775_003693-T1
GF00000817	TFCN17337P5_002186-T1, TFCN17337P5_004814-T1, TFCN17337P5_002187-T1	DBVPG3775_005031-T1
GF00000818	TFCN17337P5_002205-T1, TFCN17337P5_004775-T1, TFCN17337P5_002206-T1	DBVPG3775_004994-T1
GF00000819	TFCN17337P5_002233-T1, TFCN17337P5_004766-T1, TFCN17337P5_004765-T1	DBVPG3775_004985-T1
GF00000820	TFCN17337P5_002251-T1, TFCN17337P5_004749-T1, TFCN17337P5_004753-T1	DBVPG3775_004970-T1
GF00000821	TFCN17337P5_002271-T1, TFCN17337P5_006482-T1, TFCN17337P5_006481-T1	DBVPG3775_001343-T1
GF00000822	TFCN17337P5_002312-T1, TFCN17337P5_006445-T1, TFCN17337P5_002313-T1	DBVPG3775_001384-T1
GF00000823	TFCN17337P5_002360-T1, TFCN17337P5_010269-T1	DBVPG3775_001430-T1, DBVPG3775_001431-T1
GF00000824	TFCN17337P5_002406-T1, TFCN17337P5_007726-T1, TFCN17337P5_013770-T1	DBVPG3775_000349-T1
GF00000825	TFCN17337P5_002411-T1, TFCN17337P5_014667-T1	DBVPG3775_003048-T1, DBVPG3775_007570-T1
GF00000826	TFCN17337P5_002499-T1, TFCN17337P5_002566-T1, TFCN17337P5_002500-T1	DBVPG3775_005133-T1
GF00000827	TFCN17337P5_002505-T1, TFCN17337P5_002560-T1, TFCN17337P5_002561-T1	DBVPG3775_005138-T1
GF00000828	TFCN17337P5_002525-T1, TFCN17337P5_003223-T1	DBVPG3775_003981-T1, DBVPG3775_003982-T1
GF00000829	TFCN17337P5_002535-T1, TFCN17337P5_003213-T1	DBVPG3775_003992-T1, DBVPG3775_003993-T1
GF00000830	TFCN17337P5_002536-T1, TFCN17337P5_003212-T1	DBVPG3775_003994-T1, DBVPG3775_003995-T1
GF00000831	TFCN17337P5_002550-T1, TFCN17337P5_003197-T1, TFCN17337P5_002551-T1	DBVPG3775_004009-T1
GF00000832	TFCN17337P5_002753-T1, TFCN17337P5_004252-T1, TFCN17337P5_012603-T1	DBVPG3775_004917-T1
GF00000833	TFCN17337P5_002780-T1, TFCN17337P5_004227-T1	DBVPG3775_004889-T1, DBVPG3775_004890-T1
GF00000834	TFCN17337P5_002840-T1, TFCN17337P5_012544-T1, TFCN17337P5_013931-T1	DBVPG3775_002054-T1
GF00000835	TFCN17337P5_002863-T1, TFCN17337P5_011127-T1, TFCN17337P5_011128-T1	DBVPG3775_002032-T1
GF00000836	TFCN17337P5_002916-T1, TFCN17337P5_005489-T1, TFCN17337P5_002917-T1	DBVPG3775_001978-T1
GF00000837	TFCN17337P5_002919-T1, TFCN17337P5_005494-T1, TFCN17337P5_005492-T1	DBVPG3775_001976-T1
GF00000838	TFCN17337P5_002939-T1, TFCN17337P5_005514-T1	DBVPG3775_001954-T1, DBVPG3775_001955-T1
GF00000839	TFCN17337P5_003172-T1, TFCN17337P5_013394-T1	DBVPG3775_004034-T1, DBVPG3775_004035-T1
GF00000840	TFCN17337P5_003237-T1, TFCN17337P5_011659-T1, TFCN17337P5_005656-T1	DBVPG3775_003967-T1
GF00000841	TFCN17337P5_010745-T1, TFCN17337P5_012980-T1	DBVPG3775_006105-T1, DBVPG3775_006106-T1
GF00000842	TFCN17337P5_003244-T1, TFCN17337P5_011651-T1, TFCN17337P5_011652-T1	DBVPG3775_003961-T1
GF00000843	TFCN17337P5_003282-T1, TFCN17337P5_009216-T1, TFCN17337P5_012606-T1	DBVPG3775_003922-T1
GF00000844	TFCN17337P5_003448-T1, TFCN17337P5_009242-T1, TFCN17337P5_009243-T1	DBVPG3775_002909-T1
GF00000845	TFCN17337P5_003455-T1, TFCN17337P5_009253-T1	DBVPG3775_002900-T1, DBVPG3775_002901-T1
GF00000846	TFCN17337P5_009260-T1, TFCN17337P5_009261-T1, TFCN17337P5_003464-T1	DBVPG3775_002891-T1
GF00000847	TFCN17337P5_003463-T1, TFCN17337P5_009028-T1, TFCN17337P5_009263-T1	DBVPG3775_002892-T1
GF00000848	TFCN17337P5_003484-T1, TFCN17337P5_007066-T1, TFCN17337P5_014570-T1	DBVPG3775_000779-T1
GF00000849	TFCN17337P5_003510-T1, TFCN17337P5_007091-T1, TFCN17337P5_003513-T1	DBVPG3775_000803-T1
GF00000850	TFCN17337P5_005384-T1, TFCN17337P5_009835-T1, TFCN17337P5_009836-T1	DBVPG3775_004549-T1
GF00000851	TFCN17337P5_003553-T1, TFCN17337P5_007134-T1, TFCN17337P5_007135-T1	DBVPG3775_000845-T1
GF00000852	TFCN17337P5_003567-T1, TFCN17337P5_009638-T1, TFCN17337P5_003568-T1	DBVPG3775_000857-T1
GF00000853	TFCN17337P5_005849-T1, TFCN17337P5_006567-T1	DBVPG3775_002259-T1, DBVPG3775_002260-T1
GF00000854	TFCN17337P5_003692-T1, TFCN17337P5_008043-T1	DBVPG3775_001792-T1, DBVPG3775_001793-T1
GF00000855	TFCN17337P5_003717-T1, TFCN17337P5_014542-T1, TFCN17337P5_014481-T1	DBVPG3775_001767-T1
GF00000856	TFCN17337P5_003872-T1, TFCN17337P5_005097-T1, TFCN17337P5_005096-T1	DBVPG3775_003076-T1
GF00000857	TFCN17337P5_003875-T1, TFCN17337P5_005092-T1, TFCN17337P5_005091-T1	DBVPG3775_003080-T1
GF00000858	TFCN17337P5_003925-T1, TFCN17337P5_005043-T1, TFCN17337P5_003926-T1	DBVPG3775_003131-T1
GF00000859	TFCN17337P5_003927-T1, TFCN17337P5_005042-T1, TFCN17337P5_005041-T1	DBVPG3775_003132-T1
GF00000860	TFCN17337P5_003980-T1, TFCN17337P5_004175-T1, TFCN17337P5_003981-T1	DBVPG3775_001655-T1
GF00000861	TFCN17337P5_004033-T1, TFCN17337P5_004129-T1, TFCN17337P5_004034-T1	DBVPG3775_001705-T1
GF00000862	TFCN17337P5_011716-T1, TFCN17337P5_014554-T1, TFCN17337P5_014553-T1	DBVPG3775_007168-T1
GF00000863	TFCN17337P5_004336-T1, TFCN17337P5_005419-T1, TFCN17337P5_005418-T1	DBVPG3775_003736-T1
GF00000864	TFCN17337P5_004351-T1, TFCN17337P5_005434-T1, TFCN17337P5_004352-T1	DBVPG3775_003751-T1
GF00000865	TFCN17337P5_004363-T1, TFCN17337P5_005444-T1, TFCN17337P5_012593-T1	DBVPG3775_003762-T1
GF00000866	TFCN17337P5_004374-T1, TFCN17337P5_005455-T1, TFCN17337P5_005456-T1	DBVPG3775_003774-T1
GF00000867	TFCN17337P5_004435-T1, TFCN17337P5_011896-T1, TFCN17337P5_011897-T1	DBVPG3775_002631-T1
GF00000868	TFCN17337P5_004462-T1, TFCN17337P5_012961-T1, TFCN17337P5_014673-T1	DBVPG3775_002658-T1
GF00000869	TFCN17337P5_004471-T1, TFCN17337P5_012435-T1, TFCN17337P5_004472-T1	DBVPG3775_002668-T1
GF00000870	TFCN17337P5_004485-T1, TFCN17337P5_012422-T1, TFCN17337P5_011434-T1	DBVPG3775_002681-T1
GF00000871	TFCN17337P5_004500-T1, TFCN17337P5_011419-T1, TFCN17337P5_013618-T1	DBVPG3775_002696-T1
GF00000872	TFCN17337P5_004544-T1, TFCN17337P5_004832-T1, TFCN17337P5_004833-T1	DBVPG3775_005151-T1
GF00000873	TFCN17337P5_004619-T1, TFCN17337P5_004909-T1, TFCN17337P5_011851-T1	DBVPG3775_005226-T1
GF00000874	TFCN17337P5_004656-T1, TFCN17337P5_006385-T1, TFCN17337P5_004657-T1	DBVPG3775_000477-T1
GF00000875	TFCN17337P5_004667-T1, TFCN17337P5_006375-T1, TFCN17337P5_004668-T1	DBVPG3775_000466-T1
GF00000876	TFCN17337P5_004720-T1, TFCN17337P5_012155-T1, TFCN17337P5_012154-T1	DBVPG3775_007537-T1
GF00000877	TFCN17337P5_004744-T1, TFCN17337P5_004745-T1	DBVPG3775_004965-T1, DBVPG3775_004966-T1
GF00000878	TFCN17337P5_004934-T1, TFCN17337P5_011826-T1	DBVPG3775_005251-T1, DBVPG3775_005252-T1
GF00000879	TFCN17337P5_004984-T1, TFCN17337P5_007404-T1, TFCN17337P5_014751-T1	DBVPG3775_006223-T1
GF00000880	TFCN17337P5_005033-T1, TFCN17337P5_006896-T1, TFCN17337P5_012835-T1	DBVPG3775_005908-T1
GF00000881	TFCN17337P5_005100-T1, TFCN17337P5_007015-T1, TFCN17337P5_006367-T1	DBVPG3775_005826-T1
GF00000882	TFCN17337P5_012592-T1, TFCN17337P5_011950-T1	DBVPG3775_001535-T1, DBVPG3775_006139-T1
GF00000883	TFCN17337P5_005207-T1, TFCN17337P5_014147-T1	DBVPG3775_007244-T1, DBVPG3775_007245-T1
GF00000884	TFCN17337P5_005279-T1, TFCN17337P5_014661-T1	DBVPG3775_001339-T1, DBVPG3775_005668-T1
GF00000885	TFCN17337P5_005307-T1, TFCN17337P5_011276-T1, TFCN17337P5_011540-T1	DBVPG3775_005641-T1
GF00000886	TFCN17337P5_005350-T1, TFCN17337P5_009659-T1, TFCN17337P5_009658-T1	DBVPG3775_004516-T1
GF00000887	TFCN17337P5_005357-T1, TFCN17337P5_009651-T1, TFCN17337P5_005358-T1	DBVPG3775_004523-T1
GF00000888	TFCN17337P5_005381-T1, TFCN17337P5_009831-T1, TFCN17337P5_009832-T1	DBVPG3775_004546-T1
GF00000889	TFCN17337P5_005571-T1, TFCN17337P5_011081-T1, TFCN17337P5_005572-T1	DBVPG3775_001895-T1
GF00000890	TFCN17337P5_005579-T1, TFCN17337P5_011671-T1	DBVPG3775_007599-T1, DBVPG3775_007600-T1
GF00000891	TFCN17337P5_005589-T1, TFCN17337P5_011660-T1, TFCN17337P5_010139-T1	DBVPG3775_004604-T1
GF00000892	TFCN17337P5_005640-T1, TFCN17337P5_012172-T1, TFCN17337P5_005641-T1	DBVPG3775_006634-T1
GF00000893	TFCN17337P5_005657-T1, TFCN17337P5_008602-T1, TFCN17337P5_011573-T1	DBVPG3775_006855-T1
GF00000894	TFCN17337P5_007991-T1, TFCN17337P5_010894-T1, TFCN17337P5_010869-T1	DBVPG3775_004667-T1
GF00000895	TFCN17337P5_005742-T1, TFCN17337P5_006720-T1	DBVPG3775_005798-T1, DBVPG3775_005799-T1
GF00000896	TFCN17337P5_005835-T1, TFCN17337P5_010111-T1, TFCN17337P5_006581-T1	DBVPG3775_002274-T1
GF00000897	TFCN17337P5_005869-T1, TFCN17337P5_006547-T1	DBVPG3775_002238-T1, DBVPG3775_002239-T1
GF00000898	TFCN17337P5_005901-T1, TFCN17337P5_012736-T1, TFCN17337P5_014104-T1	DBVPG3775_000672-T1
GF00000899	TFCN17337P5_005920-T1, TFCN17337P5_014098-T1, TFCN17337P5_014097-T1	DBVPG3775_000654-T1
GF00000900	TFCN17337P5_005965-T1, TFCN17337P5_010905-T1, TFCN17337P5_010906-T1	DBVPG3775_000610-T1
GF00000901	TFCN17337P5_005982-T1, TFCN17337P5_012766-T1, TFCN17337P5_005983-T1	DBVPG3775_003663-T1
GF00000902	TFCN17337P5_006009-T1, TFCN17337P5_012674-T1, TFCN17337P5_006010-T1	DBVPG3775_003637-T1
GF00000903	TFCN17337P5_006031-T1, TFCN17337P5_014590-T1, TFCN17337P5_012695-T1	DBVPG3775_003614-T1
GF00000904	TFCN17337P5_006110-T1, TFCN17337P5_013474-T1, TFCN17337P5_011852-T1	DBVPG3775_002766-T1
GF00000905	TFCN17337P5_006112-T1, TFCN17337P5_011854-T1, TFCN17337P5_006113-T1	DBVPG3775_002764-T1
GF00000906	TFCN17337P5_006122-T1, TFCN17337P5_011877-T1, TFCN17337P5_013739-T1	DBVPG3775_002741-T1
GF00000907	TFCN17337P5_006189-T1, TFCN17337P5_008247-T1, TFCN17337P5_006190-T1	DBVPG3775_002850-T1
GF00000908	TFCN17337P5_006994-T1, TFCN17337P5_014451-T1, TFCN17337P5_014778-T1	DBVPG3775_007331-T1
GF00000909	TFCN17337P5_006217-T1, TFCN17337P5_010784-T1	DBVPG3775_001475-T1, DBVPG3775_001476-T1
GF00000910	TFCN17337P5_006226-T1, TFCN17337P5_010775-T1	DBVPG3775_001465-T1, DBVPG3775_001466-T1
GF00000911	TFCN17337P5_006244-T1, TFCN17337P5_009065-T1, TFCN17337P5_006245-T1	DBVPG3775_001447-T1
GF00000912	TFCN17337P5_006249-T1, TFCN17337P5_010257-T1, TFCN17337P5_009069-T1	DBVPG3775_001443-T1
GF00000913	TFCN17337P5_006303-T1, TFCN17337P5_006820-T1, TFCN17337P5_006304-T1	DBVPG3775_006334-T1
GF00000914	TFCN17337P5_006352-T1, TFCN17337P5_010253-T1, TFCN17337P5_006353-T1	DBVPG3775_007098-T1
GF00000915	TFCN17337P5_006503-T1, TFCN17337P5_009432-T1	DBVPG3775_002193-T1, DBVPG3775_002194-T1
GF00000916	TFCN17337P5_006510-T1, TFCN17337P5_009425-T1, TFCN17337P5_006511-T1	DBVPG3775_002202-T1
GF00000917	TFCN17337P5_006658-T1, TFCN17337P5_010421-T1	DBVPG3775_005964-T1, DBVPG3775_005965-T1
GF00000918	TFCN17337P5_006698-T1, TFCN17337P5_010384-T1, TFCN17337P5_013157-T1	DBVPG3775_006006-T1
GF00000919	TFCN17337P5_006901-T1, TFCN17337P5_012830-T1, TFCN17337P5_010186-T1	DBVPG3775_005903-T1
GF00000920	TFCN17337P5_006959-T1, TFCN17337P5_010430-T1, TFCN17337P5_006960-T1	DBVPG3775_005622-T1
GF00000921	TFCN17337P5_006989-T1, TFCN17337P5_014771-T1, TFCN17337P5_010459-T1	DBVPG3775_007336-T1
GF00000922	TFCN17337P5_007004-T1, TFCN17337P5_008095-T1, TFCN17337P5_008096-T1	DBVPG3775_005816-T1
GF00000923	TFCN17337P5_007021-T1, TFCN17337P5_010485-T1, TFCN17337P5_011799-T1	DBVPG3775_005832-T1
GF00000924	TFCN17337P5_007189-T1, TFCN17337P5_008732-T1, TFCN17337P5_007190-T1	DBVPG3775_006435-T1
GF00000925	TFCN17337P5_007205-T1, TFCN17337P5_008747-T1, TFCN17337P5_014437-T1	DBVPG3775_006449-T1
GF00000926	TFCN17337P5_007284-T1, TFCN17337P5_007523-T1, TFCN17337P5_007285-T1	DBVPG3775_000980-T1
GF00000927	TFCN17337P5_007303-T1, TFCN17337P5_014543-T1, TFCN17337P5_007337-T1	DBVPG3775_000961-T1
GF00000928	TFCN17337P5_007324-T1, TFCN17337P5_007357-T1, TFCN17337P5_007325-T1	DBVPG3775_000941-T1
GF00000929	TFCN17337P5_007335-T1, TFCN17337P5_013528-T1	DBVPG3775_000909-T1, DBVPG3775_000932-T1
GF00000930	TFCN17337P5_007472-T1, TFCN17337P5_009911-T1, TFCN17337P5_007473-T1	DBVPG3775_006153-T1
GF00000931	TFCN17337P5_007596-T1, TFCN17337P5_012844-T1	DBVPG3775_006940-T1, DBVPG3775_006941-T1
GF00000932	TFCN17337P5_007632-T1, TFCN17337P5_011608-T1	DBVPG3775_006260-T1, DBVPG3775_006261-T1
GF00000933	TFCN17337P5_007674-T1, TFCN17337P5_008431-T1	DBVPG3775_000295-T1, DBVPG3775_000296-T1
GF00000934	TFCN17337P5_007675-T1, TFCN17337P5_008433-T1, TFCN17337P5_008432-T1	DBVPG3775_000297-T1
GF00000935	TFCN17337P5_007678-T1, TFCN17337P5_008436-T1	DBVPG3775_000300-T1, DBVPG3775_000301-T1
GF00000936	TFCN17337P5_007682-T1, TFCN17337P5_008440-T1, TFCN17337P5_007683-T1	DBVPG3775_000305-T1
GF00000937	TFCN17337P5_007686-T1, TFCN17337P5_008444-T1, TFCN17337P5_008443-T1	DBVPG3775_000308-T1
GF00000938	TFCN17337P5_007712-T1, TFCN17337P5_008470-T1	DBVPG3775_000334-T1, DBVPG3775_000335-T1
GF00000939	TFCN17337P5_007737-T1, TFCN17337P5_010944-T1, TFCN17337P5_007738-T1	DBVPG3775_003334-T1
GF00000940	TFCN17337P5_007764-T1, TFCN17337P5_012050-T1	DBVPG3775_003367-T1, DBVPG3775_003368-T1
GF00000941	TFCN17337P5_007826-T1, TFCN17337P5_008387-T1	DBVPG3775_003510-T1, DBVPG3775_003511-T1
GF00000942	TFCN17337P5_007827-T1, TFCN17337P5_008388-T1, TFCN17337P5_008356-T1	DBVPG3775_003443-T1
GF00000943	TFCN17337P5_011754-T1, TFCN17337P5_013958-T1, TFCN17337P5_014686-T1	DBVPG3775_000706-T1
GF00000944	TFCN17337P5_007858-T1, TFCN17337P5_012512-T1	DBVPG3775_000001-T1, DBVPG3775_007327-T1
GF00000945	TFCN17337P5_008906-T1, TFCN17337P5_010607-T1	DBVPG3775_001529-T1, DBVPG3775_003322-T1
GF00000946	TFCN17337P5_007944-T1, TFCN17337P5_013289-T1, TFCN17337P5_012507-T1	DBVPG3775_000584-T1
GF00000947	TFCN17337P5_007945-T1, TFCN17337P5_013290-T1, TFCN17337P5_013291-T1	DBVPG3775_000585-T1
GF00000948	TFCN17337P5_007962-T1, TFCN17337P5_013753-T1, TFCN17337P5_014648-T1	DBVPG3775_004695-T1
GF00000949	TFCN17337P5_007967-T1, TFCN17337P5_012359-T1, TFCN17337P5_014716-T1	DBVPG3775_004690-T1
GF00000950	TFCN17337P5_008132-T1, TFCN17337P5_008970-T1, TFCN17337P5_008969-T1	DBVPG3775_001499-T1
GF00000951	TFCN17337P5_008520-T1, TFCN17337P5_014357-T1, TFCN17337P5_013473-T1	DBVPG3775_002551-T1
GF00000952	TFCN17337P5_008543-T1, TFCN17337P5_009805-T1, TFCN17337P5_008544-T1	DBVPG3775_006983-T1
GF00000953	TFCN17337P5_008561-T1, TFCN17337P5_009788-T1, TFCN17337P5_008562-T1	DBVPG3775_007000-T1
GF00000954	TFCN17337P5_008573-T1, TFCN17337P5_009777-T1	DBVPG3775_007011-T1, DBVPG3775_007506-T1
GF00000955	TFCN17337P5_008647-T1, TFCN17337P5_012351-T1, TFCN17337P5_012352-T1	DBVPG3775_003680-T1
GF00000956	TFCN17337P5_008835-T1, TFCN17337P5_014627-T1, TFCN17337P5_012069-T1	DBVPG3775_004778-T1
GF00000957	TFCN17337P5_008845-T1, TFCN17337P5_012081-T1	DBVPG3775_004791-T1, DBVPG3775_004792-T1
