	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa
GF00000614	CHIFNET13H1268_003816-T1, CHIFNET13H1268_000711-T1, CHIFNET13H1268_003815-T1
GF00000615	CHIFNET13H1268_009980-T1, CHIFNET13H1268_011131-T1, CHIFNET13H1268_009981-T1
GF00000616	CHIFNET13H1268_007434-T1, CHIFNET13H1268_006068-T1, CHIFNET13H1268_004930-T1
GF00000617	CHIFNET13H1268_001287-T1, CHIFNET13H1268_001730-T1, CHIFNET13H1268_001731-T1
GF00000618	CHIFNET13H1268_006622-T1, CHIFNET13H1268_000160-T1, CHIFNET13H1268_013430-T1
GF00000619	CHIFNET13H1268_004043-T1, CHIFNET13H1268_011041-T1, CHIFNET13H1268_004044-T1
GF00000620	CHIFNET13H1268_014405-T1, CHIFNET13H1268_011964-T1, CHIFNET13H1268_015048-T1
GF00000621	CHIFNET13H1268_000696-T1, CHIFNET13H1268_005195-T1, CHIFNET13H1268_005196-T1
GF00000622	CHIFNET13H1268_006503-T1, CHIFNET13H1268_014153-T1, CHIFNET13H1268_013536-T1
GF00000623	CHIFNET13H1268_013616-T1, CHIFNET13H1268_003165-T1, CHIFNET13H1268_003166-T1
GF00000624	CHIFNET13H1268_003102-T1, CHIFNET13H1268_014413-T1, CHIFNET13H1268_014412-T1
GF00000625	CHIFNET13H1268_013879-T1, CHIFNET13H1268_006097-T1, CHIFNET13H1268_012416-T1
GF00000626	CHIFNET13H1268_001192-T1, CHIFNET13H1268_010568-T1, CHIFNET13H1268_011054-T1
GF00000627	CHIFNET13H1268_008592-T1, CHIFNET13H1268_004872-T1, CHIFNET13H1268_002958-T1
GF00000628	CHIFNET13H1268_009054-T1, CHIFNET13H1268_009970-T1, CHIFNET13H1268_002910-T1
GF00000629	CHIFNET13H1268_007545-T1, CHIFNET13H1268_008707-T1, CHIFNET13H1268_007546-T1
GF00000630	CHIFNET13H1268_014252-T1, CHIFNET13H1268_010157-T1, CHIFNET13H1268_014251-T1
GF00000631	CHIFNET13H1268_009313-T1, CHIFNET13H1268_000451-T1, CHIFNET13H1268_015027-T1
GF00000632	CHIFNET13H1268_003240-T1, CHIFNET13H1268_003241-T1, CHIFNET13H1268_005370-T1
GF00000633	CHIFNET13H1268_001298-T1, CHIFNET13H1268_001743-T1, CHIFNET13H1268_001744-T1
GF00000634	CHIFNET13H1268_004540-T1, CHIFNET13H1268_006765-T1, CHIFNET13H1268_004539-T1
GF00000635	CHIFNET13H1268_000957-T1, CHIFNET13H1268_008070-T1, CHIFNET13H1268_003720-T1
GF00000636	CHIFNET13H1268_003735-T1, CHIFNET13H1268_000972-T1, CHIFNET13H1268_008055-T1
GF00000637	CHIFNET13H1268_006784-T1, CHIFNET13H1268_004522-T1, CHIFNET13H1268_006785-T1
GF00000638	CHIFNET13H1268_008049-T1, CHIFNET13H1268_000978-T1, CHIFNET13H1268_003741-T1
GF00000639	CHIFNET13H1268_008046-T1, CHIFNET13H1268_000981-T1, CHIFNET13H1268_003744-T1
GF00000640	CHIFNET13H1268_013598-T1, CHIFNET13H1268_007217-T1, CHIFNET13H1268_007216-T1
GF00000641	CHIFNET13H1268_014551-T1, CHIFNET13H1268_007719-T1, CHIFNET13H1268_014709-T1
GF00000642	CHIFNET13H1268_011649-T1, CHIFNET13H1268_014505-T1, CHIFNET13H1268_014504-T1
GF00000643	CHIFNET13H1268_011055-T1, CHIFNET13H1268_004057-T1, CHIFNET13H1268_004056-T1
GF00000644	CHIFNET13H1268_005807-T1, CHIFNET13H1268_006933-T1, CHIFNET13H1268_006932-T1
GF00000645	CHIFNET13H1268_004202-T1, CHIFNET13H1268_000064-T1, CHIFNET13H1268_004201-T1
GF00000646	CHIFNET13H1268_000144-T1, CHIFNET13H1268_007846-T1, CHIFNET13H1268_000143-T1
GF00000647	CHIFNET13H1268_007942-T1, CHIFNET13H1268_010878-T1, CHIFNET13H1268_010877-T1
GF00000648	CHIFNET13H1268_014672-T1, CHIFNET13H1268_009408-T1, CHIFNET13H1268_014671-T1
GF00000649	CHIFNET13H1268_003694-T1, CHIFNET13H1268_000931-T1, CHIFNET13H1268_008099-T1
GF00000650	CHIFNET13H1268_002553-T1, CHIFNET13H1268_010784-T1, CHIFNET13H1268_010785-T1
GF00000651	CHIFNET13H1268_003990-T1, CHIFNET13H1268_008665-T1, CHIFNET13H1268_003989-T1
GF00000652	CHIFNET13H1268_011874-T1, CHIFNET13H1268_001094-T1, CHIFNET13H1268_001093-T1
GF00000653	CHIFNET13H1268_004485-T1, CHIFNET13H1268_006337-T1, CHIFNET13H1268_006338-T1
GF00000654	CHIFNET13H1268_008043-T1, CHIFNET13H1268_014735-T1, CHIFNET13H1268_004601-T1
GF00000655	CHIFNET13H1268_013922-T1, CHIFNET13H1268_013003-T1, CHIFNET13H1268_013002-T1
GF00000656	CHIFNET13H1268_001576-T1, CHIFNET13H1268_012198-T1, CHIFNET13H1268_012197-T1
GF00000657	CHIFNET13H1268_002043-T1, CHIFNET13H1268_014809-T1, CHIFNET13H1268_013591-T1
GF00000658	CHIFNET13H1268_000302-T1, CHIFNET13H1268_003621-T1, CHIFNET13H1268_012730-T1
GF00000659	CHIFNET13H1268_005305-T1, CHIFNET13H1268_001425-T1, CHIFNET13H1268_005304-T1
GF00000660	CHIFNET13H1268_005634-T1, CHIFNET13H1268_004786-T1, CHIFNET13H1268_004785-T1
GF00000661	CHIFNET13H1268_012819-T1, CHIFNET13H1268_000668-T1, CHIFNET13H1268_012818-T1
GF00000662	CHIFNET13H1268_014968-T1, CHIFNET13H1268_000674-T1, CHIFNET13H1268_012825-T1
GF00000663	CHIFNET13H1268_009043-T1, CHIFNET13H1268_009959-T1, CHIFNET13H1268_009042-T1
GF00000664	CHIFNET13H1268_002286-T1, CHIFNET13H1268_003478-T1, CHIFNET13H1268_002287-T1
GF00000665	CHIFNET13H1268_008080-T1, CHIFNET13H1268_000949-T1, CHIFNET13H1268_003712-T1
GF00000666	CHIFNET13H1268_001107-T1, CHIFNET13H1268_011861-T1, CHIFNET13H1268_013657-T1
GF00000667	CHIFNET13H1268_009508-T1, CHIFNET13H1268_002879-T1, CHIFNET13H1268_002878-T1
GF00000668	CHIFNET13H1268_001384-T1, CHIFNET13H1268_001831-T1, CHIFNET13H1268_001832-T1
GF00000669	CHIFNET13H1268_006720-T1, CHIFNET13H1268_009162-T1, CHIFNET13H1268_009161-T1
GF00000670	CHIFNET13H1268_001620-T1, CHIFNET13H1268_013332-T1, CHIFNET13H1268_001622-T1
GF00000671	CHIFNET13H1268_004936-T1, CHIFNET13H1268_006074-T1, CHIFNET13H1268_006075-T1
GF00000672	CHIFNET13H1268_001941-T1, CHIFNET13H1268_000385-T1, CHIFNET13H1268_001942-T1
GF00000673	CHIFNET13H1268_013928-T1, CHIFNET13H1268_013010-T1, CHIFNET13H1268_013009-T1
GF00000674	CHIFNET13H1268_000944-T1, CHIFNET13H1268_003707-T1, CHIFNET13H1268_008085-T1
GF00000675	CHIFNET13H1268_000948-T1, CHIFNET13H1268_008081-T1, CHIFNET13H1268_003711-T1
GF00000676	CHIFNET13H1268_002686-T1, CHIFNET13H1268_006245-T1, CHIFNET13H1268_002685-T1
GF00000677	CHIFNET13H1268_005844-T1, CHIFNET13H1268_006967-T1, CHIFNET13H1268_011256-T1
GF00000678	CHIFNET13H1268_007047-T1, CHIFNET13H1268_003784-T1, CHIFNET13H1268_003785-T1
GF00000679	CHIFNET13H1268_009489-T1, CHIFNET13H1268_002900-T1, CHIFNET13H1268_002901-T1
GF00000680	CHIFNET13H1268_007631-T1, CHIFNET13H1268_007435-T1, CHIFNET13H1268_007436-T1
GF00000681	CHIFNET13H1268_011082-T1, CHIFNET13H1268_012617-T1, CHIFNET13H1268_012616-T1
GF00000682	CHIFNET13H1268_013194-T1, CHIFNET13H1268_014835-T1, CHIFNET13H1268_015060-T1
GF00000683	CHIFNET13H1268_014774-T1, CHIFNET13H1268_014928-T1, CHIFNET13H1268_014929-T1
GF00000684	CHIFNET13H1268_009583-T1, CHIFNET13H1268_014943-T1, CHIFNET13H1268_006810-T1
GF00000685	CHIFNET13H1268_000924-T1, CHIFNET13H1268_003687-T1, CHIFNET13H1268_008106-T1
GF00000686	CHIFNET13H1268_013366-T1, CHIFNET13H1268_014360-T1, CHIFNET13H1268_014921-T1
GF00000687	CHIFNET13H1268_009369-T1, CHIFNET13H1268_002995-T1, CHIFNET13H1268_002996-T1
GF00000688	CHIFNET13H1268_010553-T1, CHIFNET13H1268_001207-T1, CHIFNET13H1268_001208-T1
GF00000689	CHIFNET13H1268_010596-T1, CHIFNET13H1268_010726-T1, CHIFNET13H1268_010727-T1
GF00000690	CHIFNET13H1268_006794-T1, CHIFNET13H1268_004517-T1, CHIFNET13H1268_006793-T1
GF00000691	CHIFNET13H1268_009170-T1, CHIFNET13H1268_014625-T1, CHIFNET13H1268_009171-T1
GF00000692	CHIFNET13H1268_002680-T1, CHIFNET13H1268_009599-T1, CHIFNET13H1268_006240-T1
GF00000693	CHIFNET13H1268_009194-T1, CHIFNET13H1268_010527-T1, CHIFNET13H1268_009193-T1
GF00000694	CHIFNET13H1268_005449-T1, CHIFNET13H1268_007251-T1, CHIFNET13H1268_005448-T1
GF00000695	CHIFNET13H1268_004413-T1, CHIFNET13H1268_000010-T1, CHIFNET13H1268_005355-T1
GF00000696	CHIFNET13H1268_002595-T1, CHIFNET13H1268_013704-T1, CHIFNET13H1268_014457-T1
GF00000697	CHIFNET13H1268_004051-T1, CHIFNET13H1268_011048-T1, CHIFNET13H1268_011049-T1
GF00000698	CHIFNET13H1268_012649-T1, CHIFNET13H1268_004025-T1, CHIFNET13H1268_004923-T1
GF00000699	CHIFNET13H1268_011001-T1, CHIFNET13H1268_014025-T1, CHIFNET13H1268_014975-T1
GF00000700	CHIFNET13H1268_004283-T1, CHIFNET13H1268_004235-T1, CHIFNET13H1268_006858-T1
GF00000701	CHIFNET13H1268_013138-T1, CHIFNET13H1268_005791-T1, CHIFNET13H1268_005795-T1
GF00000702	CHIFNET13H1268_008261-T1, CHIFNET13H1268_014818-T1, CHIFNET13H1268_013629-T1
GF00000703	CHIFNET13H1268_008122-T1, CHIFNET13H1268_009079-T1, CHIFNET13H1268_009080-T1
GF00000704	CHIFNET13H1268_003618-T1, CHIFNET13H1268_000299-T1, CHIFNET13H1268_012724-T1
GF00000705	CHIFNET13H1268_003745-T1, CHIFNET13H1268_000982-T1, CHIFNET13H1268_008045-T1
GF00000706	CHIFNET13H1268_003804-T1, CHIFNET13H1268_007067-T1, CHIFNET13H1268_007068-T1
GF00000707	CHIFNET13H1268_008036-T1, CHIFNET13H1268_011182-T1, CHIFNET13H1268_008035-T1
GF00000708	CHIFNET13H1268_013272-T1, CHIFNET13H1268_006651-T1, CHIFNET13H1268_013575-T1
GF00000709	CHIFNET13H1268_000304-T1, CHIFNET13H1268_003623-T1, CHIFNET13H1268_012732-T1
GF00000710	CHIFNET13H1268_014905-T1, CHIFNET13H1268_003924-T1, CHIFNET13H1268_010254-T1
GF00000711	CHIFNET13H1268_009238-T1, CHIFNET13H1268_001653-T1, CHIFNET13H1268_001654-T1
GF00000712	CHIFNET13H1268_014895-T1, CHIFNET13H1268_006924-T1, CHIFNET13H1268_014068-T1
GF00000713	CHIFNET13H1268_012548-T1, CHIFNET13H1268_001607-T1, CHIFNET13H1268_012568-T1
GF00000714	CHIFNET13H1268_003026-T1, CHIFNET13H1268_003025-T1, CHIFNET13H1268_009337-T1
GF00000715	CHIFNET13H1268_004550-T1, CHIFNET13H1268_006754-T1, CHIFNET13H1268_006755-T1
GF00000716	CHIFNET13H1268_003873-T1, CHIFNET13H1268_000766-T1, CHIFNET13H1268_013951-T1
GF00000717	CHIFNET13H1268_012206-T1, CHIFNET13H1268_001569-T1, CHIFNET13H1268_012207-T1
GF00000718	CHIFNET13H1268_006999-T1, CHIFNET13H1268_000632-T1, CHIFNET13H1268_006998-T1
GF00000719	CHIFNET13H1268_007411-T1, CHIFNET13H1268_007610-T1, CHIFNET13H1268_007412-T1
GF00000720	CHIFNET13H1268_005855-T1, CHIFNET13H1268_011243-T1, CHIFNET13H1268_011246-T1
GF00000721	CHIFNET13H1268_012601-T1, CHIFNET13H1268_011097-T1, CHIFNET13H1268_012607-T1
GF00000722	CHIFNET13H1268_001651-T1, CHIFNET13H1268_009236-T1, CHIFNET13H1268_001650-T1
GF00000723	CHIFNET13H1268_005387-T1, CHIFNET13H1268_003258-T1, CHIFNET13H1268_005388-T1
GF00000724	CHIFNET13H1268_014329-T1, CHIFNET13H1268_003768-T1, CHIFNET13H1268_003769-T1
GF00000725	CHIFNET13H1268_008975-T1, CHIFNET13H1268_008772-T1, CHIFNET13H1268_008773-T1
GF00000726	CHIFNET13H1268_010796-T1, CHIFNET13H1268_002543-T1, CHIFNET13H1268_010795-T1
GF00000727	CHIFNET13H1268_000929-T1, CHIFNET13H1268_008101-T1, CHIFNET13H1268_003692-T1
GF00000728	CHIFNET13H1268_012208-T1, CHIFNET13H1268_001567-T1, CHIFNET13H1268_001568-T1
GF00000729	CHIFNET13H1268_002921-T1, CHIFNET13H1268_009056-T1, CHIFNET13H1268_002922-T1
GF00000730	CHIFNET13H1268_003719-T1, CHIFNET13H1268_000956-T1, CHIFNET13H1268_008071-T1
GF00000731	CHIFNET13H1268_002771-T1, CHIFNET13H1268_006323-T1, CHIFNET13H1268_002741-T1
GF00000732	CHIFNET13H1268_014683-T1, CHIFNET13H1268_001140-T1, CHIFNET13H1268_001139-T1
GF00000733	CHIFNET13H1268_006563-T1, CHIFNET13H1268_012265-T1, CHIFNET13H1268_003203-T1
GF00000734	CHIFNET13H1268_002088-T1, CHIFNET13H1268_009842-T1, CHIFNET13H1268_002089-T1
GF00000735	CHIFNET13H1268_004483-T1, CHIFNET13H1268_006341-T1, CHIFNET13H1268_004465-T1
GF00000736	CHIFNET13H1268_003654-T1, CHIFNET13H1268_000889-T1, CHIFNET13H1268_014936-T1
GF00000737	CHIFNET13H1268_012399-T1, CHIFNET13H1268_006115-T1, CHIFNET13H1268_006114-T1
GF00000738	CHIFNET13H1268_003274-T1, CHIFNET13H1268_005320-T1, CHIFNET13H1268_003275-T1
GF00000739	CHIFNET13H1268_011797-T1, CHIFNET13H1268_011798-T1, CHIFNET13H1268_000494-T1
GF00000740	CHIFNET13H1268_007933-T1, CHIFNET13H1268_010868-T1, CHIFNET13H1268_001720-T1
GF00000741	CHIFNET13H1268_000940-T1, CHIFNET13H1268_008090-T1, CHIFNET13H1268_003703-T1
GF00000742	CHIFNET13H1268_000295-T1, CHIFNET13H1268_003613-T1, CHIFNET13H1268_003614-T1
GF00000743	CHIFNET13H1268_002004-T1, CHIFNET13H1268_014595-T1, CHIFNET13H1268_014351-T1
GF00000744	CHIFNET13H1268_014054-T1, CHIFNET13H1268_012986-T1, CHIFNET13H1268_014258-T1
GF00000745	CHIFNET13H1268_004596-T1, CHIFNET13H1268_012154-T1, CHIFNET13H1268_012153-T1
GF00000746	CHIFNET13H1268_013984-T1, CHIFNET13H1268_001259-T1, CHIFNET13H1268_013985-T1
GF00000747	CHIFNET13H1268_002884-T1, CHIFNET13H1268_009504-T1, CHIFNET13H1268_002883-T1
GF00000748	CHIFNET13H1268_003954-T1, CHIFNET13H1268_012514-T1, CHIFNET13H1268_008699-T1
GF00000749	CHIFNET13H1268_007215-T1, CHIFNET13H1268_013599-T1, CHIFNET13H1268_007214-T1
GF00000750	CHIFNET13H1268_000884-T1, CHIFNET13H1268_003104-T1, CHIFNET13H1268_014984-T1
GF00000751	CHIFNET13H1268_013634-T1, CHIFNET13H1268_011400-T1, CHIFNET13H1268_006184-T1
GF00000752	CHIFNET13H1268_000151-T1, CHIFNET13H1268_007839-T1, CHIFNET13H1268_013708-T1
GF00000753	CHIFNET13H1268_009552-T1, CHIFNET13H1268_005934-T1, CHIFNET13H1268_005935-T1
GF00000754	CHIFNET13H1268_000928-T1, CHIFNET13H1268_003691-T1, CHIFNET13H1268_008102-T1
GF00000755	CHIFNET13H1268_005721-T1, CHIFNET13H1268_005050-T1, CHIFNET13H1268_005049-T1
GF00000756	CHIFNET13H1268_005709-T1, CHIFNET13H1268_013914-T1, CHIFNET13H1268_013915-T1
GF00000757	CHIFNET13H1268_000962-T1, CHIFNET13H1268_008065-T1, CHIFNET13H1268_003725-T1
GF00000758	CHIFNET13H1268_009390-T1, CHIFNET13H1268_014562-T1, CHIFNET13H1268_014560-T1
GF00000759	CHIFNET13H1268_008530-T1, CHIFNET13H1268_002977-T1, CHIFNET13H1268_009385-T1
GF00000760	CHIFNET13H1268_000764-T1, CHIFNET13H1268_003870-T1, CHIFNET13H1268_003871-T1
GF00000761	CHIFNET13H1268_008079-T1, CHIFNET13H1268_003713-T1, CHIFNET13H1268_000950-T1
GF00000762	CHIFNET13H1268_010984-T1, CHIFNET13H1268_000525-T1, CHIFNET13H1268_010985-T1
GF00000763	CHIFNET13H1268_008292-T1, CHIFNET13H1268_010345-T1, CHIFNET13H1268_004714-T1
GF00000764	CHIFNET13H1268_003573-T1, CHIFNET13H1268_014003-T1, CHIFNET13H1268_014004-T1
GF00000765	CHIFNET13H1268_000609-T1, CHIFNET13H1268_006808-T1, CHIFNET13H1268_014884-T1
GF00000766	CHIFNET13H1268_004293-T1, CHIFNET13H1268_006829-T1, CHIFNET13H1268_006830-T1
GF00000767	CHIFNET13H1268_004744-T1, CHIFNET13H1268_005676-T1, CHIFNET13H1268_005675-T1
GF00000768	CHIFNET13H1268_008140-T1, CHIFNET13H1268_009096-T1, CHIFNET13H1268_008141-T1
GF00000769	CHIFNET13H1268_010467-T1, CHIFNET13H1268_005534-T1, CHIFNET13H1268_005533-T1
GF00000770	CHIFNET13H1268_014535-T1, CHIFNET13H1268_001258-T1, CHIFNET13H1268_001257-T1
GF00000771	CHIFNET13H1268_013794-T1, CHIFNET13H1268_011818-T1, CHIFNET13H1268_007333-T1
GF00000772	CHIFNET13H1268_005265-T1, CHIFNET13H1268_001464-T1, CHIFNET13H1268_001465-T1
GF00000773	CHIFNET13H1268_000309-T1, CHIFNET13H1268_003628-T1, CHIFNET13H1268_012737-T1
GF00000774	CHIFNET13H1268_007348-T1, CHIFNET13H1268_000240-T1, CHIFNET13H1268_007347-T1
GF00000775	CHIFNET13H1268_012741-T1, CHIFNET13H1268_003631-T1, CHIFNET13H1268_000312-T1
GF00000776	CHIFNET13H1268_013211-T1, CHIFNET13H1268_003096-T1, CHIFNET13H1268_015040-T1
GF00000777	CHIFNET13H1268_013188-T1, CHIFNET13H1268_014829-T1, CHIFNET13H1268_013720-T1
GF00000778	CHIFNET13H1268_002920-T1, CHIFNET13H1268_009057-T1, CHIFNET13H1268_001536-T1
GF00000779	CHIFNET13H1268_010762-T1, CHIFNET13H1268_014543-T1, CHIFNET13H1268_014544-T1
GF00000780	CHIFNET13H1268_003829-T1, CHIFNET13H1268_000724-T1, CHIFNET13H1268_000725-T1
GF00000781	CHIFNET13H1268_004661-T1, CHIFNET13H1268_010954-T1, CHIFNET13H1268_013355-T1
GF00000782	CHIFNET13H1268_005311-T1, CHIFNET13H1268_001419-T1, CHIFNET13H1268_005310-T1
GF00000783	CHIFNET13H1268_013776-T1, CHIFNET13H1268_013745-T1, CHIFNET13H1268_013746-T1
GF00000784	CHIFNET13H1268_014796-T1, CHIFNET13H1268_014814-T1, CHIFNET13H1268_014813-T1
GF00000785	CHIFNET13H1268_008661-T1, CHIFNET13H1268_014973-T1, CHIFNET13H1268_015065-T1
GF00000786	CHIFNET13H1268_013958-T1, CHIFNET13H1268_013820-T1, CHIFNET13H1268_013959-T1
GF00000787	CHIFNET13H1268_007210-T1, CHIFNET13H1268_013604-T1, CHIFNET13H1268_013603-T1
GF00000788	CHIFNET13H1268_014772-T1, CHIFNET13H1268_014776-T1, CHIFNET13H1268_014990-T1
GF00000789	CHIFNET13H1268_014754-T1, CHIFNET13H1268_014721-T1, CHIFNET13H1268_014720-T1
GF00000790	CHIFNET13H1268_008650-T1, CHIFNET13H1268_014169-T1, CHIFNET13H1268_008649-T1
GF00000791	CHIFNET13H1268_006769-T1, CHIFNET13H1268_004536-T1, CHIFNET13H1268_006768-T1
GF00000792	CHIFNET13H1268_013456-T1, CHIFNET13H1268_002796-T1, CHIFNET13H1268_002797-T1
GF00000793	CHIFNET13H1268_003627-T1, CHIFNET13H1268_000308-T1, CHIFNET13H1268_012736-T1
GF00000794	CHIFNET13H1268_000364-T1, CHIFNET13H1268_001962-T1, CHIFNET13H1268_000365-T1
GF00000795	CHIFNET13H1268_007707-T1, CHIFNET13H1268_006479-T1, CHIFNET13H1268_007706-T1
GF00000796	CHIFNET13H1268_011457-T1, CHIFNET13H1268_014292-T1, CHIFNET13H1268_014293-T1
GF00000797	CHIFNET13H1268_004439-T1, CHIFNET13H1268_006391-T1, CHIFNET13H1268_004438-T1
GF00000798	CHIFNET13H1268_000776-T1, CHIFNET13H1268_013940-T1, CHIFNET13H1268_013941-T1
GF00000799	CHIFNET13H1268_003740-T1, CHIFNET13H1268_008050-T1, CHIFNET13H1268_000977-T1
GF00000800	CHIFNET13H1268_000046-T1, CHIFNET13H1268_004183-T1, CHIFNET13H1268_000045-T1
GF00000801	CHIFNET13H1268_000935-T1, CHIFNET13H1268_003698-T1, CHIFNET13H1268_008095-T1
GF00000802	CHIFNET13H1268_007222-T1, CHIFNET13H1268_013592-T1, CHIFNET13H1268_005436-T1
GF00000803	CHIFNET13H1268_003743-T1, CHIFNET13H1268_008047-T1, CHIFNET13H1268_000980-T1
GF00000804	CHIFNET13H1268_009415-T1, CHIFNET13H1268_014686-T1, CHIFNET13H1268_014679-T1
GF00000805	CHIFNET13H1268_004026-T1, CHIFNET13H1268_012648-T1, CHIFNET13H1268_014703-T1
GF00000806	CHIFNET13H1268_008072-T1, CHIFNET13H1268_000955-T1, CHIFNET13H1268_003718-T1
GF00000807	CHIFNET13H1268_012735-T1, CHIFNET13H1268_000307-T1, CHIFNET13H1268_003626-T1
GF00000808	CHIFNET13H1268_000789-T1, CHIFNET13H1268_015067-T1, CHIFNET13H1268_010420-T1
GF00000809	CHIFNET13H1268_003708-T1, CHIFNET13H1268_008084-T1, CHIFNET13H1268_000945-T1
GF00000810	CHIFNET13H1268_008094-T1, CHIFNET13H1268_000936-T1, CHIFNET13H1268_003699-T1
GF00000811	CHIFNET13H1268_014702-T1, CHIFNET13H1268_014092-T1, CHIFNET13H1268_014277-T1
GF00000812	CHIFNET13H1268_002397-T1, CHIFNET13H1268_003318-T1, CHIFNET13H1268_002398-T1
GF00000813	CHIFNET13H1268_000306-T1, CHIFNET13H1268_003625-T1, CHIFNET13H1268_012734-T1
GF00000814	CHIFNET13H1268_011829-T1, CHIFNET13H1268_008943-T1, CHIFNET13H1268_012594-T1
GF00000815	CHIFNET13H1268_008654-T1, CHIFNET13H1268_014165-T1, CHIFNET13H1268_014745-T1
GF00000816	CHIFNET13H1268_011574-T1, CHIFNET13H1268_000591-T1, CHIFNET13H1268_008355-T1
GF00000817	CHIFNET13H1268_008066-T1, CHIFNET13H1268_003724-T1, CHIFNET13H1268_000961-T1
GF00000818	CHIFNET13H1268_014923-T1, CHIFNET13H1268_013368-T1, CHIFNET13H1268_014744-T1
GF00000819	CHIFNET13H1268_004303-T1, CHIFNET13H1268_006841-T1, CHIFNET13H1268_004302-T1
GF00000820	CHIFNET13H1268_000979-T1, CHIFNET13H1268_003742-T1, CHIFNET13H1268_008048-T1
GF00000821	CHIFNET13H1268_002768-T1, CHIFNET13H1268_006299-T1, CHIFNET13H1268_002767-T1
GF00000822	CHIFNET13H1268_002546-T1, CHIFNET13H1268_013692-T1, CHIFNET13H1268_010792-T1
GF00000823	CHIFNET13H1268_004585-T1, CHIFNET13H1268_012168-T1, CHIFNET13H1268_014449-T1
GF00000824	CHIFNET13H1268_008264-T1, CHIFNET13H1268_014821-T1, CHIFNET13H1268_015031-T1
GF00000825	CHIFNET13H1268_003730-T1, CHIFNET13H1268_000967-T1, CHIFNET13H1268_008060-T1
GF00000826	CHIFNET13H1268_001483-T1, CHIFNET13H1268_005247-T1, CHIFNET13H1268_005245-T1
GF00000827	CHIFNET13H1268_013462-T1, CHIFNET13H1268_002803-T1, CHIFNET13H1268_010253-T1
GF00000828	CHIFNET13H1268_012096-T1, CHIFNET13H1268_007766-T1, CHIFNET13H1268_007765-T1
GF00000829	CHIFNET13H1268_007699-T1, CHIFNET13H1268_006472-T1, CHIFNET13H1268_006471-T1
GF00000830	CHIFNET13H1268_003697-T1, CHIFNET13H1268_000934-T1, CHIFNET13H1268_008096-T1
GF00000831	CHIFNET13H1268_011176-T1, CHIFNET13H1268_002582-T1, CHIFNET13H1268_002581-T1
GF00000832	CHIFNET13H1268_011742-T1, CHIFNET13H1268_010150-T1, CHIFNET13H1268_011741-T1
GF00000833	CHIFNET13H1268_013424-T1, CHIFNET13H1268_013037-T1, CHIFNET13H1268_014806-T1
GF00000834	CHIFNET13H1268_005150-T1, CHIFNET13H1268_005149-T1, CHIFNET13H1268_007102-T1
GF00000835	CHIFNET13H1268_001988-T1, CHIFNET13H1268_000340-T1, CHIFNET13H1268_001989-T1
GF00000836	CHIFNET13H1268_007605-T1, CHIFNET13H1268_007407-T1, CHIFNET13H1268_007607-T1
GF00000837	CHIFNET13H1268_012549-T1, CHIFNET13H1268_001606-T1, CHIFNET13H1268_012567-T1
GF00000838	CHIFNET13H1268_009744-T1, CHIFNET13H1268_002119-T1, CHIFNET13H1268_009743-T1
GF00000839	CHIFNET13H1268_001170-T1, CHIFNET13H1268_011504-T1, CHIFNET13H1268_001171-T1
GF00000840	CHIFNET13H1268_014315-T1, CHIFNET13H1268_014586-T1, CHIFNET13H1268_014877-T1
GF00000841	CHIFNET13H1268_002572-T1, CHIFNET13H1268_011168-T1, CHIFNET13H1268_002573-T1
GF00000842	CHIFNET13H1268_008057-T1, CHIFNET13H1268_003733-T1, CHIFNET13H1268_000970-T1
GF00000843	CHIFNET13H1268_008078-T1, CHIFNET13H1268_003714-T1, CHIFNET13H1268_000951-T1
GF00000844	CHIFNET13H1268_009789-T1, CHIFNET13H1268_009479-T1, CHIFNET13H1268_009786-T1
GF00000845	CHIFNET13H1268_001711-T1, CHIFNET13H1268_007925-T1, CHIFNET13H1268_001712-T1
GF00000846	CHIFNET13H1268_006889-T1, CHIFNET13H1268_013798-T1, CHIFNET13H1268_006890-T1
GF00000847	CHIFNET13H1268_012007-T1, CHIFNET13H1268_004492-T1, CHIFNET13H1268_006329-T1
GF00000848	CHIFNET13H1268_008093-T1, CHIFNET13H1268_000937-T1, CHIFNET13H1268_003700-T1
GF00000849	CHIFNET13H1268_001032-T1, CHIFNET13H1268_010641-T1, CHIFNET13H1268_001031-T1
GF00000850	CHIFNET13H1268_006366-T1, CHIFNET13H1268_004462-T1, CHIFNET13H1268_009028-T1
GF00000851	CHIFNET13H1268_004507-T1, CHIFNET13H1268_006802-T1, CHIFNET13H1268_014914-T1
GF00000852	CHIFNET13H1268_001970-T1, CHIFNET13H1268_000357-T1, CHIFNET13H1268_001969-T1
GF00000853	CHIFNET13H1268_015057-T1, CHIFNET13H1268_009751-T1, CHIFNET13H1268_009444-T1
GF00000854	CHIFNET13H1268_014041-T1, CHIFNET13H1268_008170-T1, CHIFNET13H1268_014489-T1
GF00000855	CHIFNET13H1268_003732-T1, CHIFNET13H1268_008058-T1, CHIFNET13H1268_000969-T1
GF00000856	CHIFNET13H1268_001150-T1, CHIFNET13H1268_011481-T1, CHIFNET13H1268_001149-T1
GF00000857	CHIFNET13H1268_007027-T1, CHIFNET13H1268_000661-T1, CHIFNET13H1268_014040-T1
GF00000858	CHIFNET13H1268_007997-T1, CHIFNET13H1268_012286-T1, CHIFNET13H1268_007998-T1
