	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa
GF00000871	TFCN25331D1_007555-T1, TFCN25331D1_003943-T1
GF00000872	TFCN25331D1_006265-T1, TFCN25331D1_009220-T1
GF00000873	TFCN25331D1_003981-T1, TFCN25331D1_011130-T1
GF00000874	TFCN25331D1_009703-T1, TFCN25331D1_007377-T1
GF00000875	TFCN25331D1_003142-T1, TFCN25331D1_010887-T1
GF00000876	TFCN25331D1_012765-T1, TFCN25331D1_008274-T1
GF00000877	TFCN25331D1_009777-T1, TFCN25331D1_012962-T1
GF00000878	TFCN25331D1_007929-T1, TFCN25331D1_005239-T1
GF00000879	TFCN25331D1_007911-T1, TFCN25331D1_005222-T1
GF00000880	TFCN25331D1_005812-T1, TFCN25331D1_012365-T1
GF00000881	TFCN25331D1_012025-T1, TFCN25331D1_012435-T1
GF00000882	TFCN25331D1_007739-T1, TFCN25331D1_005666-T1
GF00000883	TFCN25331D1_012626-T1, TFCN25331D1_007416-T1
GF00000884	TFCN25331D1_007889-T1, TFCN25331D1_005199-T1
GF00000885	TFCN25331D1_011057-T1, TFCN25331D1_007509-T1
GF00000886	TFCN25331D1_009342-T1, TFCN25331D1_011226-T1
GF00000887	TFCN25331D1_006414-T1, TFCN25331D1_010733-T1
GF00000888	TFCN25331D1_012045-T1, TFCN25331D1_006575-T1
GF00000889	TFCN25331D1_013110-T1, TFCN25331D1_010187-T1
GF00000890	TFCN25331D1_003937-T1, TFCN25331D1_007551-T1
GF00000891	TFCN25331D1_004036-T1, TFCN25331D1_009939-T1
GF00000892	TFCN25331D1_000110-T1, TFCN25331D1_002744-T1
GF00000893	TFCN25331D1_010501-T1, TFCN25331D1_003348-T1
GF00000894	TFCN25331D1_002574-T1, TFCN25331D1_013694-T1
GF00000895	TFCN25331D1_008542-T1, TFCN25331D1_011346-T1
GF00000896	TFCN25331D1_012701-T1, TFCN25331D1_009741-T1
GF00000897	TFCN25331D1_008070-T1, TFCN25331D1_000451-T1
GF00000898	TFCN25331D1_011732-T1, TFCN25331D1_006515-T1
GF00000899	TFCN25331D1_005243-T1, TFCN25331D1_007933-T1
GF00000900	TFCN25331D1_005078-T1, TFCN25331D1_008750-T1
GF00000901	TFCN25331D1_010386-T1, TFCN25331D1_006124-T1
GF00000902	TFCN25331D1_001145-T1, TFCN25331D1_001501-T1
GF00000903	TFCN25331D1_002196-T1, TFCN25331D1_011279-T1
GF00000904	TFCN25331D1_001047-T1, TFCN25331D1_004832-T1
GF00000905	TFCN25331D1_001061-T1, TFCN25331D1_004847-T1
GF00000906	TFCN25331D1_005585-T1, TFCN25331D1_007215-T1
GF00000907	TFCN25331D1_011593-T1, TFCN25331D1_010209-T1
GF00000908	TFCN25331D1_010429-T1, TFCN25331D1_003483-T1
GF00000909	TFCN25331D1_000908-T1, TFCN25331D1_007829-T1
GF00000910	TFCN25331D1_005061-T1, TFCN25331D1_013160-T1
GF00000911	TFCN25331D1_006523-T1, TFCN25331D1_011739-T1
GF00000912	TFCN25331D1_002043-T1, TFCN25331D1_001825-T1
GF00000913	TFCN25331D1_011061-T1, TFCN25331D1_007505-T1
GF00000914	TFCN25331D1_008961-T1, TFCN25331D1_009444-T1
GF00000915	TFCN25331D1_000325-T1, TFCN25331D1_004163-T1
GF00000916	TFCN25331D1_006693-T1, TFCN25331D1_000625-T1
GF00000917	TFCN25331D1_013328-T1, TFCN25331D1_013370-T1
GF00000918	TFCN25331D1_002370-T1, TFCN25331D1_010074-T1
GF00000919	TFCN25331D1_010389-T1, TFCN25331D1_006128-T1
GF00000920	TFCN25331D1_012480-T1, TFCN25331D1_005399-T1
GF00000921	TFCN25331D1_004417-T1, TFCN25331D1_003077-T1
GF00000922	TFCN25331D1_011095-T1, TFCN25331D1_005162-T1
GF00000923	TFCN25331D1_007583-T1, TFCN25331D1_008328-T1
GF00000924	TFCN25331D1_006565-T1, TFCN25331D1_013511-T1
GF00000925	TFCN25331D1_001351-T1, TFCN25331D1_001303-T1
GF00000926	TFCN25331D1_000407-T1, TFCN25331D1_004079-T1
GF00000927	TFCN25331D1_009986-T1, TFCN25331D1_002693-T1
GF00000928	TFCN25331D1_011626-T1, TFCN25331D1_002888-T1
GF00000929	TFCN25331D1_010428-T1, TFCN25331D1_003484-T1
GF00000930	TFCN25331D1_001298-T1, TFCN25331D1_001356-T1
GF00000931	TFCN25331D1_013508-T1, TFCN25331D1_013462-T1
GF00000932	TFCN25331D1_004101-T1, TFCN25331D1_000388-T1
GF00000933	TFCN25331D1_005831-T1, TFCN25331D1_002678-T1
GF00000934	TFCN25331D1_009807-T1, TFCN25331D1_006814-T1
GF00000935	TFCN25331D1_002597-T1, TFCN25331D1_005915-T1
GF00000936	TFCN25331D1_010075-T1, TFCN25331D1_002371-T1
GF00000937	TFCN25331D1_008657-T1, TFCN25331D1_009076-T1
GF00000938	TFCN25331D1_000834-T1, TFCN25331D1_010668-T1
GF00000939	TFCN25331D1_007944-T1, TFCN25331D1_005255-T1
GF00000940	TFCN25331D1_008476-T1, TFCN25331D1_011239-T1
GF00000941	TFCN25331D1_009068-T1, TFCN25331D1_008665-T1
GF00000942	TFCN25331D1_008554-T1, TFCN25331D1_012676-T1
GF00000943	TFCN25331D1_006321-T1, TFCN25331D1_003694-T1
GF00000944	TFCN25331D1_001329-T1, TFCN25331D1_001323-T1
GF00000945	TFCN25331D1_003360-T1, TFCN25331D1_009601-T1
GF00000946	TFCN25331D1_002417-T1, TFCN25331D1_010122-T1
GF00000947	TFCN25331D1_012017-T1, TFCN25331D1_013651-T1
GF00000948	TFCN25331D1_000379-T1, TFCN25331D1_004110-T1
GF00000949	TFCN25331D1_009594-T1, TFCN25331D1_010176-T1
GF00000950	TFCN25331D1_006682-T1, TFCN25331D1_004586-T1
GF00000951	TFCN25331D1_003287-T1, TFCN25331D1_007292-T1
GF00000952	TFCN25331D1_004207-T1, TFCN25331D1_004729-T1
GF00000953	TFCN25331D1_006570-T1, TFCN25331D1_012041-T1
GF00000954	TFCN25331D1_001389-T1, TFCN25331D1_001265-T1
GF00000955	TFCN25331D1_000670-T1, TFCN25331D1_006737-T1
GF00000956	TFCN25331D1_003318-T1, TFCN25331D1_009518-T1
GF00000957	TFCN25331D1_012982-T1, TFCN25331D1_013730-T1
GF00000958	TFCN25331D1_008243-T1, TFCN25331D1_000292-T1
GF00000959	TFCN25331D1_000096-T1, TFCN25331D1_002730-T1
GF00000960	TFCN25331D1_002511-T1, TFCN25331D1_009242-T1
GF00000961	TFCN25331D1_001306-T1, TFCN25331D1_001348-T1
GF00000962	TFCN25331D1_010254-T1, TFCN25331D1_002554-T1
GF00000963	TFCN25331D1_007622-T1, TFCN25331D1_008357-T1
GF00000964	TFCN25331D1_005789-T1, TFCN25331D1_008627-T1
GF00000965	TFCN25331D1_002827-T1, TFCN25331D1_000191-T1
GF00000966	TFCN25331D1_006969-T1, TFCN25331D1_013130-T1
GF00000967	TFCN25331D1_013636-T1, TFCN25331D1_009419-T1
GF00000968	TFCN25331D1_012851-T1, TFCN25331D1_013210-T1
GF00000969	TFCN25331D1_012146-T1, TFCN25331D1_006826-T1
GF00000970	TFCN25331D1_001174-T1, TFCN25331D1_001471-T1
GF00000971	TFCN25331D1_009652-T1, TFCN25331D1_003412-T1
GF00000972	TFCN25331D1_013363-T1, TFCN25331D1_006537-T1
GF00000973	TFCN25331D1_008370-T1, TFCN25331D1_007638-T1
GF00000974	TFCN25331D1_004742-T1, TFCN25331D1_000960-T1
GF00000975	TFCN25331D1_003728-T1, TFCN25331D1_006356-T1
GF00000976	TFCN25331D1_013572-T1, TFCN25331D1_013583-T1
GF00000977	TFCN25331D1_002336-T1, TFCN25331D1_007123-T1
GF00000978	TFCN25331D1_001589-T1, TFCN25331D1_006180-T1
GF00000979	TFCN25331D1_009715-T1, TFCN25331D1_011686-T1
GF00000980	TFCN25331D1_008060-T1, TFCN25331D1_000462-T1
GF00000981	TFCN25331D1_001983-T1, TFCN25331D1_013566-T1
GF00000982	TFCN25331D1_011533-T1, TFCN25331D1_011014-T1
GF00000983	TFCN25331D1_003214-T1, TFCN25331D1_010566-T1
GF00000984	TFCN25331D1_000500-T1, TFCN25331D1_007682-T1
GF00000985	TFCN25331D1_007510-T1, TFCN25331D1_011056-T1
GF00000986	TFCN25331D1_004918-T1, TFCN25331D1_001731-T1
GF00000987	TFCN25331D1_008334-T1, TFCN25331D1_007588-T1
GF00000988	TFCN25331D1_006897-T1, TFCN25331D1_012740-T1
GF00000989	TFCN25331D1_001043-T1, TFCN25331D1_004828-T1
GF00000990	TFCN25331D1_000905-T1, TFCN25331D1_007826-T1
GF00000991	TFCN25331D1_001702-T1, TFCN25331D1_004947-T1
GF00000992	TFCN25331D1_004329-T1, TFCN25331D1_004610-T1
GF00000993	TFCN25331D1_001860-T1, TFCN25331D1_002077-T1
GF00000994	TFCN25331D1_004796-T1, TFCN25331D1_001013-T1
GF00000995	TFCN25331D1_002747-T1, TFCN25331D1_000112-T1
GF00000996	TFCN25331D1_010914-T1, TFCN25331D1_003168-T1
GF00000997	TFCN25331D1_001673-T1, TFCN25331D1_004979-T1
GF00000998	TFCN25331D1_009859-T1, TFCN25331D1_003503-T1
GF00000999	TFCN25331D1_005099-T1, TFCN25331D1_008730-T1
GF00001000	TFCN25331D1_002504-T1, TFCN25331D1_009249-T1
GF00001001	TFCN25331D1_001799-T1, TFCN25331D1_002017-T1
GF00001002	TFCN25331D1_011594-T1, TFCN25331D1_010208-T1
GF00001003	TFCN25331D1_006765-T1, TFCN25331D1_000704-T1
GF00001004	TFCN25331D1_011293-T1, TFCN25331D1_002210-T1
GF00001005	TFCN25331D1_007293-T1, TFCN25331D1_003288-T1
GF00001006	TFCN25331D1_004277-T1, TFCN25331D1_004658-T1
GF00001007	TFCN25331D1_006229-T1, TFCN25331D1_013524-T1
GF00001008	TFCN25331D1_002310-T1, TFCN25331D1_007097-T1
GF00001009	TFCN25331D1_004445-T1, TFCN25331D1_003108-T1
GF00001010	TFCN25331D1_010551-T1, TFCN25331D1_003230-T1
GF00001011	TFCN25331D1_010988-T1, TFCN25331D1_006462-T1
GF00001012	TFCN25331D1_005406-T1, TFCN25331D1_012486-T1
GF00001013	TFCN25331D1_001821-T1, TFCN25331D1_002038-T1
GF00001014	TFCN25331D1_012872-T1, TFCN25331D1_001614-T1
GF00001015	TFCN25331D1_008008-T1, TFCN25331D1_006012-T1
GF00001016	TFCN25331D1_007186-T1, TFCN25331D1_005555-T1
GF00001017	TFCN25331D1_007728-T1, TFCN25331D1_005677-T1
GF00001018	TFCN25331D1_004158-T1, TFCN25331D1_000331-T1
GF00001019	TFCN25331D1_007176-T1, TFCN25331D1_005544-T1
GF00001020	TFCN25331D1_008595-T1, TFCN25331D1_005762-T1
GF00001021	TFCN25331D1_003617-T1, TFCN25331D1_012296-T1
GF00001022	TFCN25331D1_000393-T1, TFCN25331D1_004094-T1
GF00001023	TFCN25331D1_011636-T1, TFCN25331D1_011756-T1
GF00001024	TFCN25331D1_007807-T1, TFCN25331D1_000885-T1
GF00001025	TFCN25331D1_010597-T1, TFCN25331D1_012275-T1
GF00001026	TFCN25331D1_003239-T1, TFCN25331D1_007245-T1
GF00001027	TFCN25331D1_001815-T1, TFCN25331D1_002032-T1
GF00001028	TFCN25331D1_007058-T1, TFCN25331D1_010008-T1
GF00001029	TFCN25331D1_001999-T1, TFCN25331D1_001784-T1
GF00001030	TFCN25331D1_001650-T1, TFCN25331D1_005002-T1
GF00001031	TFCN25331D1_004214-T1, TFCN25331D1_004722-T1
GF00001032	TFCN25331D1_012190-T1, TFCN25331D1_009538-T1
GF00001033	TFCN25331D1_011170-T1, TFCN25331D1_003560-T1
GF00001034	TFCN25331D1_009873-T1, TFCN25331D1_002236-T1
GF00001035	TFCN25331D1_001550-T1, TFCN25331D1_006219-T1
GF00001036	TFCN25331D1_008364-T1, TFCN25331D1_007630-T1
GF00001037	TFCN25331D1_003433-T1, TFCN25331D1_010443-T1
GF00001038	TFCN25331D1_007204-T1, TFCN25331D1_005574-T1
GF00001039	TFCN25331D1_009513-T1, TFCN25331D1_003323-T1
GF00001040	TFCN25331D1_004697-T1, TFCN25331D1_004239-T1
GF00001041	TFCN25331D1_011325-T1, TFCN25331D1_012591-T1
GF00001042	TFCN25331D1_004827-T1, TFCN25331D1_001042-T1
GF00001043	TFCN25331D1_005012-T1, TFCN25331D1_001641-T1
GF00001044	TFCN25331D1_012544-T1, TFCN25331D1_009479-T1
GF00001045	TFCN25331D1_005235-T1, TFCN25331D1_007925-T1
GF00001046	TFCN25331D1_010373-T1, TFCN25331D1_006112-T1
GF00001047	TFCN25331D1_009089-T1, TFCN25331D1_008645-T1
GF00001048	TFCN25331D1_006589-T1, TFCN25331D1_013518-T1
GF00001049	TFCN25331D1_006279-T1, TFCN25331D1_003654-T1
GF00001050	TFCN25331D1_000269-T1, TFCN25331D1_008218-T1
GF00001051	TFCN25331D1_013014-T1, TFCN25331D1_005472-T1
GF00001052	TFCN25331D1_003138-T1, TFCN25331D1_010883-T1
GF00001053	TFCN25331D1_009773-T1, TFCN25331D1_012958-T1
GF00001054	TFCN25331D1_003192-T1, TFCN25331D1_010590-T1
GF00001055	TFCN25331D1_003486-T1, TFCN25331D1_010426-T1
GF00001056	TFCN25331D1_002851-T1, TFCN25331D1_000216-T1
GF00001057	TFCN25331D1_005217-T1, TFCN25331D1_007906-T1
GF00001058	TFCN25331D1_008384-T1, TFCN25331D1_011854-T1
GF00001059	TFCN25331D1_012194-T1, TFCN25331D1_009542-T1
GF00001060	TFCN25331D1_009582-T1, TFCN25331D1_010165-T1
GF00001061	TFCN25331D1_002689-T1, TFCN25331D1_009982-T1
GF00001062	TFCN25331D1_005616-T1, TFCN25331D1_010318-T1
GF00001063	TFCN25331D1_004554-T1, TFCN25331D1_006620-T1
GF00001064	TFCN25331D1_001085-T1, TFCN25331D1_004850-T1
GF00001065	TFCN25331D1_011568-T1, TFCN25331D1_010235-T1
GF00001066	TFCN25331D1_006651-T1, TFCN25331D1_004560-T1
GF00001067	TFCN25331D1_007427-T1, TFCN25331D1_006960-T1
GF00001068	TFCN25331D1_000696-T1, TFCN25331D1_006758-T1
GF00001069	TFCN25331D1_011563-T1, TFCN25331D1_008143-T1
GF00001070	TFCN25331D1_007854-T1, TFCN25331D1_000930-T1
GF00001071	TFCN25331D1_000925-T1, TFCN25331D1_007848-T1
GF00001072	TFCN25331D1_011755-T1, TFCN25331D1_011637-T1
GF00001073	TFCN25331D1_009252-T1, TFCN25331D1_002501-T1
GF00001074	TFCN25331D1_012888-T1, TFCN25331D1_001629-T1
GF00001075	TFCN25331D1_004330-T1, TFCN25331D1_004608-T1
GF00001076	TFCN25331D1_000784-T1, TFCN25331D1_013274-T1
GF00001077	TFCN25331D1_007784-T1, TFCN25331D1_010539-T1
GF00001078	TFCN25331D1_007463-T1, TFCN25331D1_006926-T1
GF00001079	TFCN25331D1_008513-T1, TFCN25331D1_011378-T1
GF00001080	TFCN25331D1_012735-T1, TFCN25331D1_006892-T1
GF00001081	TFCN25331D1_010330-T1, TFCN25331D1_005627-T1
GF00001082	TFCN25331D1_000619-T1, TFCN25331D1_006792-T1
GF00001083	TFCN25331D1_009155-T1, TFCN25331D1_006064-T1
GF00001084	TFCN25331D1_000067-T1, TFCN25331D1_002702-T1
GF00001085	TFCN25331D1_003476-T1, TFCN25331D1_010436-T1
GF00001086	TFCN25331D1_000559-T1, TFCN25331D1_012120-T1
GF00001087	TFCN25331D1_002254-T1, TFCN25331D1_009890-T1
GF00001088	TFCN25331D1_003926-T1, TFCN25331D1_007543-T1
GF00001089	TFCN25331D1_004120-T1, TFCN25331D1_000368-T1
GF00001090	TFCN25331D1_011097-T1, TFCN25331D1_005160-T1
GF00001091	TFCN25331D1_006001-T1, TFCN25331D1_008018-T1
GF00001092	TFCN25331D1_005535-T1, TFCN25331D1_007166-T1
GF00001093	TFCN25331D1_012160-T1, TFCN25331D1_006842-T1
GF00001094	TFCN25331D1_006184-T1, TFCN25331D1_001585-T1
GF00001095	TFCN25331D1_003215-T1, TFCN25331D1_010565-T1
GF00001096	TFCN25331D1_011853-T1, TFCN25331D1_008383-T1
GF00001097	TFCN25331D1_004145-T1, TFCN25331D1_000343-T1
GF00001098	TFCN25331D1_006200-T1, TFCN25331D1_001570-T1
GF00001099	TFCN25331D1_001558-T1, TFCN25331D1_006212-T1
GF00001100	TFCN25331D1_010591-T1, TFCN25331D1_003191-T1
GF00001101	TFCN25331D1_005854-T1, TFCN25331D1_002656-T1
GF00001102	TFCN25331D1_011135-T1, TFCN25331D1_003986-T1
GF00001103	TFCN25331D1_001770-T1, TFCN25331D1_004882-T1
GF00001104	TFCN25331D1_004113-T1, TFCN25331D1_000376-T1
GF00001105	TFCN25331D1_008011-T1, TFCN25331D1_006009-T1
GF00001106	TFCN25331D1_007280-T1, TFCN25331D1_003275-T1
GF00001107	TFCN25331D1_000288-T1, TFCN25331D1_008239-T1
GF00001108	TFCN25331D1_006415-T1, TFCN25331D1_010732-T1
GF00001109	TFCN25331D1_010550-T1, TFCN25331D1_003231-T1
GF00001110	TFCN25331D1_005726-T1, TFCN25331D1_012976-T1
GF00001111	TFCN25331D1_005675-T1, TFCN25331D1_007730-T1
GF00001112	TFCN25331D1_011199-T1, TFCN25331D1_004058-T1
GF00001113	TFCN25331D1_013069-T1, TFCN25331D1_008252-T1
GF00001114	TFCN25331D1_004688-T1, TFCN25331D1_004247-T1
GF00001115	TFCN25331D1_010228-T1, TFCN25331D1_011574-T1
GF00001116	TFCN25331D1_007959-T1, TFCN25331D1_005941-T1
GF00001117	TFCN25331D1_006052-T1, TFCN25331D1_009168-T1
GF00001118	TFCN25331D1_008035-T1, TFCN25331D1_000484-T1
GF00001119	TFCN25331D1_003495-T1, TFCN25331D1_009867-T1
GF00001120	TFCN25331D1_000213-T1, TFCN25331D1_002848-T1
GF00001121	TFCN25331D1_008255-T1, TFCN25331D1_013066-T1
GF00001122	TFCN25331D1_002563-T1, TFCN25331D1_010245-T1
GF00001123	TFCN25331D1_002462-T1, TFCN25331D1_009293-T1
GF00001124	TFCN25331D1_009711-T1, TFCN25331D1_011682-T1
GF00001125	TFCN25331D1_003129-T1, TFCN25331D1_004468-T1
GF00001126	TFCN25331D1_011789-T1, TFCN25331D1_009321-T1
GF00001127	TFCN25331D1_007719-T1, TFCN25331D1_000538-T1
GF00001128	TFCN25331D1_004025-T1, TFCN25331D1_009951-T1
GF00001129	TFCN25331D1_001601-T1, TFCN25331D1_006168-T1
GF00001130	TFCN25331D1_006925-T1, TFCN25331D1_007464-T1
GF00001131	TFCN25331D1_000139-T1, TFCN25331D1_002776-T1
GF00001132	TFCN25331D1_009211-T1, TFCN25331D1_008443-T1
GF00001133	TFCN25331D1_012685-T1, TFCN25331D1_009757-T1
GF00001134	TFCN25331D1_010966-T1, TFCN25331D1_006485-T1
GF00001135	TFCN25331D1_006898-T1, TFCN25331D1_012741-T1
GF00001136	TFCN25331D1_008592-T1, TFCN25331D1_005759-T1
GF00001137	TFCN25331D1_013486-T1, TFCN25331D1_009371-T1
GF00001138	TFCN25331D1_000706-T1, TFCN25331D1_006767-T1
GF00001139	TFCN25331D1_011913-T1, TFCN25331D1_008870-T1
GF00001140	TFCN25331D1_004015-T1, TFCN25331D1_009961-T1
GF00001141	TFCN25331D1_007870-T1, TFCN25331D1_000945-T1
GF00001142	TFCN25331D1_005518-T1, TFCN25331D1_004472-T1
GF00001143	TFCN25331D1_009508-T1, TFCN25331D1_003328-T1
GF00001144	TFCN25331D1_000756-T1, TFCN25331D1_012202-T1
GF00001145	TFCN25331D1_009429-T1, TFCN25331D1_008980-T1
GF00001146	TFCN25331D1_011488-T1, TFCN25331D1_005967-T1
GF00001147	TFCN25331D1_001542-T1, TFCN25331D1_001110-T1
GF00001148	TFCN25331D1_007767-T1, TFCN25331D1_010524-T1
GF00001149	TFCN25331D1_002045-T1, TFCN25331D1_001827-T1
GF00001150	TFCN25331D1_012218-T1, TFCN25331D1_000739-T1
GF00001151	TFCN25331D1_000299-T1, TFCN25331D1_004192-T1
GF00001152	TFCN25331D1_009274-T1, TFCN25331D1_002480-T1
GF00001153	TFCN25331D1_000287-T1, TFCN25331D1_008238-T1
GF00001154	TFCN25331D1_005485-T1, TFCN25331D1_013001-T1
GF00001155	TFCN25331D1_013544-T1, TFCN25331D1_000777-T1
GF00001156	TFCN25331D1_008729-T1, TFCN25331D1_005100-T1
GF00001157	TFCN25331D1_009040-T1, TFCN25331D1_008299-T1
GF00001158	TFCN25331D1_010031-T1, TFCN25331D1_008916-T1
GF00001159	TFCN25331D1_008056-T1, TFCN25331D1_000465-T1
GF00001160	TFCN25331D1_008160-T1, TFCN25331D1_013261-T1
GF00001161	TFCN25331D1_001130-T1, TFCN25331D1_001515-T1
GF00001162	TFCN25331D1_012559-T1, TFCN25331D1_008766-T1
GF00001163	TFCN25331D1_001379-T1, TFCN25331D1_001276-T1
GF00001164	TFCN25331D1_000200-T1, TFCN25331D1_002836-T1
GF00001165	TFCN25331D1_010002-T1, TFCN25331D1_007051-T1
GF00001166	TFCN25331D1_003455-T1, TFCN25331D1_010461-T1
GF00001167	TFCN25331D1_001912-T1, TFCN25331D1_002127-T1
GF00001168	TFCN25331D1_009889-T1, TFCN25331D1_002253-T1
GF00001169	TFCN25331D1_010956-T1, TFCN25331D1_008106-T1
GF00001170	TFCN25331D1_005175-T1, TFCN25331D1_011083-T1
GF00001171	TFCN25331D1_010106-T1, TFCN25331D1_002404-T1
GF00001172	TFCN25331D1_006407-T1, TFCN25331D1_010740-T1
GF00001173	TFCN25331D1_010719-T1, TFCN25331D1_006429-T1
GF00001174	TFCN25331D1_007713-T1, TFCN25331D1_000532-T1
GF00001175	TFCN25331D1_012737-T1, TFCN25331D1_006894-T1
GF00001176	TFCN25331D1_001397-T1, TFCN25331D1_001256-T1
GF00001177	TFCN25331D1_006681-T1, TFCN25331D1_004585-T1
GF00001178	TFCN25331D1_006678-T1, TFCN25331D1_004582-T1
GF00001179	TFCN25331D1_001625-T1, TFCN25331D1_012884-T1
GF00001180	TFCN25331D1_001385-T1, TFCN25331D1_001269-T1
GF00001181	TFCN25331D1_003722-T1, TFCN25331D1_006350-T1
GF00001182	TFCN25331D1_000921-T1, TFCN25331D1_007843-T1
GF00001183	TFCN25331D1_012862-T1, TFCN25331D1_011387-T1
GF00001184	TFCN25331D1_006797-T1, TFCN25331D1_009789-T1
GF00001185	TFCN25331D1_009925-T1, TFCN25331D1_004051-T1
GF00001186	TFCN25331D1_005487-T1, TFCN25331D1_012998-T1
GF00001187	TFCN25331D1_004922-T1, TFCN25331D1_001727-T1
GF00001188	TFCN25331D1_003680-T1, TFCN25331D1_006307-T1
GF00001189	TFCN25331D1_010720-T1, TFCN25331D1_006428-T1
GF00001190	TFCN25331D1_002743-T1, TFCN25331D1_000109-T1
GF00001191	TFCN25331D1_008485-T1, TFCN25331D1_011250-T1
GF00001192	TFCN25331D1_008913-T1, TFCN25331D1_010028-T1
GF00001193	TFCN25331D1_002731-T1, TFCN25331D1_000097-T1
GF00001194	TFCN25331D1_000193-T1, TFCN25331D1_002829-T1
GF00001195	TFCN25331D1_012839-T1, TFCN25331D1_012985-T1
GF00001196	TFCN25331D1_011247-T1, TFCN25331D1_008482-T1
GF00001197	TFCN25331D1_009800-T1, TFCN25331D1_006808-T1
GF00001198	TFCN25331D1_008735-T1, TFCN25331D1_005094-T1
GF00001199	TFCN25331D1_012327-T1, TFCN25331D1_010923-T1
GF00001200	TFCN25331D1_008859-T1, TFCN25331D1_011923-T1
GF00001201	TFCN25331D1_011224-T1, TFCN25331D1_009344-T1
GF00001202	TFCN25331D1_002282-T1, TFCN25331D1_009915-T1
GF00001203	TFCN25331D1_006836-T1, TFCN25331D1_012155-T1
GF00001204	TFCN25331D1_013483-T1, TFCN25331D1_009368-T1
GF00001205	TFCN25331D1_009898-T1, TFCN25331D1_002275-T1
GF00001206	TFCN25331D1_005796-T1, TFCN25331D1_008634-T1
GF00001207	TFCN25331D1_008845-T1, TFCN25331D1_011936-T1
GF00001208	TFCN25331D1_007920-T1, TFCN25331D1_005230-T1
GF00001209	TFCN25331D1_008124-T1, TFCN25331D1_011545-T1
GF00001210	TFCN25331D1_008494-T1, TFCN25331D1_011258-T1
GF00001211	TFCN25331D1_006453-T1, TFCN25331D1_013414-T1
GF00001212	TFCN25331D1_002249-T1, TFCN25331D1_009885-T1
GF00001213	TFCN25331D1_010886-T1, TFCN25331D1_003141-T1
GF00001214	TFCN25331D1_002206-T1, TFCN25331D1_011289-T1
GF00001215	TFCN25331D1_004998-T1, TFCN25331D1_001654-T1
GF00001216	TFCN25331D1_001897-T1, TFCN25331D1_002113-T1
GF00001217	TFCN25331D1_007626-T1, TFCN25331D1_008361-T1
GF00001218	TFCN25331D1_005024-T1, TFCN25331D1_010681-T1
GF00001219	TFCN25331D1_009615-T1, TFCN25331D1_003375-T1
GF00001220	TFCN25331D1_012556-T1, TFCN25331D1_008769-T1
GF00001221	TFCN25331D1_005240-T1, TFCN25331D1_007930-T1
GF00001222	TFCN25331D1_005054-T1, TFCN25331D1_010714-T1
GF00001223	TFCN25331D1_003212-T1, TFCN25331D1_010568-T1
GF00001224	TFCN25331D1_007306-T1, TFCN25331D1_003302-T1
GF00001225	TFCN25331D1_000682-T1, TFCN25331D1_006748-T1
GF00001226	TFCN25331D1_005872-T1, TFCN25331D1_002638-T1
GF00001227	TFCN25331D1_011156-T1, TFCN25331D1_003545-T1
GF00001228	TFCN25331D1_004442-T1, TFCN25331D1_003105-T1
GF00001229	TFCN25331D1_006353-T1, TFCN25331D1_003725-T1
GF00001230	TFCN25331D1_000477-T1, TFCN25331D1_008043-T1
GF00001231	TFCN25331D1_008873-T1, TFCN25331D1_011910-T1
GF00001232	TFCN25331D1_006520-T1, TFCN25331D1_011736-T1
GF00001233	TFCN25331D1_006605-T1, TFCN25331D1_004513-T1
GF00001234	TFCN25331D1_006639-T1, TFCN25331D1_004532-T1
GF00001235	TFCN25331D1_013313-T1, TFCN25331D1_003457-T1
GF00001236	TFCN25331D1_006819-T1, TFCN25331D1_012138-T1
GF00001237	TFCN25331D1_001234-T1, TFCN25331D1_001421-T1
GF00001238	TFCN25331D1_007900-T1, TFCN25331D1_005209-T1
GF00001239	TFCN25331D1_010745-T1, TFCN25331D1_006402-T1
GF00001240	TFCN25331D1_004471-T1, TFCN25331D1_005519-T1
GF00001241	TFCN25331D1_008840-T1, TFCN25331D1_011940-T1
GF00001242	TFCN25331D1_007198-T1, TFCN25331D1_005568-T1
GF00001243	TFCN25331D1_010391-T1, TFCN25331D1_006130-T1
GF00001244	TFCN25331D1_000220-T1, TFCN25331D1_008168-T1
GF00001245	TFCN25331D1_013348-T1, TFCN25331D1_007667-T1
GF00001246	TFCN25331D1_003962-T1, TFCN25331D1_011111-T1
GF00001247	TFCN25331D1_009224-T1, TFCN25331D1_006262-T1
GF00001248	TFCN25331D1_004840-T1, TFCN25331D1_001054-T1
GF00001249	TFCN25331D1_001040-T1, TFCN25331D1_004825-T1
GF00001250	TFCN25331D1_001324-T1, TFCN25331D1_001328-T1
GF00001251	TFCN25331D1_013180-T1, TFCN25331D1_011964-T1
GF00001252	TFCN25331D1_000358-T1, TFCN25331D1_004130-T1
GF00001253	TFCN25331D1_012539-T1, TFCN25331D1_009483-T1
GF00001254	TFCN25331D1_000474-T1, TFCN25331D1_008047-T1
GF00001255	TFCN25331D1_012151-T1, TFCN25331D1_006832-T1
GF00001256	TFCN25331D1_013645-T1, TFCN25331D1_013630-T1
GF00001257	TFCN25331D1_000428-T1, TFCN25331D1_008095-T1
