	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00002152	1	1	2	1.0	single-copy
GF00002153	1	1	2	1.0	single-copy
GF00002154	1	1	2	1.0	single-copy
GF00002155	1	1	2	1.0	single-copy
GF00002156	1	1	2	1.0	single-copy
GF00002157	1	1	2	1.0	single-copy
GF00002158	1	1	2	1.0	single-copy
GF00002159	1	1	2	1.0	single-copy
GF00002160	1	1	2	1.0	single-copy
GF00002161	1	1	2	1.0	single-copy
GF00002162	1	1	2	1.0	single-copy
GF00002163	1	1	2	1.0	single-copy
GF00002164	1	1	2	1.0	single-copy
GF00002165	1	1	2	1.0	single-copy
GF00002166	1	1	2	1.0	single-copy
GF00002167	1	1	2	1.0	single-copy
GF00002168	1	1	2	1.0	single-copy
GF00002169	1	1	2	1.0	single-copy
GF00002170	1	1	2	1.0	single-copy
GF00002171	1	1	2	1.0	single-copy
GF00002172	1	1	2	1.0	single-copy
GF00002173	1	1	2	1.0	single-copy
GF00002174	1	1	2	1.0	single-copy
GF00002175	1	1	2	1.0	single-copy
GF00002176	1	1	2	1.0	single-copy
GF00002177	1	1	2	1.0	single-copy
GF00002178	1	1	2	1.0	single-copy
GF00002179	1	1	2	1.0	single-copy
GF00002180	1	1	2	1.0	single-copy
GF00002181	1	1	2	1.0	single-copy
GF00002182	1	1	2	1.0	single-copy
GF00002183	1	1	2	1.0	single-copy
GF00002184	1	1	2	1.0	single-copy
GF00002185	1	1	2	1.0	single-copy
GF00002186	1	1	2	1.0	single-copy
GF00002187	1	1	2	1.0	single-copy
GF00002188	1	1	2	1.0	single-copy
GF00002189	1	1	2	1.0	single-copy
GF00002190	1	1	2	1.0	single-copy
GF00002191	1	1	2	1.0	single-copy
GF00002192	1	1	2	1.0	single-copy
GF00002193	1	1	2	1.0	single-copy
GF00002194	1	1	2	1.0	single-copy
GF00002195	1	1	2	1.0	single-copy
GF00002196	1	1	2	1.0	single-copy
GF00002197	1	1	2	1.0	single-copy
GF00002198	1	1	2	1.0	single-copy
GF00002199	1	1	2	1.0	single-copy
GF00002200	1	1	2	1.0	single-copy
GF00002201	1	1	2	1.0	single-copy
GF00002202	1	1	2	1.0	single-copy
GF00002203	1	1	2	1.0	single-copy
GF00002204	1	1	2	1.0	single-copy
GF00002205	1	1	2	1.0	single-copy
GF00002206	1	1	2	1.0	single-copy
GF00002207	1	1	2	1.0	single-copy
GF00002208	1	1	2	1.0	single-copy
GF00002209	1	1	2	1.0	single-copy
GF00002210	1	1	2	1.0	single-copy
GF00002211	1	1	2	1.0	single-copy
GF00002212	1	1	2	1.0	single-copy
GF00002213	1	1	2	1.0	single-copy
GF00002214	1	1	2	1.0	single-copy
GF00002215	1	1	2	1.0	single-copy
GF00002216	1	1	2	1.0	single-copy
GF00002217	1	1	2	1.0	single-copy
GF00002218	1	1	2	1.0	single-copy
GF00002219	1	1	2	1.0	single-copy
GF00002220	1	1	2	1.0	single-copy
GF00002221	1	1	2	1.0	single-copy
GF00002222	1	1	2	1.0	single-copy
GF00002223	1	1	2	1.0	single-copy
GF00002224	1	1	2	1.0	single-copy
GF00002225	1	1	2	1.0	single-copy
GF00002226	1	1	2	1.0	single-copy
GF00002227	1	1	2	1.0	single-copy
GF00002228	1	1	2	1.0	single-copy
GF00002229	1	1	2	1.0	single-copy
GF00002230	1	1	2	1.0	single-copy
GF00002231	1	1	2	1.0	single-copy
GF00002232	1	1	2	1.0	single-copy
GF00002233	1	1	2	1.0	single-copy
GF00002234	1	1	2	1.0	single-copy
GF00002235	1	1	2	1.0	single-copy
GF00002236	1	1	2	1.0	single-copy
GF00002237	1	1	2	1.0	single-copy
GF00002238	1	1	2	1.0	single-copy
GF00002239	1	1	2	1.0	single-copy
GF00002240	1	1	2	1.0	single-copy
GF00002241	1	1	2	1.0	single-copy
GF00002242	1	1	2	1.0	single-copy
GF00002243	1	1	2	1.0	single-copy
GF00002244	1	1	2	1.0	single-copy
GF00002245	1	1	2	1.0	single-copy
GF00002246	1	1	2	1.0	single-copy
GF00002247	1	1	2	1.0	single-copy
GF00002248	1	1	2	1.0	single-copy
GF00002249	1	1	2	1.0	single-copy
GF00002250	1	1	2	1.0	single-copy
GF00002251	1	1	2	1.0	single-copy
GF00002252	1	1	2	1.0	single-copy
GF00002253	1	1	2	1.0	single-copy
GF00002254	1	1	2	1.0	single-copy
GF00002255	1	1	2	1.0	single-copy
GF00002256	1	1	2	1.0	single-copy
GF00002257	1	1	2	1.0	single-copy
GF00002258	1	1	2	1.0	single-copy
GF00002259	1	1	2	1.0	single-copy
GF00002260	1	1	2	1.0	single-copy
GF00002261	1	1	2	1.0	single-copy
GF00002262	1	1	2	1.0	single-copy
GF00002263	1	1	2	1.0	single-copy
GF00002264	1	1	2	1.0	single-copy
GF00002265	1	1	2	1.0	single-copy
GF00002266	1	1	2	1.0	single-copy
GF00002267	1	1	2	1.0	single-copy
GF00002268	1	1	2	1.0	single-copy
GF00002269	1	1	2	1.0	single-copy
GF00002270	1	1	2	1.0	single-copy
GF00002271	1	1	2	1.0	single-copy
GF00002272	1	1	2	1.0	single-copy
GF00002273	1	1	2	1.0	single-copy
GF00002274	1	1	2	1.0	single-copy
GF00002275	1	1	2	1.0	single-copy
GF00002276	1	1	2	1.0	single-copy
GF00002277	1	1	2	1.0	single-copy
GF00002278	1	1	2	1.0	single-copy
GF00002279	1	1	2	1.0	single-copy
GF00002280	1	1	2	1.0	single-copy
GF00002281	1	1	2	1.0	single-copy
GF00002282	1	1	2	1.0	single-copy
GF00002283	1	1	2	1.0	single-copy
GF00002284	1	1	2	1.0	single-copy
GF00002285	1	1	2	1.0	single-copy
GF00002286	1	1	2	1.0	single-copy
GF00002287	1	1	2	1.0	single-copy
GF00002288	1	1	2	1.0	single-copy
GF00002289	1	1	2	1.0	single-copy
GF00002290	1	1	2	1.0	single-copy
GF00002291	1	1	2	1.0	single-copy
GF00002292	1	1	2	1.0	single-copy
GF00002293	1	1	2	1.0	single-copy
GF00002294	1	1	2	1.0	single-copy
GF00002295	1	1	2	1.0	single-copy
GF00002296	1	1	2	1.0	single-copy
GF00002297	1	1	2	1.0	single-copy
GF00002298	1	1	2	1.0	single-copy
GF00002299	1	1	2	1.0	single-copy
GF00002300	1	1	2	1.0	single-copy
GF00002301	1	1	2	1.0	single-copy
GF00002302	1	1	2	1.0	single-copy
GF00002303	1	1	2	1.0	single-copy
GF00002304	1	1	2	1.0	single-copy
GF00002305	1	1	2	1.0	single-copy
GF00002306	1	1	2	1.0	single-copy
GF00002307	1	1	2	1.0	single-copy
GF00002308	1	1	2	1.0	single-copy
GF00002309	1	1	2	1.0	single-copy
GF00002310	1	1	2	1.0	single-copy
GF00002311	1	1	2	1.0	single-copy
GF00002312	1	1	2	1.0	single-copy
GF00002313	1	1	2	1.0	single-copy
GF00002314	1	1	2	1.0	single-copy
GF00002315	1	1	2	1.0	single-copy
GF00002316	1	1	2	1.0	single-copy
GF00002317	1	1	2	1.0	single-copy
GF00002318	1	1	2	1.0	single-copy
GF00002319	1	1	2	1.0	single-copy
GF00002320	1	1	2	1.0	single-copy
GF00002321	1	1	2	1.0	single-copy
GF00002322	1	1	2	1.0	single-copy
GF00002323	1	1	2	1.0	single-copy
GF00002324	1	1	2	1.0	single-copy
GF00002325	1	1	2	1.0	single-copy
GF00002326	1	1	2	1.0	single-copy
GF00002327	1	1	2	1.0	single-copy
GF00002328	1	1	2	1.0	single-copy
GF00002329	1	1	2	1.0	single-copy
GF00002330	1	1	2	1.0	single-copy
GF00002331	1	1	2	1.0	single-copy
GF00002332	1	1	2	1.0	single-copy
GF00002333	1	1	2	1.0	single-copy
GF00002334	1	1	2	1.0	single-copy
GF00002335	1	1	2	1.0	single-copy
GF00002336	1	1	2	1.0	single-copy
GF00002337	1	1	2	1.0	single-copy
GF00002338	1	1	2	1.0	single-copy
GF00002339	1	1	2	1.0	single-copy
GF00002340	1	1	2	1.0	single-copy
GF00002341	1	1	2	1.0	single-copy
GF00002342	1	1	2	1.0	single-copy
GF00002343	1	1	2	1.0	single-copy
GF00002344	1	1	2	1.0	single-copy
GF00002345	1	1	2	1.0	single-copy
GF00002346	1	1	2	1.0	single-copy
GF00002347	1	1	2	1.0	single-copy
GF00002348	1	1	2	1.0	single-copy
GF00002349	1	1	2	1.0	single-copy
GF00002350	1	1	2	1.0	single-copy
GF00002351	1	1	2	1.0	single-copy
GF00002352	1	1	2	1.0	single-copy
GF00002353	1	1	2	1.0	single-copy
GF00002354	1	1	2	1.0	single-copy
GF00002355	1	1	2	1.0	single-copy
GF00002356	1	1	2	1.0	single-copy
GF00002357	1	1	2	1.0	single-copy
GF00002358	1	1	2	1.0	single-copy
GF00002359	1	1	2	1.0	single-copy
GF00002360	1	1	2	1.0	single-copy
GF00002361	1	1	2	1.0	single-copy
GF00002362	1	1	2	1.0	single-copy
GF00002363	1	1	2	1.0	single-copy
GF00002364	1	1	2	1.0	single-copy
GF00002365	1	1	2	1.0	single-copy
GF00002366	1	1	2	1.0	single-copy
GF00002367	1	1	2	1.0	single-copy
GF00002368	1	1	2	1.0	single-copy
GF00002369	1	1	2	1.0	single-copy
GF00002370	1	1	2	1.0	single-copy
GF00002371	1	1	2	1.0	single-copy
GF00002372	1	1	2	1.0	single-copy
GF00002373	1	1	2	1.0	single-copy
GF00002374	1	1	2	1.0	single-copy
GF00002375	1	1	2	1.0	single-copy
GF00002376	1	1	2	1.0	single-copy
GF00002377	1	1	2	1.0	single-copy
GF00002378	1	1	2	1.0	single-copy
GF00002379	1	1	2	1.0	single-copy
GF00002380	1	1	2	1.0	single-copy
GF00002381	1	1	2	1.0	single-copy
GF00002382	1	1	2	1.0	single-copy
GF00002383	1	1	2	1.0	single-copy
GF00002384	1	1	2	1.0	single-copy
GF00002385	1	1	2	1.0	single-copy
GF00002386	1	1	2	1.0	single-copy
GF00002387	1	1	2	1.0	single-copy
GF00002388	1	1	2	1.0	single-copy
GF00002389	1	1	2	1.0	single-copy
GF00002390	1	1	2	1.0	single-copy
GF00002391	1	1	2	1.0	single-copy
GF00002392	1	1	2	1.0	single-copy
GF00002393	1	1	2	1.0	single-copy
GF00002394	1	1	2	1.0	single-copy
GF00002395	1	1	2	1.0	single-copy
GF00002396	1	1	2	1.0	single-copy
GF00002397	1	1	2	1.0	single-copy
GF00002398	1	1	2	1.0	single-copy
GF00002399	1	1	2	1.0	single-copy
GF00002400	1	1	2	1.0	single-copy
GF00002401	1	1	2	1.0	single-copy
GF00002402	1	1	2	1.0	single-copy
GF00002403	1	1	2	1.0	single-copy
GF00002404	1	1	2	1.0	single-copy
GF00002405	1	1	2	1.0	single-copy
GF00002406	1	1	2	1.0	single-copy
GF00002407	1	1	2	1.0	single-copy
GF00002408	1	1	2	1.0	single-copy
GF00002409	1	1	2	1.0	single-copy
GF00002410	1	1	2	1.0	single-copy
GF00002411	1	1	2	1.0	single-copy
GF00002412	1	1	2	1.0	single-copy
GF00002413	1	1	2	1.0	single-copy
GF00002414	1	1	2	1.0	single-copy
GF00002415	1	1	2	1.0	single-copy
GF00002416	1	1	2	1.0	single-copy
GF00002417	1	1	2	1.0	single-copy
GF00002418	1	1	2	1.0	single-copy
GF00002419	1	1	2	1.0	single-copy
GF00002420	1	1	2	1.0	single-copy
GF00002421	1	1	2	1.0	single-copy
GF00002422	1	1	2	1.0	single-copy
GF00002423	1	1	2	1.0	single-copy
GF00002424	1	1	2	1.0	single-copy
GF00002425	1	1	2	1.0	single-copy
GF00002426	1	1	2	1.0	single-copy
GF00002427	1	1	2	1.0	single-copy
GF00002428	1	1	2	1.0	single-copy
GF00002429	1	1	2	1.0	single-copy
GF00002430	1	1	2	1.0	single-copy
GF00002431	1	1	2	1.0	single-copy
GF00002432	1	1	2	1.0	single-copy
GF00002433	1	1	2	1.0	single-copy
GF00002434	1	1	2	1.0	single-copy
GF00002435	1	1	2	1.0	single-copy
GF00002436	1	1	2	1.0	single-copy
GF00002437	1	1	2	1.0	single-copy
GF00002438	1	1	2	1.0	single-copy
GF00002439	1	1	2	1.0	single-copy
GF00002440	1	1	2	1.0	single-copy
GF00002441	1	1	2	1.0	single-copy
GF00002442	1	1	2	1.0	single-copy
GF00002443	1	1	2	1.0	single-copy
GF00002444	1	1	2	1.0	single-copy
GF00002445	1	1	2	1.0	single-copy
GF00002446	1	1	2	1.0	single-copy
GF00002447	1	1	2	1.0	single-copy
GF00002448	1	1	2	1.0	single-copy
GF00002449	1	1	2	1.0	single-copy
GF00002450	1	1	2	1.0	single-copy
GF00002451	1	1	2	1.0	single-copy
GF00002452	1	1	2	1.0	single-copy
GF00002453	1	1	2	1.0	single-copy
GF00002454	1	1	2	1.0	single-copy
GF00002455	1	1	2	1.0	single-copy
GF00002456	1	1	2	1.0	single-copy
GF00002457	1	1	2	1.0	single-copy
GF00002458	1	1	2	1.0	single-copy
GF00002459	1	1	2	1.0	single-copy
GF00002460	1	1	2	1.0	single-copy
GF00002461	1	1	2	1.0	single-copy
GF00002462	1	1	2	1.0	single-copy
GF00002463	1	1	2	1.0	single-copy
GF00002464	1	1	2	1.0	single-copy
GF00002465	1	1	2	1.0	single-copy
GF00002466	1	1	2	1.0	single-copy
GF00002467	1	1	2	1.0	single-copy
GF00002468	1	1	2	1.0	single-copy
GF00002469	1	1	2	1.0	single-copy
GF00002470	1	1	2	1.0	single-copy
GF00002471	1	1	2	1.0	single-copy
GF00002472	1	1	2	1.0	single-copy
GF00002473	1	1	2	1.0	single-copy
GF00002474	1	1	2	1.0	single-copy
GF00002475	1	1	2	1.0	single-copy
GF00002476	1	1	2	1.0	single-copy
GF00002477	1	1	2	1.0	single-copy
GF00002478	1	1	2	1.0	single-copy
GF00002479	1	1	2	1.0	single-copy
GF00002480	1	1	2	1.0	single-copy
GF00002481	1	1	2	1.0	single-copy
GF00002482	1	1	2	1.0	single-copy
GF00002483	1	1	2	1.0	single-copy
GF00002484	1	1	2	1.0	single-copy
GF00002485	1	1	2	1.0	single-copy
GF00002486	1	1	2	1.0	single-copy
GF00002487	1	1	2	1.0	single-copy
GF00002488	1	1	2	1.0	single-copy
GF00002489	1	1	2	1.0	single-copy
GF00002490	1	1	2	1.0	single-copy
GF00002491	1	1	2	1.0	single-copy
GF00002492	1	1	2	1.0	single-copy
GF00002493	1	1	2	1.0	single-copy
GF00002494	1	1	2	1.0	single-copy
GF00002495	1	1	2	1.0	single-copy
GF00002496	1	1	2	1.0	single-copy
GF00002497	1	1	2	1.0	single-copy
GF00002498	1	1	2	1.0	single-copy
GF00002499	1	1	2	1.0	single-copy
GF00002500	1	1	2	1.0	single-copy
GF00002501	1	1	2	1.0	single-copy
GF00002502	1	1	2	1.0	single-copy
GF00002503	1	1	2	1.0	single-copy
GF00002504	1	1	2	1.0	single-copy
GF00002505	1	1	2	1.0	single-copy
GF00002506	1	1	2	1.0	single-copy
GF00002507	1	1	2	1.0	single-copy
GF00002508	1	1	2	1.0	single-copy
GF00002509	1	1	2	1.0	single-copy
GF00002510	1	1	2	1.0	single-copy
GF00002511	1	1	2	1.0	single-copy
GF00002512	1	1	2	1.0	single-copy
GF00002513	1	1	2	1.0	single-copy
GF00002514	1	1	2	1.0	single-copy
GF00002515	1	1	2	1.0	single-copy
GF00002516	1	1	2	1.0	single-copy
GF00002517	1	1	2	1.0	single-copy
GF00002518	1	1	2	1.0	single-copy
GF00002519	1	1	2	1.0	single-copy
GF00002520	1	1	2	1.0	single-copy
GF00002521	1	1	2	1.0	single-copy
GF00002522	1	1	2	1.0	single-copy
GF00002523	1	1	2	1.0	single-copy
GF00002524	1	1	2	1.0	single-copy
GF00002525	1	1	2	1.0	single-copy
GF00002526	1	1	2	1.0	single-copy
GF00002527	1	1	2	1.0	single-copy
GF00002528	1	1	2	1.0	single-copy
GF00002529	1	1	2	1.0	single-copy
GF00002530	1	1	2	1.0	single-copy
GF00002531	1	1	2	1.0	single-copy
GF00002532	1	1	2	1.0	single-copy
GF00002533	1	1	2	1.0	single-copy
GF00002534	1	1	2	1.0	single-copy
GF00002535	1	1	2	1.0	single-copy
GF00002536	1	1	2	1.0	single-copy
GF00002537	1	1	2	1.0	single-copy
GF00002538	1	1	2	1.0	single-copy
GF00002539	1	1	2	1.0	single-copy
GF00002540	1	1	2	1.0	single-copy
GF00002541	1	1	2	1.0	single-copy
GF00002542	1	1	2	1.0	single-copy
GF00002543	1	1	2	1.0	single-copy
GF00002544	1	1	2	1.0	single-copy
GF00002545	1	1	2	1.0	single-copy
GF00002546	1	1	2	1.0	single-copy
GF00002547	1	1	2	1.0	single-copy
GF00002548	1	1	2	1.0	single-copy
GF00002549	1	1	2	1.0	single-copy
GF00002550	1	1	2	1.0	single-copy
GF00002551	1	1	2	1.0	single-copy
GF00002552	1	1	2	1.0	single-copy
GF00002553	1	1	2	1.0	single-copy
GF00002554	1	1	2	1.0	single-copy
GF00002555	1	1	2	1.0	single-copy
GF00002556	1	1	2	1.0	single-copy
GF00002557	1	1	2	1.0	single-copy
GF00002558	1	1	2	1.0	single-copy
GF00002559	1	1	2	1.0	single-copy
GF00002560	1	1	2	1.0	single-copy
GF00002561	1	1	2	1.0	single-copy
GF00002562	1	1	2	1.0	single-copy
GF00002563	1	1	2	1.0	single-copy
GF00002564	1	1	2	1.0	single-copy
GF00002565	1	1	2	1.0	single-copy
GF00002566	1	1	2	1.0	single-copy
GF00002567	1	1	2	1.0	single-copy
GF00002568	1	1	2	1.0	single-copy
GF00002569	1	1	2	1.0	single-copy
GF00002570	1	1	2	1.0	single-copy
GF00002571	1	1	2	1.0	single-copy
GF00002572	1	1	2	1.0	single-copy
GF00002573	1	1	2	1.0	single-copy
GF00002574	1	1	2	1.0	single-copy
GF00002575	1	1	2	1.0	single-copy
GF00002576	1	1	2	1.0	single-copy
GF00002577	1	1	2	1.0	single-copy
GF00002578	1	1	2	1.0	single-copy
GF00002579	1	1	2	1.0	single-copy
GF00002580	1	1	2	1.0	single-copy
GF00002581	1	1	2	1.0	single-copy
GF00002582	1	1	2	1.0	single-copy
GF00002583	1	1	2	1.0	single-copy
GF00002584	1	1	2	1.0	single-copy
GF00002585	1	1	2	1.0	single-copy
GF00002586	1	1	2	1.0	single-copy
GF00002587	1	1	2	1.0	single-copy
GF00002588	1	1	2	1.0	single-copy
GF00002589	1	1	2	1.0	single-copy
GF00002590	1	1	2	1.0	single-copy
GF00002591	1	1	2	1.0	single-copy
GF00002592	1	1	2	1.0	single-copy
GF00002593	1	1	2	1.0	single-copy
GF00002594	1	1	2	1.0	single-copy
GF00002595	1	1	2	1.0	single-copy
GF00002596	1	1	2	1.0	single-copy
GF00002597	1	1	2	1.0	single-copy
GF00002598	1	1	2	1.0	single-copy
GF00002599	1	1	2	1.0	single-copy
GF00002600	1	1	2	1.0	single-copy
GF00002601	1	1	2	1.0	single-copy
GF00002602	1	1	2	1.0	single-copy
GF00002603	1	1	2	1.0	single-copy
GF00002604	1	1	2	1.0	single-copy
GF00002605	1	1	2	1.0	single-copy
GF00002606	1	1	2	1.0	single-copy
GF00002607	1	1	2	1.0	single-copy
GF00002608	1	1	2	1.0	single-copy
GF00002609	1	1	2	1.0	single-copy
GF00002610	1	1	2	1.0	single-copy
GF00002611	1	1	2	1.0	single-copy
GF00002612	1	1	2	1.0	single-copy
GF00002613	1	1	2	1.0	single-copy
GF00002614	1	1	2	1.0	single-copy
GF00002615	1	1	2	1.0	single-copy
GF00002616	1	1	2	1.0	single-copy
GF00002617	1	1	2	1.0	single-copy
GF00002618	1	1	2	1.0	single-copy
GF00002619	1	1	2	1.0	single-copy
GF00002620	1	1	2	1.0	single-copy
GF00002621	1	1	2	1.0	single-copy
GF00002622	1	1	2	1.0	single-copy
GF00002623	1	1	2	1.0	single-copy
GF00002624	1	1	2	1.0	single-copy
GF00002625	1	1	2	1.0	single-copy
GF00002626	1	1	2	1.0	single-copy
GF00002627	1	1	2	1.0	single-copy
GF00002628	1	1	2	1.0	single-copy
GF00002629	1	1	2	1.0	single-copy
GF00002630	1	1	2	1.0	single-copy
GF00002631	1	1	2	1.0	single-copy
GF00002632	1	1	2	1.0	single-copy
GF00002633	1	1	2	1.0	single-copy
GF00002634	1	1	2	1.0	single-copy
GF00002635	1	1	2	1.0	single-copy
GF00002636	1	1	2	1.0	single-copy
GF00002637	1	1	2	1.0	single-copy
GF00002638	1	1	2	1.0	single-copy
GF00002639	1	1	2	1.0	single-copy
GF00002640	1	1	2	1.0	single-copy
GF00002641	1	1	2	1.0	single-copy
GF00002642	1	1	2	1.0	single-copy
GF00002643	1	1	2	1.0	single-copy
GF00002644	1	1	2	1.0	single-copy
GF00002645	1	1	2	1.0	single-copy
GF00002646	1	1	2	1.0	single-copy
GF00002647	1	1	2	1.0	single-copy
GF00002648	1	1	2	1.0	single-copy
GF00002649	1	1	2	1.0	single-copy
GF00002650	1	1	2	1.0	single-copy
GF00002651	1	1	2	1.0	single-copy
GF00002652	1	1	2	1.0	single-copy
GF00002653	1	1	2	1.0	single-copy
GF00002654	1	1	2	1.0	single-copy
GF00002655	1	1	2	1.0	single-copy
GF00002656	1	1	2	1.0	single-copy
GF00002657	1	1	2	1.0	single-copy
GF00002658	1	1	2	1.0	single-copy
GF00002659	1	1	2	1.0	single-copy
GF00002660	1	1	2	1.0	single-copy
GF00002661	1	1	2	1.0	single-copy
GF00002662	1	1	2	1.0	single-copy
GF00002663	1	1	2	1.0	single-copy
GF00002664	1	1	2	1.0	single-copy
GF00002665	1	1	2	1.0	single-copy
GF00002666	1	1	2	1.0	single-copy
GF00002667	1	1	2	1.0	single-copy
GF00002668	1	1	2	1.0	single-copy
GF00002669	1	1	2	1.0	single-copy
GF00002670	1	1	2	1.0	single-copy
GF00002671	1	1	2	1.0	single-copy
GF00002672	1	1	2	1.0	single-copy
GF00002673	1	1	2	1.0	single-copy
GF00002674	1	1	2	1.0	single-copy
GF00002675	1	1	2	1.0	single-copy
GF00002676	1	1	2	1.0	single-copy
GF00002677	1	1	2	1.0	single-copy
GF00002678	1	1	2	1.0	single-copy
GF00002679	1	1	2	1.0	single-copy
GF00002680	1	1	2	1.0	single-copy
GF00002681	1	1	2	1.0	single-copy
GF00002682	1	1	2	1.0	single-copy
GF00002683	1	1	2	1.0	single-copy
GF00002684	1	1	2	1.0	single-copy
GF00002685	1	1	2	1.0	single-copy
GF00002686	1	1	2	1.0	single-copy
GF00002687	1	1	2	1.0	single-copy
GF00002688	1	1	2	1.0	single-copy
GF00002689	1	1	2	1.0	single-copy
GF00002690	1	1	2	1.0	single-copy
GF00002691	1	1	2	1.0	single-copy
GF00002692	1	1	2	1.0	single-copy
GF00002693	1	1	2	1.0	single-copy
GF00002694	1	1	2	1.0	single-copy
GF00002695	1	1	2	1.0	single-copy
GF00002696	1	1	2	1.0	single-copy
GF00002697	1	1	2	1.0	single-copy
GF00002698	1	1	2	1.0	single-copy
GF00002699	1	1	2	1.0	single-copy
GF00002700	1	1	2	1.0	single-copy
GF00002701	1	1	2	1.0	single-copy
GF00002702	1	1	2	1.0	single-copy
GF00002703	1	1	2	1.0	single-copy
GF00002704	1	1	2	1.0	single-copy
GF00002705	1	1	2	1.0	single-copy
GF00002706	1	1	2	1.0	single-copy
GF00002707	1	1	2	1.0	single-copy
GF00002708	1	1	2	1.0	single-copy
GF00002709	1	1	2	1.0	single-copy
GF00002710	1	1	2	1.0	single-copy
GF00002711	1	1	2	1.0	single-copy
GF00002712	1	1	2	1.0	single-copy
GF00002713	1	1	2	1.0	single-copy
GF00002714	1	1	2	1.0	single-copy
GF00002715	1	1	2	1.0	single-copy
GF00002716	1	1	2	1.0	single-copy
GF00002717	1	1	2	1.0	single-copy
GF00002718	1	1	2	1.0	single-copy
GF00002719	1	1	2	1.0	single-copy
GF00002720	1	1	2	1.0	single-copy
GF00002721	1	1	2	1.0	single-copy
GF00002722	1	1	2	1.0	single-copy
GF00002723	1	1	2	1.0	single-copy
GF00002724	1	1	2	1.0	single-copy
GF00002725	1	1	2	1.0	single-copy
GF00002726	1	1	2	1.0	single-copy
GF00002727	1	1	2	1.0	single-copy
GF00002728	1	1	2	1.0	single-copy
GF00002729	1	1	2	1.0	single-copy
GF00002730	1	1	2	1.0	single-copy
GF00002731	1	1	2	1.0	single-copy
GF00002732	1	1	2	1.0	single-copy
GF00002733	1	1	2	1.0	single-copy
GF00002734	1	1	2	1.0	single-copy
GF00002735	1	1	2	1.0	single-copy
GF00002736	1	1	2	1.0	single-copy
GF00002737	1	1	2	1.0	single-copy
GF00002738	1	1	2	1.0	single-copy
GF00002739	1	1	2	1.0	single-copy
GF00002740	1	1	2	1.0	single-copy
GF00002741	1	1	2	1.0	single-copy
GF00002742	1	1	2	1.0	single-copy
GF00002743	1	1	2	1.0	single-copy
GF00002744	1	1	2	1.0	single-copy
GF00002745	1	1	2	1.0	single-copy
GF00002746	1	1	2	1.0	single-copy
GF00002747	1	1	2	1.0	single-copy
GF00002748	1	1	2	1.0	single-copy
GF00002749	1	1	2	1.0	single-copy
GF00002750	1	1	2	1.0	single-copy
GF00002751	1	1	2	1.0	single-copy
GF00002752	1	1	2	1.0	single-copy
GF00002753	1	1	2	1.0	single-copy
GF00002754	1	1	2	1.0	single-copy
GF00002755	1	1	2	1.0	single-copy
GF00002756	1	1	2	1.0	single-copy
GF00002757	1	1	2	1.0	single-copy
GF00002758	1	1	2	1.0	single-copy
GF00002759	1	1	2	1.0	single-copy
GF00002760	1	1	2	1.0	single-copy
GF00002761	1	1	2	1.0	single-copy
GF00002762	1	1	2	1.0	single-copy
GF00002763	1	1	2	1.0	single-copy
GF00002764	1	1	2	1.0	single-copy
GF00002765	1	1	2	1.0	single-copy
GF00002766	1	1	2	1.0	single-copy
GF00002767	1	1	2	1.0	single-copy
GF00002768	1	1	2	1.0	single-copy
GF00002769	1	1	2	1.0	single-copy
GF00002770	1	1	2	1.0	single-copy
GF00002771	1	1	2	1.0	single-copy
GF00002772	1	1	2	1.0	single-copy
GF00002773	1	1	2	1.0	single-copy
GF00002774	1	1	2	1.0	single-copy
GF00002775	1	1	2	1.0	single-copy
GF00002776	1	1	2	1.0	single-copy
GF00002777	1	1	2	1.0	single-copy
GF00002778	1	1	2	1.0	single-copy
GF00002779	1	1	2	1.0	single-copy
GF00002780	1	1	2	1.0	single-copy
GF00002781	1	1	2	1.0	single-copy
GF00002782	1	1	2	1.0	single-copy
GF00002783	1	1	2	1.0	single-copy
GF00002784	1	1	2	1.0	single-copy
GF00002785	1	1	2	1.0	single-copy
GF00002786	1	1	2	1.0	single-copy
GF00002787	1	1	2	1.0	single-copy
GF00002788	1	1	2	1.0	single-copy
GF00002789	1	1	2	1.0	single-copy
GF00002790	1	1	2	1.0	single-copy
GF00002791	1	1	2	1.0	single-copy
GF00002792	1	1	2	1.0	single-copy
GF00002793	1	1	2	1.0	single-copy
GF00002794	1	1	2	1.0	single-copy
GF00002795	1	1	2	1.0	single-copy
GF00002796	1	1	2	1.0	single-copy
GF00002797	1	1	2	1.0	single-copy
GF00002798	1	1	2	1.0	single-copy
GF00002799	1	1	2	1.0	single-copy
GF00002800	1	1	2	1.0	single-copy
GF00002801	1	1	2	1.0	single-copy
GF00002802	1	1	2	1.0	single-copy
GF00002803	1	1	2	1.0	single-copy
GF00002804	1	1	2	1.0	single-copy
GF00002805	1	1	2	1.0	single-copy
GF00002806	1	1	2	1.0	single-copy
GF00002807	1	1	2	1.0	single-copy
GF00002808	1	1	2	1.0	single-copy
GF00002809	1	1	2	1.0	single-copy
GF00002810	1	1	2	1.0	single-copy
GF00002811	1	1	2	1.0	single-copy
GF00002812	1	1	2	1.0	single-copy
GF00002813	1	1	2	1.0	single-copy
