	Rhodotorula_mucilaginosa_TFCN_17-334D-6.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002032	TFCN17334D6_009941-T1	DBVPG3775_003991-T1
GF00002033	TFCN17334D6_009938-T1	DBVPG3775_003996-T1
GF00002034	TFCN17334D6_001923-T1	DBVPG3775_003998-T1
GF00002035	TFCN17334D6_009935-T1	DBVPG3775_003999-T1
GF00002036	TFCN17334D6_001925-T1	DBVPG3775_004000-T1
GF00002037	TFCN17334D6_001926-T1	DBVPG3775_004001-T1
GF00002038	TFCN17334D6_001928-T1	DBVPG3775_004003-T1
GF00002039	TFCN17334D6_001929-T1	DBVPG3775_004004-T1
GF00002040	TFCN17334D6_009928-T1	DBVPG3775_004006-T1
GF00002041	TFCN17334D6_001932-T1	DBVPG3775_004007-T1
GF00002042	TFCN17334D6_009923-T1	DBVPG3775_004010-T1
GF00002043	TFCN17334D6_009922-T1	DBVPG3775_004011-T1
GF00002044	TFCN17334D6_009921-T1	DBVPG3775_004012-T1
GF00002045	TFCN17334D6_001939-T1	DBVPG3775_004013-T1
GF00002046	TFCN17334D6_001940-T1	DBVPG3775_004014-T1
GF00002047	TFCN17334D6_009918-T1	DBVPG3775_004015-T1
GF00002048	TFCN17334D6_001943-T1	DBVPG3775_004017-T1
GF00002049	TFCN17334D6_001944-T1	DBVPG3775_004018-T1
GF00002050	TFCN17334D6_001946-T1	DBVPG3775_004020-T1
GF00002051	TFCN17334D6_001947-T1	DBVPG3775_004021-T1
GF00002052	TFCN17334D6_011936-T1	DBVPG3775_004022-T1
GF00002053	TFCN17334D6_001949-T1	DBVPG3775_004023-T1
GF00002054	TFCN17334D6_001950-T1	DBVPG3775_004024-T1
GF00002055	TFCN17334D6_011940-T1	DBVPG3775_004026-T1
GF00002056	TFCN17334D6_001953-T1	DBVPG3775_004027-T1
GF00002057	TFCN17334D6_001954-T1	DBVPG3775_004028-T1
GF00002058	TFCN17334D6_001956-T1	DBVPG3775_004030-T1
GF00002059	TFCN17334D6_001958-T1	DBVPG3775_004032-T1
GF00002060	TFCN17334D6_001959-T1	DBVPG3775_004033-T1
GF00002061	TFCN17334D6_013650-T1	DBVPG3775_002919-T1
GF00002062	TFCN17334D6_011952-T1	DBVPG3775_004038-T1
GF00002063	TFCN17334D6_011953-T1	DBVPG3775_004039-T1
GF00002064	TFCN17334D6_011954-T1	DBVPG3775_004040-T1
GF00002065	TFCN17334D6_001968-T1	DBVPG3775_004043-T1
GF00002066	TFCN17334D6_011958-T1	DBVPG3775_004044-T1
GF00002067	TFCN17334D6_001972-T1	DBVPG3775_004046-T1
GF00002068	TFCN17334D6_001973-T1	DBVPG3775_004047-T1
GF00002069	TFCN17334D6_001974-T1	DBVPG3775_004048-T1
GF00002070	TFCN17334D6_007796-T1	DBVPG3775_004049-T1
GF00002071	TFCN17334D6_007795-T1	DBVPG3775_004050-T1
GF00002072	TFCN17334D6_004332-T1	DBVPG3775_005817-T1
GF00002073	TFCN17334D6_007793-T1	DBVPG3775_004052-T1
GF00002074	TFCN17334D6_001979-T1	DBVPG3775_004053-T1
GF00002075	TFCN17334D6_001980-T1	DBVPG3775_004054-T1
GF00002076	TFCN17334D6_001982-T1	DBVPG3775_004056-T1
GF00002077	TFCN17334D6_007787-T1	DBVPG3775_004058-T1
GF00002078	TFCN17334D6_001985-T1	DBVPG3775_004059-T1
GF00002079	TFCN17334D6_007784-T1	DBVPG3775_004061-T1
GF00002080	TFCN17334D6_002014-T1	DBVPG3775_004089-T1
GF00002081	TFCN17334D6_013631-T1	DBVPG3775_003152-T1
GF00002082	TFCN17334D6_007783-T1	DBVPG3775_004062-T1
GF00002083	TFCN17334D6_007782-T1	DBVPG3775_004063-T1
GF00002084	TFCN17334D6_007781-T1	DBVPG3775_004064-T1
GF00002085	TFCN17334D6_001991-T1	DBVPG3775_004065-T1
GF00002086	TFCN17334D6_001992-T1	DBVPG3775_004066-T1
GF00002087	TFCN17334D6_007778-T1	DBVPG3775_004067-T1
GF00002088	TFCN17334D6_007777-T1	DBVPG3775_004068-T1
GF00002089	TFCN17334D6_001995-T1	DBVPG3775_004069-T1
GF00002090	TFCN17334D6_007775-T1	DBVPG3775_004070-T1
GF00002091	TFCN17334D6_001997-T1	DBVPG3775_004071-T1
GF00002092	TFCN17334D6_007770-T1	DBVPG3775_004075-T1
GF00002093	TFCN17334D6_002002-T1	DBVPG3775_004077-T1
GF00002094	TFCN17334D6_007767-T1	DBVPG3775_004078-T1
GF00002095	TFCN17334D6_007766-T1	DBVPG3775_004079-T1
GF00002096	TFCN17334D6_007764-T1	DBVPG3775_004081-T1
GF00002097	TFCN17334D6_007763-T1	DBVPG3775_004082-T1
GF00002098	TFCN17334D6_002008-T1	DBVPG3775_004083-T1
GF00002099	TFCN17334D6_013640-T1	DBVPG3775_003142-T1
GF00002100	TFCN17334D6_002009-T1	DBVPG3775_004084-T1
GF00002101	TFCN17334D6_002011-T1	DBVPG3775_004086-T1
GF00002102	TFCN17334D6_007758-T1	DBVPG3775_004087-T1
GF00002103	TFCN17334D6_007757-T1	DBVPG3775_004088-T1
GF00002104	TFCN17334D6_007755-T1	DBVPG3775_004090-T1
GF00002105	TFCN17334D6_007754-T1	DBVPG3775_004091-T1
GF00002106	TFCN17334D6_002017-T1	DBVPG3775_004092-T1
GF00002107	TFCN17334D6_007752-T1	DBVPG3775_004093-T1
GF00002108	TFCN17334D6_002019-T1	DBVPG3775_004094-T1
GF00002109	TFCN17334D6_007750-T1	DBVPG3775_004095-T1
GF00002110	TFCN17334D6_002021-T1	DBVPG3775_004096-T1
GF00002111	TFCN17334D6_002023-T1	DBVPG3775_004098-T1
GF00002112	TFCN17334D6_007746-T1	DBVPG3775_004099-T1
GF00002113	TFCN17334D6_007745-T1	DBVPG3775_004100-T1
GF00002114	TFCN17334D6_007744-T1	DBVPG3775_004101-T1
GF00002115	TFCN17334D6_007743-T1	DBVPG3775_004102-T1
GF00002116	TFCN17334D6_007740-T1	DBVPG3775_004104-T1
GF00002117	TFCN17334D6_002030-T1	DBVPG3775_004105-T1
GF00002118	TFCN17334D6_007738-T1	DBVPG3775_004106-T1
GF00002119	TFCN17334D6_007736-T1	DBVPG3775_004109-T1
GF00002120	TFCN17334D6_002037-T1	DBVPG3775_004110-T1
GF00002121	TFCN17334D6_002038-T1	DBVPG3775_004111-T1
GF00002122	TFCN17334D6_002039-T1	DBVPG3775_004112-T1
GF00002123	TFCN17334D6_008085-T1	DBVPG3775_004350-T1
GF00002124	TFCN17334D6_002041-T1	DBVPG3775_004349-T1
GF00002125	TFCN17334D6_002044-T1	DBVPG3775_004345-T1
GF00002126	TFCN17334D6_008091-T1	DBVPG3775_004344-T1
GF00002127	TFCN17334D6_002046-T1	DBVPG3775_004343-T1
GF00002128	TFCN17334D6_008094-T1	DBVPG3775_004341-T1
GF00002129	TFCN17334D6_002049-T1	DBVPG3775_004340-T1
GF00002130	TFCN17334D6_013876-T1	DBVPG3775_007319-T1
GF00002131	TFCN17334D6_008098-T1	DBVPG3775_004337-T1
GF00002132	TFCN17334D6_008103-T1	DBVPG3775_004332-T1
GF00002133	TFCN17334D6_002054-T1	DBVPG3775_004333-T1
GF00002134	TFCN17334D6_008101-T1	DBVPG3775_004334-T1
GF00002135	TFCN17334D6_002057-T1	DBVPG3775_004330-T1
GF00002136	TFCN17334D6_008107-T1	DBVPG3775_004328-T1
GF00002137	TFCN17334D6_002061-T1	DBVPG3775_004325-T1
GF00002138	TFCN17334D6_008110-T1	DBVPG3775_004324-T1
GF00002139	TFCN17334D6_002063-T1	DBVPG3775_004323-T1
GF00002140	TFCN17334D6_008112-T1	DBVPG3775_004322-T1
GF00002141	TFCN17334D6_002065-T1	DBVPG3775_004321-T1
GF00002142	TFCN17334D6_008117-T1	DBVPG3775_004317-T1
GF00002143	TFCN17334D6_008118-T1	DBVPG3775_004316-T1
GF00002144	TFCN17334D6_002071-T1	DBVPG3775_004315-T1
GF00002145	TFCN17334D6_008120-T1	DBVPG3775_004314-T1
GF00002146	TFCN17334D6_008121-T1	DBVPG3775_004313-T1
GF00002147	TFCN17334D6_008122-T1	DBVPG3775_004312-T1
GF00002148	TFCN17334D6_008129-T1	DBVPG3775_004305-T1
GF00002149	TFCN17334D6_008130-T1	DBVPG3775_004304-T1
GF00002150	TFCN17334D6_008131-T1	DBVPG3775_004303-T1
GF00002151	TFCN17334D6_002082-T1	DBVPG3775_004302-T1
GF00002152	TFCN17334D6_008133-T1	DBVPG3775_004301-T1
GF00002153	TFCN17334D6_008135-T1	DBVPG3775_004299-T1
GF00002154	TFCN17334D6_002087-T1	DBVPG3775_004297-T1
GF00002155	TFCN17334D6_008138-T1	DBVPG3775_004296-T1
GF00002156	TFCN17334D6_002089-T1	DBVPG3775_004295-T1
GF00002157	TFCN17334D6_002094-T1	DBVPG3775_004292-T1
GF00002158	TFCN17334D6_002095-T1	DBVPG3775_004291-T1
GF00002159	TFCN17334D6_002096-T1	DBVPG3775_004290-T1
GF00002160	TFCN17334D6_002101-T1	DBVPG3775_004286-T1
GF00002161	TFCN17334D6_002102-T1	DBVPG3775_004285-T1
GF00002162	TFCN17334D6_002103-T1	DBVPG3775_004284-T1
GF00002163	TFCN17334D6_002104-T1	DBVPG3775_004283-T1
GF00002164	TFCN17334D6_012754-T1	DBVPG3775_004282-T1
GF00002165	TFCN17334D6_002106-T1	DBVPG3775_004281-T1
GF00002166	TFCN17334D6_012752-T1	DBVPG3775_004280-T1
GF00002167	TFCN17334D6_002108-T1	DBVPG3775_004279-T1
GF00002168	TFCN17334D6_002109-T1	DBVPG3775_004278-T1
GF00002169	TFCN17334D6_012745-T1	DBVPG3775_004274-T1
GF00002170	TFCN17334D6_012744-T1	DBVPG3775_004273-T1
GF00002171	TFCN17334D6_012743-T1	DBVPG3775_004272-T1
GF00002172	TFCN17334D6_002117-T1	DBVPG3775_004271-T1
GF00002173	TFCN17334D6_002118-T1	DBVPG3775_004270-T1
GF00002174	TFCN17334D6_002119-T1	DBVPG3775_006279-T1
GF00002175	TFCN17334D6_014332-T1	DBVPG3775_006278-T1
GF00002176	TFCN17334D6_014329-T1	DBVPG3775_006275-T1
GF00002177	TFCN17334D6_014328-T1	DBVPG3775_006274-T1
GF00002178	TFCN17334D6_014327-T1	DBVPG3775_006273-T1
GF00002179	TFCN17334D6_002126-T1	DBVPG3775_006272-T1
GF00002180	TFCN17334D6_008989-T1	DBVPG3775_006268-T1
GF00002181	TFCN17334D6_006760-T1	DBVPG3775_001816-T1
GF00002182	TFCN17334D6_002135-T1	DBVPG3775_006263-T1
GF00002183	TFCN17334D6_002139-T1	DBVPG3775_006258-T1
GF00002184	TFCN17334D6_002140-T1	DBVPG3775_006257-T1
GF00002185	TFCN17334D6_002141-T1	DBVPG3775_006256-T1
GF00002186	TFCN17334D6_008975-T1	DBVPG3775_006254-T1
GF00002187	TFCN17334D6_008974-T1	DBVPG3775_006253-T1
GF00002188	TFCN17334D6_002146-T1	DBVPG3775_006251-T1
GF00002189	TFCN17334D6_002148-T1	DBVPG3775_006247-T1
GF00002190	TFCN17334D6_008968-T1	DBVPG3775_006245-T1
GF00002191	TFCN17334D6_002154-T1	DBVPG3775_006240-T1
GF00002192	TFCN17334D6_008962-T1	DBVPG3775_006239-T1
GF00002193	TFCN17334D6_008961-T1	DBVPG3775_006238-T1
GF00002194	TFCN17334D6_002158-T1	DBVPG3775_006236-T1
GF00002195	TFCN17334D6_002160-T1	DBVPG3775_006233-T1
GF00002196	TFCN17334D6_002161-T1	DBVPG3775_006232-T1
GF00002197	TFCN17334D6_002162-T1	DBVPG3775_006229-T1
GF00002198	TFCN17334D6_008950-T1	DBVPG3775_006227-T1
GF00002199	TFCN17334D6_002192-T1	DBVPG3775_006960-T1
GF00002200	TFCN17334D6_002166-T1	DBVPG3775_006933-T1
GF00002201	TFCN17334D6_012951-T1	DBVPG3775_006934-T1
GF00002202	TFCN17334D6_002169-T1	DBVPG3775_006936-T1
GF00002203	TFCN17334D6_002171-T1	DBVPG3775_006938-T1
GF00002204	TFCN17334D6_012956-T1	DBVPG3775_006939-T1
GF00002205	TFCN17334D6_012958-T1	DBVPG3775_006942-T1
GF00002206	TFCN17334D6_012959-T1	DBVPG3775_006943-T1
GF00002207	TFCN17334D6_002176-T1	DBVPG3775_006944-T1
GF00002208	TFCN17334D6_012961-T1	DBVPG3775_006945-T1
GF00002209	TFCN17334D6_012962-T1	DBVPG3775_006946-T1
GF00002210	TFCN17334D6_002181-T1	DBVPG3775_006949-T1
GF00002211	TFCN17334D6_002182-T1	DBVPG3775_006950-T1
GF00002212	TFCN17334D6_002183-T1	DBVPG3775_006951-T1
GF00002213	TFCN17334D6_002184-T1	DBVPG3775_006952-T1
GF00002214	TFCN17334D6_003530-T1	DBVPG3775_001700-T1
GF00002215	TFCN17334D6_002397-T1	DBVPG3775_006956-T1
GF00002216	TFCN17334D6_002398-T1	DBVPG3775_006957-T1
GF00002217	TFCN17334D6_002193-T1	DBVPG3775_006961-T1
GF00002218	TFCN17334D6_002407-T1	DBVPG3775_006966-T1
GF00002219	TFCN17334D6_002199-T1	DBVPG3775_006967-T1
GF00002220	TFCN17334D6_014093-T1	DBVPG3775_005359-T1
GF00002221	TFCN17334D6_002201-T1	DBVPG3775_006969-T1
GF00002222	TFCN17334D6_002411-T1	DBVPG3775_006970-T1
GF00002223	TFCN17334D6_002412-T1	DBVPG3775_006971-T1
GF00002224	TFCN17334D6_002414-T1	DBVPG3775_006973-T1
GF00002225	TFCN17334D6_002427-T1	DBVPG3775_006415-T1
GF00002226	TFCN17334D6_002426-T1	DBVPG3775_006414-T1
GF00002227	TFCN17334D6_002214-T1	DBVPG3775_006412-T1
GF00002228	TFCN17334D6_002216-T1	DBVPG3775_006410-T1
GF00002229	TFCN17334D6_002217-T1	DBVPG3775_006409-T1
GF00002230	TFCN17334D6_002420-T1	DBVPG3775_006408-T1
GF00002231	TFCN17334D6_002219-T1	DBVPG3775_006407-T1
GF00002232	TFCN17334D6_002432-T1	DBVPG3775_006420-T1
GF00002233	TFCN17334D6_002225-T1	DBVPG3775_006422-T1
GF00002234	TFCN17334D6_002228-T1	DBVPG3775_006428-T1
GF00002235	TFCN17334D6_004298-T1	DBVPG3775_007229-T1
GF00002236	TFCN17334D6_002231-T1	DBVPG3775_006431-T1
GF00002237	TFCN17334D6_002232-T1	DBVPG3775_006432-T1
GF00002238	TFCN17334D6_002446-T1	DBVPG3775_006433-T1
GF00002239	TFCN17334D6_002234-T1	DBVPG3775_006434-T1
GF00002240	TFCN17334D6_002237-T1	DBVPG3775_006436-T1
GF00002241	TFCN17334D6_002238-T1	DBVPG3775_006437-T1
GF00002242	TFCN17334D6_002453-T1	DBVPG3775_006440-T1
GF00002243	TFCN17334D6_002454-T1	DBVPG3775_006441-T1
GF00002244	TFCN17334D6_002243-T1	DBVPG3775_006442-T1
GF00002245	TFCN17334D6_002456-T1	DBVPG3775_006443-T1
GF00002246	TFCN17334D6_002245-T1	DBVPG3775_006444-T1
GF00002247	TFCN17334D6_002246-T1	DBVPG3775_006445-T1
GF00002248	TFCN17334D6_002461-T1	DBVPG3775_006446-T1
GF00002249	TFCN17334D6_002462-T1	DBVPG3775_006447-T1
GF00002250	TFCN17334D6_002250-T1	DBVPG3775_006448-T1
GF00002251	TFCN17334D6_002464-T1	DBVPG3775_006449-T1
GF00002252	TFCN17334D6_002465-T1	DBVPG3775_006450-T1
GF00002253	TFCN17334D6_002466-T1	DBVPG3775_006451-T1
GF00002254	TFCN17334D6_002469-T1	DBVPG3775_006454-T1
GF00002255	TFCN17334D6_002259-T1	DBVPG3775_005328-T1
GF00002256	TFCN17334D6_002261-T1	DBVPG3775_005326-T1
GF00002257	TFCN17334D6_002262-T1	DBVPG3775_005325-T1
GF00002258	TFCN17334D6_013451-T1	DBVPG3775_005322-T1
GF00002259	TFCN17334D6_002267-T1	DBVPG3775_005320-T1
GF00002260	TFCN17334D6_002268-T1	DBVPG3775_005319-T1
GF00002261	TFCN17334D6_002274-T1	DBVPG3775_005312-T1
GF00002262	TFCN17334D6_002275-T1	DBVPG3775_005311-T1
GF00002263	TFCN17334D6_002277-T1	DBVPG3775_005309-T1
GF00002264	TFCN17334D6_002278-T1	DBVPG3775_005308-T1
GF00002265	TFCN17334D6_002281-T1	DBVPG3775_005305-T1
GF00002266	TFCN17334D6_002282-T1	DBVPG3775_005304-T1
GF00002267	TFCN17334D6_002284-T1	DBVPG3775_005302-T1
GF00002268	TFCN17334D6_008410-T1	DBVPG3775_005301-T1
GF00002269	TFCN17334D6_008409-T1	DBVPG3775_005299-T1
GF00002270	TFCN17334D6_002288-T1	DBVPG3775_005298-T1
GF00002271	TFCN17334D6_002289-T1	DBVPG3775_005297-T1
GF00002272	TFCN17334D6_002292-T1	DBVPG3775_005294-T1
GF00002273	TFCN17334D6_002293-T1	DBVPG3775_005292-T1
GF00002274	TFCN17334D6_008403-T1	DBVPG3775_005291-T1
GF00002275	TFCN17334D6_002295-T1	DBVPG3775_005290-T1
GF00002276	TFCN17334D6_002297-T1	DBVPG3775_005288-T1
GF00002277	TFCN17334D6_002298-T1	DBVPG3775_005287-T1
GF00002278	TFCN17334D6_002299-T1	DBVPG3775_005286-T1
GF00002279	TFCN17334D6_002300-T1	DBVPG3775_005285-T1
GF00002280	TFCN17334D6_008396-T1	DBVPG3775_005284-T1
GF00002281	TFCN17334D6_002302-T1	DBVPG3775_005283-T1
GF00002282	TFCN17334D6_002303-T1	DBVPG3775_005282-T1
GF00002283	TFCN17334D6_008393-T1	DBVPG3775_005281-T1
GF00002284	TFCN17334D6_002305-T1	DBVPG3775_005280-T1
GF00002285	TFCN17334D6_008377-T1	DBVPG3775_005279-T1
GF00002286	TFCN17334D6_002309-T1	DBVPG3775_005277-T1
GF00002287	TFCN17334D6_002310-T1	DBVPG3775_005276-T1
GF00002288	TFCN17334D6_002314-T1	DBVPG3775_005272-T1
GF00002289	TFCN17334D6_002316-T1	DBVPG3775_005270-T1
GF00002290	TFCN17334D6_002317-T1	DBVPG3775_005269-T1
GF00002291	TFCN17334D6_008389-T1	DBVPG3775_005268-T1
GF00002292	TFCN17334D6_008390-T1	DBVPG3775_005267-T1
GF00002293	TFCN17334D6_002321-T1	DBVPG3775_005265-T1
GF00002294	TFCN17334D6_002322-T1	DBVPG3775_005264-T1
GF00002295	TFCN17334D6_002323-T1	DBVPG3775_005263-T1
GF00002296	TFCN17334D6_002324-T1	DBVPG3775_005262-T1
GF00002297	TFCN17334D6_008372-T1	DBVPG3775_005261-T1
GF00002298	TFCN17334D6_008371-T1	DBVPG3775_005260-T1
GF00002299	TFCN17334D6_002327-T1	DBVPG3775_005259-T1
GF00002300	TFCN17334D6_002329-T1	DBVPG3775_005257-T1
GF00002301	TFCN17334D6_002330-T1	DBVPG3775_005452-T1
GF00002302	TFCN17334D6_002331-T1	DBVPG3775_005453-T1
GF00002303	TFCN17334D6_010356-T1	DBVPG3775_002583-T1
GF00002304	TFCN17334D6_002347-T1	DBVPG3775_000484-T1
GF00002305	TFCN17334D6_002348-T1	DBVPG3775_000485-T1
GF00002306	TFCN17334D6_002349-T1	DBVPG3775_000486-T1
GF00002307	TFCN17334D6_002352-T1	DBVPG3775_000489-T1
GF00002308	TFCN17334D6_002353-T1	DBVPG3775_000490-T1
GF00002309	TFCN17334D6_008524-T1	DBVPG3775_000491-T1
GF00002310	TFCN17334D6_002358-T1	DBVPG3775_000497-T1
GF00002311	TFCN17334D6_008522-T1	DBVPG3775_000498-T1
GF00002312	TFCN17334D6_002360-T1	DBVPG3775_000499-T1
GF00002313	TFCN17334D6_002362-T1	DBVPG3775_000501-T1
GF00002314	TFCN17334D6_002364-T1	DBVPG3775_000504-T1
GF00002315	TFCN17334D6_002365-T1	DBVPG3775_000505-T1
GF00002316	TFCN17334D6_002366-T1	DBVPG3775_000506-T1
GF00002317	TFCN17334D6_014695-T1	DBVPG3775_002542-T1
GF00002318	TFCN17334D6_002369-T1	DBVPG3775_000509-T1
GF00002319	TFCN17334D6_002370-T1	DBVPG3775_000510-T1
GF00002320	TFCN17334D6_005293-T1	DBVPG3775_004885-T1
GF00002321	TFCN17334D6_010618-T1	DBVPG3775_003117-T1
GF00002322	TFCN17334D6_013890-T1	DBVPG3775_007464-T1
GF00002323	TFCN17334D6_002474-T1	DBVPG3775_007465-T1
GF00002324	TFCN17334D6_002476-T1	DBVPG3775_007467-T1
GF00002325	TFCN17334D6_013887-T1	DBVPG3775_007468-T1
GF00002326	TFCN17334D6_002478-T1	DBVPG3775_007469-T1
GF00002327	TFCN17334D6_013884-T1	DBVPG3775_007471-T1
GF00002328	TFCN17334D6_002481-T1	DBVPG3775_007472-T1
GF00002329	TFCN17334D6_002483-T1	DBVPG3775_007474-T1
GF00002330	TFCN17334D6_002484-T1	DBVPG3775_007475-T1
GF00002331	TFCN17334D6_002485-T1	DBVPG3775_007476-T1
GF00002332	TFCN17334D6_002486-T1	DBVPG3775_007477-T1
GF00002333	TFCN17334D6_011740-T1	DBVPG3775_006978-T1
GF00002334	TFCN17334D6_002493-T1	DBVPG3775_006981-T1
GF00002335	TFCN17334D6_002495-T1	DBVPG3775_006983-T1
GF00002336	TFCN17334D6_002496-T1	DBVPG3775_006984-T1
GF00002337	TFCN17334D6_002497-T1	DBVPG3775_006985-T1
GF00002338	TFCN17334D6_002498-T1	DBVPG3775_006986-T1
GF00002339	TFCN17334D6_011747-T1	DBVPG3775_006987-T1
GF00002340	TFCN17334D6_011750-T1	DBVPG3775_006989-T1
GF00002341	TFCN17334D6_002502-T1	DBVPG3775_006990-T1
GF00002342	TFCN17334D6_002503-T1	DBVPG3775_006991-T1
GF00002343	TFCN17334D6_011753-T1	DBVPG3775_006992-T1
GF00002344	TFCN17334D6_002505-T1	DBVPG3775_006993-T1
GF00002345	TFCN17334D6_011755-T1	DBVPG3775_006994-T1
GF00002346	TFCN17334D6_002507-T1	DBVPG3775_006995-T1
GF00002347	TFCN17334D6_002508-T1	DBVPG3775_006996-T1
GF00002348	TFCN17334D6_013579-T1	DBVPG3775_003378-T1
GF00002349	TFCN17334D6_002509-T1	DBVPG3775_006997-T1
GF00002350	TFCN17334D6_002511-T1	DBVPG3775_006999-T1
GF00002351	TFCN17334D6_014632-T1	DBVPG3775_007001-T1
GF00002352	TFCN17334D6_002514-T1	DBVPG3775_007002-T1
GF00002353	TFCN17334D6_014634-T1	DBVPG3775_007003-T1
GF00002354	TFCN17334D6_011495-T1	DBVPG3775_007006-T1
GF00002355	TFCN17334D6_011494-T1	DBVPG3775_007007-T1
GF00002356	TFCN17334D6_002521-T1	DBVPG3775_007009-T1
GF00002357	TFCN17334D6_002524-T1	DBVPG3775_007508-T1
GF00002358	TFCN17334D6_011488-T1	DBVPG3775_007509-T1
GF00002359	TFCN17334D6_002527-T1	DBVPG3775_007511-T1
GF00002360	TFCN17334D6_002528-T1	DBVPG3775_007512-T1
GF00002361	TFCN17334D6_011484-T1	DBVPG3775_007513-T1
GF00002362	TFCN17334D6_002531-T1	DBVPG3775_007515-T1
GF00002363	TFCN17334D6_002532-T1	DBVPG3775_007516-T1
GF00002364	TFCN17334D6_011478-T1	DBVPG3775_007547-T1
GF00002365	TFCN17334D6_002540-T1	DBVPG3775_000813-T1
GF00002366	TFCN17334D6_004809-T1	DBVPG3775_000812-T1
GF00002367	TFCN17334D6_004811-T1	DBVPG3775_000810-T1
GF00002368	TFCN17334D6_002547-T1	DBVPG3775_000806-T1
GF00002369	TFCN17334D6_002549-T1	DBVPG3775_000804-T1
GF00002370	TFCN17334D6_002551-T1	DBVPG3775_000802-T1
GF00002371	TFCN17334D6_002554-T1	DBVPG3775_000800-T1
GF00002372	TFCN17334D6_002555-T1	DBVPG3775_000799-T1
GF00002373	TFCN17334D6_002556-T1	DBVPG3775_000798-T1
GF00002374	TFCN17334D6_002557-T1	DBVPG3775_000797-T1
GF00002375	TFCN17334D6_004826-T1	DBVPG3775_000796-T1
GF00002376	TFCN17334D6_004827-T1	DBVPG3775_000795-T1
GF00002377	TFCN17334D6_002560-T1	DBVPG3775_000794-T1
GF00002378	TFCN17334D6_002563-T1	DBVPG3775_000791-T1
GF00002379	TFCN17334D6_002566-T1	DBVPG3775_000788-T1
GF00002380	TFCN17334D6_002567-T1	DBVPG3775_000787-T1
GF00002381	TFCN17334D6_002569-T1	DBVPG3775_000785-T1
GF00002382	TFCN17334D6_002571-T1	DBVPG3775_000783-T1
GF00002383	TFCN17334D6_002573-T1	DBVPG3775_000781-T1
GF00002384	TFCN17334D6_004846-T1	DBVPG3775_000779-T1
GF00002385	TFCN17334D6_004848-T1	DBVPG3775_000777-T1
GF00002386	TFCN17334D6_008761-T1	DBVPG3775_001335-T1
GF00002387	TFCN17334D6_002685-T1	DBVPG3775_001333-T1
GF00002388	TFCN17334D6_002686-T1	DBVPG3775_001332-T1
GF00002389	TFCN17334D6_008766-T1	DBVPG3775_001331-T1
GF00002390	TFCN17334D6_002688-T1	DBVPG3775_001330-T1
GF00002391	TFCN17334D6_002691-T1	DBVPG3775_001327-T1
GF00002392	TFCN17334D6_002692-T1	DBVPG3775_001326-T1
GF00002393	TFCN17334D6_002693-T1	DBVPG3775_001325-T1
GF00002394	TFCN17334D6_008772-T1	DBVPG3775_001324-T1
GF00002395	TFCN17334D6_002695-T1	DBVPG3775_001323-T1
GF00002396	TFCN17334D6_009572-T1	DBVPG3775_006684-T1
GF00002397	TFCN17334D6_008777-T1	DBVPG3775_001318-T1
GF00002398	TFCN17334D6_002700-T1	DBVPG3775_001317-T1
GF00002399	TFCN17334D6_008779-T1	DBVPG3775_001316-T1
GF00002400	TFCN17334D6_002702-T1	DBVPG3775_001315-T1
GF00002401	TFCN17334D6_008783-T1	DBVPG3775_001309-T1
GF00002402	TFCN17334D6_002708-T1	DBVPG3775_001308-T1
GF00002403	TFCN17334D6_002709-T1	DBVPG3775_001307-T1
GF00002404	TFCN17334D6_002712-T1	DBVPG3775_001304-T1
GF00002405	TFCN17334D6_008788-T1	DBVPG3775_001303-T1
GF00002406	TFCN17334D6_002714-T1	DBVPG3775_001302-T1
GF00002407	TFCN17334D6_008790-T1	DBVPG3775_001301-T1
GF00002408	TFCN17334D6_002716-T1	DBVPG3775_001300-T1
GF00002409	TFCN17334D6_002717-T1	DBVPG3775_001299-T1
GF00002410	TFCN17334D6_008796-T1	DBVPG3775_001295-T1
GF00002411	TFCN17334D6_002722-T1	DBVPG3775_001294-T1
GF00002412	TFCN17334D6_002723-T1	DBVPG3775_001293-T1
GF00002413	TFCN17334D6_008799-T1	DBVPG3775_001292-T1
GF00002414	TFCN17334D6_002725-T1	DBVPG3775_001291-T1
GF00002415	TFCN17334D6_002726-T1	DBVPG3775_001290-T1
GF00002416	TFCN17334D6_008802-T1	DBVPG3775_001289-T1
GF00002417	TFCN17334D6_002729-T1	DBVPG3775_001284-T1
GF00002418	TFCN17334D6_002731-T1	DBVPG3775_001282-T1
GF00002419	TFCN17334D6_008807-T1	DBVPG3775_001281-T1
GF00002420	TFCN17334D6_002734-T1	DBVPG3775_001278-T1
GF00002421	TFCN17334D6_005862-T1	DBVPG3775_001277-T1
GF00002422	TFCN17334D6_010582-T1	DBVPG3775_002169-T1
GF00002423	TFCN17334D6_005861-T1	DBVPG3775_001276-T1
GF00002424	TFCN17334D6_005860-T1	DBVPG3775_001275-T1
GF00002425	TFCN17334D6_002738-T1	DBVPG3775_001274-T1
GF00002426	TFCN17334D6_002739-T1	DBVPG3775_001273-T1
GF00002427	TFCN17334D6_002740-T1	DBVPG3775_001272-T1
GF00002428	TFCN17334D6_012063-T1	DBVPG3775_004805-T1
GF00002429	TFCN17334D6_002741-T1	DBVPG3775_001271-T1
