	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000396	RIT389_000760-T1, RIT389_002259-T1, RIT389_001046-T1, RIT389_011065-T1	DBVPG3775_005636-T1, DBVPG3775_005702-T1
GF00000397	RIT389_000762-T1, RIT389_002257-T1, RIT389_003432-T1, RIT389_011118-T1	DBVPG3775_005013-T1, DBVPG3775_005638-T1
GF00000398	RIT389_000775-T1, RIT389_002243-T1, RIT389_009979-T1, RIT389_014249-T1	DBVPG3775_004702-T1, DBVPG3775_005652-T1
GF00000399	RIT389_000830-T1, RIT389_011894-T1, RIT389_014776-T1, RIT389_000839-T1	DBVPG3775_006252-T1, DBVPG3775_006262-T1
GF00000400	RIT389_000843-T1, RIT389_010403-T1, RIT389_004636-T1, RIT389_011985-T1	DBVPG3775_005317-T1, DBVPG3775_006786-T1
GF00000401	RIT389_000866-T1, RIT389_007008-T1, RIT389_000876-T1, RIT389_010397-T1	DBVPG3775_006810-T1, DBVPG3775_007444-T1
GF00000402	RIT389_000867-T1, RIT389_007009-T1, RIT389_000868-T1, RIT389_007010-T1	DBVPG3775_006811-T1, DBVPG3775_006812-T1
GF00000403	RIT389_000889-T1, RIT389_003520-T1, RIT389_010618-T1, RIT389_009185-T1	DBVPG3775_000790-T1, DBVPG3775_005506-T1
GF00000404	RIT389_000913-T1, RIT389_003243-T1, RIT389_003240-T1, RIT389_000914-T1	DBVPG3775_000808-T1, DBVPG3775_000811-T1
GF00000405	RIT389_000935-T1, RIT389_011096-T1, RIT389_008317-T1, RIT389_009940-T1	DBVPG3775_001116-T1, DBVPG3775_005491-T1
GF00000406	RIT389_000948-T1, RIT389_003922-T1, RIT389_014737-T1, RIT389_002471-T1	DBVPG3775_005478-T1, DBVPG3775_006976-T1
GF00000407	RIT389_000951-T1, RIT389_003919-T1, RIT389_006078-T1, RIT389_008983-T1	DBVPG3775_005475-T1, DBVPG3775_006362-T1
GF00000408	RIT389_000969-T1, RIT389_011917-T1, RIT389_003593-T1, RIT389_013565-T1	DBVPG3775_005457-T1, DBVPG3775_005945-T1
GF00000409	RIT389_000976-T1, RIT389_011922-T1, RIT389_012843-T1, RIT389_010977-T1	DBVPG3775_000543-T1, DBVPG3775_005258-T1
GF00000410	RIT389_000991-T1, RIT389_006438-T1, RIT389_004977-T1, RIT389_013266-T1	DBVPG3775_005805-T1, DBVPG3775_006741-T1
GF00000411	RIT389_000994-T1, RIT389_006435-T1, RIT389_007057-T1, RIT389_010351-T1	DBVPG3775_001748-T1, DBVPG3775_006738-T1
GF00000412	RIT389_000995-T1, RIT389_006434-T1, RIT389_000996-T1	DBVPG3775_006735-T1, DBVPG3775_006736-T1, DBVPG3775_006737-T1
GF00000413	RIT389_001028-T1, RIT389_001029-T1, RIT389_013588-T1, RIT389_013587-T1	DBVPG3775_005720-T1, DBVPG3775_005721-T1
GF00000414	RIT389_001045-T1, RIT389_011064-T1, RIT389_013355-T1, RIT389_013568-T1	DBVPG3775_005703-T1, DBVPG3775_006821-T1
GF00000415	RIT389_007860-T1, RIT389_011699-T1, RIT389_007859-T1, RIT389_011700-T1	DBVPG3775_006008-T1, DBVPG3775_006009-T1
GF00000416	RIT389_001053-T1, RIT389_011072-T1, RIT389_012668-T1, RIT389_013777-T1	DBVPG3775_004019-T1, DBVPG3775_005695-T1
GF00000417	RIT389_001075-T1, RIT389_008036-T1, RIT389_004092-T1, RIT389_013743-T1	DBVPG3775_005674-T1, DBVPG3775_005855-T1
GF00000418	RIT389_001084-T1, RIT389_013423-T1, RIT389_001085-T1, RIT389_013422-T1	DBVPG3775_006370-T1, DBVPG3775_006371-T1
GF00000419	RIT389_001111-T1, RIT389_002999-T1, RIT389_005286-T1, RIT389_008806-T1	DBVPG3775_006115-T1, DBVPG3775_006397-T1
GF00000420	RIT389_001113-T1, RIT389_002997-T1, RIT389_007238-T1, RIT389_013323-T1	DBVPG3775_002035-T1, DBVPG3775_006399-T1
GF00000421	RIT389_001114-T1, RIT389_002996-T1, RIT389_010175-T1, RIT389_011688-T1	DBVPG3775_006400-T1, DBVPG3775_007398-T1
GF00000422	RIT389_001122-T1, RIT389_013942-T1, RIT389_015154-T1, RIT389_006597-T1, RIT389_014239-T1	DBVPG3775_006073-T1
GF00000423	RIT389_001123-T1, RIT389_014583-T1, RIT389_012687-T1, RIT389_013006-T1	DBVPG3775_001454-T1, DBVPG3775_006617-T1
GF00000424	RIT389_002465-T1, RIT389_006368-T1, RIT389_009923-T1, RIT389_007874-T1	DBVPG3775_000065-T1, DBVPG3775_004646-T1
GF00000425	RIT389_001195-T1, RIT389_014765-T1, RIT389_001196-T1	DBVPG3775_001338-T1, DBVPG3775_001339-T1, DBVPG3775_005668-T1
GF00000426	RIT389_001201-T1, RIT389_009963-T1, RIT389_008064-T1, RIT389_012073-T1	DBVPG3775_005550-T1, DBVPG3775_006459-T1
GF00000427	RIT389_001207-T1, RIT389_009969-T1, RIT389_005796-T1, RIT389_005797-T1	DBVPG3775_001482-T1, DBVPG3775_005556-T1
GF00000428	RIT389_001219-T1, RIT389_008560-T1, RIT389_001220-T1, RIT389_008561-T1, RIT389_001221-T1	DBVPG3775_002504-T1
GF00000429	RIT389_001234-T1, RIT389_012140-T1, RIT389_010974-T1, RIT389_012846-T1	DBVPG3775_000546-T1, DBVPG3775_002491-T1
GF00000430	RIT389_001250-T1, RIT389_006081-T1, RIT389_003996-T1, RIT389_012971-T1	DBVPG3775_001796-T1, DBVPG3775_004449-T1
GF00000431	RIT389_001258-T1, RIT389_006088-T1, RIT389_010083-T1, RIT389_009916-T1	DBVPG3775_001804-T1, DBVPG3775_007359-T1
GF00000432	RIT389_001272-T1, RIT389_013036-T1, RIT389_001273-T1, RIT389_013037-T1	DBVPG3775_001817-T1, DBVPG3775_001818-T1
GF00000433	RIT389_001283-T1, RIT389_011272-T1, RIT389_003306-T1, RIT389_002339-T1	DBVPG3775_001828-T1, DBVPG3775_004553-T1
GF00000434	RIT389_001285-T1, RIT389_011274-T1, RIT389_004711-T1, RIT389_005198-T1	DBVPG3775_001650-T1, DBVPG3775_001830-T1
GF00000435	RIT389_001379-T1, RIT389_014441-T1, RIT389_013282-T1, RIT389_014579-T1	DBVPG3775_004829-T1, DBVPG3775_005256-T1
GF00000436	RIT389_001384-T1, RIT389_011401-T1, RIT389_011402-T1, RIT389_001385-T1	DBVPG3775_005122-T1, DBVPG3775_005123-T1
GF00000437	RIT389_001391-T1, RIT389_009064-T1, RIT389_003431-T1, RIT389_009510-T1	DBVPG3775_005014-T1, DBVPG3775_005129-T1
GF00000438	RIT389_001397-T1, RIT389_009070-T1, RIT389_003326-T1, RIT389_012702-T1	DBVPG3775_003902-T1, DBVPG3775_005135-T1
GF00000439	RIT389_001419-T1, RIT389_014157-T1, RIT389_011866-T1, RIT389_015081-T1, RIT389_014796-T1	DBVPG3775_000347-T1
GF00000440	RIT389_001421-T1, RIT389_014155-T1, RIT389_005854-T1, RIT389_005672-T1	DBVPG3775_000345-T1, DBVPG3775_006841-T1
GF00000441	RIT389_001448-T1, RIT389_006469-T1, RIT389_006288-T1, RIT389_014209-T1	DBVPG3775_000317-T1, DBVPG3775_001936-T1
GF00000442	RIT389_001455-T1, RIT389_014682-T1, RIT389_012094-T1, RIT389_008424-T1	DBVPG3775_000310-T1, DBVPG3775_001376-T1
GF00000443	RIT389_001552-T1, RIT389_011534-T1, RIT389_004322-T1, RIT389_003976-T1	DBVPG3775_001045-T1, DBVPG3775_004590-T1
GF00000444	RIT389_001557-T1, RIT389_004500-T1, RIT389_003572-T1, RIT389_010579-T1	DBVPG3775_005932-T1, DBVPG3775_006214-T1
GF00000445	RIT389_001564-T1, RIT389_004493-T1, RIT389_001565-T1, RIT389_001566-T1	DBVPG3775_005924-T1, DBVPG3775_005925-T1
GF00000446	RIT389_001597-T1, RIT389_014112-T1, RIT389_003901-T1, RIT389_012680-T1, RIT389_015187-T1	DBVPG3775_001447-T1
GF00000447	RIT389_001622-T1, RIT389_005409-T1, RIT389_010386-T1, RIT389_011388-T1	DBVPG3775_001420-T1, DBVPG3775_007433-T1
GF00000448	RIT389_001630-T1, RIT389_005401-T1, RIT389_012859-T1, RIT389_009093-T1	DBVPG3775_001412-T1, DBVPG3775_006142-T1
GF00000449	RIT389_001646-T1, RIT389_003057-T1, RIT389_013541-T1, RIT389_004916-T1	DBVPG3775_001783-T1, DBVPG3775_005820-T1
GF00000450	RIT389_001669-T1, RIT389_007475-T1, RIT389_006383-T1, RIT389_013088-T1	DBVPG3775_004103-T1, DBVPG3775_005842-T1
GF00000451	RIT389_001672-T1, RIT389_007478-T1, RIT389_009745-T1, RIT389_008971-T1	DBVPG3775_005845-T1, DBVPG3775_006039-T1
GF00000452	RIT389_001719-T1, RIT389_009033-T1, RIT389_011447-T1, RIT389_006126-T1	DBVPG3775_004513-T1, DBVPG3775_006556-T1
GF00000453	RIT389_001728-T1, RIT389_013905-T1, RIT389_008905-T1, RIT389_010876-T1	DBVPG3775_000288-T1, DBVPG3775_006564-T1
GF00000454	RIT389_001792-T1, RIT389_008309-T1, RIT389_013460-T1, RIT389_011633-T1	DBVPG3775_001122-T1, DBVPG3775_005426-T1
GF00000455	RIT389_001834-T1, RIT389_005549-T1, RIT389_004662-T1, RIT389_007206-T1	DBVPG3775_000400-T1, DBVPG3775_003863-T1
GF00000456	RIT389_004779-T1, RIT389_011248-T1, RIT389_003166-T1, RIT389_004410-T1	DBVPG3775_000105-T1, DBVPG3775_000960-T1
GF00000457	RIT389_001865-T1, RIT389_003333-T1, RIT389_012293-T1, RIT389_008800-T1	DBVPG3775_003895-T1, DBVPG3775_005155-T1
GF00000458	RIT389_001895-T1, RIT389_002113-T1, RIT389_002111-T1, RIT389_002112-T1	DBVPG3775_003104-T1, DBVPG3775_003105-T1
GF00000459	RIT389_001899-T1, RIT389_002117-T1, RIT389_012365-T1, RIT389_012849-T1	DBVPG3775_003007-T1, DBVPG3775_003100-T1
GF00000460	RIT389_001901-T1, RIT389_002119-T1, RIT389_009785-T1, RIT389_011500-T1	DBVPG3775_003098-T1, DBVPG3775_007008-T1
GF00000461	RIT389_001906-T1, RIT389_004416-T1, RIT389_007625-T1, RIT389_011880-T1	DBVPG3775_000966-T1, DBVPG3775_003242-T1
GF00000462	RIT389_001920-T1, RIT389_001932-T1, RIT389_004987-T1, RIT389_005009-T1	DBVPG3775_000982-T1, DBVPG3775_003224-T1
GF00000463	RIT389_001921-T1, RIT389_001931-T1, RIT389_006816-T1, RIT389_002724-T1	DBVPG3775_000983-T1, DBVPG3775_004155-T1
GF00000464	RIT389_001954-T1, RIT389_011905-T1, RIT389_011978-T1, RIT389_011784-T1	DBVPG3775_000028-T1, DBVPG3775_000045-T1
GF00000465	RIT389_001955-T1, RIT389_013964-T1, RIT389_001957-T1, RIT389_011906-T1	DBVPG3775_000025-T1, DBVPG3775_000027-T1
GF00000466	RIT389_011752-T1, RIT389_005583-T1, RIT389_012657-T1, RIT389_007242-T1	DBVPG3775_002031-T1, DBVPG3775_006655-T1
GF00000467	RIT389_001963-T1, RIT389_012457-T1, RIT389_008266-T1, RIT389_007296-T1	DBVPG3775_000019-T1, DBVPG3775_003584-T1
GF00000468	RIT389_002018-T1, RIT389_005092-T1, RIT389_004712-T1, RIT389_005199-T1	DBVPG3775_001649-T1, DBVPG3775_002626-T1
GF00000469	RIT389_002019-T1, RIT389_005091-T1, RIT389_014371-T1, RIT389_013135-T1	DBVPG3775_002625-T1, DBVPG3775_005890-T1
GF00000470	RIT389_002027-T1, RIT389_007977-T1, RIT389_012169-T1, RIT389_012170-T1	DBVPG3775_001991-T1, DBVPG3775_002617-T1
GF00000471	RIT389_002034-T1, RIT389_006243-T1, RIT389_004172-T1, RIT389_012544-T1	DBVPG3775_000668-T1, DBVPG3775_002610-T1
GF00000472	RIT389_002064-T1, RIT389_006155-T1, RIT389_008900-T1, RIT389_010881-T1	DBVPG3775_000282-T1, DBVPG3775_004913-T1
GF00000473	RIT389_002084-T1, RIT389_008393-T1, RIT389_010542-T1, RIT389_010482-T1	DBVPG3775_004893-T1, DBVPG3775_005065-T1
GF00000474	RIT389_002085-T1, RIT389_008392-T1, RIT389_009207-T1, RIT389_007456-T1	DBVPG3775_004892-T1, DBVPG3775_007188-T1
GF00000475	RIT389_002134-T1, RIT389_009452-T1, RIT389_009713-T1, RIT389_009630-T1	DBVPG3775_000754-T1, DBVPG3775_004968-T1
GF00000476	RIT389_002144-T1, RIT389_010379-T1, RIT389_006859-T1, RIT389_009509-T1	DBVPG3775_004977-T1, DBVPG3775_006913-T1
GF00000477	RIT389_002173-T1, RIT389_010128-T1, RIT389_008120-T1, RIT389_002957-T1	DBVPG3775_001066-T1, DBVPG3775_007135-T1
GF00000478	RIT389_002194-T1, RIT389_006273-T1, RIT389_010827-T1, RIT389_011007-T1	DBVPG3775_006270-T1, DBVPG3775_007157-T1
GF00000479	RIT389_012709-T1, RIT389_010291-T1, RIT389_006017-T1, RIT389_006452-T1	DBVPG3775_000599-T1, DBVPG3775_002573-T1
GF00000480	RIT389_002205-T1, RIT389_003087-T1, RIT389_011541-T1, RIT389_011209-T1	DBVPG3775_001385-T1, DBVPG3775_003282-T1
GF00000481	RIT389_002217-T1, RIT389_012231-T1, RIT389_003100-T1, RIT389_012226-T1	DBVPG3775_003268-T1, DBVPG3775_003269-T1
GF00000482	RIT389_002226-T1, RIT389_009479-T1, RIT389_010297-T1, RIT389_012248-T1	DBVPG3775_003257-T1, DBVPG3775_003305-T1
GF00000483	RIT389_002269-T1, RIT389_010726-T1, RIT389_002270-T1, RIT389_010727-T1	DBVPG3775_000253-T1, DBVPG3775_000254-T1
GF00000484	RIT389_002303-T1, RIT389_008246-T1, RIT389_012826-T1, RIT389_009174-T1	DBVPG3775_002308-T1, DBVPG3775_002947-T1
GF00000485	RIT389_004949-T1, RIT389_006195-T1, RIT389_010469-T1, RIT389_008356-T1	DBVPG3775_000698-T1, DBVPG3775_000876-T1
GF00000486	RIT389_002316-T1, RIT389_006358-T1, RIT389_007312-T1, RIT389_010343-T1	DBVPG3775_002165-T1, DBVPG3775_002934-T1
GF00000487	RIT389_002395-T1, RIT389_011384-T1, RIT389_010433-T1, RIT389_009868-T1	DBVPG3775_000858-T1, DBVPG3775_007207-T1
GF00000488	RIT389_002412-T1, RIT389_007778-T1, RIT389_010330-T1, RIT389_009346-T1	DBVPG3775_002716-T1, DBVPG3775_007224-T1
GF00000489	RIT389_002436-T1, RIT389_002896-T1, RIT389_003846-T1	DBVPG3775_004865-T1, DBVPG3775_006880-T1, DBVPG3775_006881-T1
GF00000490	RIT389_002445-T1, RIT389_012063-T1, RIT389_008952-T1, RIT389_009245-T1	DBVPG3775_004306-T1, DBVPG3775_006872-T1
GF00000491	RIT389_002483-T1, RIT389_010067-T1, RIT389_012831-T1, RIT389_009043-T1	DBVPG3775_006988-T1, DBVPG3775_007470-T1
GF00000492	RIT389_002492-T1, RIT389_010868-T1, RIT389_010472-T1, RIT389_011158-T1	DBVPG3775_000701-T1, DBVPG3775_006998-T1
GF00000493	RIT389_002542-T1, RIT389_012842-T1, RIT389_002543-T1, RIT389_010856-T1	DBVPG3775_003027-T1, DBVPG3775_003845-T1
GF00000494	RIT389_002597-T1, RIT389_008001-T1, RIT389_004562-T1, RIT389_002691-T1	DBVPG3775_002145-T1, DBVPG3775_003832-T1
GF00000495	RIT389_002645-T1, RIT389_003352-T1, RIT389_011591-T1, RIT389_003887-T1	DBVPG3775_001548-T1, DBVPG3775_006493-T1
GF00000496	RIT389_002651-T1, RIT389_003346-T1, RIT389_014189-T1, RIT389_012438-T1	DBVPG3775_001554-T1, DBVPG3775_001872-T1
GF00000497	RIT389_002686-T1, RIT389_004567-T1, RIT389_013630-T1, RIT389_011478-T1	DBVPG3775_002140-T1, DBVPG3775_006509-T1
GF00000498	RIT389_002706-T1, RIT389_007319-T1, RIT389_007482-T1, RIT389_004098-T1	DBVPG3775_002159-T1, DBVPG3775_005850-T1
GF00000499	RIT389_002721-T1, RIT389_006813-T1, RIT389_002736-T1, RIT389_006828-T1	DBVPG3775_004153-T1, DBVPG3775_004167-T1
GF00000500	RIT389_002725-T1, RIT389_006817-T1, RIT389_014531-T1, RIT389_012991-T1	DBVPG3775_000577-T1, DBVPG3775_004156-T1
GF00000501	RIT389_002784-T1, RIT389_005233-T1, RIT389_009899-T1, RIT389_009587-T1	DBVPG3775_000500-T1, DBVPG3775_006667-T1
GF00000502	RIT389_012306-T1, RIT389_005983-T1, RIT389_014384-T1, RIT389_011216-T1	DBVPG3775_001392-T1, DBVPG3775_002978-T1
GF00000503	RIT389_002794-T1, RIT389_005556-T1, RIT389_013297-T1, RIT389_005223-T1	DBVPG3775_003856-T1, DBVPG3775_006677-T1
GF00000504	RIT389_002858-T1, RIT389_012626-T1, RIT389_011144-T1, RIT389_011669-T1	DBVPG3775_000432-T1, DBVPG3775_007418-T1
GF00000505	RIT389_002870-T1, RIT389_012537-T1, RIT389_009769-T1, RIT389_006803-T1	DBVPG3775_003087-T1, DBVPG3775_006582-T1
GF00000506	RIT389_002903-T1, RIT389_007441-T1, RIT389_011941-T1, RIT389_004973-T1	DBVPG3775_004872-T1, DBVPG3775_007371-T1
GF00000507	RIT389_002919-T1, RIT389_007424-T1, RIT389_004944-T1, RIT389_006190-T1	DBVPG3775_000881-T1, DBVPG3775_004888-T1
GF00000508	RIT389_002946-T1, RIT389_013827-T1, RIT389_007258-T1, RIT389_011506-T1	DBVPG3775_000092-T1, DBVPG3775_003612-T1
GF00000509	RIT389_002951-T1, RIT389_010509-T1, RIT389_012877-T1, RIT389_010916-T1	DBVPG3775_003606-T1, DBVPG3775_007256-T1
GF00000510	RIT389_005191-T1, RIT389_004704-T1, RIT389_011516-T1, RIT389_011330-T1	DBVPG3775_001657-T1, DBVPG3775_004403-T1
GF00000511	RIT389_003039-T1, RIT389_010997-T1, RIT389_011020-T1, RIT389_011231-T1	DBVPG3775_001050-T1, DBVPG3775_005745-T1
GF00000512	RIT389_003134-T1, RIT389_010951-T1, RIT389_009005-T1, RIT389_011425-T1	DBVPG3775_000913-T1, DBVPG3775_002216-T1
GF00000513	RIT389_003135-T1, RIT389_010950-T1, RIT389_004340-T1, RIT389_003692-T1	DBVPG3775_000912-T1, DBVPG3775_003688-T1
GF00000514	RIT389_003138-T1, RIT389_006041-T1, RIT389_010946-T1, RIT389_010945-T1	DBVPG3775_000908-T1, DBVPG3775_000933-T1
GF00000515	RIT389_003163-T1, RIT389_004407-T1, RIT389_013218-T1, RIT389_011083-T1	DBVPG3775_000957-T1, DBVPG3775_003407-T1
GF00000516	RIT389_003181-T1, RIT389_007082-T1, RIT389_007083-T1, RIT389_003182-T1	DBVPG3775_005203-T1, DBVPG3775_005204-T1
GF00000517	RIT389_003218-T1, RIT389_013856-T1, RIT389_007642-T1, RIT389_013144-T1	DBVPG3775_000487-T1, DBVPG3775_000832-T1
GF00000518	RIT389_003383-T1, RIT389_013679-T1, RIT389_009350-T1, RIT389_010326-T1	DBVPG3775_002720-T1, DBVPG3775_003537-T1
GF00000519	RIT389_011490-T1, RIT389_011653-T1, RIT389_014900-T1, RIT389_011491-T1	DBVPG3775_006547-T1, DBVPG3775_006548-T1
GF00000520	RIT389_003423-T1, RIT389_005056-T1, RIT389_007523-T1, RIT389_013061-T1	DBVPG3775_005022-T1, DBVPG3775_005379-T1
GF00000521	RIT389_003446-T1, RIT389_008475-T1, RIT389_007411-T1, RIT389_005926-T1	DBVPG3775_002665-T1, DBVPG3775_004998-T1
GF00000522	RIT389_003537-T1, RIT389_007913-T1, RIT389_008711-T1, RIT389_003787-T1	DBVPG3775_000008-T1, DBVPG3775_000155-T1
GF00000523	RIT389_003620-T1, RIT389_009153-T1, RIT389_004540-T1, RIT389_011279-T1	DBVPG3775_001845-T1, DBVPG3775_004602-T1
GF00000524	RIT389_003686-T1, RIT389_004348-T1, RIT389_013001-T1, RIT389_009251-T1	DBVPG3775_002595-T1, DBVPG3775_003696-T1
GF00000525	RIT389_003738-T1, RIT389_007769-T1, RIT389_007767-T1, RIT389_003744-T1	DBVPG3775_001688-T1, DBVPG3775_001690-T1
GF00000526	RIT389_003740-T1, RIT389_007766-T1, RIT389_003741-T1, RIT389_007765-T1	DBVPG3775_001691-T1, DBVPG3775_001692-T1
GF00000527	RIT389_003793-T1, RIT389_008716-T1, RIT389_009753-T1, RIT389_004460-T1	DBVPG3775_000003-T1, DBVPG3775_002388-T1
GF00000528	RIT389_003862-T1, RIT389_012221-T1, RIT389_003866-T1, RIT389_008745-T1	DBVPG3775_004843-T1, DBVPG3775_004847-T1
GF00000529	RIT389_003895-T1, RIT389_004730-T1, RIT389_009532-T1, RIT389_012372-T1	DBVPG3775_004956-T1, DBVPG3775_006485-T1
GF00000530	RIT389_003981-T1, RIT389_004326-T1, RIT389_007216-T1, RIT389_005115-T1	DBVPG3775_003540-T1, DBVPG3775_005541-T1
GF00000531	RIT389_004009-T1, RIT389_013803-T1, RIT389_011320-T1, RIT389_014524-T1	DBVPG3775_002064-T1, DBVPG3775_004459-T1
GF00000532	RIT389_004014-T1, RIT389_009420-T1, RIT389_005763-T1, RIT389_009421-T1	DBVPG3775_004796-T1, DBVPG3775_004797-T1
GF00000533	RIT389_004024-T1, RIT389_010439-T1, RIT389_014786-T1, RIT389_014853-T1	DBVPG3775_002316-T1, DBVPG3775_004784-T1
GF00000534	RIT389_004039-T1, RIT389_008320-T1, RIT389_013666-T1, RIT389_009415-T1	DBVPG3775_004763-T1, DBVPG3775_005967-T1
GF00000535	RIT389_004044-T1, RIT389_007534-T1, RIT389_011843-T1, RIT389_010910-T1	DBVPG3775_005358-T1, DBVPG3775_005411-T1
GF00000536	RIT389_004073-T1, RIT389_007711-T1, RIT389_004275-T1, RIT389_005360-T1	DBVPG3775_005873-T1, DBVPG3775_006642-T1
GF00000537	RIT389_004111-T1, RIT389_010745-T1, RIT389_004112-T1, RIT389_004113-T1	DBVPG3775_001717-T1, DBVPG3775_001718-T1
GF00000538	RIT389_004164-T1, RIT389_012512-T1, RIT389_014829-T1, RIT389_004935-T1	DBVPG3775_000675-T1, DBVPG3775_000891-T1
GF00000539	RIT389_004187-T1, RIT389_012508-T1, RIT389_011946-T1, RIT389_004968-T1	DBVPG3775_000653-T1, DBVPG3775_007376-T1
GF00000540	RIT389_004250-T1, RIT389_009378-T1, RIT389_004251-T1, RIT389_009379-T1	DBVPG3775_006176-T1, DBVPG3775_006177-T1
GF00000541	RIT389_011285-T1, RIT389_005920-T1, RIT389_007419-T1, RIT389_012437-T1	DBVPG3775_001873-T1, DBVPG3775_002672-T1
GF00000542	RIT389_004276-T1, RIT389_014840-T1, RIT389_012366-T1, RIT389_013432-T1	DBVPG3775_003008-T1, DBVPG3775_007577-T1
GF00000543	RIT389_004301-T1, RIT389_006418-T1, RIT389_005751-T1, RIT389_012010-T1	DBVPG3775_001255-T1, DBVPG3775_004808-T1
GF00000544	RIT389_004388-T1, RIT389_009623-T1, RIT389_009231-T1, RIT389_008940-T1	DBVPG3775_001584-T1, DBVPG3775_004320-T1
GF00000545	RIT389_004519-T1, RIT389_006322-T1, RIT389_004520-T1	DBVPG3775_003501-T1, DBVPG3775_003502-T1, DBVPG3775_003503-T1
GF00000546	RIT389_004550-T1, RIT389_007824-T1, RIT389_006462-T1, RIT389_006025-T1	DBVPG3775_001855-T1, DBVPG3775_002564-T1
GF00000547	RIT389_004640-T1, RIT389_011989-T1, RIT389_011768-T1, RIT389_009656-T1	DBVPG3775_002296-T1, DBVPG3775_005313-T1
GF00000548	RIT389_004648-T1, RIT389_009227-T1, RIT389_011311-T1, RIT389_012312-T1	DBVPG3775_000414-T1, DBVPG3775_002056-T1
GF00000549	RIT389_004675-T1, RIT389_011624-T1, RIT389_011625-T1, RIT389_004676-T1	DBVPG3775_006519-T1, DBVPG3775_006520-T1
GF00000550	RIT389_004680-T1, RIT389_010195-T1, RIT389_004681-T1, RIT389_010194-T1	DBVPG3775_006524-T1, DBVPG3775_006525-T1
GF00000551	RIT389_004684-T1, RIT389_010192-T1, RIT389_004686-T1, RIT389_010190-T1	DBVPG3775_006528-T1, DBVPG3775_006530-T1
GF00000552	RIT389_004810-T1, RIT389_010981-T1, RIT389_011566-T1, RIT389_006944-T1	DBVPG3775_002521-T1, DBVPG3775_006925-T1
GF00000553	RIT389_004831-T1, RIT389_006902-T1, RIT389_004832-T1, RIT389_006903-T1	DBVPG3775_003064-T1, DBVPG3775_003065-T1
GF00000554	RIT389_004851-T1, RIT389_005729-T1, RIT389_005732-T1, RIT389_005733-T1	DBVPG3775_002754-T1, DBVPG3775_002756-T1
GF00000555	RIT389_004879-T1, RIT389_009489-T1, RIT389_006232-T1, RIT389_005812-T1	DBVPG3775_001470-T1, DBVPG3775_002690-T1
GF00000556	RIT389_004924-T1, RIT389_011553-T1, RIT389_004925-T1, RIT389_004926-T1	DBVPG3775_001792-T1, DBVPG3775_001793-T1
GF00000557	RIT389_004966-T1, RIT389_011948-T1, RIT389_013268-T1, RIT389_004979-T1	DBVPG3775_005807-T1, DBVPG3775_007378-T1
GF00000558	RIT389_004993-T1, RIT389_013741-T1, RIT389_013740-T1, RIT389_004994-T1	DBVPG3775_003217-T1, DBVPG3775_003218-T1
GF00000559	RIT389_005061-T1, RIT389_005066-T1, RIT389_005062-T1, RIT389_011594-T1	DBVPG3775_007274-T1, DBVPG3775_007277-T1
GF00000560	RIT389_005069-T1, RIT389_011595-T1, RIT389_013954-T1, RIT389_008858-T1	DBVPG3775_000900-T1, DBVPG3775_007269-T1
GF00000561	RIT389_005160-T1, RIT389_007556-T1, RIT389_010254-T1, RIT389_009319-T1	DBVPG3775_003487-T1, DBVPG3775_007427-T1
GF00000562	RIT389_005163-T1, RIT389_008139-T1, RIT389_011175-T1, RIT389_014928-T1	DBVPG3775_000994-T1, DBVPG3775_004672-T1
GF00000563	RIT389_005251-T1, RIT389_011057-T1, RIT389_006055-T1, RIT389_014252-T1	DBVPG3775_004737-T1, DBVPG3775_006339-T1
GF00000564	RIT389_005253-T1, RIT389_011059-T1, RIT389_014350-T1, RIT389_007973-T1	DBVPG3775_001995-T1, DBVPG3775_004739-T1
GF00000565	RIT389_005377-T1, RIT389_014409-T1, RIT389_011995-T1, RIT389_013551-T1	DBVPG3775_002190-T1, DBVPG3775_006283-T1
GF00000566	RIT389_005478-T1, RIT389_006334-T1, RIT389_013613-T1, RIT389_012960-T1	DBVPG3775_001173-T1, DBVPG3775_001728-T1
GF00000567	RIT389_005557-T1, RIT389_013298-T1, RIT389_014051-T1, RIT389_014101-T1	DBVPG3775_003855-T1, DBVPG3775_007410-T1
GF00000568	RIT389_005616-T1, RIT389_006965-T1, RIT389_013978-T1, RIT389_009987-T1	DBVPG3775_000263-T1, DBVPG3775_005116-T1
GF00000569	RIT389_005635-T1, RIT389_006512-T1, RIT389_008773-T1, RIT389_007835-T1	DBVPG3775_004298-T1, DBVPG3775_005097-T1
GF00000570	RIT389_005673-T1, RIT389_005855-T1, RIT389_005856-T1, RIT389_005674-T1	DBVPG3775_006842-T1, DBVPG3775_006843-T1
GF00000571	RIT389_005691-T1, RIT389_009648-T1, RIT389_008409-T1, RIT389_007883-T1	DBVPG3775_002427-T1, DBVPG3775_004637-T1
GF00000572	RIT389_005706-T1, RIT389_013797-T1, RIT389_012088-T1, RIT389_012089-T1	DBVPG3775_000775-T1, DBVPG3775_002412-T1
GF00000573	RIT389_005781-T1, RIT389_012391-T1, RIT389_010046-T1, RIT389_008727-T1	DBVPG3775_004342-T1, DBVPG3775_005988-T1
