	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001893	RIT389_001015-T1	DBVPG3775_006715-T1
GF00001894	RIT389_008637-T1	DBVPG3775_006713-T1
GF00001895	RIT389_008638-T1	DBVPG3775_006712-T1
GF00001896	RIT389_001019-T1	DBVPG3775_006711-T1
GF00001897	RIT389_008640-T1	DBVPG3775_006710-T1
GF00001898	RIT389_008642-T1	DBVPG3775_006708-T1
GF00001899	RIT389_001023-T1	DBVPG3775_006707-T1
GF00001900	RIT389_001024-T1	DBVPG3775_006706-T1
GF00001901	RIT389_001025-T1	DBVPG3775_006705-T1
GF00001902	RIT389_001026-T1	DBVPG3775_006704-T1
GF00001903	RIT389_014648-T1	DBVPG3775_006703-T1
GF00001904	RIT389_013261-T1	DBVPG3775_005722-T1
GF00001905	RIT389_001030-T1	DBVPG3775_005719-T1
GF00001906	RIT389_001031-T1	DBVPG3775_005718-T1
GF00001907	RIT389_012585-T1	DBVPG3775_005716-T1
GF00001908	RIT389_001039-T1	DBVPG3775_005709-T1
GF00001909	RIT389_012589-T1	DBVPG3775_005708-T1
GF00001910	RIT389_001041-T1	DBVPG3775_005707-T1
GF00001911	RIT389_011062-T1	DBVPG3775_005705-T1
GF00001912	RIT389_001044-T1	DBVPG3775_005704-T1
GF00001913	RIT389_001048-T1	DBVPG3775_005700-T1
GF00001914	RIT389_001049-T1	DBVPG3775_005699-T1
GF00001915	RIT389_001050-T1	DBVPG3775_005698-T1
GF00001916	RIT389_001051-T1	DBVPG3775_005697-T1
GF00001917	RIT389_001052-T1	DBVPG3775_005696-T1
GF00001918	RIT389_001054-T1	DBVPG3775_005694-T1
GF00001919	RIT389_001059-T1	DBVPG3775_005690-T1
GF00001920	RIT389_001060-T1	DBVPG3775_005689-T1
GF00001921	RIT389_001062-T1	DBVPG3775_005687-T1
GF00001922	RIT389_001063-T1	DBVPG3775_005686-T1
GF00001923	RIT389_001064-T1	DBVPG3775_005685-T1
GF00001924	RIT389_001065-T1	DBVPG3775_005684-T1
GF00001925	RIT389_001066-T1	DBVPG3775_005683-T1
GF00001926	RIT389_001067-T1	DBVPG3775_005682-T1
GF00001927	RIT389_001068-T1	DBVPG3775_005681-T1
GF00001928	RIT389_001073-T1	DBVPG3775_005676-T1
GF00001929	RIT389_001074-T1	DBVPG3775_005675-T1
GF00001930	RIT389_008035-T1	DBVPG3775_005673-T1
GF00001931	RIT389_001077-T1	DBVPG3775_005672-T1
GF00001932	RIT389_001080-T1	DBVPG3775_006366-T1
GF00001933	RIT389_013426-T1	DBVPG3775_006367-T1
GF00001934	RIT389_001082-T1	DBVPG3775_006368-T1
GF00001935	RIT389_001083-T1	DBVPG3775_006369-T1
GF00001936	RIT389_001086-T1	DBVPG3775_006372-T1
GF00001937	RIT389_003018-T1	DBVPG3775_006378-T1
GF00001938	RIT389_003017-T1	DBVPG3775_006379-T1
GF00001939	RIT389_001094-T1	DBVPG3775_006380-T1
GF00001940	RIT389_001095-T1	DBVPG3775_006381-T1
GF00001941	RIT389_003014-T1	DBVPG3775_006382-T1
GF00001942	RIT389_003013-T1	DBVPG3775_006383-T1
GF00001943	RIT389_003012-T1	DBVPG3775_006384-T1
GF00001944	RIT389_001099-T1	DBVPG3775_006385-T1
GF00001945	RIT389_003010-T1	DBVPG3775_006386-T1
GF00001946	RIT389_001101-T1	DBVPG3775_006387-T1
GF00001947	RIT389_001103-T1	DBVPG3775_006389-T1
GF00001948	RIT389_003006-T1	DBVPG3775_006390-T1
GF00001949	RIT389_001105-T1	DBVPG3775_006391-T1
GF00001950	RIT389_001106-T1	DBVPG3775_006392-T1
GF00001951	RIT389_001107-T1	DBVPG3775_006393-T1
GF00001952	RIT389_001108-T1	DBVPG3775_006394-T1
GF00001953	RIT389_003001-T1	DBVPG3775_006395-T1
GF00001954	RIT389_003000-T1	DBVPG3775_006396-T1
GF00001955	RIT389_002998-T1	DBVPG3775_006398-T1
GF00001956	RIT389_001115-T1	DBVPG3775_006401-T1
GF00001957	RIT389_001116-T1	DBVPG3775_006081-T1
GF00001958	RIT389_001117-T1	DBVPG3775_006078-T1
GF00001959	RIT389_001118-T1	DBVPG3775_006077-T1
GF00001960	RIT389_001120-T1	DBVPG3775_006075-T1
GF00001961	RIT389_013941-T1	DBVPG3775_006074-T1
GF00001962	RIT389_014584-T1	DBVPG3775_006616-T1
GF00001963	RIT389_001125-T1	DBVPG3775_006615-T1
GF00001964	RIT389_005614-T1	DBVPG3775_006613-T1
GF00001965	RIT389_001127-T1	DBVPG3775_006612-T1
GF00001966	RIT389_005611-T1	DBVPG3775_006609-T1
GF00001967	RIT389_001131-T1	DBVPG3775_006608-T1
GF00001968	RIT389_005609-T1	DBVPG3775_006607-T1
GF00001969	RIT389_005608-T1	DBVPG3775_006606-T1
GF00001970	RIT389_001136-T1	DBVPG3775_006603-T1
GF00001971	RIT389_001137-T1	DBVPG3775_006602-T1
GF00001972	RIT389_001139-T1	DBVPG3775_006599-T1
GF00001973	RIT389_001140-T1	DBVPG3775_006598-T1
GF00001974	RIT389_001141-T1	DBVPG3775_006597-T1
GF00001975	RIT389_001142-T1	DBVPG3775_006596-T1
GF00001976	RIT389_001143-T1	DBVPG3775_006595-T1
GF00001977	RIT389_001144-T1	DBVPG3775_007479-T1
GF00001978	RIT389_003841-T1	DBVPG3775_007480-T1
GF00001979	RIT389_003837-T1	DBVPG3775_007484-T1
GF00001980	RIT389_003836-T1	DBVPG3775_007485-T1
GF00001981	RIT389_003835-T1	DBVPG3775_007486-T1
GF00001982	RIT389_001153-T1	DBVPG3775_007488-T1
GF00001983	RIT389_003830-T1	DBVPG3775_007490-T1
GF00001984	RIT389_001159-T1	DBVPG3775_007521-T1
GF00001985	RIT389_007803-T1	DBVPG3775_000139-T1
GF00001986	RIT389_003824-T1	DBVPG3775_007519-T1
GF00001987	RIT389_009088-T1	DBVPG3775_005039-T1
GF00001988	RIT389_001164-T1	DBVPG3775_007553-T1
GF00001989	RIT389_008429-T1	DBVPG3775_001369-T1
GF00001990	RIT389_001166-T1	DBVPG3775_001368-T1
GF00001991	RIT389_008432-T1	DBVPG3775_001366-T1
GF00001992	RIT389_001170-T1	DBVPG3775_001364-T1
GF00001993	RIT389_008435-T1	DBVPG3775_001363-T1
GF00001994	RIT389_001172-T1	DBVPG3775_001362-T1
GF00001995	RIT389_001173-T1	DBVPG3775_001361-T1
GF00001996	RIT389_001174-T1	DBVPG3775_001360-T1
GF00001997	RIT389_001175-T1	DBVPG3775_001359-T1
GF00001998	RIT389_013129-T1	DBVPG3775_001358-T1
GF00001999	RIT389_001177-T1	DBVPG3775_001357-T1
GF00002000	RIT389_009600-T1	DBVPG3775_001353-T1
GF00002001	RIT389_001182-T1	DBVPG3775_001352-T1
GF00002002	RIT389_009602-T1	DBVPG3775_001351-T1
GF00002003	RIT389_001184-T1	DBVPG3775_001350-T1
GF00002004	RIT389_009604-T1	DBVPG3775_001349-T1
GF00002005	RIT389_009605-T1	DBVPG3775_001348-T1
GF00002006	RIT389_001187-T1	DBVPG3775_001347-T1
GF00002007	RIT389_001189-T1	DBVPG3775_001345-T1
GF00002008	RIT389_001190-T1	DBVPG3775_001344-T1
GF00002009	RIT389_009611-T1	DBVPG3775_001342-T1
GF00002010	RIT389_001193-T1	DBVPG3775_001341-T1
GF00002011	RIT389_001200-T1	DBVPG3775_005549-T1
GF00002012	RIT389_009964-T1	DBVPG3775_005551-T1
GF00002013	RIT389_001203-T1	DBVPG3775_005552-T1
GF00002014	RIT389_001204-T1	DBVPG3775_005553-T1
GF00002015	RIT389_001205-T1	DBVPG3775_005554-T1
GF00002016	RIT389_001206-T1	DBVPG3775_005555-T1
GF00002017	RIT389_001208-T1	DBVPG3775_005557-T1
GF00002018	RIT389_001209-T1	DBVPG3775_005558-T1
GF00002019	RIT389_009972-T1	DBVPG3775_005559-T1
GF00002020	RIT389_001211-T1	DBVPG3775_005560-T1
GF00002021	RIT389_014474-T1	DBVPG3775_005561-T1
GF00002022	RIT389_001213-T1	DBVPG3775_005562-T1
GF00002023	RIT389_008556-T1	DBVPG3775_002508-T1
GF00002024	RIT389_001217-T1	DBVPG3775_002506-T1
GF00002025	RIT389_008559-T1	DBVPG3775_002505-T1
GF00002026	RIT389_001223-T1	DBVPG3775_002501-T1
GF00002027	RIT389_008565-T1	DBVPG3775_002500-T1
GF00002028	RIT389_001226-T1	DBVPG3775_002498-T1
GF00002029	RIT389_001227-T1	DBVPG3775_002497-T1
GF00002030	RIT389_001228-T1	DBVPG3775_002496-T1
GF00002031	RIT389_001229-T1	DBVPG3775_002495-T1
GF00002032	RIT389_009848-T1	DBVPG3775_002494-T1
GF00002033	RIT389_001231-T1	DBVPG3775_002493-T1
GF00002034	RIT389_001238-T1	DBVPG3775_002487-T1
GF00002035	RIT389_008610-T1	DBVPG3775_002485-T1
GF00002036	RIT389_001243-T1	DBVPG3775_002482-T1
GF00002037	RIT389_008615-T1	DBVPG3775_002481-T1
GF00002038	RIT389_001245-T1	DBVPG3775_002480-T1
GF00002039	RIT389_008617-T1	DBVPG3775_002479-T1
GF00002040	RIT389_008618-T1	DBVPG3775_002478-T1
GF00002041	RIT389_001248-T1	DBVPG3775_002477-T1
GF00002042	RIT389_001253-T1	DBVPG3775_001800-T1
GF00002043	RIT389_001254-T1	DBVPG3775_001801-T1
GF00002044	RIT389_001257-T1	DBVPG3775_001803-T1
GF00002045	RIT389_006089-T1	DBVPG3775_001805-T1
GF00002046	RIT389_001261-T1	DBVPG3775_001807-T1
GF00002047	RIT389_001262-T1	DBVPG3775_001808-T1
GF00002048	RIT389_001263-T1	DBVPG3775_001809-T1
GF00002049	RIT389_001265-T1	DBVPG3775_001811-T1
GF00002050	RIT389_013035-T1	DBVPG3775_001816-T1
GF00002051	RIT389_013038-T1	DBVPG3775_001819-T1
GF00002052	RIT389_001275-T1	DBVPG3775_001820-T1
GF00002053	RIT389_001276-T1	DBVPG3775_001821-T1
GF00002054	RIT389_001279-T1	DBVPG3775_001824-T1
GF00002055	RIT389_001284-T1	DBVPG3775_001829-T1
GF00002056	RIT389_001287-T1	DBVPG3775_001833-T1
GF00002057	RIT389_006606-T1	DBVPG3775_003666-T1
GF00002058	RIT389_001292-T1	DBVPG3775_003665-T1
GF00002059	RIT389_006610-T1	DBVPG3775_003662-T1
GF00002060	RIT389_001298-T1	DBVPG3775_003661-T1
GF00002061	RIT389_001299-T1	DBVPG3775_003660-T1
GF00002062	RIT389_001300-T1	DBVPG3775_003659-T1
GF00002063	RIT389_001301-T1	DBVPG3775_003658-T1
GF00002064	RIT389_001303-T1	DBVPG3775_003656-T1
GF00002065	RIT389_001305-T1	DBVPG3775_003654-T1
GF00002066	RIT389_002439-T1	DBVPG3775_004668-T1
GF00002067	RIT389_011677-T1	DBVPG3775_003648-T1
GF00002068	RIT389_001312-T1	DBVPG3775_003647-T1
GF00002069	RIT389_011673-T1	DBVPG3775_003644-T1
GF00002070	RIT389_001322-T1	DBVPG3775_003637-T1
GF00002071	RIT389_001323-T1	DBVPG3775_003636-T1
GF00002072	RIT389_002925-T1	DBVPG3775_003634-T1
GF00002073	RIT389_001326-T1	DBVPG3775_003633-T1
GF00002074	RIT389_001327-T1	DBVPG3775_003631-T1
GF00002075	RIT389_002929-T1	DBVPG3775_003630-T1
GF00002076	RIT389_001329-T1	DBVPG3775_003629-T1
GF00002077	RIT389_002931-T1	DBVPG3775_003628-T1
GF00002078	RIT389_001331-T1	DBVPG3775_003627-T1
GF00002079	RIT389_001332-T1	DBVPG3775_003626-T1
GF00002080	RIT389_001333-T1	DBVPG3775_003625-T1
GF00002081	RIT389_001334-T1	DBVPG3775_003624-T1
GF00002082	RIT389_001335-T1	DBVPG3775_003623-T1
GF00002083	RIT389_001336-T1	DBVPG3775_003622-T1
GF00002084	RIT389_010458-T1	DBVPG3775_005218-T1
GF00002085	RIT389_001341-T1	DBVPG3775_005219-T1
GF00002086	RIT389_010454-T1	DBVPG3775_005221-T1
GF00002087	RIT389_001344-T1	DBVPG3775_005222-T1
GF00002088	RIT389_010452-T1	DBVPG3775_005223-T1
GF00002089	RIT389_001346-T1	DBVPG3775_005224-T1
GF00002090	RIT389_001348-T1	DBVPG3775_005225-T1
GF00002091	RIT389_001350-T1	DBVPG3775_005227-T1
GF00002092	RIT389_001355-T1	DBVPG3775_005232-T1
GF00002093	RIT389_001359-T1	DBVPG3775_005236-T1
GF00002094	RIT389_001360-T1	DBVPG3775_005237-T1
GF00002095	RIT389_010198-T1	DBVPG3775_005238-T1
GF00002096	RIT389_001362-T1	DBVPG3775_005239-T1
GF00002097	RIT389_001364-T1	DBVPG3775_005241-T1
GF00002098	RIT389_001365-T1	DBVPG3775_005242-T1
GF00002099	RIT389_001366-T1	DBVPG3775_005243-T1
GF00002100	RIT389_001368-T1	DBVPG3775_005245-T1
GF00002101	RIT389_001369-T1	DBVPG3775_005246-T1
GF00002102	RIT389_011035-T1	DBVPG3775_005247-T1
GF00002103	RIT389_001373-T1	DBVPG3775_005249-T1
GF00002104	RIT389_001376-T1	DBVPG3775_005253-T1
GF00002105	RIT389_013281-T1	DBVPG3775_005255-T1
GF00002106	RIT389_011398-T1	DBVPG3775_005119-T1
GF00002107	RIT389_001383-T1	DBVPG3775_005121-T1
GF00002108	RIT389_001386-T1	DBVPG3775_005124-T1
GF00002109	RIT389_011404-T1	DBVPG3775_005125-T1
GF00002110	RIT389_011405-T1	DBVPG3775_005126-T1
GF00002111	RIT389_001389-T1	DBVPG3775_005127-T1
GF00002112	RIT389_001390-T1	DBVPG3775_005128-T1
GF00002113	RIT389_009065-T1	DBVPG3775_005130-T1
GF00002114	RIT389_009066-T1	DBVPG3775_005131-T1
GF00002115	RIT389_001394-T1	DBVPG3775_005132-T1
GF00002116	RIT389_009068-T1	DBVPG3775_005133-T1
GF00002117	RIT389_009069-T1	DBVPG3775_005134-T1
GF00002118	RIT389_001398-T1	DBVPG3775_005136-T1
GF00002119	RIT389_001399-T1	DBVPG3775_005137-T1
GF00002120	RIT389_009073-T1	DBVPG3775_005138-T1
GF00002121	RIT389_001401-T1	DBVPG3775_005139-T1
GF00002122	RIT389_009075-T1	DBVPG3775_005140-T1
GF00002123	RIT389_009076-T1	DBVPG3775_005141-T1
GF00002124	RIT389_001404-T1	DBVPG3775_005142-T1
GF00002125	RIT389_011269-T1	DBVPG3775_003973-T1
GF00002126	RIT389_011268-T1	DBVPG3775_003974-T1
GF00002127	RIT389_001414-T1	DBVPG3775_003975-T1
GF00002128	RIT389_011266-T1	DBVPG3775_003976-T1
GF00002129	RIT389_011265-T1	DBVPG3775_003977-T1
GF00002130	RIT389_001417-T1	DBVPG3775_003978-T1
GF00002131	RIT389_001418-T1	DBVPG3775_003979-T1
GF00002132	RIT389_001424-T1	DBVPG3775_000342-T1
GF00002133	RIT389_001425-T1	DBVPG3775_000341-T1
GF00002134	RIT389_006491-T1	DBVPG3775_000340-T1
GF00002135	RIT389_001428-T1	DBVPG3775_000338-T1
GF00002136	RIT389_001429-T1	DBVPG3775_000337-T1
GF00002137	RIT389_001430-T1	DBVPG3775_000336-T1
GF00002138	RIT389_001433-T1	DBVPG3775_000332-T1
GF00002139	RIT389_001434-T1	DBVPG3775_000331-T1
GF00002140	RIT389_001435-T1	DBVPG3775_000330-T1
GF00002141	RIT389_001436-T1	DBVPG3775_000329-T1
GF00002142	RIT389_001437-T1	DBVPG3775_000328-T1
GF00002143	RIT389_006479-T1	DBVPG3775_000327-T1
GF00002144	RIT389_006478-T1	DBVPG3775_000326-T1
GF00002145	RIT389_001440-T1	DBVPG3775_000325-T1
GF00002146	RIT389_006476-T1	DBVPG3775_000324-T1
GF00002147	RIT389_006475-T1	DBVPG3775_000323-T1
GF00002148	RIT389_001443-T1	DBVPG3775_000322-T1
GF00002149	RIT389_001444-T1	DBVPG3775_000321-T1
GF00002150	RIT389_006472-T1	DBVPG3775_000320-T1
GF00002151	RIT389_001446-T1	DBVPG3775_000319-T1
GF00002152	RIT389_001447-T1	DBVPG3775_000318-T1
GF00002153	RIT389_001449-T1	DBVPG3775_000316-T1
GF00002154	RIT389_001451-T1	DBVPG3775_000314-T1
GF00002155	RIT389_001452-T1	DBVPG3775_000313-T1
GF00002156	RIT389_014683-T1	DBVPG3775_000311-T1
GF00002157	RIT389_001456-T1	DBVPG3775_000309-T1
GF00002158	RIT389_001457-T1	DBVPG3775_000308-T1
GF00002159	RIT389_001458-T1	DBVPG3775_000307-T1
GF00002160	RIT389_001459-T1	DBVPG3775_000306-T1
GF00002161	RIT389_007207-T1	DBVPG3775_000401-T1
GF00002162	RIT389_001462-T1	DBVPG3775_000304-T1
GF00002163	RIT389_001463-T1	DBVPG3775_000303-T1
GF00002164	RIT389_001464-T1	DBVPG3775_000302-T1
GF00002165	RIT389_001466-T1	DBVPG3775_000299-T1
GF00002166	RIT389_011937-T1	DBVPG3775_000294-T1
GF00002167	RIT389_001512-T1	DBVPG3775_004205-T1
GF00002168	RIT389_002743-T1	DBVPG3775_004206-T1
GF00002169	RIT389_002744-T1	DBVPG3775_004207-T1
GF00002170	RIT389_002745-T1	DBVPG3775_004208-T1
GF00002171	RIT389_001516-T1	DBVPG3775_004209-T1
GF00002172	RIT389_002756-T1	DBVPG3775_004213-T1
GF00002173	RIT389_002757-T1	DBVPG3775_004214-T1
GF00002174	RIT389_001522-T1	DBVPG3775_004215-T1
GF00002175	RIT389_001523-T1	DBVPG3775_004216-T1
GF00002176	RIT389_001524-T1	DBVPG3775_004217-T1
GF00002177	RIT389_001525-T1	DBVPG3775_004218-T1
GF00002178	RIT389_001526-T1	DBVPG3775_004219-T1
GF00002179	RIT389_001527-T1	DBVPG3775_004220-T1
GF00002180	RIT389_001528-T1	DBVPG3775_004221-T1
GF00002181	RIT389_001529-T1	DBVPG3775_004222-T1
GF00002182	RIT389_001530-T1	DBVPG3775_004223-T1
GF00002183	RIT389_002767-T1	DBVPG3775_004224-T1
GF00002184	RIT389_002768-T1	DBVPG3775_004225-T1
GF00002185	RIT389_001533-T1	DBVPG3775_004226-T1
GF00002186	RIT389_001534-T1	DBVPG3775_004227-T1
GF00002187	RIT389_001535-T1	DBVPG3775_004228-T1
GF00002188	RIT389_001537-T1	DBVPG3775_004231-T1
GF00002189	RIT389_002776-T1	DBVPG3775_004233-T1
GF00002190	RIT389_001540-T1	DBVPG3775_004234-T1
GF00002191	RIT389_002778-T1	DBVPG3775_004235-T1
GF00002192	RIT389_002779-T1	DBVPG3775_004236-T1
GF00002193	RIT389_002780-T1	DBVPG3775_004237-T1
GF00002194	RIT389_001544-T1	DBVPG3775_001036-T1
GF00002195	RIT389_001545-T1	DBVPG3775_001037-T1
GF00002196	RIT389_001549-T1	DBVPG3775_001042-T1
GF00002197	RIT389_001550-T1	DBVPG3775_001043-T1
GF00002198	RIT389_001551-T1	DBVPG3775_001044-T1
GF00002199	RIT389_001553-T1	DBVPG3775_001046-T1
GF00002200	RIT389_001556-T1	DBVPG3775_005933-T1
GF00002201	RIT389_005476-T1	DBVPG3775_001171-T1
GF00002202	RIT389_004511-T1	DBVPG3775_003441-T1
GF00002203	RIT389_001558-T1	DBVPG3775_005931-T1
GF00002204	RIT389_001559-T1	DBVPG3775_005930-T1
GF00002205	RIT389_001561-T1	DBVPG3775_005928-T1
GF00002206	RIT389_001562-T1	DBVPG3775_005927-T1
GF00002207	RIT389_001563-T1	DBVPG3775_005926-T1
GF00002208	RIT389_001567-T1	DBVPG3775_005923-T1
GF00002209	RIT389_001568-T1	DBVPG3775_005922-T1
GF00002210	RIT389_001569-T1	DBVPG3775_005921-T1
GF00002211	RIT389_001570-T1	DBVPG3775_005920-T1
GF00002212	RIT389_004488-T1	DBVPG3775_005919-T1
GF00002213	RIT389_001572-T1	DBVPG3775_005918-T1
GF00002214	RIT389_004486-T1	DBVPG3775_005917-T1
GF00002215	RIT389_001574-T1	DBVPG3775_005916-T1
GF00002216	RIT389_001577-T1	DBVPG3775_005913-T1
GF00002217	RIT389_004479-T1	DBVPG3775_005912-T1
GF00002218	RIT389_001579-T1	DBVPG3775_005911-T1
GF00002219	RIT389_001580-T1	DBVPG3775_005910-T1
GF00002220	RIT389_004476-T1	DBVPG3775_005909-T1
GF00002221	RIT389_001583-T1	DBVPG3775_005907-T1
GF00002222	RIT389_001584-T1	DBVPG3775_005906-T1
GF00002223	RIT389_001585-T1	DBVPG3775_005905-T1
GF00002224	RIT389_001586-T1	DBVPG3775_005904-T1
GF00002225	RIT389_001587-T1	DBVPG3775_005903-T1
GF00002226	RIT389_001884-T1	DBVPG3775_003117-T1
GF00002227	RIT389_001589-T1	DBVPG3775_005901-T1
GF00002228	RIT389_001590-T1	DBVPG3775_005900-T1
GF00002229	RIT389_001591-T1	DBVPG3775_005899-T1
GF00002230	RIT389_011254-T1	DBVPG3775_005898-T1
GF00002231	RIT389_001593-T1	DBVPG3775_005897-T1
GF00002232	RIT389_009202-T1	DBVPG3775_005896-T1
GF00002233	RIT389_001595-T1	DBVPG3775_005895-T1
GF00002234	RIT389_014111-T1	DBVPG3775_001446-T1
GF00002235	RIT389_014110-T1	DBVPG3775_001445-T1
GF00002236	RIT389_014109-T1	DBVPG3775_001444-T1
GF00002237	RIT389_001602-T1	DBVPG3775_001442-T1
GF00002238	RIT389_001605-T1	DBVPG3775_001439-T1
GF00002239	RIT389_001606-T1	DBVPG3775_001438-T1
GF00002240	RIT389_010805-T1	DBVPG3775_001437-T1
GF00002241	RIT389_010804-T1	DBVPG3775_001436-T1
GF00002242	RIT389_001609-T1	DBVPG3775_001435-T1
GF00002243	RIT389_005418-T1	DBVPG3775_001429-T1
GF00002244	RIT389_001614-T1	DBVPG3775_001428-T1
GF00002245	RIT389_001618-T1	DBVPG3775_001424-T1
GF00002246	RIT389_005412-T1	DBVPG3775_001423-T1
GF00002247	RIT389_001620-T1	DBVPG3775_001422-T1
GF00002248	RIT389_001621-T1	DBVPG3775_001421-T1
GF00002249	RIT389_001624-T1	DBVPG3775_001418-T1
GF00002250	RIT389_001625-T1	DBVPG3775_001417-T1
GF00002251	RIT389_001627-T1	DBVPG3775_001415-T1
GF00002252	RIT389_005402-T1	DBVPG3775_001413-T1
GF00002253	RIT389_005400-T1	DBVPG3775_001411-T1
GF00002254	RIT389_001632-T1	DBVPG3775_001410-T1
GF00002255	RIT389_005398-T1	DBVPG3775_001409-T1
GF00002256	RIT389_001634-T1	DBVPG3775_001408-T1
GF00002257	RIT389_001635-T1	DBVPG3775_001407-T1
GF00002258	RIT389_014898-T1	DBVPG3775_005811-T1
GF00002259	RIT389_001639-T1	DBVPG3775_005813-T1
GF00002260	RIT389_003050-T1	DBVPG3775_005814-T1
GF00002261	RIT389_003054-T1	DBVPG3775_005817-T1
GF00002262	RIT389_001644-T1	DBVPG3775_005818-T1
GF00002263	RIT389_001645-T1	DBVPG3775_005819-T1
GF00002264	RIT389_001647-T1	DBVPG3775_005821-T1
GF00002265	RIT389_003059-T1	DBVPG3775_005822-T1
GF00002266	RIT389_001649-T1	DBVPG3775_005823-T1
GF00002267	RIT389_003061-T1	DBVPG3775_005824-T1
GF00002268	RIT389_010818-T1	DBVPG3775_007102-T1
GF00002269	RIT389_003064-T1	DBVPG3775_005829-T1
GF00002270	RIT389_001657-T1	DBVPG3775_005831-T1
GF00002271	RIT389_001661-T1	DBVPG3775_005835-T1
GF00002272	RIT389_007470-T1	DBVPG3775_005836-T1
GF00002273	RIT389_001663-T1	DBVPG3775_005837-T1
GF00002274	RIT389_007472-T1	DBVPG3775_005838-T1
GF00002275	RIT389_001667-T1	DBVPG3775_005840-T1
GF00002276	RIT389_001668-T1	DBVPG3775_005841-T1
GF00002277	RIT389_001671-T1	DBVPG3775_005844-T1
GF00002278	RIT389_001674-T1	DBVPG3775_002119-T1
GF00002279	RIT389_013557-T1	DBVPG3775_002116-T1
GF00002280	RIT389_001679-T1	DBVPG3775_002115-T1
GF00002281	RIT389_013559-T1	DBVPG3775_002114-T1
GF00002282	RIT389_001684-T1	DBVPG3775_002109-T1
GF00002283	RIT389_001685-T1	DBVPG3775_002108-T1
GF00002284	RIT389_001686-T1	DBVPG3775_002107-T1
GF00002285	RIT389_001687-T1	DBVPG3775_002106-T1
GF00002286	RIT389_001688-T1	DBVPG3775_002105-T1
GF00002287	RIT389_001689-T1	DBVPG3775_002104-T1
GF00002288	RIT389_001690-T1	DBVPG3775_002103-T1
GF00002289	RIT389_010636-T1	DBVPG3775_002099-T1
GF00002290	RIT389_001695-T1	DBVPG3775_002098-T1
GF00002291	RIT389_001696-T1	DBVPG3775_002097-T1
GF00002292	RIT389_001698-T1	DBVPG3775_002096-T1
GF00002293	RIT389_001699-T1	DBVPG3775_002095-T1
GF00002294	RIT389_001700-T1	DBVPG3775_002094-T1
GF00002295	RIT389_001701-T1	DBVPG3775_002093-T1
GF00002296	RIT389_008683-T1	DBVPG3775_002092-T1
GF00002297	RIT389_001703-T1	DBVPG3775_002091-T1
GF00002298	RIT389_001705-T1	DBVPG3775_002089-T1
GF00002299	RIT389_008679-T1	DBVPG3775_002088-T1
GF00002300	RIT389_001707-T1	DBVPG3775_002087-T1
GF00002301	RIT389_008677-T1	DBVPG3775_002086-T1
GF00002302	RIT389_001709-T1	DBVPG3775_002085-T1
GF00002303	RIT389_014641-T1	DBVPG3775_002084-T1
GF00002304	RIT389_009029-T1	DBVPG3775_006552-T1
GF00002305	RIT389_009030-T1	DBVPG3775_006553-T1
GF00002306	RIT389_009031-T1	DBVPG3775_006554-T1
GF00002307	RIT389_009034-T1	DBVPG3775_006557-T1
GF00002308	RIT389_001721-T1	DBVPG3775_006558-T1
GF00002309	RIT389_001722-T1	DBVPG3775_006559-T1
GF00002310	RIT389_001724-T1	DBVPG3775_006561-T1
GF00002311	RIT389_001725-T1	DBVPG3775_006562-T1
GF00002312	RIT389_001730-T1	DBVPG3775_006566-T1
GF00002313	RIT389_001731-T1	DBVPG3775_006567-T1
GF00002314	RIT389_002882-T1	DBVPG3775_006569-T1
GF00002315	RIT389_001733-T1	DBVPG3775_006570-T1
GF00002316	RIT389_002880-T1	DBVPG3775_006571-T1
GF00002317	RIT389_002879-T1	DBVPG3775_006572-T1
GF00002318	RIT389_004054-T1	
GF00002319	RIT389_002872-T1	DBVPG3775_006579-T1
GF00002320	RIT389_012318-T1	DBVPG3775_004046-T1
GF00002321	RIT389_001746-T1	DBVPG3775_004047-T1
GF00002322	RIT389_012320-T1	DBVPG3775_004048-T1
GF00002323	RIT389_012321-T1	DBVPG3775_004049-T1
GF00002324	RIT389_012322-T1	DBVPG3775_004050-T1
GF00002325	RIT389_012324-T1	DBVPG3775_004052-T1
GF00002326	RIT389_001752-T1	DBVPG3775_004053-T1
GF00002327	RIT389_001753-T1	DBVPG3775_004054-T1
GF00002328	RIT389_001755-T1	DBVPG3775_004056-T1
GF00002329	RIT389_001757-T1	DBVPG3775_004058-T1
GF00002330	RIT389_001758-T1	DBVPG3775_004059-T1
GF00002331	RIT389_001761-T1	DBVPG3775_004062-T1
GF00002332	RIT389_001762-T1	DBVPG3775_004063-T1
GF00002333	RIT389_003719-T1	DBVPG3775_004064-T1
GF00002334	RIT389_001765-T1	DBVPG3775_004066-T1
GF00002335	RIT389_003716-T1	DBVPG3775_004067-T1
GF00002336	RIT389_003715-T1	DBVPG3775_004068-T1
GF00002337	RIT389_001768-T1	DBVPG3775_004069-T1
GF00002338	RIT389_003713-T1	DBVPG3775_004070-T1
GF00002339	RIT389_001770-T1	DBVPG3775_004071-T1
GF00002340	RIT389_001772-T1	DBVPG3775_004075-T1
GF00002341	RIT389_001775-T1	DBVPG3775_004077-T1
GF00002342	RIT389_003705-T1	DBVPG3775_004078-T1
