	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001985	TFCN22C4_002205-T1	DBVPG3775_003854-T1
GF00001986	TFCN22C4_008614-T1	DBVPG3775_003852-T1
GF00001987	TFCN22C4_008616-T1	DBVPG3775_003850-T1
GF00001988	TFCN22C4_008617-T1	DBVPG3775_003849-T1
GF00001989	TFCN22C4_013585-T1	DBVPG3775_003847-T1
GF00001990	TFCN22C4_013584-T1	DBVPG3775_003846-T1
GF00001991	TFCN22C4_002214-T1	DBVPG3775_003844-T1
GF00001992	TFCN22C4_002215-T1	DBVPG3775_003843-T1
GF00001993	TFCN22C4_013580-T1	DBVPG3775_003842-T1
GF00001994	TFCN22C4_004862-T1	DBVPG3775_002664-T1
GF00001995	TFCN22C4_002225-T1	DBVPG3775_004834-T1
GF00001996	TFCN22C4_004260-T1	DBVPG3775_004835-T1
GF00001997	TFCN22C4_002227-T1	DBVPG3775_004836-T1
GF00001998	TFCN22C4_002228-T1	DBVPG3775_004837-T1
GF00001999	TFCN22C4_002229-T1	DBVPG3775_004838-T1
GF00002000	TFCN22C4_004264-T1	DBVPG3775_004839-T1
GF00002001	TFCN22C4_004265-T1	DBVPG3775_004840-T1
GF00002002	TFCN22C4_002232-T1	DBVPG3775_004841-T1
GF00002003	TFCN22C4_004270-T1	DBVPG3775_004845-T1
GF00002004	TFCN22C4_002239-T1	DBVPG3775_004846-T1
GF00002005	TFCN22C4_004273-T1	DBVPG3775_004848-T1
GF00002006	TFCN22C4_004274-T1	DBVPG3775_004849-T1
GF00002007	TFCN22C4_004275-T1	DBVPG3775_004850-T1
GF00002008	TFCN22C4_002244-T1	DBVPG3775_004852-T1
GF00002009	TFCN22C4_004278-T1	DBVPG3775_004853-T1
GF00002010	TFCN22C4_004280-T1	DBVPG3775_004855-T1
GF00002011	TFCN22C4_004282-T1	DBVPG3775_004857-T1
GF00002012	TFCN22C4_004283-T1	DBVPG3775_004858-T1
GF00002013	TFCN22C4_004284-T1	DBVPG3775_004859-T1
GF00002014	TFCN22C4_004288-T1	DBVPG3775_004863-T1
GF00002015	TFCN22C4_002256-T1	DBVPG3775_004864-T1
GF00002016	TFCN22C4_004291-T1	DBVPG3775_004866-T1
GF00002017	TFCN22C4_004292-T1	DBVPG3775_004867-T1
GF00002018	TFCN22C4_002261-T1	DBVPG3775_004869-T1
GF00002019	TFCN22C4_004295-T1	DBVPG3775_004870-T1
GF00002020	TFCN22C4_004297-T1	DBVPG3775_004871-T1
GF00002021	TFCN22C4_004301-T1	DBVPG3775_004874-T1
GF00002022	TFCN22C4_002267-T1	DBVPG3775_004875-T1
GF00002023	TFCN22C4_002269-T1	DBVPG3775_004877-T1
GF00002024	TFCN22C4_004306-T1	DBVPG3775_004879-T1
GF00002025	TFCN22C4_004308-T1	DBVPG3775_004881-T1
GF00002026	TFCN22C4_002275-T1	DBVPG3775_004883-T1
GF00002027	TFCN22C4_002277-T1	DBVPG3775_004885-T1
GF00002028	TFCN22C4_006009-T1	DBVPG3775_000512-T1
GF00002029	TFCN22C4_004323-T1	DBVPG3775_004897-T1
GF00002030	TFCN22C4_004324-T1	DBVPG3775_004898-T1
GF00002031	TFCN22C4_002289-T1	DBVPG3775_004899-T1
GF00002032	TFCN22C4_002290-T1	DBVPG3775_004900-T1
GF00002033	TFCN22C4_004327-T1	DBVPG3775_004901-T1
GF00002034	TFCN22C4_002294-T1	DBVPG3775_004905-T1
GF00002035	TFCN22C4_004331-T1	DBVPG3775_004906-T1
GF00002036	TFCN22C4_002296-T1	DBVPG3775_004907-T1
GF00002037	TFCN22C4_002297-T1	DBVPG3775_004908-T1
GF00002038	TFCN22C4_002298-T1	DBVPG3775_004909-T1
GF00002039	TFCN22C4_002299-T1	DBVPG3775_004910-T1
GF00002040	TFCN22C4_002300-T1	DBVPG3775_004911-T1
GF00002041	TFCN22C4_002301-T1	DBVPG3775_004912-T1
GF00002042	TFCN22C4_004339-T1	DBVPG3775_004914-T1
GF00002043	TFCN22C4_002304-T1	DBVPG3775_004915-T1
GF00002044	TFCN22C4_002308-T1	DBVPG3775_004919-T1
GF00002045	TFCN22C4_002309-T1	DBVPG3775_004920-T1
GF00002046	TFCN22C4_002310-T1	DBVPG3775_004921-T1
GF00002047	TFCN22C4_004348-T1	DBVPG3775_004923-T1
GF00002048	TFCN22C4_002313-T1	DBVPG3775_004924-T1
GF00002049	TFCN22C4_002314-T1	DBVPG3775_004925-T1
GF00002050	TFCN22C4_004351-T1	DBVPG3775_004926-T1
GF00002051	TFCN22C4_004352-T1	DBVPG3775_004927-T1
GF00002052	TFCN22C4_004353-T1	DBVPG3775_004928-T1
GF00002053	TFCN22C4_002318-T1	DBVPG3775_004929-T1
GF00002054	TFCN22C4_002319-T1	DBVPG3775_004930-T1
GF00002055	TFCN22C4_002322-T1	DBVPG3775_004933-T1
GF00002056	TFCN22C4_004361-T1	DBVPG3775_004936-T1
GF00002057	TFCN22C4_002325-T1	DBVPG3775_004937-T1
GF00002058	TFCN22C4_004363-T1	DBVPG3775_004938-T1
GF00002059	TFCN22C4_002327-T1	DBVPG3775_004939-T1
GF00002060	TFCN22C4_002329-T1	DBVPG3775_004941-T1
GF00002061	TFCN22C4_004367-T1	DBVPG3775_004942-T1
GF00002062	TFCN22C4_004368-T1	DBVPG3775_004943-T1
GF00002063	TFCN22C4_004369-T1	DBVPG3775_004944-T1
GF00002064	TFCN22C4_002335-T1	DBVPG3775_007396-T1
GF00002065	TFCN22C4_002336-T1	DBVPG3775_007397-T1
GF00002066	TFCN22C4_004387-T1	DBVPG3775_007399-T1
GF00002067	TFCN22C4_004385-T1	DBVPG3775_007401-T1
GF00002068	TFCN22C4_004382-T1	DBVPG3775_007404-T1
GF00002069	TFCN22C4_002343-T1	DBVPG3775_007405-T1
GF00002070	TFCN22C4_002344-T1	DBVPG3775_007406-T1
GF00002071	TFCN22C4_004379-T1	DBVPG3775_007407-T1
GF00002072	TFCN22C4_002346-T1	DBVPG3775_007408-T1
GF00002073	TFCN22C4_007225-T1	DBVPG3775_004350-T1
GF00002074	TFCN22C4_002347-T1	DBVPG3775_007409-T1
GF00002075	TFCN22C4_004375-T1	DBVPG3775_007411-T1
GF00002076	TFCN22C4_004374-T1	DBVPG3775_007412-T1
GF00002077	TFCN22C4_002351-T1	DBVPG3775_007413-T1
GF00002078	TFCN22C4_004372-T1	DBVPG3775_007414-T1
GF00002079	TFCN22C4_004370-T1	DBVPG3775_007416-T1
GF00002080	TFCN22C4_002359-T1	DBVPG3775_005542-T1
GF00002081	TFCN22C4_002362-T1	DBVPG3775_005539-T1
GF00002082	TFCN22C4_002363-T1	DBVPG3775_005538-T1
GF00002083	TFCN22C4_002364-T1	DBVPG3775_005537-T1
GF00002084	TFCN22C4_006704-T1	DBVPG3775_005536-T1
GF00002085	TFCN22C4_002366-T1	DBVPG3775_005535-T1
GF00002086	TFCN22C4_002369-T1	DBVPG3775_005532-T1
GF00002087	TFCN22C4_002371-T1	DBVPG3775_005530-T1
GF00002088	TFCN22C4_002374-T1	DBVPG3775_005527-T1
GF00002089	TFCN22C4_002375-T1	DBVPG3775_005526-T1
GF00002090	TFCN22C4_002377-T1	DBVPG3775_005524-T1
GF00002091	TFCN22C4_002378-T1	DBVPG3775_005523-T1
GF00002092	TFCN22C4_002379-T1	DBVPG3775_005522-T1
GF00002093	TFCN22C4_002381-T1	DBVPG3775_005520-T1
GF00002094	TFCN22C4_002382-T1	DBVPG3775_005519-T1
GF00002095	TFCN22C4_002384-T1	DBVPG3775_005517-T1
GF00002096	TFCN22C4_006721-T1	DBVPG3775_005516-T1
GF00002097	TFCN22C4_002386-T1	DBVPG3775_005515-T1
GF00002098	TFCN22C4_002387-T1	DBVPG3775_005514-T1
GF00002099	TFCN22C4_006724-T1	DBVPG3775_005513-T1
GF00002100	TFCN22C4_002389-T1	DBVPG3775_005512-T1
GF00002101	TFCN22C4_002392-T1	DBVPG3775_005509-T1
GF00002102	TFCN22C4_002393-T1	DBVPG3775_005508-T1
GF00002103	TFCN22C4_002394-T1	DBVPG3775_005507-T1
GF00002104	TFCN22C4_002397-T1	DBVPG3775_005504-T1
GF00002105	TFCN22C4_002398-T1	DBVPG3775_005503-T1
GF00002106	TFCN22C4_005358-T1	DBVPG3775_001731-T1
GF00002107	TFCN22C4_002399-T1	DBVPG3775_005502-T1
GF00002108	TFCN22C4_006737-T1	DBVPG3775_005501-T1
GF00002109	TFCN22C4_002401-T1	DBVPG3775_005500-T1
GF00002110	TFCN22C4_006739-T1	DBVPG3775_005499-T1
GF00002111	TFCN22C4_002403-T1	DBVPG3775_005498-T1
GF00002112	TFCN22C4_006741-T1	DBVPG3775_005497-T1
GF00002113	TFCN22C4_002405-T1	DBVPG3775_005496-T1
GF00002114	TFCN22C4_002406-T1	DBVPG3775_005495-T1
GF00002115	TFCN22C4_006744-T1	DBVPG3775_005493-T1
GF00002116	TFCN22C4_002408-T1	DBVPG3775_005492-T1
GF00002117	TFCN22C4_006749-T1	DBVPG3775_005489-T1
GF00002118	TFCN22C4_002412-T1	DBVPG3775_005488-T1
GF00002119	TFCN22C4_002413-T1	DBVPG3775_005487-T1
GF00002120	TFCN22C4_002414-T1	DBVPG3775_005486-T1
GF00002121	TFCN22C4_002416-T1	DBVPG3775_005484-T1
GF00002122	TFCN22C4_002418-T1	DBVPG3775_005482-T1
GF00002123	TFCN22C4_006757-T1	DBVPG3775_005481-T1
GF00002124	TFCN22C4_002421-T1	DBVPG3775_005479-T1
GF00002125	TFCN22C4_002428-T1	DBVPG3775_005471-T1
GF00002126	TFCN22C4_002429-T1	DBVPG3775_005470-T1
GF00002127	TFCN22C4_002430-T1	DBVPG3775_005469-T1
GF00002128	TFCN22C4_006771-T1	DBVPG3775_005468-T1
GF00002129	TFCN22C4_002433-T1	DBVPG3775_005467-T1
GF00002130	TFCN22C4_002435-T1	DBVPG3775_005465-T1
GF00002131	TFCN22C4_002436-T1	DBVPG3775_005464-T1
GF00002132	TFCN22C4_002437-T1	DBVPG3775_005463-T1
GF00002133	TFCN22C4_006777-T1	DBVPG3775_005462-T1
GF00002134	TFCN22C4_002439-T1	DBVPG3775_005461-T1
GF00002135	TFCN22C4_006779-T1	DBVPG3775_005460-T1
GF00002136	TFCN22C4_006780-T1	DBVPG3775_005459-T1
GF00002137	TFCN22C4_002446-T1	DBVPG3775_005453-T1
GF00002138	TFCN22C4_002447-T1	DBVPG3775_005452-T1
GF00002139	TFCN22C4_002448-T1	DBVPG3775_005257-T1
GF00002140	TFCN22C4_006397-T1	DBVPG3775_005259-T1
GF00002141	TFCN22C4_002451-T1	DBVPG3775_005260-T1
GF00002142	TFCN22C4_006395-T1	DBVPG3775_005261-T1
GF00002143	TFCN22C4_002453-T1	DBVPG3775_005262-T1
GF00002144	TFCN22C4_002454-T1	DBVPG3775_005263-T1
GF00002145	TFCN22C4_002455-T1	DBVPG3775_005264-T1
GF00002146	TFCN22C4_006391-T1	DBVPG3775_005265-T1
GF00002147	TFCN22C4_006378-T1	DBVPG3775_005267-T1
GF00002148	TFCN22C4_006379-T1	DBVPG3775_005268-T1
GF00002149	TFCN22C4_002460-T1	DBVPG3775_005269-T1
GF00002150	TFCN22C4_002461-T1	DBVPG3775_005270-T1
GF00002151	TFCN22C4_002463-T1	DBVPG3775_005272-T1
GF00002152	TFCN22C4_002468-T1	DBVPG3775_005276-T1
GF00002153	TFCN22C4_002469-T1	DBVPG3775_005277-T1
GF00002154	TFCN22C4_006390-T1	DBVPG3775_005279-T1
GF00002155	TFCN22C4_006376-T1	DBVPG3775_005280-T1
GF00002156	TFCN22C4_006375-T1	DBVPG3775_005281-T1
GF00002157	TFCN22C4_002475-T1	DBVPG3775_005282-T1
GF00002158	TFCN22C4_002476-T1	DBVPG3775_005283-T1
GF00002159	TFCN22C4_002477-T1	DBVPG3775_005284-T1
GF00002160	TFCN22C4_002478-T1	DBVPG3775_005285-T1
GF00002161	TFCN22C4_002479-T1	DBVPG3775_005286-T1
GF00002162	TFCN22C4_002480-T1	DBVPG3775_005287-T1
GF00002163	TFCN22C4_002481-T1	DBVPG3775_005288-T1
GF00002164	TFCN22C4_002483-T1	DBVPG3775_005290-T1
GF00002165	TFCN22C4_006365-T1	DBVPG3775_005291-T1
GF00002166	TFCN22C4_002485-T1	DBVPG3775_005292-T1
GF00002167	TFCN22C4_002489-T1	DBVPG3775_005297-T1
GF00002168	TFCN22C4_002490-T1	DBVPG3775_005298-T1
GF00002169	TFCN22C4_006359-T1	DBVPG3775_005299-T1
GF00002170	TFCN22C4_006358-T1	DBVPG3775_005301-T1
GF00002171	TFCN22C4_002494-T1	DBVPG3775_005302-T1
GF00002172	TFCN22C4_002496-T1	DBVPG3775_005304-T1
GF00002173	TFCN22C4_002497-T1	DBVPG3775_005305-T1
GF00002174	TFCN22C4_002500-T1	DBVPG3775_005308-T1
GF00002175	TFCN22C4_002501-T1	DBVPG3775_005309-T1
GF00002176	TFCN22C4_002503-T1	DBVPG3775_005311-T1
GF00002177	TFCN22C4_002504-T1	DBVPG3775_005312-T1
GF00002178	TFCN22C4_002512-T1	DBVPG3775_005319-T1
GF00002179	TFCN22C4_002513-T1	DBVPG3775_005320-T1
GF00002180	TFCN22C4_006337-T1	DBVPG3775_005322-T1
GF00002181	TFCN22C4_006334-T1	DBVPG3775_005325-T1
GF00002182	TFCN22C4_002519-T1	DBVPG3775_005326-T1
GF00002183	TFCN22C4_002521-T1	DBVPG3775_005328-T1
GF00002184	TFCN22C4_002522-T1	DBVPG3775_005329-T1
GF00002185	TFCN22C4_002523-T1	DBVPG3775_005330-T1
GF00002186	TFCN22C4_006328-T1	DBVPG3775_005331-T1
GF00002187	TFCN22C4_002525-T1	DBVPG3775_005332-T1
GF00002188	TFCN22C4_010403-T1	DBVPG3775_006029-T1
GF00002189	TFCN22C4_002528-T1	DBVPG3775_005336-T1
GF00002190	TFCN22C4_002529-T1	DBVPG3775_005337-T1
GF00002191	TFCN22C4_002530-T1	DBVPG3775_005338-T1
GF00002192	TFCN22C4_006321-T1	DBVPG3775_005339-T1
GF00002193	TFCN22C4_002532-T1	DBVPG3775_005340-T1
GF00002194	TFCN22C4_006318-T1	DBVPG3775_005342-T1
GF00002195	TFCN22C4_002535-T1	DBVPG3775_005343-T1
GF00002196	TFCN22C4_002536-T1	DBVPG3775_005344-T1
GF00002197	TFCN22C4_002537-T1	DBVPG3775_005345-T1
GF00002198	TFCN22C4_006313-T1	DBVPG3775_005347-T1
GF00002199	TFCN22C4_006312-T1	DBVPG3775_005348-T1
GF00002200	TFCN22C4_002541-T1	DBVPG3775_005349-T1
GF00002201	TFCN22C4_006310-T1	DBVPG3775_005350-T1
GF00002202	TFCN22C4_006308-T1	DBVPG3775_005352-T1
GF00002203	TFCN22C4_002545-T1	DBVPG3775_005353-T1
GF00002204	TFCN22C4_002547-T1	DBVPG3775_003047-T1
GF00002205	TFCN22C4_002548-T1	DBVPG3775_003046-T1
GF00002206	TFCN22C4_003072-T1	DBVPG3775_003044-T1
GF00002207	TFCN22C4_003070-T1	DBVPG3775_003042-T1
GF00002208	TFCN22C4_003069-T1	DBVPG3775_003041-T1
GF00002209	TFCN22C4_003068-T1	DBVPG3775_003040-T1
GF00002210	TFCN22C4_003066-T1	DBVPG3775_003037-T1
GF00002211	TFCN22C4_003065-T1	DBVPG3775_003036-T1
GF00002212	TFCN22C4_002560-T1	DBVPG3775_003034-T1
GF00002213	TFCN22C4_003995-T1	DBVPG3775_007146-T1
GF00002214	TFCN22C4_002561-T1	DBVPG3775_003033-T1
GF00002215	TFCN22C4_003061-T1	DBVPG3775_003032-T1
GF00002216	TFCN22C4_002565-T1	DBVPG3775_003030-T1
GF00002217	TFCN22C4_002566-T1	DBVPG3775_003029-T1
GF00002218	TFCN22C4_003056-T1	DBVPG3775_003028-T1
GF00002219	TFCN22C4_007997-T1	DBVPG3775_002676-T1
GF00002220	TFCN22C4_003054-T1	DBVPG3775_003026-T1
GF00002221	TFCN22C4_002570-T1	DBVPG3775_003025-T1
GF00002222	TFCN22C4_003049-T1	DBVPG3775_003022-T1
GF00002223	TFCN22C4_003048-T1	DBVPG3775_003021-T1
GF00002224	TFCN22C4_003045-T1	DBVPG3775_003018-T1
GF00002225	TFCN22C4_003044-T1	DBVPG3775_003017-T1
GF00002226	TFCN22C4_002579-T1	DBVPG3775_003016-T1
GF00002227	TFCN22C4_002581-T1	DBVPG3775_003014-T1
GF00002228	TFCN22C4_003040-T1	DBVPG3775_003013-T1
GF00002229	TFCN22C4_003039-T1	DBVPG3775_003012-T1
GF00002230	TFCN22C4_002584-T1	DBVPG3775_003010-T1
GF00002231	TFCN22C4_002585-T1	DBVPG3775_003009-T1
GF00002232	TFCN22C4_003034-T1	DBVPG3775_003006-T1
GF00002233	TFCN22C4_011311-T1	DBVPG3775_006121-T1
GF00002234	TFCN22C4_002591-T1	DBVPG3775_003004-T1
GF00002235	TFCN22C4_002593-T1	DBVPG3775_003001-T1
GF00002236	TFCN22C4_002598-T1	DBVPG3775_002996-T1
GF00002237	TFCN22C4_002601-T1	DBVPG3775_002993-T1
GF00002238	TFCN22C4_003017-T1	DBVPG3775_002990-T1
GF00002239	TFCN22C4_003016-T1	DBVPG3775_002989-T1
GF00002240	TFCN22C4_003011-T1	DBVPG3775_002984-T1
GF00002241	TFCN22C4_003010-T1	DBVPG3775_002983-T1
GF00002242	TFCN22C4_002611-T1	DBVPG3775_002982-T1
GF00002243	TFCN22C4_003008-T1	DBVPG3775_002981-T1
GF00002244	TFCN22C4_002613-T1	DBVPG3775_002980-T1
GF00002245	TFCN22C4_013792-T1	DBVPG3775_007459-T1
GF00002246	TFCN22C4_003002-T1	DBVPG3775_002976-T1
GF00002247	TFCN22C4_003000-T1	DBVPG3775_002974-T1
GF00002248	TFCN22C4_002621-T1	DBVPG3775_002973-T1
GF00002249	TFCN22C4_002998-T1	DBVPG3775_002972-T1
GF00002250	TFCN22C4_002997-T1	DBVPG3775_002971-T1
GF00002251	TFCN22C4_002624-T1	DBVPG3775_002970-T1
GF00002252	TFCN22C4_002625-T1	DBVPG3775_002969-T1
GF00002253	TFCN22C4_002627-T1	DBVPG3775_002967-T1
GF00002254	TFCN22C4_002993-T1	DBVPG3775_002966-T1
GF00002255	TFCN22C4_002991-T1	DBVPG3775_002964-T1
GF00002256	TFCN22C4_005853-T1	DBVPG3775_004769-T1
GF00002257	TFCN22C4_002989-T1	DBVPG3775_002962-T1
GF00002258	TFCN22C4_002634-T1	DBVPG3775_002961-T1
GF00002259	TFCN22C4_002636-T1	DBVPG3775_002960-T1
GF00002260	TFCN22C4_002986-T1	DBVPG3775_002959-T1
GF00002261	TFCN22C4_002985-T1	DBVPG3775_002958-T1
GF00002262	TFCN22C4_002984-T1	DBVPG3775_002957-T1
GF00002263	TFCN22C4_002983-T1	DBVPG3775_002956-T1
GF00002264	TFCN22C4_002641-T1	DBVPG3775_002955-T1
GF00002265	TFCN22C4_002642-T1	DBVPG3775_002954-T1
GF00002266	TFCN22C4_002980-T1	DBVPG3775_002953-T1
GF00002267	TFCN22C4_002979-T1	DBVPG3775_002952-T1
GF00002268	TFCN22C4_008325-T1	DBVPG3775_004772-T1
GF00002269	TFCN22C4_002977-T1	DBVPG3775_002950-T1
GF00002270	TFCN22C4_002976-T1	DBVPG3775_002949-T1
GF00002271	TFCN22C4_002651-T1	DBVPG3775_002945-T1
GF00002272	TFCN22C4_002659-T1	DBVPG3775_002939-T1
GF00002273	TFCN22C4_002660-T1	DBVPG3775_002938-T1
GF00002274	TFCN22C4_002665-T1	DBVPG3775_002933-T1
GF00002275	TFCN22C4_002666-T1	DBVPG3775_002931-T1
GF00002276	TFCN22C4_006209-T1	DBVPG3775_005041-T1
GF00002277	TFCN22C4_002955-T1	DBVPG3775_002929-T1
GF00002278	TFCN22C4_002669-T1	
GF00002279	TFCN22C4_002670-T1	DBVPG3775_004504-T1
GF00002280	TFCN22C4_002954-T1	DBVPG3775_002928-T1
GF00002281	TFCN22C4_002953-T1	DBVPG3775_002927-T1
GF00002282	TFCN22C4_002673-T1	DBVPG3775_002926-T1
GF00002283	TFCN22C4_002678-T1	DBVPG3775_002922-T1
GF00002284	TFCN22C4_002679-T1	DBVPG3775_002921-T1
GF00002285	TFCN22C4_002945-T1	DBVPG3775_002920-T1
GF00002286	TFCN22C4_002682-T1	DBVPG3775_002918-T1
GF00002287	TFCN22C4_010312-T1	DBVPG3775_002813-T1
GF00002288	TFCN22C4_002685-T1	DBVPG3775_002915-T1
GF00002289	TFCN22C4_002687-T1	DBVPG3775_002913-T1
GF00002290	TFCN22C4_002688-T1	DBVPG3775_002912-T1
GF00002291	TFCN22C4_002936-T1	DBVPG3775_002911-T1
GF00002292	TFCN22C4_002935-T1	DBVPG3775_002910-T1
GF00002293	TFCN22C4_002697-T1	DBVPG3775_002906-T1
GF00002294	TFCN22C4_002702-T1	DBVPG3775_002902-T1
GF00002295	TFCN22C4_002925-T1	DBVPG3775_002899-T1
GF00002296	TFCN22C4_002706-T1	DBVPG3775_002897-T1
GF00002297	TFCN22C4_002917-T1	DBVPG3775_002891-T1
GF00002298	TFCN22C4_002709-T1	DBVPG3775_002893-T1
GF00002299	TFCN22C4_002914-T1	DBVPG3775_002888-T1
GF00002300	TFCN22C4_002716-T1	DBVPG3775_002887-T1
GF00002301	TFCN22C4_002912-T1	DBVPG3775_002886-T1
GF00002302	TFCN22C4_002718-T1	DBVPG3775_002885-T1
GF00002303	TFCN22C4_002719-T1	DBVPG3775_002884-T1
GF00002304	TFCN22C4_002720-T1	DBVPG3775_002883-T1
GF00002305	TFCN22C4_002723-T1	DBVPG3775_002879-T1
GF00002306	TFCN22C4_002724-T1	DBVPG3775_000040-T1
GF00002307	TFCN22C4_003741-T1	DBVPG3775_000306-T1
GF00002308	TFCN22C4_008986-T1	DBVPG3775_000041-T1
GF00002309	TFCN22C4_008987-T1	DBVPG3775_000042-T1
GF00002310	TFCN22C4_002727-T1	DBVPG3775_000043-T1
GF00002311	TFCN22C4_002728-T1	DBVPG3775_000044-T1
GF00002312	TFCN22C4_002730-T1	DBVPG3775_000046-T1
GF00002313	TFCN22C4_008992-T1	DBVPG3775_000047-T1
GF00002314	TFCN22C4_002732-T1	DBVPG3775_000048-T1
GF00002315	TFCN22C4_002734-T1	DBVPG3775_000050-T1
GF00002316	TFCN22C4_006402-T1	DBVPG3775_000051-T1
GF00002317	TFCN22C4_002738-T1	DBVPG3775_000063-T1
GF00002318	TFCN22C4_006405-T1	DBVPG3775_000064-T1
GF00002319	TFCN22C4_013452-T1	DBVPG3775_006782-T1
GF00002320	TFCN22C4_006407-T1	DBVPG3775_000066-T1
GF00002321	TFCN22C4_002742-T1	DBVPG3775_000067-T1
GF00002322	TFCN22C4_002744-T1	DBVPG3775_000069-T1
GF00002323	TFCN22C4_006415-T1	DBVPG3775_000074-T1
GF00002324	TFCN22C4_002750-T1	DBVPG3775_000075-T1
GF00002325	TFCN22C4_002751-T1	DBVPG3775_000076-T1
GF00002326	TFCN22C4_002752-T1	DBVPG3775_000077-T1
GF00002327	TFCN22C4_002753-T1	DBVPG3775_000078-T1
GF00002328	TFCN22C4_006421-T1	DBVPG3775_000080-T1
GF00002329	TFCN22C4_002758-T1	DBVPG3775_000083-T1
GF00002330	TFCN22C4_006426-T1	DBVPG3775_000085-T1
GF00002331	TFCN22C4_006427-T1	DBVPG3775_000086-T1
GF00002332	TFCN22C4_002762-T1	DBVPG3775_000087-T1
GF00002333	TFCN22C4_002763-T1	DBVPG3775_000088-T1
GF00002334	TFCN22C4_002764-T1	DBVPG3775_000089-T1
GF00002335	TFCN22C4_006431-T1	DBVPG3775_000090-T1
GF00002336	TFCN22C4_002766-T1	DBVPG3775_000091-T1
GF00002337	TFCN22C4_002768-T1	DBVPG3775_000093-T1
GF00002338	TFCN22C4_006436-T1	DBVPG3775_000095-T1
GF00002339	TFCN22C4_006438-T1	DBVPG3775_000097-T1
GF00002340	TFCN22C4_002772-T1	DBVPG3775_000098-T1
GF00002341	TFCN22C4_005578-T1	DBVPG3775_006045-T1
GF00002342	TFCN22C4_002773-T1	DBVPG3775_000099-T1
GF00002343	TFCN22C4_006443-T1	DBVPG3775_000101-T1
GF00002344	TFCN22C4_006444-T1	DBVPG3775_000102-T1
GF00002345	TFCN22C4_002778-T1	DBVPG3775_000104-T1
GF00002346	TFCN22C4_002780-T1	DBVPG3775_000106-T1
GF00002347	TFCN22C4_002781-T1	DBVPG3775_000107-T1
GF00002348	TFCN22C4_002782-T1	DBVPG3775_000108-T1
GF00002349	TFCN22C4_002783-T1	DBVPG3775_000109-T1
GF00002350	TFCN22C4_002784-T1	DBVPG3775_000110-T1
GF00002351	TFCN22C4_006454-T1	DBVPG3775_000112-T1
GF00002352	TFCN22C4_002787-T1	DBVPG3775_000113-T1
GF00002353	TFCN22C4_002789-T1	DBVPG3775_000115-T1
GF00002354	TFCN22C4_002790-T1	DBVPG3775_000116-T1
GF00002355	TFCN22C4_006459-T1	DBVPG3775_000117-T1
GF00002356	TFCN22C4_002792-T1	DBVPG3775_000118-T1
GF00002357	TFCN22C4_002793-T1	DBVPG3775_000119-T1
GF00002358	TFCN22C4_002794-T1	DBVPG3775_000120-T1
GF00002359	TFCN22C4_006463-T1	DBVPG3775_000121-T1
GF00002360	TFCN22C4_006465-T1	DBVPG3775_000123-T1
GF00002361	TFCN22C4_002799-T1	DBVPG3775_000125-T1
GF00002362	TFCN22C4_006468-T1	DBVPG3775_000126-T1
GF00002363	TFCN22C4_006469-T1	DBVPG3775_000127-T1
GF00002364	TFCN22C4_002802-T1	DBVPG3775_000128-T1
GF00002365	TFCN22C4_002803-T1	DBVPG3775_000129-T1
GF00002366	TFCN22C4_002804-T1	DBVPG3775_000130-T1
GF00002367	TFCN22C4_006473-T1	DBVPG3775_000131-T1
GF00002368	TFCN22C4_002806-T1	DBVPG3775_000132-T1
GF00002369	TFCN22C4_002807-T1	DBVPG3775_000133-T1
GF00002370	TFCN22C4_006476-T1	DBVPG3775_000134-T1
GF00002371	TFCN22C4_002809-T1	DBVPG3775_000135-T1
GF00002372	TFCN22C4_002810-T1	DBVPG3775_000136-T1
GF00002373	TFCN22C4_002812-T1	DBVPG3775_000137-T1
GF00002374	TFCN22C4_002813-T1	DBVPG3775_000138-T1
GF00002375	TFCN22C4_002817-T1	DBVPG3775_000142-T1
GF00002376	TFCN22C4_002819-T1	DBVPG3775_000144-T1
GF00002377	TFCN22C4_006487-T1	DBVPG3775_000145-T1
GF00002378	TFCN22C4_006488-T1	DBVPG3775_000146-T1
GF00002379	TFCN22C4_002822-T1	DBVPG3775_000147-T1
GF00002380	TFCN22C4_007667-T1	DBVPG3775_000151-T1
GF00002381	TFCN22C4_002825-T1	DBVPG3775_000152-T1
GF00002382	TFCN22C4_002827-T1	DBVPG3775_000154-T1
GF00002383	TFCN22C4_002830-T1	DBVPG3775_000156-T1
GF00002384	TFCN22C4_007673-T1	DBVPG3775_000157-T1
GF00002385	TFCN22C4_002832-T1	DBVPG3775_000158-T1
GF00002386	TFCN22C4_002833-T1	DBVPG3775_000159-T1
GF00002387	TFCN22C4_002834-T1	DBVPG3775_000160-T1
GF00002388	TFCN22C4_002835-T1	DBVPG3775_000161-T1
GF00002389	TFCN22C4_002836-T1	DBVPG3775_000162-T1
GF00002390	TFCN22C4_002837-T1	DBVPG3775_000163-T1
GF00002391	TFCN22C4_002838-T1	DBVPG3775_000164-T1
GF00002392	TFCN22C4_002839-T1	DBVPG3775_000165-T1
GF00002393	TFCN22C4_002843-T1	DBVPG3775_000169-T1
GF00002394	TFCN22C4_002845-T1	DBVPG3775_000171-T1
