	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000461	TFCN17Y2781_001888-T1, TFCN17Y2781_011321-T1, TFCN17Y2781_013418-T1, TFCN17Y2781_010540-T1	DBVPG3775_002595-T1, DBVPG3775_003696-T1
GF00000462	TFCN17Y2781_001894-T1, TFCN17Y2781_011313-T1, TFCN17Y2781_005370-T1, TFCN17Y2781_002815-T1	DBVPG3775_000912-T1, DBVPG3775_003688-T1
GF00000463	TFCN17Y2781_006286-T1, TFCN17Y2781_002207-T1, TFCN17Y2781_002975-T1, TFCN17Y2781_011105-T1	DBVPG3775_002230-T1, DBVPG3775_005648-T1
GF00000464	TFCN17Y2781_001930-T1, TFCN17Y2781_005673-T1, TFCN17Y2781_006827-T1, TFCN17Y2781_006891-T1	DBVPG3775_002665-T1, DBVPG3775_004998-T1
GF00000465	TFCN17Y2781_002050-T1, TFCN17Y2781_004628-T1, TFCN17Y2781_004841-T1, TFCN17Y2781_005970-T1	DBVPG3775_001748-T1, DBVPG3775_006738-T1
GF00000466	TFCN17Y2781_005148-T1, TFCN17Y2781_006945-T1, TFCN17Y2781_006944-T1	DBVPG3775_007101-T1, DBVPG3775_007102-T1, DBVPG3775_007103-T1
GF00000467	TFCN17Y2781_002085-T1, TFCN17Y2781_012588-T1, TFCN17Y2781_002356-T1, TFCN17Y2781_011128-T1	DBVPG3775_000317-T1, DBVPG3775_001936-T1
GF00000468	TFCN17Y2781_002093-T1, TFCN17Y2781_012580-T1, TFCN17Y2781_013129-T1, TFCN17Y2781_005620-T1	DBVPG3775_001945-T1, DBVPG3775_003599-T1
GF00000469	TFCN17Y2781_002124-T1, TFCN17Y2781_012863-T1, TFCN17Y2781_007552-T1, TFCN17Y2781_011870-T1	DBVPG3775_002316-T1, DBVPG3775_004784-T1
GF00000470	TFCN17Y2781_002131-T1, TFCN17Y2781_012872-T1, TFCN17Y2781_008896-T1, TFCN17Y2781_003903-T1	DBVPG3775_002308-T1, DBVPG3775_002947-T1
GF00000471	TFCN17Y2781_002138-T1, TFCN17Y2781_012879-T1, TFCN17Y2781_002141-T1, TFCN17Y2781_002909-T1	DBVPG3775_002301-T1, DBVPG3775_007593-T1
GF00000472	TFCN17Y2781_002158-T1, TFCN17Y2781_002927-T1, TFCN17Y2781_002159-T1, TFCN17Y2781_002928-T1	DBVPG3775_002281-T1, DBVPG3775_002282-T1
GF00000473	TFCN17Y2781_002198-T1, TFCN17Y2781_002967-T1, TFCN17Y2781_002545-T1, TFCN17Y2781_007275-T1	DBVPG3775_002240-T1, DBVPG3775_005856-T1
GF00000474	TFCN17Y2781_002201-T1, TFCN17Y2781_002970-T1, TFCN17Y2781_003110-T1, TFCN17Y2781_009015-T1	DBVPG3775_000451-T1, DBVPG3775_002236-T1
GF00000475	TFCN17Y2781_002222-T1, TFCN17Y2781_002990-T1, TFCN17Y2781_005369-T1, TFCN17Y2781_002814-T1	DBVPG3775_000913-T1, DBVPG3775_002216-T1
GF00000476	TFCN17Y2781_007887-T1, TFCN17Y2781_012299-T1, TFCN17Y2781_007012-T1, TFCN17Y2781_005311-T1	DBVPG3775_002532-T1, DBVPG3775_003035-T1
GF00000477	TFCN17Y2781_002245-T1, TFCN17Y2781_003007-T1, TFCN17Y2781_005123-T1, TFCN17Y2781_010745-T1	DBVPG3775_002190-T1, DBVPG3775_006283-T1
GF00000478	TFCN17Y2781_002265-T1, TFCN17Y2781_003028-T1, TFCN17Y2781_003893-T1, TFCN17Y2781_008883-T1	DBVPG3775_002165-T1, DBVPG3775_002934-T1
GF00000479	TFCN17Y2781_002271-T1, TFCN17Y2781_003035-T1, TFCN17Y2781_007270-T1, TFCN17Y2781_002551-T1	DBVPG3775_002159-T1, DBVPG3775_005850-T1
GF00000480	TFCN17Y2781_002273-T1, TFCN17Y2781_003038-T1, TFCN17Y2781_010191-T1, TFCN17Y2781_007859-T1	DBVPG3775_002156-T1, DBVPG3775_002821-T1
GF00000481	TFCN17Y2781_002349-T1, TFCN17Y2781_011121-T1, TFCN17Y2781_003964-T1, TFCN17Y2781_007713-T1	DBVPG3775_000310-T1, DBVPG3775_001376-T1
GF00000482	TFCN17Y2781_002354-T1, TFCN17Y2781_011126-T1, TFCN17Y2781_004502-T1, TFCN17Y2781_012942-T1	DBVPG3775_000315-T1, DBVPG3775_000699-T1
GF00000483	TFCN17Y2781_009691-T1, TFCN17Y2781_012624-T1, TFCN17Y2781_002620-T1, TFCN17Y2781_005514-T1	DBVPG3775_005703-T1, DBVPG3775_006821-T1
GF00000484	TFCN17Y2781_002401-T1, TFCN17Y2781_010694-T1, TFCN17Y2781_013148-T1, TFCN17Y2781_010693-T1	DBVPG3775_000364-T1, DBVPG3775_000365-T1
GF00000485	TFCN17Y2781_002430-T1, TFCN17Y2781_010711-T1, TFCN17Y2781_003431-T1, TFCN17Y2781_012065-T1	DBVPG3775_000400-T1, DBVPG3775_003863-T1
GF00000486	TFCN17Y2781_002442-T1, TFCN17Y2781_010725-T1, TFCN17Y2781_013016-T1, TFCN17Y2781_009272-T1	DBVPG3775_000414-T1, DBVPG3775_002056-T1
GF00000487	TFCN17Y2781_002477-T1, TFCN17Y2781_010955-T1, TFCN17Y2781_005251-T1, TFCN17Y2781_013098-T1	DBVPG3775_003487-T1, DBVPG3775_007427-T1
GF00000488	TFCN17Y2781_002512-T1, TFCN17Y2781_007309-T1, TFCN17Y2781_013155-T1, TFCN17Y2781_013332-T1	DBVPG3775_003523-T1, DBVPG3775_006548-T1
GF00000489	TFCN17Y2781_002528-T1, TFCN17Y2781_007293-T1, TFCN17Y2781_004945-T1, TFCN17Y2781_007100-T1	DBVPG3775_005873-T1, DBVPG3775_006642-T1
GF00000490	TFCN17Y2781_002546-T1, TFCN17Y2781_007274-T1, TFCN17Y2781_002596-T1, TFCN17Y2781_005541-T1	DBVPG3775_005674-T1, DBVPG3775_005855-T1
GF00000491	TFCN17Y2781_002580-T1, TFCN17Y2781_007151-T1, TFCN17Y2781_007413-T1, TFCN17Y2781_004531-T1	DBVPG3775_001783-T1, DBVPG3775_005820-T1
GF00000492	TFCN17Y2781_002722-T1, TFCN17Y2781_009116-T1, TFCN17Y2781_009110-T1, TFCN17Y2781_002726-T1	DBVPG3775_004387-T1, DBVPG3775_004392-T1
GF00000493	TFCN17Y2781_008761-T1, TFCN17Y2781_007201-T1, TFCN17Y2781_007202-T1, TFCN17Y2781_008760-T1	DBVPG3775_006008-T1, DBVPG3775_006009-T1
GF00000494	TFCN17Y2781_002619-T1, TFCN17Y2781_005515-T1, TFCN17Y2781_011548-T1, TFCN17Y2781_006274-T1	DBVPG3775_005636-T1, DBVPG3775_005702-T1
GF00000495	TFCN17Y2781_002630-T1, TFCN17Y2781_005502-T1, TFCN17Y2781_006041-T1, TFCN17Y2781_007703-T1	DBVPG3775_004566-T1, DBVPG3775_005717-T1
GF00000496	TFCN17Y2781_002645-T1, TFCN17Y2781_005487-T1, TFCN17Y2781_012304-T1, TFCN17Y2781_007892-T1	DBVPG3775_002527-T1, DBVPG3775_004475-T1
GF00000497	TFCN17Y2781_002650-T1, TFCN17Y2781_005481-T1, TFCN17Y2781_004840-T1, TFCN17Y2781_005969-T1	DBVPG3775_001747-T1, DBVPG3775_004469-T1
GF00000498	TFCN17Y2781_002692-T1, TFCN17Y2781_005437-T1, TFCN17Y2781_002693-T1, TFCN17Y2781_013535-T1	DBVPG3775_004422-T1, DBVPG3775_004423-T1
GF00000499	TFCN17Y2781_002712-T1, TFCN17Y2781_009127-T1, TFCN17Y2781_004758-T1, TFCN17Y2781_012409-T1	DBVPG3775_001657-T1, DBVPG3775_004403-T1
GF00000500	TFCN17Y2781_002735-T1, TFCN17Y2781_009102-T1, TFCN17Y2781_003947-T1, TFCN17Y2781_007049-T1	DBVPG3775_002994-T1, DBVPG3775_004377-T1
GF00000501	TFCN17Y2781_002763-T1, TFCN17Y2781_005406-T1, TFCN17Y2781_012510-T1, TFCN17Y2781_009975-T1	DBVPG3775_000966-T1, DBVPG3775_003242-T1
GF00000502	TFCN17Y2781_002764-T1, TFCN17Y2781_005405-T1, TFCN17Y2781_008136-T1, TFCN17Y2781_011057-T1	DBVPG3775_000965-T1, DBVPG3775_004741-T1
GF00000503	TFCN17Y2781_002772-T1, TFCN17Y2781_005397-T1, TFCN17Y2781_010363-T1, TFCN17Y2781_013189-T1	DBVPG3775_000957-T1, DBVPG3775_003407-T1
GF00000504	TFCN17Y2781_003944-T1, TFCN17Y2781_007052-T1, TFCN17Y2781_007051-T1, TFCN17Y2781_003945-T1	DBVPG3775_002991-T1, DBVPG3775_002992-T1
GF00000505	TFCN17Y2781_002826-T1, TFCN17Y2781_005344-T1, TFCN17Y2781_006258-T1, TFCN17Y2781_011562-T1	DBVPG3775_000900-T1, DBVPG3775_007269-T1
GF00000506	TFCN17Y2781_002827-T1, TFCN17Y2781_005343-T1, TFCN17Y2781_003736-T1, TFCN17Y2781_010690-T1	DBVPG3775_000899-T1, DBVPG3775_007395-T1
GF00000507	TFCN17Y2781_002835-T1, TFCN17Y2781_005335-T1, TFCN17Y2781_004480-T1, TFCN17Y2781_013199-T1	DBVPG3775_000675-T1, DBVPG3775_000891-T1
GF00000508	TFCN17Y2781_002848-T1, TFCN17Y2781_010815-T1, TFCN17Y2781_004744-T1, TFCN17Y2781_012395-T1	DBVPG3775_000878-T1, DBVPG3775_001640-T1
GF00000509	TFCN17Y2781_002866-T1, TFCN17Y2781_010833-T1, TFCN17Y2781_010147-T1, TFCN17Y2781_011605-T1	DBVPG3775_000858-T1, DBVPG3775_007223-T1
GF00000510	TFCN17Y2781_013519-T1, TFCN17Y2781_013559-T1, TFCN17Y2781_013517-T1, TFCN17Y2781_013603-T1	DBVPG3775_007562-T1, DBVPG3775_007595-T1
GF00000511	TFCN17Y2781_007889-T1, TFCN17Y2781_012301-T1, TFCN17Y2781_003896-T1, TFCN17Y2781_008886-T1	DBVPG3775_002530-T1, DBVPG3775_002937-T1
GF00000512	TFCN17Y2781_002891-T1, TFCN17Y2781_006702-T1, TFCN17Y2781_003142-T1, TFCN17Y2781_007471-T1	DBVPG3775_000487-T1, DBVPG3775_000832-T1
GF00000513	TFCN17Y2781_003750-T1, TFCN17Y2781_003749-T1, TFCN17Y2781_010657-T1, TFCN17Y2781_010656-T1	DBVPG3775_004931-T1, DBVPG3775_004932-T1
GF00000514	TFCN17Y2781_003074-T1, TFCN17Y2781_012017-T1, TFCN17Y2781_012110-T1, TFCN17Y2781_004623-T1	DBVPG3775_001885-T1, DBVPG3775_007538-T1
GF00000515	TFCN17Y2781_009787-T1, TFCN17Y2781_007330-T1, TFCN17Y2781_009046-T1, TFCN17Y2781_006137-T1	DBVPG3775_005932-T1, DBVPG3775_006214-T1
GF00000516	TFCN17Y2781_013619-T1, TFCN17Y2781_013629-T1, TFCN17Y2781_006869-T1, TFCN17Y2781_013613-T1	DBVPG3775_007574-T1, DBVPG3775_007580-T1
GF00000517	TFCN17Y2781_003160-T1, TFCN17Y2781_007457-T1, TFCN17Y2781_008984-T1, TFCN17Y2781_011445-T1	DBVPG3775_000508-T1, DBVPG3775_001556-T1
GF00000518	TFCN17Y2781_003329-T1, TFCN17Y2781_007090-T1, TFCN17Y2781_007022-T1, TFCN17Y2781_005322-T1	DBVPG3775_003023-T1, DBVPG3775_003964-T1
GF00000519	TFCN17Y2781_003341-T1, TFCN17Y2781_007078-T1, TFCN17Y2781_008724-T1, TFCN17Y2781_010437-T1	DBVPG3775_003952-T1, DBVPG3775_005968-T1
GF00000520	TFCN17Y2781_003344-T1, TFCN17Y2781_007075-T1, TFCN17Y2781_010074-T1, TFCN17Y2781_003789-T1	DBVPG3775_003949-T1, DBVPG3775_004887-T1
GF00000521	TFCN17Y2781_003387-T1, TFCN17Y2781_011680-T1, TFCN17Y2781_004558-T1, TFCN17Y2781_007440-T1	DBVPG3775_001813-T1, DBVPG3775_003910-T1
GF00000522	TFCN17Y2781_003402-T1, TFCN17Y2781_012146-T1, TFCN17Y2781_003622-T1, TFCN17Y2781_010025-T1	DBVPG3775_003895-T1, DBVPG3775_005155-T1
GF00000523	TFCN17Y2781_003438-T1, TFCN17Y2781_012654-T1, TFCN17Y2781_008641-T1, TFCN17Y2781_010791-T1	DBVPG3775_003856-T1, DBVPG3775_006677-T1
GF00000524	TFCN17Y2781_003439-T1, TFCN17Y2781_012655-T1, TFCN17Y2781_003723-T1, TFCN17Y2781_010676-T1	DBVPG3775_003855-T1, DBVPG3775_007410-T1
GF00000525	TFCN17Y2781_003594-T1, TFCN17Y2781_003625-T1, TFCN17Y2781_010028-T1, TFCN17Y2781_009994-T1	DBVPG3775_005158-T1, DBVPG3775_007150-T1
GF00000526	TFCN17Y2781_003598-T1, TFCN17Y2781_009999-T1, TFCN17Y2781_009998-T1	DBVPG3775_003034-T1, DBVPG3775_007145-T1, DBVPG3775_007146-T1
GF00000527	TFCN17Y2781_006825-T1, TFCN17Y2781_006889-T1, TFCN17Y2781_006824-T1	DBVPG3775_000562-T1, DBVPG3775_002662-T1, DBVPG3775_002663-T1
GF00000528	TFCN17Y2781_003679-T1, TFCN17Y2781_006432-T1, TFCN17Y2781_006117-T1, TFCN17Y2781_004253-T1	DBVPG3775_005215-T1, DBVPG3775_006030-T1
GF00000529	TFCN17Y2781_003718-T1, TFCN17Y2781_011899-T1, TFCN17Y2781_013630-T1, TFCN17Y2781_013457-T1	DBVPG3775_004829-T1, DBVPG3775_005256-T1
GF00000530	TFCN17Y2781_003732-T1, TFCN17Y2781_010685-T1, TFCN17Y2781_013486-T1, TFCN17Y2781_004452-T1	DBVPG3775_000647-T1, DBVPG3775_007400-T1
GF00000531	TFCN17Y2781_003734-T1, TFCN17Y2781_010687-T1, TFCN17Y2781_004200-T1, TFCN17Y2781_006067-T1	DBVPG3775_006400-T1, DBVPG3775_007398-T1
GF00000532	TFCN17Y2781_003785-T1, TFCN17Y2781_010578-T1, TFCN17Y2781_010974-T1, TFCN17Y2781_006206-T1	DBVPG3775_004892-T1, DBVPG3775_007188-T1
GF00000533	TFCN17Y2781_003803-T1, TFCN17Y2781_010085-T1, TFCN17Y2781_011707-T1, TFCN17Y2781_007170-T1	DBVPG3775_004872-T1, DBVPG3775_007371-T1
GF00000534	TFCN17Y2781_003825-T1, TFCN17Y2781_010108-T1, TFCN17Y2781_003831-T1, TFCN17Y2781_013126-T1	DBVPG3775_004843-T1, DBVPG3775_004847-T1
GF00000535	TFCN17Y2781_003841-T1, TFCN17Y2781_013116-T1, TFCN17Y2781_011929-T1, TFCN17Y2781_012416-T1	DBVPG3775_004833-T1, DBVPG3775_007364-T1
GF00000536	TFCN17Y2781_003853-T1, TFCN17Y2781_012035-T1, TFCN17Y2781_005771-T1, TFCN17Y2781_012038-T1	DBVPG3775_002892-T1, DBVPG3775_002893-T1
GF00000537	TFCN17Y2781_003884-T1, TFCN17Y2781_008875-T1, TFCN17Y2781_011265-T1, TFCN17Y2781_005765-T1	DBVPG3775_002925-T1, DBVPG3775_005372-T1
GF00000538	TFCN17Y2781_003934-T1, TFCN17Y2781_007061-T1, TFCN17Y2781_012551-T1, TFCN17Y2781_009624-T1	DBVPG3775_001392-T1, DBVPG3775_002978-T1
GF00000539	TFCN17Y2781_005164-T1, TFCN17Y2781_009261-T1, TFCN17Y2781_008649-T1, TFCN17Y2781_010799-T1	DBVPG3775_002037-T1, DBVPG3775_006669-T1
GF00000540	TFCN17Y2781_003956-T1, TFCN17Y2781_007039-T1, TFCN17Y2781_010048-T1, TFCN17Y2781_010328-T1	DBVPG3775_003005-T1, DBVPG3775_006121-T1
GF00000541	TFCN17Y2781_003959-T1, TFCN17Y2781_007036-T1, TFCN17Y2781_013600-T1, TFCN17Y2781_007099-T1	DBVPG3775_003008-T1, DBVPG3775_007577-T1
GF00000542	TFCN17Y2781_003980-T1, TFCN17Y2781_007730-T1, TFCN17Y2781_004837-T1, TFCN17Y2781_005966-T1	DBVPG3775_001356-T1, DBVPG3775_001744-T1
GF00000543	TFCN17Y2781_004000-T1, TFCN17Y2781_007746-T1, TFCN17Y2781_013167-T1, TFCN17Y2781_008831-T1	DBVPG3775_005550-T1, DBVPG3775_006459-T1
GF00000544	TFCN17Y2781_004025-T1, TFCN17Y2781_007769-T1, TFCN17Y2781_009489-T1, TFCN17Y2781_004062-T1	DBVPG3775_005580-T1, DBVPG3775_005621-T1
GF00000545	TFCN17Y2781_004073-T1, TFCN17Y2781_009500-T1, TFCN17Y2781_004074-T1, TFCN17Y2781_009501-T1	DBVPG3775_005632-T1, DBVPG3775_005633-T1
GF00000546	TFCN17Y2781_004199-T1, TFCN17Y2781_006066-T1, TFCN17Y2781_005166-T1, TFCN17Y2781_009259-T1	DBVPG3775_002035-T1, DBVPG3775_006399-T1
GF00000547	TFCN17Y2781_004265-T1, TFCN17Y2781_006129-T1, TFCN17Y2781_012310-T1, TFCN17Y2781_007898-T1	DBVPG3775_002521-T1, DBVPG3775_006925-T1
GF00000548	TFCN17Y2781_004266-T1, TFCN17Y2781_007128-T1, TFCN17Y2781_008396-T1, TFCN17Y2781_009898-T1	DBVPG3775_001610-T1, DBVPG3775_006924-T1
GF00000549	TFCN17Y2781_006030-T1, TFCN17Y2781_007692-T1, TFCN17Y2781_004573-T1, TFCN17Y2781_012791-T1	DBVPG3775_001828-T1, DBVPG3775_004553-T1
GF00000550	TFCN17Y2781_004331-T1, TFCN17Y2781_009817-T1, TFCN17Y2781_012851-T1, TFCN17Y2781_012004-T1	DBVPG3775_002550-T1, DBVPG3775_006453-T1
GF00000551	TFCN17Y2781_004341-T1, TFCN17Y2781_012989-T1, TFCN17Y2781_004362-T1, TFCN17Y2781_008581-T1	DBVPG3775_006988-T1, DBVPG3775_007470-T1
GF00000552	TFCN17Y2781_004344-T1, TFCN17Y2781_012986-T1, TFCN17Y2781_011291-T1, TFCN17Y2781_010519-T1	DBVPG3775_002569-T1, DBVPG3775_007473-T1
GF00000553	TFCN17Y2781_004372-T1, TFCN17Y2781_008590-T1, TFCN17Y2781_012944-T1, TFCN17Y2781_004504-T1	DBVPG3775_000701-T1, DBVPG3775_006998-T1
GF00000554	TFCN17Y2781_004395-T1, TFCN17Y2781_008613-T1, TFCN17Y2781_007573-T1, TFCN17Y2781_008123-T1	DBVPG3775_004756-T1, DBVPG3775_007546-T1
GF00000555	TFCN17Y2781_004408-T1, TFCN17Y2781_007509-T1, TFCN17Y2781_005217-T1, TFCN17Y2781_011020-T1	DBVPG3775_000594-T1, DBVPG3775_001980-T1
GF00000556	TFCN17Y2781_004423-T1, TFCN17Y2781_010861-T1, TFCN17Y2781_005594-T1, TFCN17Y2781_010638-T1	DBVPG3775_000616-T1, DBVPG3775_003569-T1
GF00000557	TFCN17Y2781_004496-T1, TFCN17Y2781_013583-T1, TFCN17Y2781_012332-T1, TFCN17Y2781_009524-T1	DBVPG3775_000693-T1, DBVPG3775_007329-T1
GF00000558	TFCN17Y2781_004587-T1, TFCN17Y2781_012784-T1, TFCN17Y2781_005023-T1, TFCN17Y2781_008004-T1	DBVPG3775_001845-T1, DBVPG3775_004602-T1
GF00000559	TFCN17Y2781_004610-T1, TFCN17Y2781_013546-T1, TFCN17Y2781_008982-T1, TFCN17Y2781_011443-T1	DBVPG3775_001554-T1, DBVPG3775_001872-T1
GF00000560	TFCN17Y2781_004611-T1, TFCN17Y2781_012028-T1, TFCN17Y2781_006897-T1, TFCN17Y2781_006833-T1	DBVPG3775_001873-T1, DBVPG3775_002672-T1
GF00000561	TFCN17Y2781_004618-T1, TFCN17Y2781_012021-T1, TFCN17Y2781_008374-T1, TFCN17Y2781_012617-T1	DBVPG3775_001880-T1, DBVPG3775_006814-T1
GF00000562	TFCN17Y2781_008771-T1, TFCN17Y2781_007190-T1, TFCN17Y2781_010360-T1, TFCN17Y2781_013192-T1	DBVPG3775_003404-T1, DBVPG3775_006021-T1
GF00000563	TFCN17Y2781_004788-T1, TFCN17Y2781_005916-T1, TFCN17Y2781_005917-T1, TFCN17Y2781_004789-T1	DBVPG3775_001691-T1, DBVPG3775_001692-T1
GF00000564	TFCN17Y2781_004968-T1, TFCN17Y2781_007120-T1, TFCN17Y2781_006342-T1, TFCN17Y2781_008279-T1	DBVPG3775_001454-T1, DBVPG3775_006617-T1
GF00000565	TFCN17Y2781_005064-T1, TFCN17Y2781_006971-T1, TFCN17Y2781_010620-T1, TFCN17Y2781_005612-T1	DBVPG3775_003589-T1, DBVPG3775_003826-T1
GF00000566	TFCN17Y2781_005081-T1, TFCN17Y2781_006990-T1, TFCN17Y2781_005082-T1	DBVPG3775_006327-T1, DBVPG3775_006328-T1, DBVPG3775_006329-T1
GF00000567	TFCN17Y2781_005163-T1, TFCN17Y2781_009262-T1, TFCN17Y2781_009252-T1, TFCN17Y2781_005173-T1	DBVPG3775_002028-T1, DBVPG3775_002038-T1
GF00000568	TFCN17Y2781_005202-T1, TFCN17Y2781_011033-T1, TFCN17Y2781_011059-T1, TFCN17Y2781_008138-T1	DBVPG3775_001995-T1, DBVPG3775_004739-T1
GF00000569	TFCN17Y2781_005206-T1, TFCN17Y2781_011029-T1, TFCN17Y2781_009385-T1, TFCN17Y2781_009930-T1	DBVPG3775_001991-T1, DBVPG3775_002617-T1
GF00000570	TFCN17Y2781_005297-T1, TFCN17Y2781_010316-T1, TFCN17Y2781_006015-T1, TFCN17Y2781_007675-T1	DBVPG3775_004536-T1, DBVPG3775_006555-T1
GF00000571	TFCN17Y2781_005326-T1, TFCN17Y2781_007026-T1, TFCN17Y2781_006050-T1, TFCN17Y2781_005548-T1	DBVPG3775_003019-T1, DBVPG3775_004575-T1
GF00000572	TFCN17Y2781_005418-T1, TFCN17Y2781_011892-T1, TFCN17Y2781_009582-T1, TFCN17Y2781_007636-T1	DBVPG3775_000982-T1, DBVPG3775_003224-T1
GF00000573	TFCN17Y2781_005705-T1, TFCN17Y2781_005704-T1	DBVPG3775_004960-T1, DBVPG3775_004961-T1, DBVPG3775_004962-T1, DBVPG3775_004963-T1
GF00000574	TFCN17Y2781_005706-T1, TFCN17Y2781_011511-T1, TFCN17Y2781_005707-T1, TFCN17Y2781_005708-T1	DBVPG3775_004958-T1, DBVPG3775_004959-T1
GF00000575	TFCN17Y2781_005748-T1, TFCN17Y2781_013106-T1, TFCN17Y2781_005779-T1, TFCN17Y2781_011279-T1	DBVPG3775_005358-T1, DBVPG3775_005411-T1
GF00000576	TFCN17Y2781_005782-T1, TFCN17Y2781_011282-T1, TFCN17Y2781_008872-T1	DBVPG3775_005354-T1, DBVPG3775_005355-T1, DBVPG3775_006506-T1
GF00000577	TFCN17Y2781_005794-T1, TFCN17Y2781_008862-T1, TFCN17Y2781_008976-T1, TFCN17Y2781_011437-T1	DBVPG3775_001548-T1, DBVPG3775_006493-T1
GF00000578	TFCN17Y2781_005995-T1, TFCN17Y2781_007654-T1, TFCN17Y2781_012011-T1, TFCN17Y2781_013402-T1	DBVPG3775_002557-T1, DBVPG3775_004512-T1
GF00000579	TFCN17Y2781_006130-T1, TFCN17Y2781_009040-T1, TFCN17Y2781_013612-T1, TFCN17Y2781_009032-T1	DBVPG3775_005951-T1, DBVPG3775_006223-T1
GF00000580	TFCN17Y2781_008723-T1, TFCN17Y2781_010436-T1, TFCN17Y2781_007567-T1, TFCN17Y2781_008117-T1	DBVPG3775_004763-T1, DBVPG3775_005967-T1
GF00000581	TFCN17Y2781_006222-T1, TFCN17Y2781_012234-T1, TFCN17Y2781_006223-T1, TFCN17Y2781_006224-T1	DBVPG3775_007167-T1, DBVPG3775_007168-T1
GF00000582	TFCN17Y2781_006233-T1, TFCN17Y2781_013370-T1, TFCN17Y2781_006234-T1, TFCN17Y2781_013369-T1	DBVPG3775_007293-T1, DBVPG3775_007294-T1
GF00000583	TFCN17Y2781_006254-T1, TFCN17Y2781_011564-T1, TFCN17Y2781_006255-T1	DBVPG3775_007265-T1, DBVPG3775_007266-T1, DBVPG3775_007267-T1
GF00000584	TFCN17Y2781_006262-T1, TFCN17Y2781_006264-T1, TFCN17Y2781_006265-T1, TFCN17Y2781_011560-T1	DBVPG3775_007274-T1, DBVPG3775_007277-T1
GF00000585	TFCN17Y2781_006328-T1, TFCN17Y2781_008264-T1, TFCN17Y2781_006849-T1, TFCN17Y2781_006914-T1	DBVPG3775_001470-T1, DBVPG3775_002690-T1
GF00000586	TFCN17Y2781_006374-T1, TFCN17Y2781_009649-T1, TFCN17Y2781_012793-T1, TFCN17Y2781_008392-T1	DBVPG3775_001420-T1, DBVPG3775_007433-T1
GF00000587	TFCN17Y2781_012858-T1, TFCN17Y2781_012007-T1, TFCN17Y2781_013406-T1, TFCN17Y2781_011997-T1	DBVPG3775_002543-T1, DBVPG3775_002553-T1
GF00000588	TFCN17Y2781_012496-T1, TFCN17Y2781_008965-T1, TFCN17Y2781_011428-T1, TFCN17Y2781_010063-T1	DBVPG3775_001535-T1, DBVPG3775_006139-T1
GF00000589	TFCN17Y2781_010039-T1, TFCN17Y2781_010337-T1, TFCN17Y2781_010336-T1	DBVPG3775_006109-T1, DBVPG3775_006110-T1, DBVPG3775_006111-T1
GF00000590	TFCN17Y2781_007185-T1, TFCN17Y2781_011692-T1, TFCN17Y2781_011691-T1, TFCN17Y2781_011690-T1	DBVPG3775_007388-T1, DBVPG3775_007389-T1
GF00000591	TFCN17Y2781_007251-T1, TFCN17Y2781_011618-T1, TFCN17Y2781_011617-T1, TFCN17Y2781_007252-T1	DBVPG3775_007209-T1, DBVPG3775_007210-T1
GF00000592	TFCN17Y2781_007346-T1, TFCN17Y2781_013597-T1, TFCN17Y2781_009803-T1, TFCN17Y2781_009804-T1	DBVPG3775_005915-T1, DBVPG3775_007591-T1
GF00000593	TFCN17Y2781_007367-T1, TFCN17Y2781_010967-T1, TFCN17Y2781_010894-T1, TFCN17Y2781_007796-T1	DBVPG3775_003358-T1, DBVPG3775_005894-T1
GF00000594	TFCN17Y2781_007371-T1, TFCN17Y2781_010963-T1, TFCN17Y2781_009923-T1, TFCN17Y2781_009378-T1	DBVPG3775_002625-T1, DBVPG3775_005890-T1
GF00000595	TFCN17Y2781_007521-T1, TFCN17Y2781_011908-T1, TFCN17Y2781_008097-T1, TFCN17Y2781_011985-T1	DBVPG3775_004819-T1, DBVPG3775_005796-T1
GF00000596	TFCN17Y2781_007527-T1, TFCN17Y2781_011915-T1, TFCN17Y2781_011916-T1, TFCN17Y2781_011914-T1	DBVPG3775_004812-T1, DBVPG3775_004813-T1
GF00000597	TFCN17Y2781_007619-T1, TFCN17Y2781_009576-T1, TFCN17Y2781_009575-T1, TFCN17Y2781_007620-T1	DBVPG3775_003217-T1, DBVPG3775_003218-T1
GF00000598	TFCN17Y2781_007775-T1, TFCN17Y2781_011498-T1, TFCN17Y2781_007783-T1, TFCN17Y2781_011491-T1	DBVPG3775_003375-T1, DBVPG3775_003383-T1
GF00000599	TFCN17Y2781_007886-T1, TFCN17Y2781_012298-T1, TFCN17Y2781_007897-T1, TFCN17Y2781_012309-T1	DBVPG3775_002522-T1, DBVPG3775_002533-T1
GF00000600	TFCN17Y2781_007961-T1, TFCN17Y2781_012722-T1, TFCN17Y2781_010131-T1, TFCN17Y2781_009735-T1	DBVPG3775_004633-T1, DBVPG3775_006862-T1
GF00000601	TFCN17Y2781_008131-T1, TFCN17Y2781_011053-T1, TFCN17Y2781_010332-T1, TFCN17Y2781_010044-T1	DBVPG3775_004746-T1, DBVPG3775_006116-T1
GF00000602	TFCN17Y2781_008371-T1, TFCN17Y2781_012614-T1, TFCN17Y2781_008372-T1, TFCN17Y2781_012615-T1	DBVPG3775_006811-T1, DBVPG3775_006812-T1
