	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00002056	CHIFNET13H1268_005300-T1	DBVPG3775_003290-T1
GF00002057	CHIFNET13H1268_005299-T1	DBVPG3775_003291-T1
GF00002058	CHIFNET13H1268_005297-T1	DBVPG3775_003293-T1
GF00002059	CHIFNET13H1268_005296-T1	DBVPG3775_003294-T1
GF00002060	CHIFNET13H1268_005295-T1	DBVPG3775_003295-T1
GF00002061	CHIFNET13H1268_005294-T1	DBVPG3775_003296-T1
GF00002062	CHIFNET13H1268_005292-T1	DBVPG3775_003298-T1
GF00002063	CHIFNET13H1268_005290-T1	DBVPG3775_003300-T1
GF00002064	CHIFNET13H1268_001443-T1	DBVPG3775_003303-T1
GF00002065	CHIFNET13H1268_001444-T1	DBVPG3775_003304-T1
GF00002066	CHIFNET13H1268_005282-T1	DBVPG3775_003307-T1
GF00002067	CHIFNET13H1268_001449-T1	DBVPG3775_003308-T1
GF00002068	CHIFNET13H1268_001451-T1	DBVPG3775_003310-T1
GF00002069	CHIFNET13H1268_005278-T1	DBVPG3775_003311-T1
GF00002070	CHIFNET13H1268_001456-T1	DBVPG3775_003316-T1
GF00002071	CHIFNET13H1268_005272-T1	DBVPG3775_003317-T1
GF00002072	CHIFNET13H1268_001458-T1	DBVPG3775_003318-T1
GF00002073	CHIFNET13H1268_001459-T1	DBVPG3775_003319-T1
GF00002074	CHIFNET13H1268_001460-T1	DBVPG3775_003320-T1
GF00002075	CHIFNET13H1268_005266-T1	DBVPG3775_003323-T1
GF00002076	CHIFNET13H1268_001467-T1	
GF00002077	CHIFNET13H1268_011094-T1	DBVPG3775_004333-T1
GF00002078	CHIFNET13H1268_001472-T1	DBVPG3775_003332-T1
GF00002079	CHIFNET13H1268_001474-T1	DBVPG3775_003334-T1
GF00002080	CHIFNET13H1268_001475-T1	DBVPG3775_003335-T1
GF00002081	CHIFNET13H1268_001476-T1	DBVPG3775_003336-T1
GF00002082	CHIFNET13H1268_005253-T1	DBVPG3775_003337-T1
GF00002083	CHIFNET13H1268_005252-T1	DBVPG3775_003338-T1
GF00002084	CHIFNET13H1268_001479-T1	DBVPG3775_003339-T1
GF00002085	CHIFNET13H1268_005249-T1	DBVPG3775_003341-T1
GF00002086	CHIFNET13H1268_005248-T1	DBVPG3775_003342-T1
GF00002087	CHIFNET13H1268_001658-T1	DBVPG3775_003152-T1
GF00002088	CHIFNET13H1268_001485-T1	DBVPG3775_003346-T1
GF00002089	CHIFNET13H1268_005243-T1	DBVPG3775_003347-T1
GF00002090	CHIFNET13H1268_005242-T1	DBVPG3775_003348-T1
GF00002091	CHIFNET13H1268_001488-T1	DBVPG3775_003349-T1
GF00002092	CHIFNET13H1268_005240-T1	DBVPG3775_003350-T1
GF00002093	CHIFNET13H1268_005239-T1	DBVPG3775_003351-T1
GF00002094	CHIFNET13H1268_005238-T1	DBVPG3775_003352-T1
GF00002095	CHIFNET13H1268_005237-T1	DBVPG3775_003353-T1
GF00002096	CHIFNET13H1268_001493-T1	DBVPG3775_003354-T1
GF00002097	CHIFNET13H1268_005234-T1	DBVPG3775_003356-T1
GF00002098	CHIFNET13H1268_001496-T1	DBVPG3775_003357-T1
GF00002099	CHIFNET13H1268_013898-T1	DBVPG3775_003234-T1
GF00002100	CHIFNET13H1268_005231-T1	DBVPG3775_003359-T1
GF00002101	CHIFNET13H1268_005230-T1	DBVPG3775_003360-T1
GF00002102	CHIFNET13H1268_005229-T1	DBVPG3775_003361-T1
GF00002103	CHIFNET13H1268_005227-T1	DBVPG3775_003363-T1
GF00002104	CHIFNET13H1268_005226-T1	DBVPG3775_003364-T1
GF00002105	CHIFNET13H1268_005224-T1	DBVPG3775_003366-T1
GF00002106	CHIFNET13H1268_001507-T1	DBVPG3775_003369-T1
GF00002107	CHIFNET13H1268_001508-T1	DBVPG3775_003370-T1
GF00002108	CHIFNET13H1268_001511-T1	DBVPG3775_003374-T1
GF00002109	CHIFNET13H1268_001513-T1	DBVPG3775_003376-T1
GF00002110	CHIFNET13H1268_013757-T1	DBVPG3775_003377-T1
GF00002111	CHIFNET13H1268_001517-T1	DBVPG3775_003380-T1
GF00002112	CHIFNET13H1268_001518-T1	DBVPG3775_003381-T1
GF00002113	CHIFNET13H1268_001519-T1	DBVPG3775_003382-T1
GF00002114	CHIFNET13H1268_001521-T1	DBVPG3775_003384-T1
GF00002115	CHIFNET13H1268_001522-T1	DBVPG3775_003385-T1
GF00002116	CHIFNET13H1268_014431-T1	DBVPG3775_007355-T1
GF00002117	CHIFNET13H1268_001529-T1	DBVPG3775_007356-T1
GF00002118	CHIFNET13H1268_014433-T1	DBVPG3775_007357-T1
GF00002119	CHIFNET13H1268_001531-T1	DBVPG3775_007358-T1
GF00002120	CHIFNET13H1268_001534-T1	DBVPG3775_007361-T1
GF00002121	CHIFNET13H1268_013126-T1	DBVPG3775_000680-T1
GF00002122	CHIFNET13H1268_012481-T1	DBVPG3775_007450-T1
GF00002123	CHIFNET13H1268_001544-T1	DBVPG3775_007453-T1
GF00002124	CHIFNET13H1268_001547-T1	DBVPG3775_007456-T1
GF00002125	CHIFNET13H1268_012475-T1	DBVPG3775_007457-T1
GF00002126	CHIFNET13H1268_012474-T1	DBVPG3775_007458-T1
GF00002127	CHIFNET13H1268_012473-T1	DBVPG3775_007459-T1
GF00002128	CHIFNET13H1268_001551-T1	DBVPG3775_007460-T1
GF00002129	CHIFNET13H1268_001553-T1	DBVPG3775_007462-T1
GF00002130	CHIFNET13H1268_001555-T1	DBVPG3775_007258-T1
GF00002131	CHIFNET13H1268_001556-T1	DBVPG3775_007257-T1
GF00002132	CHIFNET13H1268_001558-T1	DBVPG3775_007255-T1
GF00002133	CHIFNET13H1268_001559-T1	DBVPG3775_007254-T1
GF00002134	CHIFNET13H1268_012215-T1	DBVPG3775_007253-T1
GF00002135	CHIFNET13H1268_001561-T1	DBVPG3775_007252-T1
GF00002136	CHIFNET13H1268_012213-T1	DBVPG3775_007251-T1
GF00002137	CHIFNET13H1268_012211-T1	DBVPG3775_007249-T1
GF00002138	CHIFNET13H1268_012210-T1	DBVPG3775_007248-T1
GF00002139	CHIFNET13H1268_001576-T1	DBVPG3775_007235-T1
GF00002140	CHIFNET13H1268_012195-T1	DBVPG3775_007232-T1
GF00002141	CHIFNET13H1268_012194-T1	DBVPG3775_007231-T1
GF00002142	CHIFNET13H1268_001580-T1	DBVPG3775_007230-T1
GF00002143	CHIFNET13H1268_013897-T1	DBVPG3775_003235-T1
GF00002144	CHIFNET13H1268_013899-T1	DBVPG3775_003233-T1
GF00002145	CHIFNET13H1268_001585-T1	DBVPG3775_003232-T1
GF00002146	CHIFNET13H1268_001588-T1	DBVPG3775_003222-T1
GF00002147	CHIFNET13H1268_001589-T1	DBVPG3775_003221-T1
GF00002148	CHIFNET13H1268_001590-T1	DBVPG3775_003220-T1
GF00002149	CHIFNET13H1268_001591-T1	DBVPG3775_003219-T1
GF00002150	CHIFNET13H1268_001594-T1	DBVPG3775_003216-T1
GF00002151	CHIFNET13H1268_001597-T1	DBVPG3775_003213-T1
GF00002152	CHIFNET13H1268_001598-T1	DBVPG3775_003212-T1
GF00002153	CHIFNET13H1268_001599-T1	DBVPG3775_003211-T1
GF00002154	CHIFNET13H1268_001601-T1	DBVPG3775_003208-T1
GF00002155	CHIFNET13H1268_001602-T1	DBVPG3775_003207-T1
GF00002156	CHIFNET13H1268_012552-T1	DBVPG3775_003206-T1
GF00002157	CHIFNET13H1268_012551-T1	DBVPG3775_003205-T1
GF00002158	CHIFNET13H1268_001605-T1	DBVPG3775_003204-T1
GF00002159	CHIFNET13H1268_001608-T1	DBVPG3775_003200-T1
GF00002160	CHIFNET13H1268_012546-T1	DBVPG3775_003199-T1
GF00002161	CHIFNET13H1268_001612-T1	DBVPG3775_003196-T1
GF00002162	CHIFNET13H1268_012542-T1	DBVPG3775_003195-T1
GF00002163	CHIFNET13H1268_001614-T1	DBVPG3775_003194-T1
GF00002164	CHIFNET13H1268_001615-T1	DBVPG3775_003193-T1
GF00002165	CHIFNET13H1268_001616-T1	DBVPG3775_003192-T1
GF00002166	CHIFNET13H1268_013335-T1	DBVPG3775_003191-T1
GF00002167	CHIFNET13H1268_013334-T1	DBVPG3775_003190-T1
GF00002168	CHIFNET13H1268_001619-T1	DBVPG3775_003189-T1
GF00002169	CHIFNET13H1268_013331-T1	DBVPG3775_003186-T1
GF00002170	CHIFNET13H1268_013330-T1	DBVPG3775_003184-T1
GF00002171	CHIFNET13H1268_001624-T1	DBVPG3775_003183-T1
GF00002172	CHIFNET13H1268_001629-T1	DBVPG3775_003178-T1
GF00002173	CHIFNET13H1268_001630-T1	DBVPG3775_003177-T1
GF00002174	CHIFNET13H1268_013322-T1	DBVPG3775_003175-T1
GF00002175	CHIFNET13H1268_001633-T1	DBVPG3775_003174-T1
GF00002176	CHIFNET13H1268_001634-T1	DBVPG3775_003173-T1
GF00002177	CHIFNET13H1268_001638-T1	DBVPG3775_003169-T1
GF00002178	CHIFNET13H1268_001639-T1	DBVPG3775_003168-T1
GF00002179	CHIFNET13H1268_001641-T1	DBVPG3775_003166-T1
GF00002180	CHIFNET13H1268_001642-T1	DBVPG3775_003165-T1
GF00002181	CHIFNET13H1268_001643-T1	DBVPG3775_003164-T1
GF00002182	CHIFNET13H1268_001646-T1	DBVPG3775_003161-T1
GF00002183	CHIFNET13H1268_001647-T1	DBVPG3775_003160-T1
GF00002184	CHIFNET13H1268_009234-T1	DBVPG3775_003159-T1
GF00002185	CHIFNET13H1268_001649-T1	DBVPG3775_003158-T1
GF00002186	CHIFNET13H1268_001655-T1	DBVPG3775_003154-T1
GF00002187	CHIFNET13H1268_001659-T1	DBVPG3775_003151-T1
GF00002188	CHIFNET13H1268_001660-T1	DBVPG3775_003150-T1
GF00002189	CHIFNET13H1268_001662-T1	DBVPG3775_003148-T1
GF00002190	CHIFNET13H1268_001664-T1	DBVPG3775_003146-T1
GF00002191	CHIFNET13H1268_001665-T1	DBVPG3775_003145-T1
GF00002192	CHIFNET13H1268_001666-T1	DBVPG3775_003144-T1
GF00002193	CHIFNET13H1268_009252-T1	DBVPG3775_003142-T1
GF00002194	CHIFNET13H1268_001669-T1	DBVPG3775_003141-T1
GF00002195	CHIFNET13H1268_001670-T1	DBVPG3775_003140-T1
GF00002196	CHIFNET13H1268_001671-T1	DBVPG3775_003139-T1
GF00002197	CHIFNET13H1268_001678-T1	DBVPG3775_003132-T1
GF00002198	CHIFNET13H1268_001679-T1	DBVPG3775_003131-T1
GF00002199	CHIFNET13H1268_001680-T1	DBVPG3775_003130-T1
GF00002200	CHIFNET13H1268_001681-T1	DBVPG3775_003129-T1
GF00002201	CHIFNET13H1268_009264-T1	DBVPG3775_003128-T1
GF00002202	CHIFNET13H1268_009265-T1	DBVPG3775_003127-T1
GF00002203	CHIFNET13H1268_009266-T1	DBVPG3775_003126-T1
GF00002204	CHIFNET13H1268_001685-T1	DBVPG3775_003125-T1
GF00002205	CHIFNET13H1268_009268-T1	DBVPG3775_003124-T1
GF00002206	CHIFNET13H1268_009269-T1	DBVPG3775_003123-T1
GF00002207	CHIFNET13H1268_009270-T1	DBVPG3775_003122-T1
GF00002208	CHIFNET13H1268_001689-T1	DBVPG3775_003121-T1
GF00002209	CHIFNET13H1268_009273-T1	DBVPG3775_003118-T1
GF00002210	CHIFNET13H1268_001693-T1	DBVPG3775_003116-T1
GF00002211	CHIFNET13H1268_001697-T1	DBVPG3775_003111-T1
GF00002212	CHIFNET13H1268_001698-T1	DBVPG3775_003110-T1
GF00002213	CHIFNET13H1268_001699-T1	DBVPG3775_003109-T1
GF00002214	CHIFNET13H1268_007915-T1	DBVPG3775_003106-T1
GF00002215	CHIFNET13H1268_001705-T1	DBVPG3775_003103-T1
GF00002216	CHIFNET13H1268_001706-T1	DBVPG3775_003102-T1
GF00002217	CHIFNET13H1268_007921-T1	DBVPG3775_003101-T1
GF00002218	CHIFNET13H1268_007923-T1	DBVPG3775_003099-T1
GF00002219	CHIFNET13H1268_007928-T1	DBVPG3775_003094-T1
GF00002220	CHIFNET13H1268_007929-T1	DBVPG3775_003093-T1
GF00002221	CHIFNET13H1268_007930-T1	DBVPG3775_003092-T1
GF00002222	CHIFNET13H1268_007931-T1	DBVPG3775_003091-T1
GF00002223	CHIFNET13H1268_014152-T1	DBVPG3775_006363-T1
GF00002224	CHIFNET13H1268_001851-T1	DBVPG3775_006361-T1
GF00002225	CHIFNET13H1268_014149-T1	DBVPG3775_006360-T1
GF00002226	CHIFNET13H1268_001853-T1	DBVPG3775_006359-T1
GF00002227	CHIFNET13H1268_001854-T1	DBVPG3775_006358-T1
GF00002228	CHIFNET13H1268_001857-T1	DBVPG3775_006355-T1
GF00002229	CHIFNET13H1268_001859-T1	DBVPG3775_006353-T1
GF00002230	CHIFNET13H1268_001860-T1	DBVPG3775_006352-T1
GF00002231	CHIFNET13H1268_001861-T1	DBVPG3775_006351-T1
GF00002232	CHIFNET13H1268_001864-T1	DBVPG3775_006348-T1
GF00002233	CHIFNET13H1268_001866-T1	DBVPG3775_006346-T1
GF00002234	CHIFNET13H1268_001871-T1	DBVPG3775_006537-T1
GF00002235	CHIFNET13H1268_001872-T1	DBVPG3775_006536-T1
GF00002236	CHIFNET13H1268_001873-T1	DBVPG3775_006535-T1
GF00002237	CHIFNET13H1268_014660-T1	DBVPG3775_006534-T1
GF00002238	CHIFNET13H1268_001984-T1	DBVPG3775_004504-T1
GF00002239	CHIFNET13H1268_001996-T1	DBVPG3775_006279-T1
GF00002240	CHIFNET13H1268_014358-T1	DBVPG3775_006278-T1
GF00002241	CHIFNET13H1268_001998-T1	DBVPG3775_006277-T1
GF00002242	CHIFNET13H1268_014355-T1	DBVPG3775_006275-T1
GF00002243	CHIFNET13H1268_002001-T1	DBVPG3775_006274-T1
GF00002244	CHIFNET13H1268_002002-T1	DBVPG3775_006273-T1
GF00002245	CHIFNET13H1268_002003-T1	DBVPG3775_006272-T1
GF00002246	CHIFNET13H1268_014596-T1	DBVPG3775_006270-T1
GF00002247	CHIFNET13H1268_002007-T1	DBVPG3775_006268-T1
GF00002248	CHIFNET13H1268_002011-T1	DBVPG3775_006263-T1
GF00002249	CHIFNET13H1268_002014-T1	DBVPG3775_006259-T1
GF00002250	CHIFNET13H1268_002015-T1	DBVPG3775_006258-T1
GF00002251	CHIFNET13H1268_002016-T1	DBVPG3775_006257-T1
GF00002252	CHIFNET13H1268_002017-T1	DBVPG3775_006256-T1
GF00002253	CHIFNET13H1268_014103-T1	DBVPG3775_006254-T1
GF00002254	CHIFNET13H1268_002020-T1	DBVPG3775_006253-T1
GF00002255	CHIFNET13H1268_014100-T1	DBVPG3775_006251-T1
GF00002256	CHIFNET13H1268_002027-T1	DBVPG3775_006247-T1
GF00002257	CHIFNET13H1268_010844-T1	DBVPG3775_003954-T1
GF00002258	CHIFNET13H1268_002029-T1	DBVPG3775_006245-T1
GF00002259	CHIFNET13H1268_013586-T1	DBVPG3775_006238-T1
GF00002260	CHIFNET13H1268_013585-T1	DBVPG3775_006239-T1
GF00002261	CHIFNET13H1268_002034-T1	DBVPG3775_006240-T1
GF00002262	CHIFNET13H1268_013587-T1	DBVPG3775_006236-T1
GF00002263	CHIFNET13H1268_013588-T1	DBVPG3775_006235-T1
GF00002264	CHIFNET13H1268_002042-T1	DBVPG3775_006233-T1
GF00002265	CHIFNET13H1268_002044-T1	DBVPG3775_006229-T1
GF00002266	CHIFNET13H1268_002046-T1	DBVPG3775_006227-T1
GF00002267	CHIFNET13H1268_002049-T1	DBVPG3775_006933-T1
GF00002268	CHIFNET13H1268_002050-T1	DBVPG3775_006934-T1
GF00002269	CHIFNET13H1268_009878-T1	DBVPG3775_006936-T1
GF00002270	CHIFNET13H1268_002054-T1	DBVPG3775_006938-T1
GF00002271	CHIFNET13H1268_002055-T1	DBVPG3775_006939-T1
GF00002272	CHIFNET13H1268_002057-T1	DBVPG3775_006942-T1
GF00002273	CHIFNET13H1268_002058-T1	DBVPG3775_006943-T1
GF00002274	CHIFNET13H1268_002059-T1	DBVPG3775_006944-T1
GF00002275	CHIFNET13H1268_002060-T1	DBVPG3775_006945-T1
GF00002276	CHIFNET13H1268_002061-T1	DBVPG3775_006946-T1
GF00002277	CHIFNET13H1268_002064-T1	DBVPG3775_006949-T1
GF00002278	CHIFNET13H1268_002065-T1	DBVPG3775_006950-T1
GF00002279	CHIFNET13H1268_009864-T1	DBVPG3775_006951-T1
GF00002280	CHIFNET13H1268_009863-T1	DBVPG3775_006952-T1
GF00002281	CHIFNET13H1268_002092-T1	DBVPG3775_006406-T1
GF00002282	CHIFNET13H1268_009860-T1	DBVPG3775_006955-T1
GF00002283	CHIFNET13H1268_002071-T1	DBVPG3775_006956-T1
GF00002284	CHIFNET13H1268_002072-T1	DBVPG3775_006957-T1
GF00002285	CHIFNET13H1268_002075-T1	DBVPG3775_006960-T1
GF00002286	CHIFNET13H1268_009854-T1	DBVPG3775_006961-T1
GF00002287	CHIFNET13H1268_009850-T1	DBVPG3775_006966-T1
GF00002288	CHIFNET13H1268_009849-T1	DBVPG3775_006967-T1
GF00002289	CHIFNET13H1268_006880-T1	DBVPG3775_005359-T1
GF00002290	CHIFNET13H1268_002083-T1	DBVPG3775_006969-T1
GF00002291	CHIFNET13H1268_002084-T1	DBVPG3775_006970-T1
GF00002292	CHIFNET13H1268_009845-T1	DBVPG3775_006971-T1
GF00002293	CHIFNET13H1268_009843-T1	DBVPG3775_006973-T1
GF00002294	CHIFNET13H1268_009713-T1	DBVPG3775_006407-T1
GF00002295	CHIFNET13H1268_002094-T1	DBVPG3775_006408-T1
GF00002296	CHIFNET13H1268_002095-T1	DBVPG3775_006409-T1
GF00002297	CHIFNET13H1268_009710-T1	DBVPG3775_006410-T1
GF00002298	CHIFNET13H1268_002098-T1	DBVPG3775_006412-T1
GF00002299	CHIFNET13H1268_002100-T1	DBVPG3775_006414-T1
GF00002300	CHIFNET13H1268_002101-T1	DBVPG3775_006415-T1
GF00002301	CHIFNET13H1268_002106-T1	DBVPG3775_006420-T1
GF00002302	CHIFNET13H1268_002108-T1	DBVPG3775_006422-T1
GF00002303	CHIFNET13H1268_009730-T1	DBVPG3775_006428-T1
GF00002304	CHIFNET13H1268_009735-T1	DBVPG3775_006431-T1
GF00002305	CHIFNET13H1268_002115-T1	DBVPG3775_006432-T1
GF00002306	CHIFNET13H1268_002116-T1	DBVPG3775_006433-T1
GF00002307	CHIFNET13H1268_002117-T1	DBVPG3775_006434-T1
GF00002308	CHIFNET13H1268_002118-T1	DBVPG3775_006435-T1
GF00002309	CHIFNET13H1268_002120-T1	DBVPG3775_006437-T1
GF00002310	CHIFNET13H1268_009748-T1	DBVPG3775_006440-T1
GF00002311	CHIFNET13H1268_002125-T1	DBVPG3775_006441-T1
GF00002312	CHIFNET13H1268_002127-T1	DBVPG3775_006443-T1
GF00002313	CHIFNET13H1268_002129-T1	DBVPG3775_006445-T1
GF00002314	CHIFNET13H1268_002130-T1	DBVPG3775_006446-T1
GF00002315	CHIFNET13H1268_002131-T1	DBVPG3775_006447-T1
GF00002316	CHIFNET13H1268_013398-T1	DBVPG3775_006448-T1
GF00002317	CHIFNET13H1268_002133-T1	DBVPG3775_006449-T1
GF00002318	CHIFNET13H1268_013396-T1	DBVPG3775_006450-T1
GF00002319	CHIFNET13H1268_013395-T1	DBVPG3775_006451-T1
GF00002320	CHIFNET13H1268_013392-T1	DBVPG3775_006454-T1
GF00002321	CHIFNET13H1268_006170-T1	DBVPG3775_002518-T1
GF00002322	CHIFNET13H1268_006173-T1	DBVPG3775_002515-T1
GF00002323	CHIFNET13H1268_006174-T1	DBVPG3775_002514-T1
GF00002324	CHIFNET13H1268_002146-T1	DBVPG3775_002513-T1
GF00002325	CHIFNET13H1268_006176-T1	DBVPG3775_002512-T1
GF00002326	CHIFNET13H1268_002148-T1	DBVPG3775_002511-T1
GF00002327	CHIFNET13H1268_002149-T1	DBVPG3775_002510-T1
GF00002328	CHIFNET13H1268_006180-T1	DBVPG3775_002508-T1
GF00002329	CHIFNET13H1268_002153-T1	DBVPG3775_002506-T1
GF00002330	CHIFNET13H1268_002154-T1	DBVPG3775_002505-T1
GF00002331	CHIFNET13H1268_002159-T1	DBVPG3775_002501-T1
GF00002332	CHIFNET13H1268_002160-T1	DBVPG3775_002500-T1
GF00002333	CHIFNET13H1268_006192-T1	DBVPG3775_002497-T1
GF00002334	CHIFNET13H1268_006193-T1	DBVPG3775_002496-T1
GF00002335	CHIFNET13H1268_002165-T1	DBVPG3775_002495-T1
GF00002336	CHIFNET13H1268_006195-T1	DBVPG3775_002494-T1
GF00002337	CHIFNET13H1268_002167-T1	DBVPG3775_002493-T1
GF00002338	CHIFNET13H1268_002168-T1	DBVPG3775_002492-T1
GF00002339	CHIFNET13H1268_002173-T1	DBVPG3775_002487-T1
GF00002340	CHIFNET13H1268_002175-T1	DBVPG3775_002485-T1
GF00002341	CHIFNET13H1268_002178-T1	DBVPG3775_002482-T1
GF00002342	CHIFNET13H1268_002179-T1	DBVPG3775_002481-T1
GF00002343	CHIFNET13H1268_006210-T1	DBVPG3775_002480-T1
GF00002344	CHIFNET13H1268_006211-T1	DBVPG3775_002479-T1
GF00002345	CHIFNET13H1268_002182-T1	DBVPG3775_002478-T1
GF00002346	CHIFNET13H1268_002183-T1	DBVPG3775_002477-T1
GF00002347	CHIFNET13H1268_006214-T1	DBVPG3775_002476-T1
GF00002348	CHIFNET13H1268_002185-T1	DBVPG3775_002475-T1
GF00002349	CHIFNET13H1268_002186-T1	DBVPG3775_002474-T1
GF00002350	CHIFNET13H1268_002187-T1	DBVPG3775_002473-T1
GF00002351	CHIFNET13H1268_002188-T1	DBVPG3775_002472-T1
GF00002352	CHIFNET13H1268_006219-T1	DBVPG3775_002471-T1
GF00002353	CHIFNET13H1268_002190-T1	DBVPG3775_002470-T1
GF00002354	CHIFNET13H1268_002191-T1	DBVPG3775_002469-T1
GF00002355	CHIFNET13H1268_002193-T1	DBVPG3775_002467-T1
GF00002356	CHIFNET13H1268_002194-T1	DBVPG3775_002466-T1
GF00002357	CHIFNET13H1268_006225-T1	DBVPG3775_002465-T1
GF00002358	CHIFNET13H1268_006226-T1	DBVPG3775_002464-T1
GF00002359	CHIFNET13H1268_002197-T1	DBVPG3775_002463-T1
GF00002360	CHIFNET13H1268_006228-T1	DBVPG3775_002462-T1
GF00002361	CHIFNET13H1268_002199-T1	DBVPG3775_002461-T1
GF00002362	CHIFNET13H1268_002200-T1	DBVPG3775_002460-T1
GF00002363	CHIFNET13H1268_002201-T1	DBVPG3775_002459-T1
GF00002364	CHIFNET13H1268_002203-T1	DBVPG3775_002457-T1
GF00002365	CHIFNET13H1268_002204-T1	DBVPG3775_002456-T1
GF00002366	CHIFNET13H1268_002205-T1	DBVPG3775_002455-T1
GF00002367	CHIFNET13H1268_002206-T1	DBVPG3775_002454-T1
GF00002368	CHIFNET13H1268_002207-T1	DBVPG3775_002453-T1
GF00002369	CHIFNET13H1268_002208-T1	DBVPG3775_002452-T1
GF00002370	CHIFNET13H1268_006347-T1	DBVPG3775_006874-T1
GF00002371	CHIFNET13H1268_002210-T1	DBVPG3775_002450-T1
GF00002372	CHIFNET13H1268_014644-T1	DBVPG3775_002449-T1
GF00002373	CHIFNET13H1268_002212-T1	DBVPG3775_002448-T1
GF00002374	CHIFNET13H1268_002213-T1	DBVPG3775_002447-T1
GF00002375	CHIFNET13H1268_008022-T1	DBVPG3775_004406-T1
GF00002376	CHIFNET13H1268_002215-T1	DBVPG3775_002445-T1
GF00002377	CHIFNET13H1268_002217-T1	DBVPG3775_002443-T1
GF00002378	CHIFNET13H1268_002218-T1	DBVPG3775_002442-T1
GF00002379	CHIFNET13H1268_002219-T1	DBVPG3775_002441-T1
GF00002380	CHIFNET13H1268_002220-T1	DBVPG3775_002440-T1
GF00002381	CHIFNET13H1268_002221-T1	DBVPG3775_002439-T1
GF00002382	CHIFNET13H1268_003537-T1	DBVPG3775_002437-T1
GF00002383	CHIFNET13H1268_003536-T1	DBVPG3775_002436-T1
GF00002384	CHIFNET13H1268_002226-T1	DBVPG3775_002434-T1
GF00002385	CHIFNET13H1268_002227-T1	DBVPG3775_002433-T1
GF00002386	CHIFNET13H1268_003530-T1	DBVPG3775_002431-T1
GF00002387	CHIFNET13H1268_002230-T1	DBVPG3775_002430-T1
GF00002388	CHIFNET13H1268_002231-T1	DBVPG3775_002429-T1
GF00002389	CHIFNET13H1268_002234-T1	DBVPG3775_002426-T1
GF00002390	CHIFNET13H1268_002236-T1	DBVPG3775_002424-T1
GF00002391	CHIFNET13H1268_003523-T1	DBVPG3775_002423-T1
GF00002392	CHIFNET13H1268_002238-T1	DBVPG3775_002422-T1
GF00002393	CHIFNET13H1268_002239-T1	DBVPG3775_002421-T1
GF00002394	CHIFNET13H1268_002241-T1	DBVPG3775_002419-T1
GF00002395	CHIFNET13H1268_003518-T1	DBVPG3775_002418-T1
GF00002396	CHIFNET13H1268_002243-T1	DBVPG3775_002417-T1
GF00002397	CHIFNET13H1268_002244-T1	DBVPG3775_002416-T1
GF00002398	CHIFNET13H1268_003515-T1	DBVPG3775_002415-T1
GF00002399	CHIFNET13H1268_003514-T1	DBVPG3775_002414-T1
GF00002400	CHIFNET13H1268_003513-T1	DBVPG3775_002413-T1
GF00002401	CHIFNET13H1268_002249-T1	DBVPG3775_002411-T1
GF00002402	CHIFNET13H1268_002253-T1	DBVPG3775_002408-T1
GF00002403	CHIFNET13H1268_002260-T1	DBVPG3775_002402-T1
GF00002404	CHIFNET13H1268_002261-T1	DBVPG3775_002401-T1
GF00002405	CHIFNET13H1268_002262-T1	DBVPG3775_002400-T1
GF00002406	CHIFNET13H1268_002263-T1	DBVPG3775_002399-T1
GF00002407	CHIFNET13H1268_003498-T1	DBVPG3775_002398-T1
GF00002408	CHIFNET13H1268_002265-T1	DBVPG3775_002397-T1
GF00002409	CHIFNET13H1268_002266-T1	DBVPG3775_002396-T1
GF00002410	CHIFNET13H1268_002267-T1	DBVPG3775_002395-T1
GF00002411	CHIFNET13H1268_002269-T1	DBVPG3775_002393-T1
GF00002412	CHIFNET13H1268_002271-T1	DBVPG3775_002391-T1
GF00002413	CHIFNET13H1268_002272-T1	DBVPG3775_002390-T1
GF00002414	CHIFNET13H1268_002273-T1	DBVPG3775_002389-T1
GF00002415	CHIFNET13H1268_003487-T1	DBVPG3775_002387-T1
GF00002416	CHIFNET13H1268_002279-T1	DBVPG3775_002383-T1
GF00002417	CHIFNET13H1268_003483-T1	DBVPG3775_002381-T1
GF00002418	CHIFNET13H1268_003482-T1	DBVPG3775_002380-T1
GF00002419	CHIFNET13H1268_002284-T1	DBVPG3775_002378-T1
GF00002420	CHIFNET13H1268_002285-T1	DBVPG3775_002377-T1
GF00002421	CHIFNET13H1268_002288-T1	DBVPG3775_002375-T1
GF00002422	CHIFNET13H1268_002292-T1	DBVPG3775_002129-T1
GF00002423	CHIFNET13H1268_002293-T1	DBVPG3775_002130-T1
GF00002424	CHIFNET13H1268_002294-T1	DBVPG3775_002131-T1
GF00002425	CHIFNET13H1268_003421-T1	DBVPG3775_002132-T1
GF00002426	CHIFNET13H1268_002296-T1	DBVPG3775_002133-T1
GF00002427	CHIFNET13H1268_003419-T1	DBVPG3775_002134-T1
GF00002428	CHIFNET13H1268_002300-T1	DBVPG3775_002138-T1
GF00002429	CHIFNET13H1268_010035-T1	DBVPG3775_000757-T1
GF00002430	CHIFNET13H1268_002301-T1	DBVPG3775_002139-T1
GF00002431	CHIFNET13H1268_002303-T1	DBVPG3775_002141-T1
