	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa
GF00000654	TFCN17333P6_001977-T1, TFCN17333P6_002376-T1, TFCN17333P6_002377-T1
GF00000655	TFCN17333P6_013879-T1, TFCN17333P6_013415-T1, TFCN17333P6_014731-T1
GF00000656	TFCN17333P6_002797-T1, TFCN17333P6_002929-T1, TFCN17333P6_011439-T1
GF00000657	TFCN17333P6_005505-T1, TFCN17333P6_005503-T1, TFCN17333P6_005507-T1
GF00000658	TFCN17333P6_013820-T1, TFCN17333P6_007956-T1, TFCN17333P6_000489-T1
GF00000659	TFCN17333P6_008298-T1, TFCN17333P6_011001-T1, TFCN17333P6_011974-T1
GF00000660	TFCN17333P6_001982-T1, TFCN17333P6_014321-T1, TFCN17333P6_014328-T1
GF00000661	TFCN17333P6_008089-T1, TFCN17333P6_010185-T1, TFCN17333P6_008088-T1
GF00000662	TFCN17333P6_002827-T1, TFCN17333P6_002899-T1, TFCN17333P6_011411-T1
GF00000663	TFCN17333P6_014664-T1, TFCN17333P6_000320-T1, TFCN17333P6_000319-T1
GF00000664	TFCN17333P6_003504-T1, TFCN17333P6_008144-T1, TFCN17333P6_003503-T1
GF00000665	TFCN17333P6_006594-T1, TFCN17333P6_014908-T1, TFCN17333P6_014764-T1
GF00000666	TFCN17333P6_003114-T1, TFCN17333P6_005269-T1, TFCN17333P6_009041-T1
GF00000667	TFCN17333P6_001299-T1, TFCN17333P6_002707-T1, TFCN17333P6_001296-T1
GF00000668	TFCN17333P6_007801-T1, TFCN17333P6_014721-T1, TFCN17333P6_007800-T1
GF00000669	TFCN17333P6_011428-T1, TFCN17333P6_002811-T1, TFCN17333P6_002916-T1
GF00000670	TFCN17333P6_001257-T1, TFCN17333P6_002749-T1, TFCN17333P6_003300-T1
GF00000671	TFCN17333P6_010480-T1, TFCN17333P6_014103-T1, TFCN17333P6_010481-T1
GF00000672	TFCN17333P6_009799-T1, TFCN17333P6_000867-T1, TFCN17333P6_009800-T1
GF00000673	TFCN17333P6_010869-T1, TFCN17333P6_000217-T1, TFCN17333P6_000216-T1
GF00000674	TFCN17333P6_007141-T1, TFCN17333P6_011234-T1, TFCN17333P6_014827-T1
GF00000675	TFCN17333P6_005876-T1, TFCN17333P6_009995-T1, TFCN17333P6_005873-T1
GF00000676	TFCN17333P6_010717-T1, TFCN17333P6_002852-T1, TFCN17333P6_002871-T1
GF00000677	TFCN17333P6_011414-T1, TFCN17333P6_002823-T1, TFCN17333P6_002903-T1
GF00000678	TFCN17333P6_008730-T1, TFCN17333P6_003015-T1, TFCN17333P6_014565-T1
GF00000679	TFCN17333P6_002928-T1, TFCN17333P6_002798-T1, TFCN17333P6_011438-T1
GF00000680	TFCN17333P6_003007-T1, TFCN17333P6_008737-T1, TFCN17333P6_014558-T1
GF00000681	TFCN17333P6_009346-T1, TFCN17333P6_009347-T1, TFCN17333P6_009348-T1
GF00000682	TFCN17333P6_014055-T1, TFCN17333P6_000850-T1, TFCN17333P6_000852-T1
GF00000683	TFCN17333P6_002888-T1, TFCN17333P6_002838-T1, TFCN17333P6_011398-T1
GF00000684	TFCN17333P6_007888-T1, TFCN17333P6_007678-T1, TFCN17333P6_007677-T1
GF00000685	TFCN17333P6_005914-T1, TFCN17333P6_012800-T1, TFCN17333P6_012799-T1
GF00000686	TFCN17333P6_006942-T1, TFCN17333P6_014645-T1, TFCN17333P6_014644-T1
GF00000687	TFCN17333P6_014371-T1, TFCN17333P6_012141-T1, TFCN17333P6_014179-T1
GF00000688	TFCN17333P6_010694-T1, TFCN17333P6_012920-T1, TFCN17333P6_012916-T1
GF00000689	TFCN17333P6_010244-T1, TFCN17333P6_004500-T1, TFCN17333P6_004501-T1
GF00000690	TFCN17333P6_014459-T1, TFCN17333P6_013194-T1, TFCN17333P6_013037-T1
GF00000691	TFCN17333P6_009247-T1, TFCN17333P6_011721-T1, TFCN17333P6_011722-T1
GF00000692	TFCN17333P6_002889-T1, TFCN17333P6_002837-T1, TFCN17333P6_011399-T1
GF00000693	TFCN17333P6_013543-T1, TFCN17333P6_009631-T1, TFCN17333P6_013544-T1
GF00000694	TFCN17333P6_002416-T1, TFCN17333P6_003186-T1, TFCN17333P6_003185-T1
GF00000695	TFCN17333P6_007920-T1, TFCN17333P6_007522-T1, TFCN17333P6_007523-T1
GF00000696	TFCN17333P6_011791-T1, TFCN17333P6_002542-T1, TFCN17333P6_003683-T1
GF00000697	TFCN17333P6_009082-T1, TFCN17333P6_003153-T1, TFCN17333P6_009081-T1
GF00000698	TFCN17333P6_009046-T1, TFCN17333P6_005274-T1, TFCN17333P6_003119-T1
GF00000699	TFCN17333P6_003970-T1, TFCN17333P6_001773-T1, TFCN17333P6_001772-T1
GF00000700	TFCN17333P6_014724-T1, TFCN17333P6_007798-T1, TFCN17333P6_014723-T1
GF00000701	TFCN17333P6_002265-T1, TFCN17333P6_011452-T1, TFCN17333P6_011451-T1
GF00000702	TFCN17333P6_011400-T1, TFCN17333P6_002890-T1, TFCN17333P6_002836-T1
GF00000703	TFCN17333P6_000042-T1, TFCN17333P6_013774-T1, TFCN17333P6_013773-T1
GF00000704	TFCN17333P6_013613-T1, TFCN17333P6_010163-T1, TFCN17333P6_008112-T1
GF00000705	TFCN17333P6_005740-T1, TFCN17333P6_012021-T1, TFCN17333P6_012501-T1
GF00000706	TFCN17333P6_000174-T1, TFCN17333P6_010907-T1, TFCN17333P6_000173-T1
GF00000707	TFCN17333P6_004546-T1, TFCN17333P6_006983-T1, TFCN17333P6_004560-T1
GF00000708	TFCN17333P6_011697-T1, TFCN17333P6_004821-T1, TFCN17333P6_006536-T1
GF00000709	TFCN17333P6_006130-T1, TFCN17333P6_011190-T1, TFCN17333P6_009264-T1
GF00000710	TFCN17333P6_006761-T1, TFCN17333P6_001436-T1, TFCN17333P6_001437-T1
GF00000711	TFCN17333P6_008317-T1, TFCN17333P6_011956-T1, TFCN17333P6_008316-T1
GF00000712	TFCN17333P6_013001-T1, TFCN17333P6_014598-T1, TFCN17333P6_014597-T1
GF00000713	TFCN17333P6_006080-T1, TFCN17333P6_013677-T1, TFCN17333P6_013676-T1
GF00000714	TFCN17333P6_001243-T1, TFCN17333P6_002762-T1, TFCN17333P6_002765-T1
GF00000715	TFCN17333P6_000022-T1, TFCN17333P6_013660-T1, TFCN17333P6_013661-T1
GF00000716	TFCN17333P6_011425-T1, TFCN17333P6_002814-T1, TFCN17333P6_002913-T1
GF00000717	TFCN17333P6_005267-T1, TFCN17333P6_003112-T1, TFCN17333P6_009038-T1
GF00000718	TFCN17333P6_007352-T1, TFCN17333P6_010526-T1, TFCN17333P6_009920-T1
GF00000719	TFCN17333P6_002868-T1, TFCN17333P6_002855-T1, TFCN17333P6_010714-T1
GF00000720	TFCN17333P6_012949-T1, TFCN17333P6_011811-T1, TFCN17333P6_012950-T1
GF00000721	TFCN17333P6_007464-T1, TFCN17333P6_011396-T1, TFCN17333P6_013240-T1
GF00000722	TFCN17333P6_012373-T1, TFCN17333P6_004379-T1, TFCN17333P6_012372-T1
GF00000723	TFCN17333P6_008262-T1, TFCN17333P6_009703-T1, TFCN17333P6_008263-T1
GF00000724	TFCN17333P6_010356-T1, TFCN17333P6_004754-T1, TFCN17333P6_000493-T1
GF00000725	TFCN17333P6_008118-T1, TFCN17333P6_003533-T1, TFCN17333P6_003532-T1
GF00000726	TFCN17333P6_014095-T1, TFCN17333P6_004519-T1, TFCN17333P6_014146-T1
GF00000727	TFCN17333P6_002009-T1, TFCN17333P6_005447-T1, TFCN17333P6_002008-T1
GF00000728	TFCN17333P6_013007-T1, TFCN17333P6_014604-T1, TFCN17333P6_013925-T1
GF00000729	TFCN17333P6_013155-T1, TFCN17333P6_007712-T1, TFCN17333P6_010595-T1
GF00000730	TFCN17333P6_005286-T1, TFCN17333P6_003131-T1, TFCN17333P6_009059-T1
GF00000731	TFCN17333P6_014750-T1, TFCN17333P6_014832-T1, TFCN17333P6_014874-T1
GF00000732	TFCN17333P6_005276-T1, TFCN17333P6_003121-T1, TFCN17333P6_009048-T1
GF00000733	TFCN17333P6_003686-T1, TFCN17333P6_010990-T1, TFCN17333P6_007805-T1
GF00000734	TFCN17333P6_014848-T1, TFCN17333P6_005155-T1, TFCN17333P6_011584-T1
GF00000735	TFCN17333P6_008450-T1, TFCN17333P6_011866-T1, TFCN17333P6_013705-T1
GF00000736	TFCN17333P6_011917-T1, TFCN17333P6_007109-T1, TFCN17333P6_011916-T1
GF00000737	TFCN17333P6_002835-T1, TFCN17333P6_002891-T1, TFCN17333P6_011401-T1
GF00000738	TFCN17333P6_003127-T1, TFCN17333P6_009054-T1, TFCN17333P6_005282-T1
GF00000739	TFCN17333P6_014265-T1, TFCN17333P6_011876-T1, TFCN17333P6_014266-T1
GF00000740	TFCN17333P6_002922-T1, TFCN17333P6_002804-T1, TFCN17333P6_011433-T1
GF00000741	TFCN17333P6_009060-T1, TFCN17333P6_005288-T1, TFCN17333P6_003133-T1
GF00000742	TFCN17333P6_014811-T1, TFCN17333P6_014835-T1, TFCN17333P6_009209-T1
GF00000743	TFCN17333P6_014264-T1, TFCN17333P6_011877-T1, TFCN17333P6_002932-T1
GF00000744	TFCN17333P6_012347-T1, TFCN17333P6_007085-T1, TFCN17333P6_007056-T1
GF00000745	TFCN17333P6_002930-T1, TFCN17333P6_002796-T1, TFCN17333P6_011440-T1
GF00000746	TFCN17333P6_002907-T1, TFCN17333P6_011419-T1, TFCN17333P6_002819-T1
GF00000747	TFCN17333P6_009291-T1, TFCN17333P6_012576-T1, TFCN17333P6_009292-T1
GF00000748	TFCN17333P6_009303-T1, TFCN17333P6_003416-T1, TFCN17333P6_012564-T1
GF00000749	TFCN17333P6_005889-T1, TFCN17333P6_009981-T1, TFCN17333P6_009982-T1
GF00000750	TFCN17333P6_011740-T1, TFCN17333P6_011741-T1, TFCN17333P6_009259-T1
GF00000751	TFCN17333P6_002611-T1, TFCN17333P6_003611-T1, TFCN17333P6_002610-T1
GF00000752	TFCN17333P6_012327-T1, TFCN17333P6_013565-T1, TFCN17333P6_013564-T1
GF00000753	TFCN17333P6_006330-T1, TFCN17333P6_002126-T1, TFCN17333P6_002127-T1
GF00000754	TFCN17333P6_008335-T1, TFCN17333P6_001892-T1, TFCN17333P6_014531-T1
GF00000755	TFCN17333P6_011602-T1, TFCN17333P6_005172-T1, TFCN17333P6_005170-T1
GF00000756	TFCN17333P6_002483-T1, TFCN17333P6_003253-T1, TFCN17333P6_003252-T1
GF00000757	TFCN17333P6_011397-T1, TFCN17333P6_002839-T1, TFCN17333P6_002887-T1
GF00000758	TFCN17333P6_000797-T1, TFCN17333P6_005662-T1, TFCN17333P6_005680-T1
GF00000759	TFCN17333P6_002821-T1, TFCN17333P6_002905-T1, TFCN17333P6_011416-T1
GF00000760	TFCN17333P6_008303-T1, TFCN17333P6_011969-T1, TFCN17333P6_008304-T1
GF00000761	TFCN17333P6_010802-T1, TFCN17333P6_001839-T1, TFCN17333P6_001838-T1
GF00000762	TFCN17333P6_001242-T1, TFCN17333P6_002763-T1, TFCN17333P6_002766-T1
GF00000763	TFCN17333P6_005021-T1, TFCN17333P6_010234-T1, TFCN17333P6_007395-T1
GF00000764	TFCN17333P6_012142-T1, TFCN17333P6_014180-T1, TFCN17333P6_014370-T1
GF00000765	TFCN17333P6_014682-T1, TFCN17333P6_012678-T1, TFCN17333P6_012679-T1
GF00000766	TFCN17333P6_005051-T1, TFCN17333P6_014854-T1, TFCN17333P6_013821-T1
GF00000767	TFCN17333P6_001370-T1, TFCN17333P6_013067-T1, TFCN17333P6_001369-T1
GF00000768	TFCN17333P6_003138-T1, TFCN17333P6_009064-T1, TFCN17333P6_003137-T1
GF00000769	TFCN17333P6_009044-T1, TFCN17333P6_003117-T1, TFCN17333P6_005272-T1
GF00000770	TFCN17333P6_003105-T1, TFCN17333P6_009031-T1, TFCN17333P6_005260-T1
GF00000771	TFCN17333P6_005539-T1, TFCN17333P6_003778-T1, TFCN17333P6_010930-T1
GF00000772	TFCN17333P6_001997-T1, TFCN17333P6_005435-T1, TFCN17333P6_001998-T1
GF00000773	TFCN17333P6_006237-T1, TFCN17333P6_006161-T1, TFCN17333P6_006162-T1
GF00000774	TFCN17333P6_005848-T1, TFCN17333P6_005847-T1, TFCN17333P6_010019-T1
GF00000775	TFCN17333P6_007057-T1, TFCN17333P6_012348-T1, TFCN17333P6_013854-T1
GF00000776	TFCN17333P6_012447-T1, TFCN17333P6_013356-T1, TFCN17333P6_013357-T1
GF00000777	TFCN17333P6_005474-T1, TFCN17333P6_002018-T1, TFCN17333P6_002017-T1
GF00000778	TFCN17333P6_006043-T1, TFCN17333P6_010739-T1, TFCN17333P6_006044-T1
GF00000779	TFCN17333P6_014068-T1, TFCN17333P6_004664-T1, TFCN17333P6_007604-T1
GF00000780	TFCN17333P6_010297-T1, TFCN17333P6_000635-T1, TFCN17333P6_000634-T1
GF00000781	TFCN17333P6_001498-T1, TFCN17333P6_005797-T1, TFCN17333P6_005796-T1
GF00000782	TFCN17333P6_014557-T1, TFCN17333P6_003006-T1, TFCN17333P6_008738-T1
GF00000783	TFCN17333P6_000720-T1, TFCN17333P6_008669-T1, TFCN17333P6_008670-T1
GF00000784	TFCN17333P6_013188-T1, TFCN17333P6_005309-T1, TFCN17333P6_011828-T1
GF00000785	TFCN17333P6_014346-T1, TFCN17333P6_007852-T1, TFCN17333P6_002514-T1
GF00000786	TFCN17333P6_013185-T1, TFCN17333P6_005311-T1, TFCN17333P6_013186-T1
GF00000787	TFCN17333P6_003008-T1, TFCN17333P6_008736-T1, TFCN17333P6_014559-T1
GF00000788	TFCN17333P6_011959-T1, TFCN17333P6_008313-T1, TFCN17333P6_011960-T1
GF00000789	TFCN17333P6_012882-T1, TFCN17333P6_003307-T1, TFCN17333P6_014613-T1
GF00000790	TFCN17333P6_006236-T1, TFCN17333P6_006164-T1, TFCN17333P6_006163-T1
GF00000791	TFCN17333P6_002442-T1, TFCN17333P6_013171-T1, TFCN17333P6_003210-T1
GF00000792	TFCN17333P6_013463-T1, TFCN17333P6_001558-T1, TFCN17333P6_012619-T1
GF00000793	TFCN17333P6_005198-T1, TFCN17333P6_011626-T1, TFCN17333P6_012474-T1
GF00000794	TFCN17333P6_002590-T1, TFCN17333P6_003637-T1, TFCN17333P6_002589-T1
GF00000795	TFCN17333P6_005242-T1, TFCN17333P6_003086-T1, TFCN17333P6_005240-T1
GF00000796	TFCN17333P6_010155-T1, TFCN17333P6_013622-T1, TFCN17333P6_013621-T1
GF00000797	TFCN17333P6_005251-T1, TFCN17333P6_003091-T1, TFCN17333P6_003090-T1
GF00000798	TFCN17333P6_009330-T1, TFCN17333P6_003829-T1, TFCN17333P6_003830-T1
GF00000799	TFCN17333P6_003998-T1, TFCN17333P6_003999-T1, TFCN17333P6_004001-T1
GF00000800	TFCN17333P6_002033-T1, TFCN17333P6_005458-T1, TFCN17333P6_002034-T1
GF00000801	TFCN17333P6_007321-T1, TFCN17333P6_009863-T1, TFCN17333P6_007320-T1
GF00000802	TFCN17333P6_000666-T1, TFCN17333P6_011502-T1, TFCN17333P6_011499-T1
GF00000803	TFCN17333P6_005219-T1, TFCN17333P6_005218-T1, TFCN17333P6_005220-T1
GF00000804	TFCN17333P6_010486-T1, TFCN17333P6_010227-T1, TFCN17333P6_010226-T1
GF00000805	TFCN17333P6_008853-T1, TFCN17333P6_008854-T1, TFCN17333P6_010825-T1
GF00000806	TFCN17333P6_008671-T1, TFCN17333P6_008672-T1, TFCN17333P6_000722-T1
GF00000807	TFCN17333P6_000773-T1, TFCN17333P6_005684-T1, TFCN17333P6_000774-T1
GF00000808	TFCN17333P6_007928-T1, TFCN17333P6_014296-T1, TFCN17333P6_007929-T1
GF00000809	TFCN17333P6_004048-T1, TFCN17333P6_005346-T1, TFCN17333P6_005345-T1
GF00000810	TFCN17333P6_005279-T1, TFCN17333P6_003124-T1, TFCN17333P6_009051-T1
GF00000811	TFCN17333P6_011329-T1, TFCN17333P6_012615-T1, TFCN17333P6_011328-T1
GF00000812	TFCN17333P6_003109-T1, TFCN17333P6_005264-T1, TFCN17333P6_009035-T1
GF00000813	TFCN17333P6_002860-T1, TFCN17333P6_002863-T1, TFCN17333P6_010709-T1
GF00000814	TFCN17333P6_003125-T1, TFCN17333P6_005280-T1, TFCN17333P6_009052-T1
GF00000815	TFCN17333P6_004537-T1, TFCN17333P6_014132-T1, TFCN17333P6_006971-T1
GF00000816	TFCN17333P6_014379-T1, TFCN17333P6_007370-T1, TFCN17333P6_014382-T1
GF00000817	TFCN17333P6_002746-T1, TFCN17333P6_001261-T1, TFCN17333P6_001260-T1
GF00000818	TFCN17333P6_002866-T1, TFCN17333P6_002857-T1, TFCN17333P6_010712-T1
GF00000819	TFCN17333P6_000457-T1, TFCN17333P6_006021-T1, TFCN17333P6_000456-T1
GF00000820	TFCN17333P6_002815-T1, TFCN17333P6_011424-T1, TFCN17333P6_002912-T1
GF00000821	TFCN17333P6_014834-T1, TFCN17333P6_009210-T1, TFCN17333P6_014892-T1
GF00000822	TFCN17333P6_011829-T1, TFCN17333P6_008410-T1, TFCN17333P6_008411-T1
GF00000823	TFCN17333P6_008515-T1, TFCN17333P6_013337-T1, TFCN17333P6_011127-T1
GF00000824	TFCN17333P6_003800-T1, TFCN17333P6_009376-T1, TFCN17333P6_009377-T1
GF00000825	TFCN17333P6_009036-T1, TFCN17333P6_003110-T1, TFCN17333P6_005265-T1
GF00000826	TFCN17333P6_009637-T1, TFCN17333P6_003747-T1, TFCN17333P6_003746-T1
GF00000827	TFCN17333P6_002894-T1, TFCN17333P6_011406-T1, TFCN17333P6_002832-T1
GF00000828	TFCN17333P6_011427-T1, TFCN17333P6_002812-T1, TFCN17333P6_002915-T1
GF00000829	TFCN17333P6_014177-T1, TFCN17333P6_014373-T1, TFCN17333P6_012128-T1
GF00000830	TFCN17333P6_010121-T1, TFCN17333P6_004791-T1, TFCN17333P6_014707-T1
GF00000831	TFCN17333P6_003278-T1, TFCN17333P6_007710-T1, TFCN17333P6_007713-T1
GF00000832	TFCN17333P6_014239-T1, TFCN17333P6_010292-T1, TFCN17333P6_014238-T1
GF00000833	TFCN17333P6_009294-T1, TFCN17333P6_012574-T1, TFCN17333P6_012573-T1
GF00000834	TFCN17333P6_012450-T1, TFCN17333P6_005224-T1, TFCN17333P6_001955-T1
GF00000835	TFCN17333P6_013424-T1, TFCN17333P6_013501-T1, TFCN17333P6_014777-T1
GF00000836	TFCN17333P6_002920-T1, TFCN17333P6_011431-T1, TFCN17333P6_002806-T1
GF00000837	TFCN17333P6_004917-T1, TFCN17333P6_013951-T1, TFCN17333P6_013950-T1
GF00000838	TFCN17333P6_011751-T1, TFCN17333P6_014004-T1, TFCN17333P6_011752-T1
GF00000839	TFCN17333P6_000002-T1, TFCN17333P6_006706-T1, TFCN17333P6_006705-T1
GF00000840	TFCN17333P6_008731-T1, TFCN17333P6_014564-T1, TFCN17333P6_003014-T1
GF00000841	TFCN17333P6_004078-T1, TFCN17333P6_005376-T1, TFCN17333P6_004079-T1
GF00000842	TFCN17333P6_009704-T1, TFCN17333P6_008261-T1, TFCN17333P6_013106-T1
GF00000843	TFCN17333P6_008649-T1, TFCN17333P6_000698-T1, TFCN17333P6_008648-T1
GF00000844	TFCN17333P6_014859-T1, TFCN17333P6_013029-T1, TFCN17333P6_013958-T1
GF00000845	TFCN17333P6_014670-T1, TFCN17333P6_000324-T1, TFCN17333P6_000313-T1
GF00000846	TFCN17333P6_002908-T1, TFCN17333P6_011420-T1, TFCN17333P6_002818-T1
GF00000847	TFCN17333P6_001155-T1, TFCN17333P6_006675-T1, TFCN17333P6_001154-T1
GF00000848	TFCN17333P6_009058-T1, TFCN17333P6_005285-T1, TFCN17333P6_003130-T1
GF00000849	TFCN17333P6_014649-T1, TFCN17333P6_006946-T1, TFCN17333P6_005526-T1
GF00000850	TFCN17333P6_007233-T1, TFCN17333P6_013152-T1, TFCN17333P6_006516-T1
GF00000851	TFCN17333P6_010679-T1, TFCN17333P6_004290-T1, TFCN17333P6_004288-T1
GF00000852	TFCN17333P6_010035-T1, TFCN17333P6_005829-T1, TFCN17333P6_005830-T1
GF00000853	TFCN17333P6_009034-T1, TFCN17333P6_003108-T1, TFCN17333P6_005263-T1
GF00000854	TFCN17333P6_002881-T1, TFCN17333P6_010725-T1, TFCN17333P6_002844-T1
GF00000855	TFCN17333P6_010727-T1, TFCN17333P6_002885-T1, TFCN17333P6_002841-T1
GF00000856	TFCN17333P6_014332-T1, TFCN17333P6_014317-T1, TFCN17333P6_001980-T1
GF00000857	TFCN17333P6_013295-T1, TFCN17333P6_001388-T1, TFCN17333P6_013296-T1
GF00000858	TFCN17333P6_012274-T1, TFCN17333P6_006473-T1, TFCN17333P6_014758-T1
GF00000859	TFCN17333P6_002864-T1, TFCN17333P6_002859-T1, TFCN17333P6_010710-T1
GF00000860	TFCN17333P6_009043-T1, TFCN17333P6_005271-T1, TFCN17333P6_003116-T1
GF00000861	TFCN17333P6_001981-T1, TFCN17333P6_014320-T1, TFCN17333P6_014329-T1
GF00000862	TFCN17333P6_009864-T1, TFCN17333P6_009951-T1, TFCN17333P6_007322-T1
GF00000863	TFCN17333P6_000751-T1, TFCN17333P6_000749-T1, TFCN17333P6_005706-T1
GF00000864	TFCN17333P6_009371-T1, TFCN17333P6_002446-T1, TFCN17333P6_003214-T1
GF00000865	TFCN17333P6_012281-T1, TFCN17333P6_006514-T1, TFCN17333P6_013149-T1
GF00000866	TFCN17333P6_004239-T1, TFCN17333P6_003541-T1, TFCN17333P6_003540-T1
GF00000867	TFCN17333P6_010399-T1, TFCN17333P6_004710-T1, TFCN17333P6_004709-T1
GF00000868	TFCN17333P6_012940-T1, TFCN17333P6_001044-T1
GF00000869	TFCN17333P6_002716-T1, TFCN17333P6_001289-T1
GF00000870	TFCN17333P6_007554-T1, TFCN17333P6_004613-T1
GF00000871	TFCN17333P6_012349-T1, TFCN17333P6_007084-T1
GF00000872	TFCN17333P6_001241-T1, TFCN17333P6_002767-T1
GF00000873	TFCN17333P6_008947-T1, TFCN17333P6_012429-T1
GF00000874	TFCN17333P6_000043-T1, TFCN17333P6_013772-T1
GF00000875	TFCN17333P6_006989-T1, TFCN17333P6_004552-T1
GF00000876	TFCN17333P6_000837-T1, TFCN17333P6_005624-T1
GF00000877	TFCN17333P6_010639-T1, TFCN17333P6_002667-T1
GF00000878	TFCN17333P6_014015-T1, TFCN17333P6_011762-T1
GF00000879	TFCN17333P6_005924-T1, TFCN17333P6_004370-T1
GF00000880	TFCN17333P6_011109-T1, TFCN17333P6_011040-T1
GF00000881	TFCN17333P6_003524-T1, TFCN17333P6_008126-T1
GF00000882	TFCN17333P6_000551-T1, TFCN17333P6_005590-T1
GF00000883	TFCN17333P6_013919-T1, TFCN17333P6_013013-T1
GF00000884	TFCN17333P6_004853-T1, TFCN17333P6_004898-T1
GF00000885	TFCN17333P6_004908-T1, TFCN17333P6_009147-T1
GF00000886	TFCN17333P6_014076-T1, TFCN17333P6_004674-T1
GF00000887	TFCN17333P6_000255-T1, TFCN17333P6_010455-T1
GF00000888	TFCN17333P6_006475-T1, TFCN17333P6_012276-T1
GF00000889	TFCN17333P6_000299-T1, TFCN17333P6_013635-T1
GF00000890	TFCN17333P6_000760-T1, TFCN17333P6_005698-T1
GF00000891	TFCN17333P6_011257-T1, TFCN17333P6_012510-T1
GF00000892	TFCN17333P6_005940-T1, TFCN17333P6_000378-T1
GF00000893	TFCN17333P6_012079-T1, TFCN17333P6_006564-T1
GF00000894	TFCN17333P6_000381-T1, TFCN17333P6_005943-T1
GF00000895	TFCN17333P6_001488-T1, TFCN17333P6_005786-T1
GF00000896	TFCN17333P6_013963-T1, TFCN17333P6_013024-T1
GF00000897	TFCN17333P6_009838-T1, TFCN17333P6_000080-T1
GF00000898	TFCN17333P6_001128-T1, TFCN17333P6_004929-T1
GF00000899	TFCN17333P6_004183-T1, TFCN17333P6_006858-T1
GF00000900	TFCN17333P6_011833-T1, TFCN17333P6_008415-T1
GF00000901	TFCN17333P6_010883-T1, TFCN17333P6_000203-T1
GF00000902	TFCN17333P6_012169-T1, TFCN17333P6_012196-T1
GF00000903	TFCN17333P6_001823-T1, TFCN17333P6_010786-T1
GF00000904	TFCN17333P6_006126-T1, TFCN17333P6_011194-T1
GF00000905	TFCN17333P6_008618-T1, TFCN17333P6_000673-T1
GF00000906	TFCN17333P6_003245-T1, TFCN17333P6_002476-T1
GF00000907	TFCN17333P6_010446-T1, TFCN17333P6_000262-T1
GF00000908	TFCN17333P6_013121-T1, TFCN17333P6_009000-T1
GF00000909	TFCN17333P6_012710-T1, TFCN17333P6_011648-T1
GF00000910	TFCN17333P6_003045-T1, TFCN17333P6_008697-T1
GF00000911	TFCN17333P6_005888-T1, TFCN17333P6_009983-T1
GF00000912	TFCN17333P6_000445-T1, TFCN17333P6_006009-T1
GF00000913	TFCN17333P6_001712-T1, TFCN17333P6_003904-T1
GF00000914	TFCN17333P6_006457-T1, TFCN17333P6_012763-T1
GF00000915	TFCN17333P6_007775-T1, TFCN17333P6_011157-T1
GF00000916	TFCN17333P6_003077-T1, TFCN17333P6_005232-T1
GF00000917	TFCN17333P6_014427-T1, TFCN17333P6_014171-T1
GF00000918	TFCN17333P6_004139-T1, TFCN17333P6_013721-T1
GF00000919	TFCN17333P6_004565-T1, TFCN17333P6_007008-T1
GF00000920	TFCN17333P6_000522-T1, TFCN17333P6_004779-T1
GF00000921	TFCN17333P6_001297-T1, TFCN17333P6_002709-T1
GF00000922	TFCN17333P6_012932-T1, TFCN17333P6_001052-T1
GF00000923	TFCN17333P6_001730-T1, TFCN17333P6_003925-T1
GF00000924	TFCN17333P6_012746-T1, TFCN17333P6_000349-T1
GF00000925	TFCN17333P6_004961-T1, TFCN17333P6_001098-T1
GF00000926	TFCN17333P6_005736-T1, TFCN17333P6_012497-T1
GF00000927	TFCN17333P6_004936-T1, TFCN17333P6_001121-T1
GF00000928	TFCN17333P6_003314-T1, TFCN17333P6_012889-T1
GF00000929	TFCN17333P6_008852-T1, TFCN17333P6_010826-T1
GF00000930	TFCN17333P6_012330-T1, TFCN17333P6_013568-T1
GF00000931	TFCN17333P6_012989-T1, TFCN17333P6_003549-T1
GF00000932	TFCN17333P6_005644-T1, TFCN17333P6_000817-T1
GF00000933	TFCN17333P6_008972-T1, TFCN17333P6_014462-T1
GF00000934	TFCN17333P6_010371-T1, TFCN17333P6_004737-T1
GF00000935	TFCN17333P6_002104-T1, TFCN17333P6_013333-T1
GF00000936	TFCN17333P6_014569-T1, TFCN17333P6_014581-T1
GF00000937	TFCN17333P6_007748-T1, TFCN17333P6_007837-T1
GF00000938	TFCN17333P6_002258-T1, TFCN17333P6_011445-T1
GF00000939	TFCN17333P6_008047-T1, TFCN17333P6_011300-T1
GF00000940	TFCN17333P6_011390-T1, TFCN17333P6_007457-T1
GF00000941	TFCN17333P6_011511-T1, TFCN17333P6_000662-T1
GF00000942	TFCN17333P6_003656-T1, TFCN17333P6_002569-T1
GF00000943	TFCN17333P6_009388-T1, TFCN17333P6_002960-T1
GF00000944	TFCN17333P6_014468-T1, TFCN17333P6_008979-T1
GF00000945	TFCN17333P6_000133-T1, TFCN17333P6_009561-T1
GF00000946	TFCN17333P6_000402-T1, TFCN17333P6_005965-T1
GF00000947	TFCN17333P6_004340-T1, TFCN17333P6_008911-T1
GF00000948	TFCN17333P6_000312-T1, TFCN17333P6_013649-T1
GF00000949	TFCN17333P6_004036-T1, TFCN17333P6_005331-T1
GF00000950	TFCN17333P6_000995-T1, TFCN17333P6_007178-T1
GF00000951	TFCN17333P6_006851-T1, TFCN17333P6_004187-T1
