	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa
GF00000557	CHIFNET14NJ214_014534-T1, CHIFNET14NJ214_010109-T1, CHIFNET14NJ214_013269-T1
GF00000558	CHIFNET14NJ214_005776-T1, CHIFNET14NJ214_007986-T1, CHIFNET14NJ214_007987-T1
GF00000559	CHIFNET14NJ214_007118-T1, CHIFNET14NJ214_013405-T1, CHIFNET14NJ214_015027-T1
GF00000560	CHIFNET14NJ214_015001-T1, CHIFNET14NJ214_010495-T1, CHIFNET14NJ214_015000-T1
GF00000561	CHIFNET14NJ214_003967-T1, CHIFNET14NJ214_000177-T1, CHIFNET14NJ214_000178-T1
GF00000562	CHIFNET14NJ214_010800-T1, CHIFNET14NJ214_001003-T1, CHIFNET14NJ214_015065-T1
GF00000563	CHIFNET14NJ214_006913-T1, CHIFNET14NJ214_004958-T1, CHIFNET14NJ214_014702-T1
GF00000564	CHIFNET14NJ214_004849-T1, CHIFNET14NJ214_005339-T1, CHIFNET14NJ214_005338-T1
GF00000565	CHIFNET14NJ214_010870-T1, CHIFNET14NJ214_012979-T1, CHIFNET14NJ214_009209-T1
GF00000566	CHIFNET14NJ214_013240-T1, CHIFNET14NJ214_010786-T1, CHIFNET14NJ214_015423-T1
GF00000567	CHIFNET14NJ214_002702-T1, CHIFNET14NJ214_006140-T1, CHIFNET14NJ214_015229-T1
GF00000568	CHIFNET14NJ214_007743-T1, CHIFNET14NJ214_004184-T1, CHIFNET14NJ214_013558-T1
GF00000569	CHIFNET14NJ214_009782-T1, CHIFNET14NJ214_014928-T1, CHIFNET14NJ214_004476-T1
GF00000570	CHIFNET14NJ214_003523-T1, CHIFNET14NJ214_008898-T1, CHIFNET14NJ214_008897-T1
GF00000571	CHIFNET14NJ214_001275-T1, CHIFNET14NJ214_008062-T1, CHIFNET14NJ214_008063-T1
GF00000572	CHIFNET14NJ214_008188-T1, CHIFNET14NJ214_003191-T1, CHIFNET14NJ214_014975-T1
GF00000573	CHIFNET14NJ214_002453-T1, CHIFNET14NJ214_004897-T1, CHIFNET14NJ214_004896-T1
GF00000574	CHIFNET14NJ214_002400-T1, CHIFNET14NJ214_005625-T1, CHIFNET14NJ214_008937-T1
GF00000575	CHIFNET14NJ214_012914-T1, CHIFNET14NJ214_015101-T1, CHIFNET14NJ214_014790-T1
GF00000576	CHIFNET14NJ214_004342-T1, CHIFNET14NJ214_005215-T1, CHIFNET14NJ214_005216-T1
GF00000577	CHIFNET14NJ214_010548-T1, CHIFNET14NJ214_014798-T1, CHIFNET14NJ214_014718-T1
GF00000578	CHIFNET14NJ214_004889-T1, CHIFNET14NJ214_002446-T1, CHIFNET14NJ214_004888-T1
GF00000579	CHIFNET14NJ214_004703-T1, CHIFNET14NJ214_013328-T1, CHIFNET14NJ214_012673-T1
GF00000580	CHIFNET14NJ214_009094-T1, CHIFNET14NJ214_009682-T1, CHIFNET14NJ214_007744-T1
GF00000581	CHIFNET14NJ214_015228-T1, CHIFNET14NJ214_002703-T1, CHIFNET14NJ214_006292-T1
GF00000582	CHIFNET14NJ214_010898-T1, CHIFNET14NJ214_013359-T1, CHIFNET14NJ214_009871-T1
GF00000583	CHIFNET14NJ214_010127-T1, CHIFNET14NJ214_005709-T1, CHIFNET14NJ214_005039-T1
GF00000584	CHIFNET14NJ214_000684-T1, CHIFNET14NJ214_013584-T1, CHIFNET14NJ214_008438-T1
GF00000585	CHIFNET14NJ214_012610-T1, CHIFNET14NJ214_007190-T1, CHIFNET14NJ214_014719-T1
GF00000586	CHIFNET14NJ214_000456-T1, CHIFNET14NJ214_008717-T1, CHIFNET14NJ214_012764-T1
GF00000587	CHIFNET14NJ214_003552-T1, CHIFNET14NJ214_009236-T1, CHIFNET14NJ214_015009-T1
GF00000588	CHIFNET14NJ214_011097-T1, CHIFNET14NJ214_013604-T1, CHIFNET14NJ214_012972-T1
GF00000589	CHIFNET14NJ214_012618-T1, CHIFNET14NJ214_004477-T1, CHIFNET14NJ214_015239-T1
GF00000590	CHIFNET14NJ214_014472-T1, CHIFNET14NJ214_013200-T1, CHIFNET14NJ214_014471-T1
GF00000591	CHIFNET14NJ214_008414-T1, CHIFNET14NJ214_008164-T1, CHIFNET14NJ214_008165-T1
GF00000592	CHIFNET14NJ214_014408-T1, CHIFNET14NJ214_014299-T1, CHIFNET14NJ214_015321-T1
GF00000593	CHIFNET14NJ214_007579-T1, CHIFNET14NJ214_005496-T1, CHIFNET14NJ214_015284-T1
GF00000594	CHIFNET14NJ214_003090-T1, CHIFNET14NJ214_007872-T1, CHIFNET14NJ214_007871-T1
GF00000595	CHIFNET14NJ214_007181-T1, CHIFNET14NJ214_008856-T1, CHIFNET14NJ214_012601-T1
GF00000596	CHIFNET14NJ214_005019-T1, CHIFNET14NJ214_011602-T1, CHIFNET14NJ214_014210-T1
GF00000597	CHIFNET14NJ214_003685-T1, CHIFNET14NJ214_009478-T1, CHIFNET14NJ214_003651-T1
GF00000598	CHIFNET14NJ214_001777-T1, CHIFNET14NJ214_002778-T1, CHIFNET14NJ214_001778-T1
GF00000599	CHIFNET14NJ214_002333-T1, CHIFNET14NJ214_005003-T1, CHIFNET14NJ214_015663-T1
GF00000600	CHIFNET14NJ214_002050-T1, CHIFNET14NJ214_011817-T1, CHIFNET14NJ214_004209-T1
GF00000601	CHIFNET14NJ214_013491-T1, CHIFNET14NJ214_014761-T1, CHIFNET14NJ214_015599-T1
GF00000602	CHIFNET14NJ214_003021-T1, CHIFNET14NJ214_006458-T1, CHIFNET14NJ214_003020-T1
GF00000603	CHIFNET14NJ214_009532-T1, CHIFNET14NJ214_013452-T1, CHIFNET14NJ214_014741-T1
GF00000604	CHIFNET14NJ214_012665-T1, CHIFNET14NJ214_004710-T1, CHIFNET14NJ214_015183-T1
GF00000605	CHIFNET14NJ214_000071-T1, CHIFNET14NJ214_011848-T1, CHIFNET14NJ214_005417-T1
GF00000606	CHIFNET14NJ214_010315-T1, CHIFNET14NJ214_014682-T1, CHIFNET14NJ214_006933-T1
GF00000607	CHIFNET14NJ214_008540-T1, CHIFNET14NJ214_011972-T1, CHIFNET14NJ214_011973-T1
GF00000608	CHIFNET14NJ214_002423-T1, CHIFNET14NJ214_014211-T1, CHIFNET14NJ214_011017-T1
GF00000609	CHIFNET14NJ214_014814-T1, CHIFNET14NJ214_007153-T1, CHIFNET14NJ214_010993-T1
GF00000610	CHIFNET14NJ214_003781-T1, CHIFNET14NJ214_015154-T1, CHIFNET14NJ214_014062-T1
GF00000611	CHIFNET14NJ214_010045-T1, CHIFNET14NJ214_006981-T1, CHIFNET14NJ214_015570-T1
GF00000612	CHIFNET14NJ214_002206-T1, CHIFNET14NJ214_007237-T1, CHIFNET14NJ214_009264-T1
GF00000613	CHIFNET14NJ214_006246-T1, CHIFNET14NJ214_003480-T1, CHIFNET14NJ214_006247-T1
GF00000614	CHIFNET14NJ214_001270-T1, CHIFNET14NJ214_001732-T1, CHIFNET14NJ214_001733-T1
GF00000615	CHIFNET14NJ214_004324-T1, CHIFNET14NJ214_008295-T1, CHIFNET14NJ214_008296-T1
GF00000616	CHIFNET14NJ214_004535-T1, CHIFNET14NJ214_001886-T1, CHIFNET14NJ214_014927-T1
GF00000617	CHIFNET14NJ214_002338-T1, CHIFNET14NJ214_012364-T1, CHIFNET14NJ214_005008-T1
GF00000618	CHIFNET14NJ214_003911-T1, CHIFNET14NJ214_015113-T1, CHIFNET14NJ214_006623-T1
GF00000619	CHIFNET14NJ214_004668-T1, CHIFNET14NJ214_007506-T1, CHIFNET14NJ214_007507-T1
GF00000620	CHIFNET14NJ214_010350-T1, CHIFNET14NJ214_001116-T1, CHIFNET14NJ214_015405-T1
GF00000621	CHIFNET14NJ214_012444-T1, CHIFNET14NJ214_012267-T1, CHIFNET14NJ214_009093-T1
GF00000622	CHIFNET14NJ214_002762-T1, CHIFNET14NJ214_012376-T1, CHIFNET14NJ214_014748-T1
GF00000623	CHIFNET14NJ214_002921-T1, CHIFNET14NJ214_012823-T1, CHIFNET14NJ214_003142-T1
GF00000624	CHIFNET14NJ214_007983-T1, CHIFNET14NJ214_015264-T1, CHIFNET14NJ214_015114-T1
GF00000625	CHIFNET14NJ214_010107-T1, CHIFNET14NJ214_014906-T1, CHIFNET14NJ214_014536-T1
GF00000626	CHIFNET14NJ214_010969-T1, CHIFNET14NJ214_011926-T1, CHIFNET14NJ214_010973-T1
GF00000627	CHIFNET14NJ214_015367-T1, CHIFNET14NJ214_002346-T1, CHIFNET14NJ214_012062-T1
GF00000628	CHIFNET14NJ214_003705-T1, CHIFNET14NJ214_003931-T1, CHIFNET14NJ214_003932-T1
GF00000629	CHIFNET14NJ214_002506-T1, CHIFNET14NJ214_012220-T1, CHIFNET14NJ214_011329-T1
GF00000630	CHIFNET14NJ214_003813-T1, CHIFNET14NJ214_004259-T1, CHIFNET14NJ214_015362-T1
GF00000631	CHIFNET14NJ214_001163-T1, CHIFNET14NJ214_013761-T1, CHIFNET14NJ214_001204-T1
GF00000632	CHIFNET14NJ214_007589-T1, CHIFNET14NJ214_008571-T1, CHIFNET14NJ214_008570-T1
GF00000633	CHIFNET14NJ214_011021-T1, CHIFNET14NJ214_013687-T1, CHIFNET14NJ214_014213-T1
GF00000634	CHIFNET14NJ214_011900-T1, CHIFNET14NJ214_011980-T1, CHIFNET14NJ214_011979-T1
GF00000635	CHIFNET14NJ214_010516-T1, CHIFNET14NJ214_015356-T1, CHIFNET14NJ214_015615-T1
GF00000636	CHIFNET14NJ214_010024-T1, CHIFNET14NJ214_006755-T1, CHIFNET14NJ214_000782-T1
GF00000637	CHIFNET14NJ214_015311-T1, CHIFNET14NJ214_012854-T1, CHIFNET14NJ214_005528-T1
GF00000638	CHIFNET14NJ214_009874-T1, CHIFNET14NJ214_007470-T1, CHIFNET14NJ214_005815-T1
GF00000639	CHIFNET14NJ214_009973-T1, CHIFNET14NJ214_013107-T1, CHIFNET14NJ214_005394-T1
GF00000640	CHIFNET14NJ214_010649-T1, CHIFNET14NJ214_001575-T1, CHIFNET14NJ214_010648-T1
GF00000641	CHIFNET14NJ214_001100-T1, CHIFNET14NJ214_015037-T1, CHIFNET14NJ214_011534-T1
GF00000642	CHIFNET14NJ214_009840-T1, CHIFNET14NJ214_013125-T1, CHIFNET14NJ214_013124-T1
GF00000643	CHIFNET14NJ214_011420-T1, CHIFNET14NJ214_014958-T1, CHIFNET14NJ214_009934-T1
GF00000644	CHIFNET14NJ214_001407-T1, CHIFNET14NJ214_012169-T1, CHIFNET14NJ214_015397-T1
GF00000645	CHIFNET14NJ214_005811-T1, CHIFNET14NJ214_009054-T1, CHIFNET14NJ214_009055-T1
GF00000646	CHIFNET14NJ214_005816-T1, CHIFNET14NJ214_009876-T1, CHIFNET14NJ214_009875-T1
GF00000647	CHIFNET14NJ214_001589-T1, CHIFNET14NJ214_007846-T1, CHIFNET14NJ214_014673-T1
GF00000648	CHIFNET14NJ214_014087-T1, CHIFNET14NJ214_014019-T1, CHIFNET14NJ214_007782-T1
GF00000649	CHIFNET14NJ214_007784-T1, CHIFNET14NJ214_015136-T1, CHIFNET14NJ214_015323-T1
GF00000650	CHIFNET14NJ214_010740-T1, CHIFNET14NJ214_009851-T1, CHIFNET14NJ214_009850-T1
GF00000651	CHIFNET14NJ214_013909-T1, CHIFNET14NJ214_003205-T1, CHIFNET14NJ214_015483-T1
GF00000652	CHIFNET14NJ214_005454-T1, CHIFNET14NJ214_008089-T1, CHIFNET14NJ214_007932-T1
GF00000653	CHIFNET14NJ214_013168-T1, CHIFNET14NJ214_013884-T1, CHIFNET14NJ214_013885-T1
GF00000654	CHIFNET14NJ214_000294-T1, CHIFNET14NJ214_012346-T1, CHIFNET14NJ214_006199-T1
GF00000655	CHIFNET14NJ214_004664-T1, CHIFNET14NJ214_011618-T1, CHIFNET14NJ214_013943-T1
GF00000656	CHIFNET14NJ214_005475-T1, CHIFNET14NJ214_007771-T1, CHIFNET14NJ214_007772-T1
GF00000657	CHIFNET14NJ214_001013-T1, CHIFNET14NJ214_003360-T1, CHIFNET14NJ214_003359-T1
GF00000658	CHIFNET14NJ214_011062-T1, CHIFNET14NJ214_004514-T1, CHIFNET14NJ214_007636-T1
GF00000659	CHIFNET14NJ214_010426-T1, CHIFNET14NJ214_014634-T1, CHIFNET14NJ214_012142-T1
GF00000660	CHIFNET14NJ214_005411-T1, CHIFNET14NJ214_009610-T1, CHIFNET14NJ214_011840-T1
GF00000661	CHIFNET14NJ214_011454-T1, CHIFNET14NJ214_014061-T1, CHIFNET14NJ214_012829-T1
GF00000662	CHIFNET14NJ214_007323-T1, CHIFNET14NJ214_006970-T1, CHIFNET14NJ214_006969-T1
GF00000663	CHIFNET14NJ214_014902-T1, CHIFNET14NJ214_012565-T1, CHIFNET14NJ214_004417-T1
GF00000664	CHIFNET14NJ214_007371-T1, CHIFNET14NJ214_007071-T1, CHIFNET14NJ214_011601-T1
GF00000665	CHIFNET14NJ214_006087-T1, CHIFNET14NJ214_010966-T1, CHIFNET14NJ214_012683-T1
GF00000666	CHIFNET14NJ214_010716-T1, CHIFNET14NJ214_003407-T1, CHIFNET14NJ214_003408-T1
GF00000667	CHIFNET14NJ214_005482-T1, CHIFNET14NJ214_009363-T1, CHIFNET14NJ214_009364-T1
GF00000668	CHIFNET14NJ214_011391-T1, CHIFNET14NJ214_006624-T1, CHIFNET14NJ214_013342-T1
GF00000669	CHIFNET14NJ214_002835-T1, CHIFNET14NJ214_011690-T1, CHIFNET14NJ214_015527-T1
GF00000670	CHIFNET14NJ214_007229-T1, CHIFNET14NJ214_014242-T1, CHIFNET14NJ214_014431-T1
GF00000671	CHIFNET14NJ214_013278-T1, CHIFNET14NJ214_014348-T1, CHIFNET14NJ214_007099-T1
GF00000672	CHIFNET14NJ214_013780-T1, CHIFNET14NJ214_006555-T1, CHIFNET14NJ214_013781-T1
GF00000673	CHIFNET14NJ214_005517-T1, CHIFNET14NJ214_011289-T1, CHIFNET14NJ214_006123-T1
GF00000674	CHIFNET14NJ214_009077-T1, CHIFNET14NJ214_014199-T1, CHIFNET14NJ214_014311-T1
GF00000675	CHIFNET14NJ214_004432-T1, CHIFNET14NJ214_004129-T1, CHIFNET14NJ214_004130-T1
GF00000676	CHIFNET14NJ214_008042-T1, CHIFNET14NJ214_000260-T1, CHIFNET14NJ214_008044-T1
GF00000677	CHIFNET14NJ214_004689-T1, CHIFNET14NJ214_009943-T1, CHIFNET14NJ214_013397-T1
GF00000678	CHIFNET14NJ214_007686-T1, CHIFNET14NJ214_013393-T1, CHIFNET14NJ214_007685-T1
GF00000679	CHIFNET14NJ214_014136-T1, CHIFNET14NJ214_002095-T1, CHIFNET14NJ214_004931-T1
GF00000680	CHIFNET14NJ214_012686-T1, CHIFNET14NJ214_012249-T1, CHIFNET14NJ214_012685-T1
GF00000681	CHIFNET14NJ214_011561-T1, CHIFNET14NJ214_011787-T1, CHIFNET14NJ214_007560-T1
GF00000682	CHIFNET14NJ214_004260-T1, CHIFNET14NJ214_004034-T1, CHIFNET14NJ214_015363-T1
GF00000683	CHIFNET14NJ214_010268-T1, CHIFNET14NJ214_000265-T1, CHIFNET14NJ214_013480-T1
GF00000684	CHIFNET14NJ214_015322-T1, CHIFNET14NJ214_013390-T1, CHIFNET14NJ214_014409-T1
GF00000685	CHIFNET14NJ214_010981-T1, CHIFNET14NJ214_002547-T1, CHIFNET14NJ214_014342-T1
GF00000686	CHIFNET14NJ214_009444-T1, CHIFNET14NJ214_014369-T1, CHIFNET14NJ214_015236-T1
GF00000687	CHIFNET14NJ214_000377-T1, CHIFNET14NJ214_014542-T1, CHIFNET14NJ214_015293-T1
GF00000688	CHIFNET14NJ214_010967-T1, CHIFNET14NJ214_011924-T1, CHIFNET14NJ214_015507-T1
GF00000689	CHIFNET14NJ214_002542-T1, CHIFNET14NJ214_009220-T1, CHIFNET14NJ214_013254-T1
GF00000690	CHIFNET14NJ214_008672-T1, CHIFNET14NJ214_005963-T1, CHIFNET14NJ214_012521-T1
GF00000691	CHIFNET14NJ214_014656-T1, CHIFNET14NJ214_015184-T1, CHIFNET14NJ214_015185-T1
GF00000692	CHIFNET14NJ214_009543-T1, CHIFNET14NJ214_007310-T1, CHIFNET14NJ214_006957-T1
GF00000693	CHIFNET14NJ214_007455-T1, CHIFNET14NJ214_015208-T1, CHIFNET14NJ214_011195-T1
GF00000694	CHIFNET14NJ214_011080-T1, CHIFNET14NJ214_013019-T1, CHIFNET14NJ214_013020-T1
GF00000695	CHIFNET14NJ214_013823-T1, CHIFNET14NJ214_015070-T1, CHIFNET14NJ214_010199-T1
GF00000696	CHIFNET14NJ214_005820-T1, CHIFNET14NJ214_009881-T1, CHIFNET14NJ214_009880-T1
GF00000697	CHIFNET14NJ214_000186-T1, CHIFNET14NJ214_013803-T1, CHIFNET14NJ214_013688-T1
GF00000698	CHIFNET14NJ214_012162-T1, CHIFNET14NJ214_001400-T1, CHIFNET14NJ214_015387-T1
GF00000699	CHIFNET14NJ214_003167-T1, CHIFNET14NJ214_007952-T1, CHIFNET14NJ214_012239-T1
GF00000700	CHIFNET14NJ214_010478-T1, CHIFNET14NJ214_001789-T1, CHIFNET14NJ214_001788-T1
GF00000701	CHIFNET14NJ214_005068-T1, CHIFNET14NJ214_014089-T1, CHIFNET14NJ214_013293-T1
GF00000702	CHIFNET14NJ214_008226-T1, CHIFNET14NJ214_007676-T1, CHIFNET14NJ214_008889-T1
GF00000703	CHIFNET14NJ214_003594-T1, CHIFNET14NJ214_002290-T1, CHIFNET14NJ214_002289-T1
GF00000704	CHIFNET14NJ214_011950-T1, CHIFNET14NJ214_004395-T1, CHIFNET14NJ214_004394-T1
GF00000705	CHIFNET14NJ214_003677-T1, CHIFNET14NJ214_003658-T1, CHIFNET14NJ214_003678-T1
GF00000706	CHIFNET14NJ214_010753-T1, CHIFNET14NJ214_014638-T1, CHIFNET14NJ214_014185-T1
GF00000707	CHIFNET14NJ214_009586-T1, CHIFNET14NJ214_011213-T1, CHIFNET14NJ214_004325-T1
GF00000708	CHIFNET14NJ214_002597-T1, CHIFNET14NJ214_009494-T1, CHIFNET14NJ214_009557-T1
GF00000709	CHIFNET14NJ214_010530-T1, CHIFNET14NJ214_015084-T1, CHIFNET14NJ214_001257-T1
GF00000710	CHIFNET14NJ214_000959-T1, CHIFNET14NJ214_009898-T1, CHIFNET14NJ214_013719-T1
GF00000711	CHIFNET14NJ214_008270-T1, CHIFNET14NJ214_006016-T1, CHIFNET14NJ214_008271-T1
GF00000712	CHIFNET14NJ214_000395-T1, CHIFNET14NJ214_007169-T1, CHIFNET14NJ214_000396-T1
GF00000713	CHIFNET14NJ214_001244-T1, CHIFNET14NJ214_013659-T1, CHIFNET14NJ214_001243-T1
GF00000714	CHIFNET14NJ214_001067-T1, CHIFNET14NJ214_008938-T1, CHIFNET14NJ214_015573-T1
GF00000715	CHIFNET14NJ214_007726-T1, CHIFNET14NJ214_011878-T1, CHIFNET14NJ214_012328-T1
GF00000716	CHIFNET14NJ214_007197-T1, CHIFNET14NJ214_006068-T1, CHIFNET14NJ214_007196-T1
GF00000717	CHIFNET14NJ214_011471-T1, CHIFNET14NJ214_015371-T1, CHIFNET14NJ214_015370-T1
GF00000718	CHIFNET14NJ214_014778-T1, CHIFNET14NJ214_014840-T1, CHIFNET14NJ214_014839-T1
GF00000719	CHIFNET14NJ214_014340-T1, CHIFNET14NJ214_008032-T1, CHIFNET14NJ214_008031-T1
GF00000720	CHIFNET14NJ214_007468-T1, CHIFNET14NJ214_013986-T1, CHIFNET14NJ214_009872-T1
GF00000721	CHIFNET14NJ214_005697-T1, CHIFNET14NJ214_012938-T1, CHIFNET14NJ214_012939-T1
GF00000722	CHIFNET14NJ214_011074-T1, CHIFNET14NJ214_012780-T1, CHIFNET14NJ214_014506-T1
GF00000723	CHIFNET14NJ214_001513-T1, CHIFNET14NJ214_010517-T1, CHIFNET14NJ214_011733-T1
GF00000724	CHIFNET14NJ214_008768-T1, CHIFNET14NJ214_000512-T1, CHIFNET14NJ214_000511-T1
GF00000725	CHIFNET14NJ214_012306-T1, CHIFNET14NJ214_003780-T1, CHIFNET14NJ214_015155-T1
GF00000726	CHIFNET14NJ214_003220-T1, CHIFNET14NJ214_008251-T1, CHIFNET14NJ214_012746-T1
GF00000727	CHIFNET14NJ214_005549-T1, CHIFNET14NJ214_007259-T1, CHIFNET14NJ214_007258-T1
GF00000728	CHIFNET14NJ214_011099-T1, CHIFNET14NJ214_011064-T1, CHIFNET14NJ214_004516-T1
GF00000729	CHIFNET14NJ214_007617-T1, CHIFNET14NJ214_007545-T1, CHIFNET14NJ214_015399-T1
GF00000730	CHIFNET14NJ214_004122-T1, CHIFNET14NJ214_000906-T1, CHIFNET14NJ214_015425-T1
GF00000731	CHIFNET14NJ214_010465-T1, CHIFNET14NJ214_013263-T1, CHIFNET14NJ214_013264-T1
GF00000732	CHIFNET14NJ214_007735-T1, CHIFNET14NJ214_007549-T1, CHIFNET14NJ214_007550-T1
GF00000733	CHIFNET14NJ214_000604-T1, CHIFNET14NJ214_011930-T1, CHIFNET14NJ214_011931-T1
GF00000734	CHIFNET14NJ214_004010-T1, CHIFNET14NJ214_008334-T1, CHIFNET14NJ214_007848-T1
GF00000735	CHIFNET14NJ214_001880-T1, CHIFNET14NJ214_004530-T1, CHIFNET14NJ214_014561-T1
GF00000736	CHIFNET14NJ214_008305-T1, CHIFNET14NJ214_002979-T1, CHIFNET14NJ214_008306-T1
GF00000737	CHIFNET14NJ214_014832-T1, CHIFNET14NJ214_014294-T1, CHIFNET14NJ214_007080-T1
GF00000738	CHIFNET14NJ214_005691-T1, CHIFNET14NJ214_002388-T1, CHIFNET14NJ214_002389-T1
GF00000739	CHIFNET14NJ214_007129-T1, CHIFNET14NJ214_008750-T1, CHIFNET14NJ214_001982-T1
GF00000740	CHIFNET14NJ214_000012-T1, CHIFNET14NJ214_001983-T1, CHIFNET14NJ214_001981-T1
GF00000741	CHIFNET14NJ214_007207-T1, CHIFNET14NJ214_006058-T1, CHIFNET14NJ214_007206-T1
GF00000742	CHIFNET14NJ214_009697-T1, CHIFNET14NJ214_009545-T1, CHIFNET14NJ214_009544-T1
GF00000743	CHIFNET14NJ214_009218-T1, CHIFNET14NJ214_013256-T1, CHIFNET14NJ214_013257-T1
GF00000744	CHIFNET14NJ214_000542-T1, CHIFNET14NJ214_003228-T1, CHIFNET14NJ214_000541-T1
GF00000745	CHIFNET14NJ214_013925-T1, CHIFNET14NJ214_013534-T1, CHIFNET14NJ214_008007-T1
GF00000746	CHIFNET14NJ214_012019-T1, CHIFNET14NJ214_010995-T1, CHIFNET14NJ214_002658-T1
GF00000747	CHIFNET14NJ214_013674-T1, CHIFNET14NJ214_014191-T1, CHIFNET14NJ214_014095-T1
GF00000748	CHIFNET14NJ214_012211-T1, CHIFNET14NJ214_002494-T1, CHIFNET14NJ214_006198-T1
GF00000749	CHIFNET14NJ214_006043-T1, CHIFNET14NJ214_000081-T1, CHIFNET14NJ214_000082-T1
GF00000750	CHIFNET14NJ214_004455-T1, CHIFNET14NJ214_012628-T1, CHIFNET14NJ214_004454-T1
GF00000751	CHIFNET14NJ214_010727-T1, CHIFNET14NJ214_003951-T1, CHIFNET14NJ214_010699-T1
GF00000752	CHIFNET14NJ214_002431-T1, CHIFNET14NJ214_013849-T1, CHIFNET14NJ214_002954-T1
GF00000753	CHIFNET14NJ214_015432-T1, CHIFNET14NJ214_005486-T1, CHIFNET14NJ214_014548-T1
GF00000754	CHIFNET14NJ214_004376-T1, CHIFNET14NJ214_005275-T1, CHIFNET14NJ214_004375-T1
GF00000755	CHIFNET14NJ214_009039-T1, CHIFNET14NJ214_014745-T1, CHIFNET14NJ214_015316-T1
GF00000756	CHIFNET14NJ214_013146-T1, CHIFNET14NJ214_011210-T1, CHIFNET14NJ214_015260-T1
GF00000757	CHIFNET14NJ214_012935-T1, CHIFNET14NJ214_010552-T1, CHIFNET14NJ214_005700-T1
GF00000758	CHIFNET14NJ214_013505-T1, CHIFNET14NJ214_001247-T1, CHIFNET14NJ214_013662-T1
GF00000759	CHIFNET14NJ214_015078-T1, CHIFNET14NJ214_013419-T1, CHIFNET14NJ214_001969-T1
GF00000760	CHIFNET14NJ214_005768-T1, CHIFNET14NJ214_013285-T1, CHIFNET14NJ214_015486-T1
GF00000761	CHIFNET14NJ214_007853-T1, CHIFNET14NJ214_009795-T1, CHIFNET14NJ214_007852-T1
GF00000762	CHIFNET14NJ214_014497-T1, CHIFNET14NJ214_008557-T1, CHIFNET14NJ214_015540-T1
GF00000763	CHIFNET14NJ214_013202-T1, CHIFNET14NJ214_014259-T1, CHIFNET14NJ214_003011-T1
GF00000764	CHIFNET14NJ214_001445-T1, CHIFNET14NJ214_004785-T1, CHIFNET14NJ214_014829-T1
GF00000765	CHIFNET14NJ214_008051-T1, CHIFNET14NJ214_000254-T1, CHIFNET14NJ214_008050-T1
GF00000766	CHIFNET14NJ214_000339-T1, CHIFNET14NJ214_010241-T1, CHIFNET14NJ214_003587-T1
GF00000767	CHIFNET14NJ214_006718-T1, CHIFNET14NJ214_003796-T1, CHIFNET14NJ214_002028-T1
GF00000768	CHIFNET14NJ214_013004-T1, CHIFNET14NJ214_007112-T1, CHIFNET14NJ214_007113-T1
GF00000769	CHIFNET14NJ214_003866-T1, CHIFNET14NJ214_003635-T1, CHIFNET14NJ214_003868-T1
GF00000770	CHIFNET14NJ214_010537-T1, CHIFNET14NJ214_013708-T1, CHIFNET14NJ214_010536-T1
GF00000771	CHIFNET14NJ214_010856-T1, CHIFNET14NJ214_011513-T1, CHIFNET14NJ214_010974-T1
GF00000772	CHIFNET14NJ214_002858-T1, CHIFNET14NJ214_002857-T1, CHIFNET14NJ214_009410-T1
GF00000773	CHIFNET14NJ214_011501-T1, CHIFNET14NJ214_004814-T1, CHIFNET14NJ214_011500-T1
GF00000774	CHIFNET14NJ214_008870-T1, CHIFNET14NJ214_007765-T1, CHIFNET14NJ214_008871-T1
GF00000775	CHIFNET14NJ214_002871-T1, CHIFNET14NJ214_000094-T1, CHIFNET14NJ214_000095-T1
GF00000776	CHIFNET14NJ214_014045-T1, CHIFNET14NJ214_013784-T1, CHIFNET14NJ214_015521-T1
GF00000777	CHIFNET14NJ214_007509-T1, CHIFNET14NJ214_004666-T1, CHIFNET14NJ214_011620-T1
GF00000778	CHIFNET14NJ214_009573-T1, CHIFNET14NJ214_004517-T1, CHIFNET14NJ214_012230-T1
GF00000779	CHIFNET14NJ214_008850-T1, CHIFNET14NJ214_007175-T1, CHIFNET14NJ214_015556-T1
GF00000780	CHIFNET14NJ214_000704-T1, CHIFNET14NJ214_015221-T1, CHIFNET14NJ214_008417-T1
GF00000781	CHIFNET14NJ214_003277-T1, CHIFNET14NJ214_004045-T1, CHIFNET14NJ214_004046-T1
GF00000782	CHIFNET14NJ214_002800-T1, CHIFNET14NJ214_014978-T1, CHIFNET14NJ214_012428-T1
GF00000783	CHIFNET14NJ214_010063-T1, CHIFNET14NJ214_011485-T1, CHIFNET14NJ214_000437-T1
GF00000784	CHIFNET14NJ214_011586-T1, CHIFNET14NJ214_000520-T1, CHIFNET14NJ214_005316-T1
GF00000785	CHIFNET14NJ214_014366-T1, CHIFNET14NJ214_009447-T1, CHIFNET14NJ214_015414-T1
GF00000786	CHIFNET14NJ214_010890-T1, CHIFNET14NJ214_010561-T1, CHIFNET14NJ214_010889-T1
GF00000787	CHIFNET14NJ214_014286-T1, CHIFNET14NJ214_013241-T1, CHIFNET14NJ214_015422-T1
GF00000788	CHIFNET14NJ214_004696-T1, CHIFNET14NJ214_013322-T1, CHIFNET14NJ214_004930-T1
