	Rhodotorula_mucilaginosa_DBVPG_3444.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00002115	2	1	3	1.0	multi-copy
GF00002116	2	1	3	1.0	multi-copy
GF00002117	2	1	3	1.0	multi-copy
GF00002118	2	1	3	1.0	multi-copy
GF00002119	2	1	3	1.0	multi-copy
GF00002120	2	1	3	1.0	multi-copy
GF00002121	2	1	3	1.0	multi-copy
GF00002122	2	1	3	1.0	multi-copy
GF00002123	2	1	3	1.0	multi-copy
GF00002124	2	1	3	1.0	multi-copy
GF00002125	2	1	3	1.0	multi-copy
GF00002126	2	1	3	1.0	multi-copy
GF00002127	2	1	3	1.0	multi-copy
GF00002128	2	1	3	1.0	multi-copy
GF00002129	2	1	3	1.0	multi-copy
GF00002130	2	1	3	1.0	multi-copy
GF00002131	2	1	3	1.0	multi-copy
GF00002132	2	1	3	1.0	multi-copy
GF00002133	2	1	3	1.0	multi-copy
GF00002134	2	1	3	1.0	multi-copy
GF00002135	2	1	3	1.0	multi-copy
GF00002136	2	1	3	1.0	multi-copy
GF00002137	2	1	3	1.0	multi-copy
GF00002138	2	1	3	1.0	multi-copy
GF00002139	2	1	3	1.0	multi-copy
GF00002140	2	1	3	1.0	multi-copy
GF00002141	2	1	3	1.0	multi-copy
GF00002142	2	1	3	1.0	multi-copy
GF00002143	2	1	3	1.0	multi-copy
GF00002144	2	1	3	1.0	multi-copy
GF00002145	2	1	3	1.0	multi-copy
GF00002146	2	1	3	1.0	multi-copy
GF00002147	2	1	3	1.0	multi-copy
GF00002148	2	1	3	1.0	multi-copy
GF00002149	2	1	3	1.0	multi-copy
GF00002150	2	1	3	1.0	multi-copy
GF00002151	2	1	3	1.0	multi-copy
GF00002152	2	1	3	1.0	multi-copy
GF00002153	2	1	3	1.0	multi-copy
GF00002154	2	1	3	1.0	multi-copy
GF00002155	2	1	3	1.0	multi-copy
GF00002156	2	1	3	1.0	multi-copy
GF00002157	2	1	3	1.0	multi-copy
GF00002158	2	1	3	1.0	multi-copy
GF00002159	2	1	3	1.0	multi-copy
GF00002160	2	1	3	1.0	multi-copy
GF00002161	2	1	3	1.0	multi-copy
GF00002162	2	1	3	1.0	multi-copy
GF00002163	2	1	3	1.0	multi-copy
GF00002164	2	1	3	1.0	multi-copy
GF00002165	2	1	3	1.0	multi-copy
GF00002166	2	1	3	1.0	multi-copy
GF00002167	2	1	3	1.0	multi-copy
GF00002168	2	1	3	1.0	multi-copy
GF00002169	2	1	3	1.0	multi-copy
GF00002170	2	1	3	1.0	multi-copy
GF00002171	2	1	3	1.0	multi-copy
GF00002172	2	1	3	1.0	multi-copy
GF00002173	2	1	3	1.0	multi-copy
GF00002174	2	1	3	1.0	multi-copy
GF00002175	2	1	3	1.0	multi-copy
GF00002176	2	1	3	1.0	multi-copy
GF00002177	2	1	3	1.0	multi-copy
GF00002178	2	1	3	1.0	multi-copy
GF00002179	2	1	3	1.0	multi-copy
GF00002180	2	1	3	1.0	multi-copy
GF00002181	2	1	3	1.0	multi-copy
GF00002182	2	1	3	1.0	multi-copy
GF00002183	2	1	3	1.0	multi-copy
GF00002184	2	1	3	1.0	multi-copy
GF00002185	2	1	3	1.0	multi-copy
GF00002186	2	1	3	1.0	multi-copy
GF00002187	2	1	3	1.0	multi-copy
GF00002188	2	1	3	1.0	multi-copy
GF00002189	2	1	3	1.0	multi-copy
GF00002190	2	1	3	1.0	multi-copy
GF00002191	2	1	3	1.0	multi-copy
GF00002192	2	1	3	1.0	multi-copy
GF00002193	2	1	3	1.0	multi-copy
GF00002194	2	1	3	1.0	multi-copy
GF00002195	2	1	3	1.0	multi-copy
GF00002196	2	1	3	1.0	multi-copy
GF00002197	2	1	3	1.0	multi-copy
GF00002198	2	1	3	1.0	multi-copy
GF00002199	2	1	3	1.0	multi-copy
GF00002200	2	1	3	1.0	multi-copy
GF00002201	2	1	3	1.0	multi-copy
GF00002202	2	1	3	1.0	multi-copy
GF00002203	2	1	3	1.0	multi-copy
GF00002204	2	1	3	1.0	multi-copy
GF00002205	2	1	3	1.0	multi-copy
GF00002206	2	1	3	1.0	multi-copy
GF00002207	2	1	3	1.0	multi-copy
GF00002208	2	1	3	1.0	multi-copy
GF00002209	2	1	3	1.0	multi-copy
GF00002210	2	1	3	1.0	multi-copy
GF00002211	2	1	3	1.0	multi-copy
GF00002212	2	1	3	1.0	multi-copy
GF00002213	2	1	3	1.0	multi-copy
GF00002214	2	1	3	1.0	multi-copy
GF00002215	2	1	3	1.0	multi-copy
GF00002216	2	1	3	1.0	multi-copy
GF00002217	2	1	3	1.0	multi-copy
GF00002218	2	1	3	1.0	multi-copy
GF00002219	2	1	3	1.0	multi-copy
GF00002220	2	1	3	1.0	multi-copy
GF00002221	2	1	3	1.0	multi-copy
GF00002222	2	1	3	1.0	multi-copy
GF00002223	2	1	3	1.0	multi-copy
GF00002224	2	1	3	1.0	multi-copy
GF00002225	2	1	3	1.0	multi-copy
GF00002226	2	1	3	1.0	multi-copy
GF00002227	2	1	3	1.0	multi-copy
GF00002228	2	1	3	1.0	multi-copy
GF00002229	2	1	3	1.0	multi-copy
GF00002230	2	1	3	1.0	multi-copy
GF00002231	2	1	3	1.0	multi-copy
GF00002232	2	1	3	1.0	multi-copy
GF00002233	2	1	3	1.0	multi-copy
GF00002234	2	1	3	1.0	multi-copy
GF00002235	2	1	3	1.0	multi-copy
GF00002236	2	1	3	1.0	multi-copy
GF00002237	2	1	3	1.0	multi-copy
GF00002238	2	1	3	1.0	multi-copy
GF00002239	2	1	3	1.0	multi-copy
GF00002240	2	1	3	1.0	multi-copy
GF00002241	2	1	3	1.0	multi-copy
GF00002242	2	1	3	1.0	multi-copy
GF00002243	2	1	3	1.0	multi-copy
GF00002244	2	1	3	1.0	multi-copy
GF00002245	2	1	3	1.0	multi-copy
GF00002246	2	1	3	1.0	multi-copy
GF00002247	2	1	3	1.0	multi-copy
GF00002248	2	1	3	1.0	multi-copy
GF00002249	2	1	3	1.0	multi-copy
GF00002250	2	1	3	1.0	multi-copy
GF00002251	2	1	3	1.0	multi-copy
GF00002252	2	1	3	1.0	multi-copy
GF00002253	2	1	3	1.0	multi-copy
GF00002254	2	1	3	1.0	multi-copy
GF00002255	2	1	3	1.0	multi-copy
GF00002256	2	1	3	1.0	multi-copy
GF00002257	2	1	3	1.0	multi-copy
GF00002258	2	1	3	1.0	multi-copy
GF00002259	2	1	3	1.0	multi-copy
GF00002260	2	1	3	1.0	multi-copy
GF00002261	2	1	3	1.0	multi-copy
GF00002262	2	1	3	1.0	multi-copy
GF00002263	2	1	3	1.0	multi-copy
GF00002264	2	1	3	1.0	multi-copy
GF00002265	2	1	3	1.0	multi-copy
GF00002266	2	1	3	1.0	multi-copy
GF00002267	2	1	3	1.0	multi-copy
GF00002268	2	1	3	1.0	multi-copy
GF00002269	2	1	3	1.0	multi-copy
GF00002270	2	1	3	1.0	multi-copy
GF00002271	2	1	3	1.0	multi-copy
GF00002272	2	1	3	1.0	multi-copy
GF00002273	2	1	3	1.0	multi-copy
GF00002274	2	1	3	1.0	multi-copy
GF00002275	2	1	3	1.0	multi-copy
GF00002276	2	1	3	1.0	multi-copy
GF00002277	2	1	3	1.0	multi-copy
GF00002278	2	1	3	1.0	multi-copy
GF00002279	2	1	3	1.0	multi-copy
GF00002280	2	1	3	1.0	multi-copy
GF00002281	2	1	3	1.0	multi-copy
GF00002282	2	1	3	1.0	multi-copy
GF00002283	2	1	3	1.0	multi-copy
GF00002284	2	1	3	1.0	multi-copy
GF00002285	2	1	3	1.0	multi-copy
GF00002286	2	1	3	1.0	multi-copy
GF00002287	2	1	3	1.0	multi-copy
GF00002288	2	1	3	1.0	multi-copy
GF00002289	2	1	3	1.0	multi-copy
GF00002290	2	1	3	1.0	multi-copy
GF00002291	2	1	3	1.0	multi-copy
GF00002292	2	1	3	1.0	multi-copy
GF00002293	2	1	3	1.0	multi-copy
GF00002294	2	1	3	1.0	multi-copy
GF00002295	2	1	3	1.0	multi-copy
GF00002296	2	1	3	1.0	multi-copy
GF00002297	2	1	3	1.0	multi-copy
GF00002298	2	1	3	1.0	multi-copy
GF00002299	2	1	3	1.0	multi-copy
GF00002300	2	1	3	1.0	multi-copy
GF00002301	2	1	3	1.0	multi-copy
GF00002302	2	1	3	1.0	multi-copy
GF00002303	2	1	3	1.0	multi-copy
GF00002304	2	1	3	1.0	multi-copy
GF00002305	2	1	3	1.0	multi-copy
GF00002306	2	1	3	1.0	multi-copy
GF00002307	2	1	3	1.0	multi-copy
GF00002308	2	1	3	1.0	multi-copy
GF00002309	2	1	3	1.0	multi-copy
GF00002310	2	1	3	1.0	multi-copy
GF00002311	2	1	3	1.0	multi-copy
GF00002312	2	1	3	1.0	multi-copy
GF00002313	2	1	3	1.0	multi-copy
GF00002314	2	1	3	1.0	multi-copy
GF00002315	2	1	3	1.0	multi-copy
GF00002316	2	1	3	1.0	multi-copy
GF00002317	2	1	3	1.0	multi-copy
GF00002318	2	1	3	1.0	multi-copy
GF00002319	2	1	3	1.0	multi-copy
GF00002320	2	1	3	1.0	multi-copy
GF00002321	2	1	3	1.0	multi-copy
GF00002322	2	1	3	1.0	multi-copy
GF00002323	2	1	3	1.0	multi-copy
GF00002324	2	1	3	1.0	multi-copy
GF00002325	2	1	3	1.0	multi-copy
GF00002326	2	1	3	1.0	multi-copy
GF00002327	2	1	3	1.0	multi-copy
GF00002328	2	1	3	1.0	multi-copy
GF00002329	2	1	3	1.0	multi-copy
GF00002330	2	1	3	1.0	multi-copy
GF00002331	2	1	3	1.0	multi-copy
GF00002332	2	1	3	1.0	multi-copy
GF00002333	2	1	3	1.0	multi-copy
GF00002334	2	1	3	1.0	multi-copy
GF00002335	2	1	3	1.0	multi-copy
GF00002336	2	1	3	1.0	multi-copy
GF00002337	2	1	3	1.0	multi-copy
GF00002338	2	1	3	1.0	multi-copy
GF00002339	2	1	3	1.0	multi-copy
GF00002340	2	1	3	1.0	multi-copy
GF00002341	2	1	3	1.0	multi-copy
GF00002342	2	1	3	1.0	multi-copy
GF00002343	2	1	3	1.0	multi-copy
GF00002344	2	1	3	1.0	multi-copy
GF00002345	2	1	3	1.0	multi-copy
GF00002346	2	1	3	1.0	multi-copy
GF00002347	2	1	3	1.0	multi-copy
GF00002348	2	1	3	1.0	multi-copy
GF00002349	2	1	3	1.0	multi-copy
GF00002350	2	1	3	1.0	multi-copy
GF00002351	2	1	3	1.0	multi-copy
GF00002352	2	1	3	1.0	multi-copy
GF00002353	2	1	3	1.0	multi-copy
GF00002354	2	1	3	1.0	multi-copy
GF00002355	2	1	3	1.0	multi-copy
GF00002356	2	1	3	1.0	multi-copy
GF00002357	2	1	3	1.0	multi-copy
GF00002358	2	1	3	1.0	multi-copy
GF00002359	2	1	3	1.0	multi-copy
GF00002360	2	1	3	1.0	multi-copy
GF00002361	2	1	3	1.0	multi-copy
GF00002362	2	1	3	1.0	multi-copy
GF00002363	2	1	3	1.0	multi-copy
GF00002364	2	1	3	1.0	multi-copy
GF00002365	2	1	3	1.0	multi-copy
GF00002366	2	1	3	1.0	multi-copy
GF00002367	2	1	3	1.0	multi-copy
GF00002368	2	1	3	1.0	multi-copy
GF00002369	2	1	3	1.0	multi-copy
GF00002370	2	1	3	1.0	multi-copy
GF00002371	2	1	3	1.0	multi-copy
GF00002372	2	1	3	1.0	multi-copy
GF00002373	2	1	3	1.0	multi-copy
GF00002374	2	1	3	1.0	multi-copy
GF00002375	2	1	3	1.0	multi-copy
GF00002376	2	1	3	1.0	multi-copy
GF00002377	2	1	3	1.0	multi-copy
GF00002378	2	1	3	1.0	multi-copy
GF00002379	2	1	3	1.0	multi-copy
GF00002380	2	1	3	1.0	multi-copy
GF00002381	2	1	3	1.0	multi-copy
GF00002382	2	1	3	1.0	multi-copy
GF00002383	2	1	3	1.0	multi-copy
GF00002384	2	1	3	1.0	multi-copy
GF00002385	2	1	3	1.0	multi-copy
GF00002386	2	1	3	1.0	multi-copy
GF00002387	2	1	3	1.0	multi-copy
GF00002388	2	1	3	1.0	multi-copy
GF00002389	2	1	3	1.0	multi-copy
GF00002390	2	1	3	1.0	multi-copy
GF00002391	2	1	3	1.0	multi-copy
GF00002392	2	1	3	1.0	multi-copy
GF00002393	2	1	3	1.0	multi-copy
GF00002394	2	1	3	1.0	multi-copy
GF00002395	2	1	3	1.0	multi-copy
GF00002396	2	1	3	1.0	multi-copy
GF00002397	2	1	3	1.0	multi-copy
GF00002398	2	1	3	1.0	multi-copy
GF00002399	2	1	3	1.0	multi-copy
GF00002400	2	1	3	1.0	multi-copy
GF00002401	2	1	3	1.0	multi-copy
GF00002402	2	1	3	1.0	multi-copy
GF00002403	2	1	3	1.0	multi-copy
GF00002404	2	1	3	1.0	multi-copy
GF00002405	2	1	3	1.0	multi-copy
GF00002406	2	1	3	1.0	multi-copy
GF00002407	2	1	3	1.0	multi-copy
GF00002408	2	1	3	1.0	multi-copy
GF00002409	2	1	3	1.0	multi-copy
GF00002410	2	1	3	1.0	multi-copy
GF00002411	2	1	3	1.0	multi-copy
GF00002412	2	1	3	1.0	multi-copy
GF00002413	2	1	3	1.0	multi-copy
GF00002414	2	1	3	1.0	multi-copy
GF00002415	2	1	3	1.0	multi-copy
GF00002416	2	1	3	1.0	multi-copy
GF00002417	2	1	3	1.0	multi-copy
GF00002418	2	1	3	1.0	multi-copy
GF00002419	2	1	3	1.0	multi-copy
GF00002420	2	1	3	1.0	multi-copy
GF00002421	2	1	3	1.0	multi-copy
GF00002422	2	1	3	1.0	multi-copy
GF00002423	2	1	3	1.0	multi-copy
GF00002424	2	1	3	1.0	multi-copy
GF00002425	2	1	3	1.0	multi-copy
GF00002426	2	1	3	1.0	multi-copy
GF00002427	2	1	3	1.0	multi-copy
GF00002428	2	1	3	1.0	multi-copy
GF00002429	2	1	3	1.0	multi-copy
GF00002430	2	1	3	1.0	multi-copy
GF00002431	2	1	3	1.0	multi-copy
GF00002432	2	1	3	1.0	multi-copy
GF00002433	2	1	3	1.0	multi-copy
GF00002434	2	1	3	1.0	multi-copy
GF00002435	2	1	3	1.0	multi-copy
GF00002436	2	1	3	1.0	multi-copy
GF00002437	2	1	3	1.0	multi-copy
GF00002438	2	1	3	1.0	multi-copy
GF00002439	2	1	3	1.0	multi-copy
GF00002440	2	1	3	1.0	multi-copy
GF00002441	2	1	3	1.0	multi-copy
GF00002442	2	1	3	1.0	multi-copy
GF00002443	2	1	3	1.0	multi-copy
GF00002444	2	1	3	1.0	multi-copy
GF00002445	2	1	3	1.0	multi-copy
GF00002446	2	1	3	1.0	multi-copy
GF00002447	2	1	3	1.0	multi-copy
GF00002448	2	1	3	1.0	multi-copy
GF00002449	2	1	3	1.0	multi-copy
GF00002450	2	1	3	1.0	multi-copy
GF00002451	2	1	3	1.0	multi-copy
GF00002452	2	1	3	1.0	multi-copy
GF00002453	2	1	3	1.0	multi-copy
GF00002454	2	1	3	1.0	multi-copy
GF00002455	2	1	3	1.0	multi-copy
GF00002456	2	1	3	1.0	multi-copy
GF00002457	2	1	3	1.0	multi-copy
GF00002458	2	1	3	1.0	multi-copy
GF00002459	2	1	3	1.0	multi-copy
GF00002460	2	1	3	1.0	multi-copy
GF00002461	2	1	3	1.0	multi-copy
GF00002462	2	1	3	1.0	multi-copy
GF00002463	2	1	3	1.0	multi-copy
GF00002464	2	1	3	1.0	multi-copy
GF00002465	2	1	3	1.0	multi-copy
GF00002466	2	1	3	1.0	multi-copy
GF00002467	2	1	3	1.0	multi-copy
GF00002468	2	1	3	1.0	multi-copy
GF00002469	2	1	3	1.0	multi-copy
GF00002470	2	1	3	1.0	multi-copy
GF00002471	2	1	3	1.0	multi-copy
GF00002472	2	1	3	1.0	multi-copy
GF00002473	2	1	3	1.0	multi-copy
GF00002474	2	1	3	1.0	multi-copy
GF00002475	2	1	3	1.0	multi-copy
GF00002476	2	1	3	1.0	multi-copy
GF00002477	2	1	3	1.0	multi-copy
GF00002478	2	1	3	1.0	multi-copy
GF00002479	2	1	3	1.0	multi-copy
GF00002480	2	1	3	1.0	multi-copy
GF00002481	2	1	3	1.0	multi-copy
GF00002482	2	1	3	1.0	multi-copy
GF00002483	2	1	3	1.0	multi-copy
GF00002484	2	1	3	1.0	multi-copy
GF00002485	2	1	3	1.0	multi-copy
GF00002486	2	1	3	1.0	multi-copy
GF00002487	2	1	3	1.0	multi-copy
GF00002488	2	1	3	1.0	multi-copy
GF00002489	2	1	3	1.0	multi-copy
GF00002490	2	1	3	1.0	multi-copy
GF00002491	2	1	3	1.0	multi-copy
GF00002492	2	1	3	1.0	multi-copy
GF00002493	2	1	3	1.0	multi-copy
GF00002494	2	1	3	1.0	multi-copy
GF00002495	2	1	3	1.0	multi-copy
GF00002496	2	1	3	1.0	multi-copy
GF00002497	2	1	3	1.0	multi-copy
GF00002498	2	1	3	1.0	multi-copy
GF00002499	2	1	3	1.0	multi-copy
GF00002500	2	1	3	1.0	multi-copy
GF00002501	2	1	3	1.0	multi-copy
GF00002502	2	1	3	1.0	multi-copy
GF00002503	2	1	3	1.0	multi-copy
GF00002504	2	1	3	1.0	multi-copy
GF00002505	2	1	3	1.0	multi-copy
GF00002506	2	1	3	1.0	multi-copy
GF00002507	2	1	3	1.0	multi-copy
GF00002508	2	1	3	1.0	multi-copy
GF00002509	2	1	3	1.0	multi-copy
GF00002510	2	1	3	1.0	multi-copy
GF00002511	2	1	3	1.0	multi-copy
GF00002512	2	1	3	1.0	multi-copy
GF00002513	2	1	3	1.0	multi-copy
GF00002514	2	1	3	1.0	multi-copy
GF00002515	2	1	3	1.0	multi-copy
GF00002516	2	1	3	1.0	multi-copy
GF00002517	2	1	3	1.0	multi-copy
GF00002518	2	1	3	1.0	multi-copy
GF00002519	2	1	3	1.0	multi-copy
GF00002520	2	1	3	1.0	multi-copy
GF00002521	2	1	3	1.0	multi-copy
GF00002522	2	1	3	1.0	multi-copy
GF00002523	2	1	3	1.0	multi-copy
GF00002524	2	1	3	1.0	multi-copy
GF00002525	2	1	3	1.0	multi-copy
GF00002526	2	1	3	1.0	multi-copy
GF00002527	2	1	3	1.0	multi-copy
GF00002528	2	1	3	1.0	multi-copy
GF00002529	2	1	3	1.0	multi-copy
GF00002530	2	1	3	1.0	multi-copy
GF00002531	2	1	3	1.0	multi-copy
GF00002532	2	1	3	1.0	multi-copy
GF00002533	2	1	3	1.0	multi-copy
GF00002534	2	1	3	1.0	multi-copy
GF00002535	2	1	3	1.0	multi-copy
GF00002536	2	1	3	1.0	multi-copy
GF00002537	2	1	3	1.0	multi-copy
GF00002538	2	1	3	1.0	multi-copy
GF00002539	2	1	3	1.0	multi-copy
GF00002540	2	1	3	1.0	multi-copy
GF00002541	2	1	3	1.0	multi-copy
GF00002542	2	1	3	1.0	multi-copy
GF00002543	2	1	3	1.0	multi-copy
GF00002544	2	1	3	1.0	multi-copy
GF00002545	2	1	3	1.0	multi-copy
GF00002546	2	1	3	1.0	multi-copy
GF00002547	2	1	3	1.0	multi-copy
GF00002548	2	1	3	1.0	multi-copy
GF00002549	2	1	3	1.0	multi-copy
GF00002550	2	1	3	1.0	multi-copy
GF00002551	2	1	3	1.0	multi-copy
GF00002552	2	1	3	1.0	multi-copy
GF00002553	2	1	3	1.0	multi-copy
GF00002554	2	1	3	1.0	multi-copy
GF00002555	2	1	3	1.0	multi-copy
GF00002556	2	1	3	1.0	multi-copy
GF00002557	2	1	3	1.0	multi-copy
GF00002558	2	1	3	1.0	multi-copy
GF00002559	2	1	3	1.0	multi-copy
GF00002560	2	1	3	1.0	multi-copy
GF00002561	2	1	3	1.0	multi-copy
GF00002562	2	1	3	1.0	multi-copy
GF00002563	2	1	3	1.0	multi-copy
GF00002564	2	1	3	1.0	multi-copy
GF00002565	2	1	3	1.0	multi-copy
GF00002566	2	1	3	1.0	multi-copy
GF00002567	2	1	3	1.0	multi-copy
GF00002568	2	1	3	1.0	multi-copy
GF00002569	2	1	3	1.0	multi-copy
GF00002570	2	1	3	1.0	multi-copy
GF00002571	2	1	3	1.0	multi-copy
GF00002572	2	1	3	1.0	multi-copy
GF00002573	2	1	3	1.0	multi-copy
GF00002574	2	1	3	1.0	multi-copy
GF00002575	2	1	3	1.0	multi-copy
GF00002576	2	1	3	1.0	multi-copy
GF00002577	2	1	3	1.0	multi-copy
GF00002578	2	1	3	1.0	multi-copy
GF00002579	2	1	3	1.0	multi-copy
GF00002580	2	1	3	1.0	multi-copy
GF00002581	2	1	3	1.0	multi-copy
GF00002582	2	1	3	1.0	multi-copy
GF00002583	2	1	3	1.0	multi-copy
GF00002584	2	1	3	1.0	multi-copy
GF00002585	2	1	3	1.0	multi-copy
GF00002586	2	1	3	1.0	multi-copy
GF00002587	2	1	3	1.0	multi-copy
GF00002588	2	1	3	1.0	multi-copy
GF00002589	2	1	3	1.0	multi-copy
GF00002590	2	1	3	1.0	multi-copy
GF00002591	2	1	3	1.0	multi-copy
GF00002592	2	1	3	1.0	multi-copy
GF00002593	2	1	3	1.0	multi-copy
GF00002594	2	1	3	1.0	multi-copy
GF00002595	2	1	3	1.0	multi-copy
GF00002596	2	1	3	1.0	multi-copy
GF00002597	2	1	3	1.0	multi-copy
GF00002598	2	1	3	1.0	multi-copy
GF00002599	2	1	3	1.0	multi-copy
GF00002600	2	1	3	1.0	multi-copy
GF00002601	2	1	3	1.0	multi-copy
GF00002602	2	1	3	1.0	multi-copy
GF00002603	2	1	3	1.0	multi-copy
GF00002604	2	1	3	1.0	multi-copy
GF00002605	2	1	3	1.0	multi-copy
GF00002606	2	1	3	1.0	multi-copy
GF00002607	2	1	3	1.0	multi-copy
GF00002608	2	1	3	1.0	multi-copy
GF00002609	2	1	3	1.0	multi-copy
GF00002610	2	1	3	1.0	multi-copy
GF00002611	2	1	3	1.0	multi-copy
GF00002612	2	1	3	1.0	multi-copy
GF00002613	2	1	3	1.0	multi-copy
GF00002614	2	1	3	1.0	multi-copy
GF00002615	2	1	3	1.0	multi-copy
GF00002616	2	1	3	1.0	multi-copy
GF00002617	2	1	3	1.0	multi-copy
GF00002618	2	1	3	1.0	multi-copy
GF00002619	2	1	3	1.0	multi-copy
GF00002620	2	1	3	1.0	multi-copy
GF00002621	2	1	3	1.0	multi-copy
GF00002622	2	1	3	1.0	multi-copy
GF00002623	2	1	3	1.0	multi-copy
GF00002624	2	1	3	1.0	multi-copy
GF00002625	2	1	3	1.0	multi-copy
GF00002626	2	1	3	1.0	multi-copy
GF00002627	2	1	3	1.0	multi-copy
GF00002628	2	1	3	1.0	multi-copy
GF00002629	2	1	3	1.0	multi-copy
GF00002630	2	1	3	1.0	multi-copy
GF00002631	2	1	3	1.0	multi-copy
GF00002632	2	1	3	1.0	multi-copy
GF00002633	2	1	3	1.0	multi-copy
GF00002634	2	1	3	1.0	multi-copy
GF00002635	2	1	3	1.0	multi-copy
GF00002636	2	1	3	1.0	multi-copy
GF00002637	2	1	3	1.0	multi-copy
GF00002638	2	1	3	1.0	multi-copy
GF00002639	2	1	3	1.0	multi-copy
GF00002640	2	1	3	1.0	multi-copy
GF00002641	2	1	3	1.0	multi-copy
GF00002642	2	1	3	1.0	multi-copy
GF00002643	2	1	3	1.0	multi-copy
GF00002644	2	1	3	1.0	multi-copy
GF00002645	2	1	3	1.0	multi-copy
GF00002646	2	1	3	1.0	multi-copy
GF00002647	2	1	3	1.0	multi-copy
GF00002648	2	1	3	1.0	multi-copy
GF00002649	2	1	3	1.0	multi-copy
GF00002650	2	1	3	1.0	multi-copy
GF00002651	2	1	3	1.0	multi-copy
GF00002652	2	1	3	1.0	multi-copy
GF00002653	2	1	3	1.0	multi-copy
GF00002654	2	1	3	1.0	multi-copy
GF00002655	2	1	3	1.0	multi-copy
GF00002656	2	1	3	1.0	multi-copy
GF00002657	2	1	3	1.0	multi-copy
GF00002658	2	1	3	1.0	multi-copy
GF00002659	2	1	3	1.0	multi-copy
GF00002660	2	1	3	1.0	multi-copy
GF00002661	2	1	3	1.0	multi-copy
GF00002662	2	1	3	1.0	multi-copy
GF00002663	2	1	3	1.0	multi-copy
GF00002664	2	1	3	1.0	multi-copy
GF00002665	2	1	3	1.0	multi-copy
GF00002666	2	1	3	1.0	multi-copy
GF00002667	2	1	3	1.0	multi-copy
GF00002668	2	1	3	1.0	multi-copy
GF00002669	2	1	3	1.0	multi-copy
GF00002670	2	1	3	1.0	multi-copy
GF00002671	2	1	3	1.0	multi-copy
GF00002672	2	1	3	1.0	multi-copy
GF00002673	2	1	3	1.0	multi-copy
GF00002674	2	1	3	1.0	multi-copy
GF00002675	2	1	3	1.0	multi-copy
GF00002676	2	1	3	1.0	multi-copy
GF00002677	2	1	3	1.0	multi-copy
GF00002678	2	1	3	1.0	multi-copy
GF00002679	2	1	3	1.0	multi-copy
GF00002680	2	1	3	1.0	multi-copy
GF00002681	2	1	3	1.0	multi-copy
GF00002682	2	1	3	1.0	multi-copy
GF00002683	2	1	3	1.0	multi-copy
GF00002684	2	1	3	1.0	multi-copy
GF00002685	2	1	3	1.0	multi-copy
GF00002686	2	1	3	1.0	multi-copy
GF00002687	2	1	3	1.0	multi-copy
GF00002688	2	1	3	1.0	multi-copy
GF00002689	2	1	3	1.0	multi-copy
GF00002690	2	1	3	1.0	multi-copy
GF00002691	2	1	3	1.0	multi-copy
GF00002692	2	1	3	1.0	multi-copy
GF00002693	2	1	3	1.0	multi-copy
GF00002694	2	1	3	1.0	multi-copy
GF00002695	2	1	3	1.0	multi-copy
GF00002696	2	1	3	1.0	multi-copy
GF00002697	2	1	3	1.0	multi-copy
GF00002698	2	1	3	1.0	multi-copy
GF00002699	2	1	3	1.0	multi-copy
GF00002700	2	1	3	1.0	multi-copy
GF00002701	2	1	3	1.0	multi-copy
GF00002702	2	1	3	1.0	multi-copy
GF00002703	2	1	3	1.0	multi-copy
GF00002704	2	1	3	1.0	multi-copy
GF00002705	2	1	3	1.0	multi-copy
GF00002706	2	1	3	1.0	multi-copy
GF00002707	2	1	3	1.0	multi-copy
GF00002708	2	1	3	1.0	multi-copy
GF00002709	2	1	3	1.0	multi-copy
GF00002710	2	1	3	1.0	multi-copy
GF00002711	2	1	3	1.0	multi-copy
GF00002712	2	1	3	1.0	multi-copy
GF00002713	2	1	3	1.0	multi-copy
GF00002714	2	1	3	1.0	multi-copy
GF00002715	2	1	3	1.0	multi-copy
GF00002716	2	1	3	1.0	multi-copy
GF00002717	2	1	3	1.0	multi-copy
GF00002718	2	1	3	1.0	multi-copy
GF00002719	2	1	3	1.0	multi-copy
GF00002720	2	1	3	1.0	multi-copy
GF00002721	2	1	3	1.0	multi-copy
GF00002722	2	1	3	1.0	multi-copy
GF00002723	2	1	3	1.0	multi-copy
GF00002724	2	1	3	1.0	multi-copy
GF00002725	2	1	3	1.0	multi-copy
GF00002726	2	1	3	1.0	multi-copy
GF00002727	2	1	3	1.0	multi-copy
GF00002728	2	1	3	1.0	multi-copy
GF00002729	2	1	3	1.0	multi-copy
GF00002730	2	1	3	1.0	multi-copy
GF00002731	2	1	3	1.0	multi-copy
GF00002732	2	1	3	1.0	multi-copy
GF00002733	2	1	3	1.0	multi-copy
GF00002734	2	1	3	1.0	multi-copy
GF00002735	2	1	3	1.0	multi-copy
GF00002736	2	1	3	1.0	multi-copy
GF00002737	2	1	3	1.0	multi-copy
GF00002738	2	1	3	1.0	multi-copy
GF00002739	2	1	3	1.0	multi-copy
GF00002740	2	1	3	1.0	multi-copy
GF00002741	2	1	3	1.0	multi-copy
GF00002742	2	1	3	1.0	multi-copy
GF00002743	2	1	3	1.0	multi-copy
GF00002744	2	1	3	1.0	multi-copy
GF00002745	2	1	3	1.0	multi-copy
GF00002746	2	1	3	1.0	multi-copy
