	Rhodotorula_mucilaginosa_TFCN_54D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001600	TFCN54D1_011144-T1	DBVPG3775_004044-T1
GF00001601	TFCN54D1_000669-T1	DBVPG3775_004043-T1
GF00001602	TFCN54D1_011149-T1	DBVPG3775_004038-T1
GF00001603	TFCN54D1_001081-T1	DBVPG3775_002919-T1
GF00001604	TFCN54D1_011154-T1	DBVPG3775_004033-T1
GF00001605	TFCN54D1_000678-T1	DBVPG3775_004032-T1
GF00001606	TFCN54D1_000681-T1	DBVPG3775_004028-T1
GF00001607	TFCN54D1_000682-T1	DBVPG3775_004027-T1
GF00001608	TFCN54D1_011160-T1	DBVPG3775_004026-T1
GF00001609	TFCN54D1_000685-T1	DBVPG3775_004024-T1
GF00001610	TFCN54D1_011163-T1	DBVPG3775_004023-T1
GF00001611	TFCN54D1_011164-T1	DBVPG3775_004022-T1
GF00001612	TFCN54D1_000689-T1	DBVPG3775_004018-T1
GF00001613	TFCN54D1_000690-T1	DBVPG3775_004017-T1
GF00001614	TFCN54D1_009731-T1	DBVPG3775_004015-T1
GF00001615	TFCN54D1_000693-T1	DBVPG3775_004014-T1
GF00001616	TFCN54D1_000694-T1	DBVPG3775_004013-T1
GF00001617	TFCN54D1_009734-T1	DBVPG3775_004012-T1
GF00001618	TFCN54D1_009735-T1	DBVPG3775_004011-T1
GF00001619	TFCN54D1_009736-T1	DBVPG3775_004010-T1
GF00001620	TFCN54D1_009739-T1	DBVPG3775_004007-T1
GF00001621	TFCN54D1_009740-T1	DBVPG3775_004006-T1
GF00001622	TFCN54D1_009742-T1	DBVPG3775_004004-T1
GF00001623	TFCN54D1_000705-T1	DBVPG3775_004003-T1
GF00001624	TFCN54D1_000708-T1	DBVPG3775_003999-T1
GF00001625	TFCN54D1_000709-T1	DBVPG3775_003998-T1
GF00001626	TFCN54D1_009752-T1	DBVPG3775_003990-T1
GF00001627	TFCN54D1_000714-T1	DBVPG3775_003989-T1
GF00001628	TFCN54D1_000715-T1	DBVPG3775_003988-T1
GF00001629	TFCN54D1_009755-T1	DBVPG3775_003987-T1
GF00001630	TFCN54D1_009758-T1	DBVPG3775_003984-T1
GF00001631	TFCN54D1_009759-T1	DBVPG3775_003983-T1
GF00001632	TFCN54D1_009762-T1	DBVPG3775_003979-T1
GF00001633	TFCN54D1_009763-T1	DBVPG3775_003978-T1
GF00001634	TFCN54D1_009764-T1	DBVPG3775_003977-T1
GF00001635	TFCN54D1_009765-T1	DBVPG3775_003976-T1
GF00001636	TFCN54D1_000726-T1	DBVPG3775_003975-T1
GF00001637	TFCN54D1_009767-T1	DBVPG3775_003974-T1
GF00001638	TFCN54D1_009768-T1	DBVPG3775_003973-T1
GF00001639	TFCN54D1_001826-T1	DBVPG3775_001078-T1
GF00001640	TFCN54D1_000831-T1	DBVPG3775_001079-T1
GF00001641	TFCN54D1_001824-T1	DBVPG3775_001080-T1
GF00001642	TFCN54D1_001822-T1	DBVPG3775_001082-T1
GF00001643	TFCN54D1_000835-T1	DBVPG3775_001083-T1
GF00001644	TFCN54D1_001818-T1	DBVPG3775_001086-T1
GF00001645	TFCN54D1_000842-T1	DBVPG3775_001091-T1
GF00001646	TFCN54D1_000844-T1	DBVPG3775_001093-T1
GF00001647	TFCN54D1_004196-T1	DBVPG3775_000866-T1
GF00001648	TFCN54D1_000846-T1	DBVPG3775_001095-T1
GF00001649	TFCN54D1_001807-T1	DBVPG3775_001098-T1
GF00001650	TFCN54D1_001806-T1	DBVPG3775_001099-T1
GF00001651	TFCN54D1_001805-T1	DBVPG3775_001100-T1
GF00001652	TFCN54D1_000852-T1	DBVPG3775_001102-T1
GF00001653	TFCN54D1_000853-T1	DBVPG3775_001103-T1
GF00001654	TFCN54D1_004994-T1	DBVPG3775_005039-T1
GF00001655	TFCN54D1_001797-T1	DBVPG3775_001108-T1
GF00001656	TFCN54D1_001796-T1	DBVPG3775_001109-T1
GF00001657	TFCN54D1_001795-T1	DBVPG3775_001110-T1
GF00001658	TFCN54D1_001794-T1	DBVPG3775_001111-T1
GF00001659	TFCN54D1_000862-T1	DBVPG3775_001114-T1
GF00001660	TFCN54D1_000863-T1	DBVPG3775_001115-T1
GF00001661	TFCN54D1_000867-T1	DBVPG3775_001118-T1
GF00001662	TFCN54D1_000869-T1	DBVPG3775_001120-T1
GF00001663	TFCN54D1_001607-T1	DBVPG3775_001121-T1
GF00001664	TFCN54D1_001610-T1	DBVPG3775_001124-T1
GF00001665	TFCN54D1_000874-T1	DBVPG3775_001125-T1
GF00001666	TFCN54D1_001614-T1	DBVPG3775_001129-T1
GF00001667	TFCN54D1_001616-T1	DBVPG3775_001132-T1
GF00001668	TFCN54D1_000880-T1	DBVPG3775_001133-T1
GF00001669	TFCN54D1_000883-T1	DBVPG3775_001137-T1
GF00001670	TFCN54D1_000884-T1	DBVPG3775_001138-T1
GF00001671	TFCN54D1_001622-T1	DBVPG3775_001139-T1
GF00001672	TFCN54D1_000886-T1	DBVPG3775_001140-T1
GF00001673	TFCN54D1_001625-T1	DBVPG3775_001142-T1
GF00001674	TFCN54D1_000888-T1	DBVPG3775_001143-T1
GF00001675	TFCN54D1_001627-T1	DBVPG3775_001144-T1
GF00001676	TFCN54D1_001628-T1	DBVPG3775_001145-T1
GF00001677	TFCN54D1_000891-T1	DBVPG3775_001146-T1
GF00001678	TFCN54D1_000892-T1	DBVPG3775_001147-T1
GF00001679	TFCN54D1_001632-T1	DBVPG3775_001149-T1
GF00001680	TFCN54D1_001633-T1	DBVPG3775_001151-T1
GF00001681	TFCN54D1_000896-T1	DBVPG3775_001152-T1
GF00001682	TFCN54D1_000898-T1	DBVPG3775_001155-T1
GF00001683	TFCN54D1_001638-T1	DBVPG3775_001156-T1
GF00001684	TFCN54D1_001639-T1	DBVPG3775_001157-T1
GF00001685	TFCN54D1_000901-T1	DBVPG3775_001158-T1
GF00001686	TFCN54D1_000902-T1	DBVPG3775_001159-T1
GF00001687	TFCN54D1_001642-T1	DBVPG3775_001160-T1
GF00001688	TFCN54D1_001643-T1	DBVPG3775_001162-T1
GF00001689	TFCN54D1_001644-T1	DBVPG3775_001163-T1
GF00001690	TFCN54D1_001645-T1	DBVPG3775_001164-T1
GF00001691	TFCN54D1_001646-T1	DBVPG3775_001165-T1
GF00001692	TFCN54D1_001647-T1	DBVPG3775_001166-T1
GF00001693	TFCN54D1_001649-T1	DBVPG3775_001168-T1
GF00001694	TFCN54D1_001650-T1	DBVPG3775_001169-T1
GF00001695	TFCN54D1_010178-T1	DBVPG3775_003315-T1
GF00001696	TFCN54D1_001651-T1	DBVPG3775_001171-T1
GF00001697	TFCN54D1_001654-T1	DBVPG3775_001174-T1
GF00001698	TFCN54D1_000917-T1	DBVPG3775_001175-T1
GF00001699	TFCN54D1_000918-T1	DBVPG3775_001176-T1
GF00001700	TFCN54D1_000920-T1	DBVPG3775_001179-T1
GF00001701	TFCN54D1_001659-T1	DBVPG3775_001180-T1
GF00001702	TFCN54D1_000922-T1	DBVPG3775_001181-T1
GF00001703	TFCN54D1_000923-T1	DBVPG3775_001182-T1
GF00001704	TFCN54D1_001662-T1	DBVPG3775_001183-T1
GF00001705	TFCN54D1_001663-T1	DBVPG3775_001184-T1
GF00001706	TFCN54D1_000926-T1	DBVPG3775_001185-T1
GF00001707	TFCN54D1_000927-T1	DBVPG3775_001186-T1
GF00001708	TFCN54D1_001666-T1	DBVPG3775_001187-T1
GF00001709	TFCN54D1_001669-T1	DBVPG3775_001193-T1
GF00001710	TFCN54D1_000933-T1	DBVPG3775_001194-T1
GF00001711	TFCN54D1_000934-T1	DBVPG3775_001195-T1
GF00001712	TFCN54D1_000935-T1	DBVPG3775_001196-T1
GF00001713	TFCN54D1_001673-T1	DBVPG3775_001197-T1
GF00001714	TFCN54D1_000937-T1	DBVPG3775_001198-T1
GF00001715	TFCN54D1_001675-T1	DBVPG3775_001199-T1
GF00001716	TFCN54D1_000939-T1	DBVPG3775_001200-T1
GF00001717	TFCN54D1_001678-T1	DBVPG3775_001202-T1
GF00001718	TFCN54D1_000943-T1	DBVPG3775_001204-T1
GF00001719	TFCN54D1_000944-T1	DBVPG3775_001205-T1
GF00001720	TFCN54D1_000945-T1	DBVPG3775_001206-T1
GF00001721	TFCN54D1_000946-T1	DBVPG3775_001207-T1
GF00001722	TFCN54D1_000947-T1	DBVPG3775_001208-T1
GF00001723	TFCN54D1_000948-T1	DBVPG3775_001210-T1
GF00001724	TFCN54D1_000949-T1	DBVPG3775_001211-T1
GF00001725	TFCN54D1_000950-T1	DBVPG3775_001212-T1
GF00001726	TFCN54D1_000953-T1	DBVPG3775_001217-T1
GF00001727	TFCN54D1_001694-T1	DBVPG3775_001218-T1
GF00001728	TFCN54D1_001695-T1	DBVPG3775_001219-T1
GF00001729	TFCN54D1_000956-T1	DBVPG3775_001220-T1
GF00001730	TFCN54D1_001697-T1	DBVPG3775_001221-T1
GF00001731	TFCN54D1_000958-T1	DBVPG3775_001222-T1
GF00001732	TFCN54D1_001699-T1	DBVPG3775_001223-T1
GF00001733	TFCN54D1_000960-T1	DBVPG3775_001224-T1
GF00001734	TFCN54D1_000961-T1	DBVPG3775_001225-T1
GF00001735	TFCN54D1_001702-T1	DBVPG3775_001226-T1
GF00001736	TFCN54D1_000963-T1	DBVPG3775_001227-T1
GF00001737	TFCN54D1_000964-T1	DBVPG3775_001228-T1
GF00001738	TFCN54D1_000965-T1	DBVPG3775_001229-T1
GF00001739	TFCN54D1_001707-T1	DBVPG3775_001231-T1
GF00001740	TFCN54D1_009993-T1	DBVPG3775_004609-T1
GF00001741	TFCN54D1_001709-T1	DBVPG3775_001233-T1
GF00001742	TFCN54D1_001710-T1	DBVPG3775_001234-T1
GF00001743	TFCN54D1_001713-T1	DBVPG3775_001238-T1
GF00001744	TFCN54D1_000973-T1	DBVPG3775_001239-T1
GF00001745	TFCN54D1_001715-T1	DBVPG3775_001240-T1
GF00001746	TFCN54D1_000976-T1	DBVPG3775_001242-T1
GF00001747	TFCN54D1_001718-T1	DBVPG3775_001244-T1
GF00001748	TFCN54D1_001719-T1	DBVPG3775_001245-T1
GF00001749	TFCN54D1_000979-T1	DBVPG3775_001246-T1
GF00001750	TFCN54D1_000980-T1	DBVPG3775_001247-T1
GF00001751	TFCN54D1_000983-T1	DBVPG3775_001252-T1
GF00001752	TFCN54D1_000984-T1	DBVPG3775_001253-T1
GF00001753	TFCN54D1_001728-T1	DBVPG3775_001257-T1
GF00001754	TFCN54D1_001729-T1	DBVPG3775_001258-T1
GF00001755	TFCN54D1_001730-T1	DBVPG3775_001259-T1
GF00001756	TFCN54D1_001734-T1	DBVPG3775_001265-T1
GF00001757	TFCN54D1_000996-T1	DBVPG3775_001267-T1
GF00001758	TFCN54D1_001737-T1	DBVPG3775_001268-T1
GF00001759	TFCN54D1_001738-T1	DBVPG3775_001269-T1
GF00001760	TFCN54D1_001739-T1	DBVPG3775_001271-T1
GF00001761	TFCN54D1_001000-T1	DBVPG3775_001272-T1
GF00001762	TFCN54D1_011376-T1	DBVPG3775_004805-T1
GF00001763	TFCN54D1_001001-T1	DBVPG3775_001273-T1
GF00001764	TFCN54D1_001742-T1	DBVPG3775_001274-T1
GF00001765	TFCN54D1_001003-T1	DBVPG3775_001276-T1
GF00001766	TFCN54D1_001004-T1	DBVPG3775_001277-T1
GF00001767	TFCN54D1_002106-T1	DBVPG3775_002169-T1
GF00001768	TFCN54D1_001746-T1	DBVPG3775_001278-T1
GF00001769	TFCN54D1_001007-T1	DBVPG3775_001281-T1
GF00001770	TFCN54D1_001749-T1	DBVPG3775_001282-T1
GF00001771	TFCN54D1_001751-T1	DBVPG3775_001284-T1
GF00001772	TFCN54D1_001012-T1	DBVPG3775_001289-T1
GF00001773	TFCN54D1_001754-T1	DBVPG3775_001290-T1
GF00001774	TFCN54D1_001014-T1	DBVPG3775_001291-T1
GF00001775	TFCN54D1_001758-T1	DBVPG3775_001294-T1
GF00001776	TFCN54D1_001017-T1	DBVPG3775_001295-T1
GF00001777	TFCN54D1_001763-T1	DBVPG3775_001299-T1
GF00001778	TFCN54D1_001764-T1	DBVPG3775_001300-T1
GF00001779	TFCN54D1_001765-T1	DBVPG3775_001302-T1
GF00001780	TFCN54D1_001024-T1	DBVPG3775_001303-T1
GF00001781	TFCN54D1_001769-T1	DBVPG3775_001307-T1
GF00001782	TFCN54D1_001770-T1	DBVPG3775_001308-T1
GF00001783	TFCN54D1_001028-T1	DBVPG3775_001309-T1
GF00001784	TFCN54D1_001775-T1	DBVPG3775_001317-T1
GF00001785	TFCN54D1_001776-T1	DBVPG3775_001318-T1
GF00001786	TFCN54D1_001779-T1	DBVPG3775_001323-T1
GF00001787	TFCN54D1_001780-T1	DBVPG3775_001324-T1
GF00001788	TFCN54D1_001038-T1	DBVPG3775_001325-T1
GF00001789	TFCN54D1_001782-T1	DBVPG3775_001326-T1
GF00001790	TFCN54D1_001783-T1	DBVPG3775_001327-T1
GF00001791	TFCN54D1_001042-T1	DBVPG3775_001331-T1
GF00001792	TFCN54D1_001786-T1	DBVPG3775_001332-T1
GF00001793	TFCN54D1_001787-T1	DBVPG3775_001333-T1
GF00001794	TFCN54D1_001788-T1	DBVPG3775_001334-T1
GF00001795	TFCN54D1_001789-T1	DBVPG3775_001335-T1
GF00001796	TFCN54D1_011485-T1	DBVPG3775_002883-T1
GF00001797	TFCN54D1_001050-T1	DBVPG3775_002884-T1
GF00001798	TFCN54D1_001052-T1	DBVPG3775_002886-T1
GF00001799	TFCN54D1_011489-T1	DBVPG3775_002887-T1
GF00001800	TFCN54D1_001054-T1	DBVPG3775_002888-T1
GF00001801	TFCN54D1_008656-T1	DBVPG3775_004699-T1
GF00001802	TFCN54D1_001059-T1	DBVPG3775_002895-T1
GF00001803	TFCN54D1_011016-T1	DBVPG3775_002896-T1
GF00001804	TFCN54D1_011017-T1	DBVPG3775_002897-T1
GF00001805	TFCN54D1_001063-T1	DBVPG3775_002899-T1
GF00001806	TFCN54D1_011021-T1	DBVPG3775_002902-T1
GF00001807	TFCN54D1_001067-T1	DBVPG3775_002905-T1
GF00001808	TFCN54D1_001068-T1	DBVPG3775_002906-T1
GF00001809	TFCN54D1_001071-T1	DBVPG3775_002909-T1
GF00001810	TFCN54D1_001072-T1	DBVPG3775_002910-T1
GF00001811	TFCN54D1_011029-T1	DBVPG3775_002911-T1
GF00001812	TFCN54D1_001074-T1	DBVPG3775_002912-T1
GF00001813	TFCN54D1_001075-T1	DBVPG3775_002913-T1
GF00001814	TFCN54D1_001077-T1	DBVPG3775_002915-T1
GF00001815	TFCN54D1_006275-T1	DBVPG3775_002814-T1
GF00001816	TFCN54D1_001080-T1	DBVPG3775_002918-T1
GF00001817	TFCN54D1_005733-T1	DBVPG3775_005655-T1
GF00001818	TFCN54D1_011038-T1	DBVPG3775_002921-T1
GF00001819	TFCN54D1_011039-T1	DBVPG3775_002922-T1
GF00001820	TFCN54D1_001086-T1	DBVPG3775_002924-T1
GF00001821	TFCN54D1_001088-T1	DBVPG3775_002926-T1
GF00001822	TFCN54D1_012489-T1	DBVPG3775_002927-T1
GF00001823	TFCN54D1_001090-T1	DBVPG3775_002928-T1
GF00001824	TFCN54D1_001091-T1	DBVPG3775_002929-T1
GF00001825	TFCN54D1_012485-T1	DBVPG3775_002931-T1
GF00001826	TFCN54D1_012484-T1	DBVPG3775_002933-T1
GF00001827	TFCN54D1_003297-T1	DBVPG3775_000923-T1
GF00001828	TFCN54D1_001100-T1	DBVPG3775_002940-T1
GF00001829	TFCN54D1_001106-T1	DBVPG3775_002949-T1
GF00001830	TFCN54D1_001107-T1	DBVPG3775_002950-T1
GF00001831	TFCN54D1_001109-T1	DBVPG3775_002952-T1
GF00001832	TFCN54D1_001110-T1	DBVPG3775_002953-T1
GF00001833	TFCN54D1_008240-T1	DBVPG3775_002954-T1
GF00001834	TFCN54D1_008241-T1	DBVPG3775_002955-T1
GF00001835	TFCN54D1_001113-T1	DBVPG3775_002956-T1
GF00001836	TFCN54D1_001114-T1	DBVPG3775_002957-T1
GF00001837	TFCN54D1_008246-T1	DBVPG3775_002960-T1
GF00001838	TFCN54D1_008247-T1	DBVPG3775_002961-T1
GF00001839	TFCN54D1_001117-T1	DBVPG3775_002962-T1
GF00001840	TFCN54D1_005368-T1	DBVPG3775_006697-T1
GF00001841	TFCN54D1_001119-T1	DBVPG3775_002964-T1
GF00001842	TFCN54D1_008252-T1	DBVPG3775_002967-T1
GF00001843	TFCN54D1_001123-T1	DBVPG3775_002969-T1
GF00001844	TFCN54D1_008254-T1	DBVPG3775_002970-T1
GF00001845	TFCN54D1_008258-T1	DBVPG3775_002975-T1
GF00001846	TFCN54D1_001129-T1	DBVPG3775_002976-T1
GF00001847	TFCN54D1_001133-T1	DBVPG3775_002981-T1
GF00001848	TFCN54D1_006906-T1	DBVPG3775_002982-T1
GF00001849	TFCN54D1_001135-T1	DBVPG3775_002983-T1
GF00001850	TFCN54D1_001136-T1	DBVPG3775_002984-T1
GF00001851	TFCN54D1_001139-T1	DBVPG3775_002990-T1
GF00001852	TFCN54D1_001142-T1	DBVPG3775_002993-T1
GF00001853	TFCN54D1_006890-T1	DBVPG3775_003001-T1
GF00001854	TFCN54D1_006888-T1	DBVPG3775_003004-T1
GF00001855	TFCN54D1_001153-T1	DBVPG3775_003006-T1
GF00001856	TFCN54D1_001156-T1	DBVPG3775_003009-T1
GF00001857	TFCN54D1_001158-T1	DBVPG3775_003012-T1
GF00001858	TFCN54D1_001159-T1	DBVPG3775_003013-T1
GF00001859	TFCN54D1_001160-T1	DBVPG3775_003014-T1
GF00001860	TFCN54D1_006875-T1	DBVPG3775_003019-T1
GF00001861	TFCN54D1_001166-T1	DBVPG3775_003021-T1
GF00001862	TFCN54D1_001167-T1	DBVPG3775_003022-T1
GF00001863	TFCN54D1_006869-T1	DBVPG3775_003025-T1
GF00001864	TFCN54D1_001174-T1	DBVPG3775_003028-T1
GF00001865	TFCN54D1_006865-T1	DBVPG3775_003029-T1
GF00001866	TFCN54D1_001179-T1	DBVPG3775_003032-T1
GF00001867	TFCN54D1_001180-T1	DBVPG3775_003033-T1
GF00001868	TFCN54D1_001182-T1	DBVPG3775_003036-T1
GF00001869	TFCN54D1_001185-T1	DBVPG3775_003041-T1
GF00001870	TFCN54D1_006857-T1	DBVPG3775_003042-T1
GF00001871	TFCN54D1_001187-T1	DBVPG3775_003043-T1
GF00001872	TFCN54D1_009052-T1	DBVPG3775_000738-T1
GF00001873	TFCN54D1_001188-T1	DBVPG3775_003044-T1
GF00001874	TFCN54D1_003747-T1	DBVPG3775_000680-T1
GF00001875	TFCN54D1_009572-T1	DBVPG3775_006100-T1
GF00001876	TFCN54D1_001190-T1	DBVPG3775_003047-T1
GF00001877	TFCN54D1_009868-T1	DBVPG3775_006553-T1
GF00001878	TFCN54D1_001194-T1	DBVPG3775_006554-T1
GF00001879	TFCN54D1_009872-T1	DBVPG3775_006557-T1
GF00001880	TFCN54D1_001198-T1	DBVPG3775_006558-T1
GF00001881	TFCN54D1_009878-T1	DBVPG3775_006565-T1
GF00001882	TFCN54D1_001205-T1	DBVPG3775_006566-T1
GF00001883	TFCN54D1_001207-T1	DBVPG3775_006569-T1
GF00001884	TFCN54D1_009882-T1	DBVPG3775_006570-T1
GF00001885	TFCN54D1_001209-T1	DBVPG3775_006571-T1
GF00001886	TFCN54D1_001210-T1	DBVPG3775_006572-T1
GF00001887	TFCN54D1_001217-T1	DBVPG3775_006579-T1
GF00001888	TFCN54D1_011921-T1	DBVPG3775_006583-T1
GF00001889	TFCN54D1_011766-T1	DBVPG3775_003223-T1
GF00001890	TFCN54D1_001223-T1	DBVPG3775_006586-T1
GF00001891	TFCN54D1_001224-T1	DBVPG3775_006587-T1
GF00001892	TFCN54D1_001225-T1	DBVPG3775_006588-T1
GF00001893	TFCN54D1_011915-T1	DBVPG3775_006589-T1
GF00001894	TFCN54D1_011913-T1	DBVPG3775_006592-T1
GF00001895	TFCN54D1_001228-T1	DBVPG3775_006593-T1
GF00001896	TFCN54D1_012311-T1	DBVPG3775_007426-T1
GF00001897	TFCN54D1_012314-T1	DBVPG3775_007430-T1
GF00001898	TFCN54D1_001241-T1	DBVPG3775_007431-T1
GF00001899	TFCN54D1_001242-T1	DBVPG3775_007432-T1
GF00001900	TFCN54D1_001245-T1	DBVPG3775_000813-T1
GF00001901	TFCN54D1_001246-T1	DBVPG3775_000812-T1
GF00001902	TFCN54D1_010356-T1	DBVPG3775_002321-T1
GF00001903	TFCN54D1_001250-T1	DBVPG3775_000806-T1
GF00001904	TFCN54D1_001252-T1	DBVPG3775_000804-T1
GF00001905	TFCN54D1_004134-T1	DBVPG3775_000802-T1
GF00001906	TFCN54D1_001256-T1	DBVPG3775_000800-T1
GF00001907	TFCN54D1_001257-T1	DBVPG3775_000799-T1
GF00001908	TFCN54D1_004130-T1	DBVPG3775_000798-T1
GF00001909	TFCN54D1_004129-T1	DBVPG3775_000797-T1
GF00001910	TFCN54D1_001260-T1	DBVPG3775_000796-T1
GF00001911	TFCN54D1_001261-T1	DBVPG3775_000795-T1
GF00001912	TFCN54D1_001264-T1	DBVPG3775_000791-T1
GF00001913	TFCN54D1_001267-T1	DBVPG3775_000788-T1
GF00001914	TFCN54D1_001268-T1	DBVPG3775_000787-T1
GF00001915	TFCN54D1_001270-T1	DBVPG3775_000785-T1
GF00001916	TFCN54D1_001271-T1	DBVPG3775_000784-T1
GF00001917	TFCN54D1_001272-T1	DBVPG3775_000783-T1
GF00001918	TFCN54D1_001274-T1	DBVPG3775_000781-T1
GF00001919	TFCN54D1_004110-T1	DBVPG3775_000779-T1
GF00001920	TFCN54D1_012585-T1	DBVPG3775_000771-T1
GF00001921	TFCN54D1_001284-T1	DBVPG3775_000769-T1
GF00001922	TFCN54D1_001286-T1	DBVPG3775_000766-T1
GF00001923	TFCN54D1_001287-T1	DBVPG3775_000765-T1
GF00001924	TFCN54D1_003660-T1	DBVPG3775_000762-T1
GF00001925	TFCN54D1_001290-T1	DBVPG3775_000761-T1
GF00001926	TFCN54D1_001293-T1	DBVPG3775_000758-T1
GF00001927	TFCN54D1_003653-T1	DBVPG3775_000756-T1
GF00001928	TFCN54D1_001296-T1	DBVPG3775_000755-T1
GF00001929	TFCN54D1_001300-T1	DBVPG3775_000750-T1
GF00001930	TFCN54D1_003646-T1	DBVPG3775_000749-T1
GF00001931	TFCN54D1_001302-T1	DBVPG3775_000748-T1
GF00001932	TFCN54D1_003644-T1	DBVPG3775_000747-T1
GF00001933	TFCN54D1_001306-T1	DBVPG3775_002362-T1
GF00001934	TFCN54D1_003641-T1	DBVPG3775_002363-T1
GF00001935	TFCN54D1_001309-T1	DBVPG3775_002365-T1
GF00001936	TFCN54D1_001312-T1	DBVPG3775_002370-T1
GF00001937	TFCN54D1_001313-T1	DBVPG3775_002371-T1
GF00001938	TFCN54D1_001314-T1	DBVPG3775_002372-T1
GF00001939	TFCN54D1_003630-T1	DBVPG3775_002374-T1
GF00001940	TFCN54D1_001317-T1	DBVPG3775_002375-T1
GF00001941	TFCN54D1_003628-T1	DBVPG3775_002376-T1
GF00001942	TFCN54D1_001320-T1	DBVPG3775_002378-T1
GF00001943	TFCN54D1_003623-T1	DBVPG3775_002380-T1
GF00001944	TFCN54D1_003622-T1	DBVPG3775_002381-T1
GF00001945	TFCN54D1_001325-T1	DBVPG3775_002383-T1
GF00001946	TFCN54D1_003619-T1	DBVPG3775_002387-T1
GF00001947	TFCN54D1_001328-T1	DBVPG3775_002389-T1
GF00001948	TFCN54D1_001329-T1	DBVPG3775_002390-T1
GF00001949	TFCN54D1_001333-T1	DBVPG3775_002395-T1
GF00001950	TFCN54D1_003611-T1	DBVPG3775_002396-T1
GF00001951	TFCN54D1_001336-T1	DBVPG3775_002399-T1
GF00001952	TFCN54D1_001337-T1	DBVPG3775_002400-T1
GF00001953	TFCN54D1_003607-T1	DBVPG3775_002401-T1
GF00001954	TFCN54D1_001339-T1	DBVPG3775_002402-T1
GF00001955	TFCN54D1_003602-T1	DBVPG3775_002407-T1
GF00001956	TFCN54D1_001344-T1	DBVPG3775_002408-T1
GF00001957	TFCN54D1_003597-T1	DBVPG3775_002414-T1
GF00001958	TFCN54D1_001349-T1	DBVPG3775_002417-T1
GF00001959	TFCN54D1_001353-T1	DBVPG3775_002421-T1
GF00001960	TFCN54D1_001354-T1	DBVPG3775_002422-T1
GF00001961	TFCN54D1_003590-T1	DBVPG3775_002423-T1
GF00001962	TFCN54D1_001357-T1	DBVPG3775_002426-T1
GF00001963	TFCN54D1_001359-T1	DBVPG3775_002429-T1
GF00001964	TFCN54D1_001360-T1	DBVPG3775_002431-T1
GF00001965	TFCN54D1_001361-T1	DBVPG3775_002433-T1
GF00001966	TFCN54D1_001362-T1	DBVPG3775_002434-T1
GF00001967	TFCN54D1_003579-T1	DBVPG3775_002436-T1
GF00001968	TFCN54D1_001368-T1	DBVPG3775_002441-T1
GF00001969	TFCN54D1_001369-T1	DBVPG3775_002442-T1
GF00001970	TFCN54D1_001370-T1	DBVPG3775_002443-T1
GF00001971	TFCN54D1_003573-T1	DBVPG3775_002445-T1
GF00001972	TFCN54D1_008707-T1	DBVPG3775_004406-T1
GF00001973	TFCN54D1_001375-T1	DBVPG3775_002447-T1
GF00001974	TFCN54D1_003570-T1	DBVPG3775_002448-T1
GF00001975	TFCN54D1_001377-T1	DBVPG3775_002449-T1
GF00001976	TFCN54D1_001378-T1	DBVPG3775_002450-T1
GF00001977	TFCN54D1_009311-T1	DBVPG3775_006874-T1
GF00001978	TFCN54D1_001380-T1	DBVPG3775_002453-T1
GF00001979	TFCN54D1_003565-T1	DBVPG3775_002454-T1
GF00001980	TFCN54D1_001382-T1	DBVPG3775_002455-T1
GF00001981	TFCN54D1_003561-T1	DBVPG3775_002459-T1
GF00001982	TFCN54D1_001385-T1	DBVPG3775_002460-T1
GF00001983	TFCN54D1_001386-T1	DBVPG3775_002461-T1
GF00001984	TFCN54D1_003558-T1	DBVPG3775_002462-T1
GF00001985	TFCN54D1_003557-T1	DBVPG3775_002463-T1
GF00001986	TFCN54D1_001389-T1	DBVPG3775_002464-T1
GF00001987	TFCN54D1_001391-T1	DBVPG3775_002467-T1
GF00001988	TFCN54D1_001392-T1	DBVPG3775_002469-T1
GF00001989	TFCN54D1_003551-T1	DBVPG3775_002470-T1
GF00001990	TFCN54D1_001394-T1	DBVPG3775_002471-T1
GF00001991	TFCN54D1_012181-T1	DBVPG3775_002472-T1
GF00001992	TFCN54D1_001396-T1	DBVPG3775_002473-T1
GF00001993	TFCN54D1_001397-T1	DBVPG3775_002474-T1
GF00001994	TFCN54D1_001398-T1	DBVPG3775_002475-T1
GF00001995	TFCN54D1_012185-T1	DBVPG3775_002476-T1
GF00001996	TFCN54D1_001400-T1	DBVPG3775_002477-T1
GF00001997	TFCN54D1_001406-T1	DBVPG3775_002485-T1
GF00001998	TFCN54D1_001541-T1	DBVPG3775_003730-T1
GF00001999	TFCN54D1_001413-T1	DBVPG3775_002492-T1
GF00002000	TFCN54D1_001414-T1	DBVPG3775_002493-T1
GF00002001	TFCN54D1_001415-T1	DBVPG3775_002494-T1
GF00002002	TFCN54D1_001416-T1	DBVPG3775_002495-T1
GF00002003	TFCN54D1_001419-T1	DBVPG3775_002500-T1
GF00002004	TFCN54D1_007890-T1	DBVPG3775_002501-T1
GF00002005	TFCN54D1_001422-T1	DBVPG3775_002504-T1
GF00002006	TFCN54D1_001423-T1	DBVPG3775_002506-T1
GF00002007	TFCN54D1_003240-T1	DBVPG3775_000980-T1
GF00002008	TFCN54D1_001428-T1	DBVPG3775_002510-T1
