	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001689	TFCN152A1_000936-T1	DBVPG3775_004159-T1
GF00001690	TFCN152A1_000937-T1	DBVPG3775_004160-T1
GF00001691	TFCN152A1_004117-T1	DBVPG3775_004161-T1
GF00001692	TFCN152A1_004113-T1	DBVPG3775_004166-T1
GF00001693	TFCN152A1_004111-T1	DBVPG3775_004168-T1
GF00001694	TFCN152A1_004110-T1	DBVPG3775_004169-T1
GF00001695	TFCN152A1_000946-T1	DBVPG3775_004170-T1
GF00001696	TFCN152A1_000949-T1	DBVPG3775_004173-T1
GF00001697	TFCN152A1_000950-T1	DBVPG3775_004174-T1
GF00001698	TFCN152A1_004105-T1	DBVPG3775_004175-T1
GF00001699	TFCN152A1_000953-T1	DBVPG3775_004178-T1
GF00001700	TFCN152A1_004095-T1	DBVPG3775_004189-T1
GF00001701	TFCN152A1_000960-T1	DBVPG3775_004190-T1
GF00001702	TFCN152A1_000961-T1	DBVPG3775_004191-T1
GF00001703	TFCN152A1_000962-T1	DBVPG3775_004192-T1
GF00001704	TFCN152A1_000965-T1	DBVPG3775_004197-T1
GF00001705	TFCN152A1_004086-T1	DBVPG3775_004198-T1
GF00001706	TFCN152A1_000968-T1	DBVPG3775_004201-T1
GF00001707	TFCN152A1_004081-T1	DBVPG3775_004203-T1
GF00001708	TFCN152A1_004080-T1	DBVPG3775_004204-T1
GF00001709	TFCN152A1_004079-T1	DBVPG3775_004205-T1
GF00001710	TFCN152A1_000974-T1	DBVPG3775_004208-T1
GF00001711	TFCN152A1_000979-T1	DBVPG3775_004209-T1
GF00001712	TFCN152A1_007075-T1	DBVPG3775_000294-T1
GF00001713	TFCN152A1_000984-T1	DBVPG3775_004214-T1
GF00001714	TFCN152A1_000985-T1	DBVPG3775_004215-T1
GF00001715	TFCN152A1_000986-T1	DBVPG3775_004216-T1
GF00001716	TFCN152A1_000987-T1	DBVPG3775_004217-T1
GF00001717	TFCN152A1_004068-T1	DBVPG3775_004218-T1
GF00001718	TFCN152A1_000989-T1	DBVPG3775_004219-T1
GF00001719	TFCN152A1_000990-T1	DBVPG3775_004220-T1
GF00001720	TFCN152A1_004065-T1	DBVPG3775_004221-T1
GF00001721	TFCN152A1_004064-T1	DBVPG3775_004222-T1
GF00001722	TFCN152A1_000994-T1	DBVPG3775_004225-T1
GF00001723	TFCN152A1_000995-T1	DBVPG3775_004226-T1
GF00001724	TFCN152A1_000997-T1	DBVPG3775_004229-T1
GF00001725	TFCN152A1_000999-T1	DBVPG3775_004231-T1
GF00001726	TFCN152A1_001001-T1	DBVPG3775_004233-T1
GF00001727	TFCN152A1_004054-T1	DBVPG3775_004234-T1
GF00001728	TFCN152A1_001003-T1	DBVPG3775_004235-T1
GF00001729	TFCN152A1_001004-T1	DBVPG3775_004236-T1
GF00001730	TFCN152A1_004051-T1	DBVPG3775_004237-T1
GF00001731	TFCN152A1_004049-T1	DBVPG3775_001038-T1
GF00001732	TFCN152A1_004048-T1	DBVPG3775_001039-T1
GF00001733	TFCN152A1_004607-T1	DBVPG3775_003167-T1
GF00001734	TFCN152A1_004047-T1	DBVPG3775_001040-T1
GF00001735	TFCN152A1_004045-T1	DBVPG3775_001042-T1
GF00001736	TFCN152A1_001014-T1	DBVPG3775_001046-T1
GF00001737	TFCN152A1_001015-T1	DBVPG3775_001047-T1
GF00001738	TFCN152A1_001020-T1	DBVPG3775_001051-T1
GF00001739	TFCN152A1_007021-T1	DBVPG3775_001052-T1
GF00001740	TFCN152A1_007018-T1	DBVPG3775_001057-T1
GF00001741	TFCN152A1_007014-T1	DBVPG3775_001062-T1
GF00001742	TFCN152A1_001031-T1	DBVPG3775_001064-T1
GF00001743	TFCN152A1_001034-T1	DBVPG3775_001067-T1
GF00001744	TFCN152A1_001035-T1	DBVPG3775_001068-T1
GF00001745	TFCN152A1_001036-T1	DBVPG3775_001069-T1
GF00001746	TFCN152A1_001037-T1	DBVPG3775_001070-T1
GF00001747	TFCN152A1_007005-T1	DBVPG3775_001071-T1
GF00001748	TFCN152A1_001041-T1	DBVPG3775_001076-T1
GF00001749	TFCN152A1_005609-T1	DBVPG3775_007392-T1
GF00001750	TFCN152A1_001049-T1	DBVPG3775_007387-T1
GF00001751	TFCN152A1_001050-T1	DBVPG3775_007386-T1
GF00001752	TFCN152A1_005604-T1	DBVPG3775_007385-T1
GF00001753	TFCN152A1_001053-T1	DBVPG3775_007382-T1
GF00001754	TFCN152A1_001054-T1	DBVPG3775_007381-T1
GF00001755	TFCN152A1_001055-T1	DBVPG3775_007380-T1
GF00001756	TFCN152A1_001060-T1	DBVPG3775_007374-T1
GF00001757	TFCN152A1_001061-T1	DBVPG3775_007373-T1
GF00001758	TFCN152A1_001062-T1	DBVPG3775_007372-T1
GF00001759	TFCN152A1_005590-T1	DBVPG3775_005804-T1
GF00001760	TFCN152A1_001066-T1	DBVPG3775_005805-T1
GF00001761	TFCN152A1_001067-T1	DBVPG3775_005806-T1
GF00001762	TFCN152A1_005585-T1	DBVPG3775_005810-T1
GF00001763	TFCN152A1_005584-T1	DBVPG3775_005811-T1
GF00001764	TFCN152A1_005581-T1	DBVPG3775_005814-T1
GF00001765	TFCN152A1_001078-T1	DBVPG3775_005818-T1
GF00001766	TFCN152A1_005575-T1	DBVPG3775_005819-T1
GF00001767	TFCN152A1_005573-T1	DBVPG3775_005821-T1
GF00001768	TFCN152A1_005572-T1	DBVPG3775_005822-T1
GF00001769	TFCN152A1_001083-T1	DBVPG3775_005823-T1
GF00001770	TFCN152A1_005570-T1	DBVPG3775_005824-T1
GF00001771	TFCN152A1_012208-T1	DBVPG3775_005829-T1
GF00001772	TFCN152A1_001090-T1	DBVPG3775_005831-T1
GF00001773	TFCN152A1_001091-T1	DBVPG3775_005832-T1
GF00001774	TFCN152A1_001093-T1	DBVPG3775_005835-T1
GF00001775	TFCN152A1_011669-T1	DBVPG3775_005836-T1
GF00001776	TFCN152A1_001095-T1	DBVPG3775_005837-T1
GF00001777	TFCN152A1_011671-T1	DBVPG3775_005838-T1
GF00001778	TFCN152A1_011672-T1	DBVPG3775_005839-T1
GF00001779	TFCN152A1_007871-T1	DBVPG3775_005844-T1
GF00001780	TFCN152A1_001103-T1	DBVPG3775_005846-T1
GF00001781	TFCN152A1_001106-T1	DBVPG3775_005849-T1
GF00001782	TFCN152A1_001108-T1	DBVPG3775_005851-T1
GF00001783	TFCN152A1_007864-T1	DBVPG3775_005852-T1
GF00001784	TFCN152A1_007859-T1	DBVPG3775_005858-T1
GF00001785	TFCN152A1_001116-T1	DBVPG3775_005859-T1
GF00001786	TFCN152A1_007857-T1	DBVPG3775_005860-T1
GF00001787	TFCN152A1_007856-T1	DBVPG3775_005861-T1
GF00001788	TFCN152A1_001119-T1	DBVPG3775_005862-T1
GF00001789	TFCN152A1_007854-T1	DBVPG3775_005863-T1
GF00001790	TFCN152A1_007853-T1	DBVPG3775_005864-T1
GF00001791	TFCN152A1_001122-T1	DBVPG3775_005865-T1
GF00001792	TFCN152A1_001125-T1	DBVPG3775_005868-T1
GF00001793	TFCN152A1_010550-T1	DBVPG3775_001591-T1
GF00001794	TFCN152A1_007842-T1	DBVPG3775_003538-T1
GF00001795	TFCN152A1_007840-T1	DBVPG3775_003535-T1
GF00001796	TFCN152A1_007839-T1	DBVPG3775_003534-T1
GF00001797	TFCN152A1_001136-T1	DBVPG3775_003533-T1
GF00001798	TFCN152A1_001137-T1	DBVPG3775_003532-T1
GF00001799	TFCN152A1_007830-T1	DBVPG3775_003526-T1
GF00001800	TFCN152A1_001141-T1	DBVPG3775_003525-T1
GF00001801	TFCN152A1_001145-T1	DBVPG3775_003521-T1
GF00001802	TFCN152A1_007357-T1	DBVPG3775_004673-T1
GF00001803	TFCN152A1_001148-T1	DBVPG3775_003518-T1
GF00001804	TFCN152A1_001149-T1	DBVPG3775_003517-T1
GF00001805	TFCN152A1_012665-T1	DBVPG3775_003516-T1
GF00001806	TFCN152A1_012664-T1	DBVPG3775_003515-T1
GF00001807	TFCN152A1_001152-T1	DBVPG3775_003514-T1
GF00001808	TFCN152A1_008381-T1	DBVPG3775_001409-T1
GF00001809	TFCN152A1_001153-T1	DBVPG3775_003513-T1
GF00001810	TFCN152A1_010725-T1	DBVPG3775_003509-T1
GF00001811	TFCN152A1_010726-T1	DBVPG3775_003508-T1
GF00001812	TFCN152A1_010727-T1	DBVPG3775_003507-T1
GF00001813	TFCN152A1_001159-T1	DBVPG3775_003506-T1
GF00001814	TFCN152A1_001160-T1	DBVPG3775_003505-T1
GF00001815	TFCN152A1_001161-T1	DBVPG3775_003504-T1
GF00001816	TFCN152A1_010733-T1	DBVPG3775_003500-T1
GF00001817	TFCN152A1_001164-T1	DBVPG3775_003499-T1
GF00001818	TFCN152A1_001165-T1	DBVPG3775_003498-T1
GF00001819	TFCN152A1_001168-T1	DBVPG3775_003495-T1
GF00001820	TFCN152A1_001169-T1	DBVPG3775_003494-T1
GF00001821	TFCN152A1_010740-T1	DBVPG3775_003493-T1
GF00001822	TFCN152A1_001171-T1	DBVPG3775_003492-T1
GF00001823	TFCN152A1_001173-T1	DBVPG3775_003490-T1
GF00001824	TFCN152A1_001177-T1	DBVPG3775_003486-T1
GF00001825	TFCN152A1_001178-T1	DBVPG3775_003485-T1
GF00001826	TFCN152A1_001180-T1	DBVPG3775_003482-T1
GF00001827	TFCN152A1_001182-T1	DBVPG3775_003480-T1
GF00001828	TFCN152A1_001184-T1	DBVPG3775_003478-T1
GF00001829	TFCN152A1_001185-T1	DBVPG3775_003477-T1
GF00001830	TFCN152A1_001186-T1	DBVPG3775_003476-T1
GF00001831	TFCN152A1_009956-T1	DBVPG3775_003475-T1
GF00001832	TFCN152A1_001188-T1	DBVPG3775_003474-T1
GF00001833	TFCN152A1_009954-T1	DBVPG3775_003473-T1
GF00001834	TFCN152A1_001190-T1	DBVPG3775_003472-T1
GF00001835	TFCN152A1_001193-T1	DBVPG3775_003469-T1
GF00001836	TFCN152A1_009948-T1	DBVPG3775_003468-T1
GF00001837	TFCN152A1_001195-T1	DBVPG3775_003467-T1
GF00001838	TFCN152A1_001201-T1	DBVPG3775_002441-T1
GF00001839	TFCN152A1_001204-T1	DBVPG3775_002437-T1
GF00001840	TFCN152A1_003346-T1	DBVPG3775_000923-T1
GF00001841	TFCN152A1_003563-T1	DBVPG3775_000877-T1
GF00001842	TFCN152A1_001205-T1	DBVPG3775_002436-T1
GF00001843	TFCN152A1_001207-T1	DBVPG3775_002434-T1
GF00001844	TFCN152A1_001208-T1	DBVPG3775_002433-T1
GF00001845	TFCN152A1_001210-T1	DBVPG3775_002431-T1
GF00001846	TFCN152A1_001211-T1	DBVPG3775_002429-T1
GF00001847	TFCN152A1_001213-T1	DBVPG3775_002426-T1
GF00001848	TFCN152A1_002699-T1	DBVPG3775_002423-T1
GF00001849	TFCN152A1_001216-T1	DBVPG3775_002422-T1
GF00001850	TFCN152A1_002697-T1	DBVPG3775_002421-T1
GF00001851	TFCN152A1_002694-T1	DBVPG3775_002417-T1
GF00001852	TFCN152A1_001223-T1	DBVPG3775_002414-T1
GF00001853	TFCN152A1_002688-T1	DBVPG3775_002408-T1
GF00001854	TFCN152A1_001228-T1	DBVPG3775_002407-T1
GF00001855	TFCN152A1_001232-T1	DBVPG3775_002401-T1
GF00001856	TFCN152A1_001233-T1	DBVPG3775_002400-T1
GF00001857	TFCN152A1_001234-T1	DBVPG3775_002399-T1
GF00001858	TFCN152A1_002679-T1	DBVPG3775_002396-T1
GF00001859	TFCN152A1_002678-T1	DBVPG3775_002395-T1
GF00001860	TFCN152A1_002674-T1	DBVPG3775_002391-T1
GF00001861	TFCN152A1_001242-T1	DBVPG3775_002390-T1
GF00001862	TFCN152A1_001243-T1	DBVPG3775_002389-T1
GF00001863	TFCN152A1_002670-T1	DBVPG3775_002387-T1
GF00001864	TFCN152A1_001246-T1	DBVPG3775_002383-T1
GF00001865	TFCN152A1_002667-T1	DBVPG3775_002381-T1
GF00001866	TFCN152A1_002666-T1	DBVPG3775_002380-T1
GF00001867	TFCN152A1_002664-T1	DBVPG3775_002378-T1
GF00001868	TFCN152A1_002662-T1	DBVPG3775_002376-T1
GF00001869	TFCN152A1_001255-T1	DBVPG3775_002375-T1
GF00001870	TFCN152A1_002660-T1	DBVPG3775_002374-T1
GF00001871	TFCN152A1_001260-T1	DBVPG3775_002370-T1
GF00001872	TFCN152A1_001263-T1	DBVPG3775_002367-T1
GF00001873	TFCN152A1_001264-T1	DBVPG3775_002366-T1
GF00001874	TFCN152A1_001265-T1	DBVPG3775_002365-T1
GF00001875	TFCN152A1_002650-T1	DBVPG3775_002363-T1
GF00001876	TFCN152A1_001268-T1	DBVPG3775_002362-T1
GF00001877	TFCN152A1_002647-T1	DBVPG3775_000747-T1
GF00001878	TFCN152A1_001272-T1	DBVPG3775_000748-T1
GF00001879	TFCN152A1_002645-T1	DBVPG3775_000749-T1
GF00001880	TFCN152A1_001274-T1	DBVPG3775_000750-T1
GF00001881	TFCN152A1_001278-T1	DBVPG3775_000755-T1
GF00001882	TFCN152A1_002638-T1	DBVPG3775_000756-T1
GF00001883	TFCN152A1_001283-T1	DBVPG3775_000761-T1
GF00001884	TFCN152A1_001284-T1	DBVPG3775_000762-T1
GF00001885	TFCN152A1_001286-T1	DBVPG3775_000765-T1
GF00001886	TFCN152A1_012724-T1	DBVPG3775_000766-T1
GF00001887	TFCN152A1_001289-T1	DBVPG3775_000769-T1
GF00001888	TFCN152A1_012721-T1	DBVPG3775_000771-T1
GF00001889	TFCN152A1_012720-T1	DBVPG3775_000772-T1
GF00001890	TFCN152A1_009537-T1	DBVPG3775_005952-T1
GF00001891	TFCN152A1_012060-T1	DBVPG3775_000779-T1
GF00001892	TFCN152A1_012058-T1	DBVPG3775_000781-T1
GF00001893	TFCN152A1_001301-T1	DBVPG3775_000783-T1
GF00001894	TFCN152A1_001302-T1	DBVPG3775_000784-T1
GF00001895	TFCN152A1_001304-T1	DBVPG3775_000787-T1
GF00001896	TFCN152A1_001307-T1	DBVPG3775_000791-T1
GF00001897	TFCN152A1_011682-T1	DBVPG3775_004636-T1
GF00001898	TFCN152A1_003482-T1	DBVPG3775_000794-T1
GF00001899	TFCN152A1_001311-T1	DBVPG3775_000795-T1
GF00001900	TFCN152A1_001312-T1	DBVPG3775_000796-T1
GF00001901	TFCN152A1_003485-T1	DBVPG3775_000797-T1
GF00001902	TFCN152A1_003486-T1	DBVPG3775_000798-T1
GF00001903	TFCN152A1_001315-T1	DBVPG3775_000799-T1
GF00001904	TFCN152A1_001316-T1	DBVPG3775_000800-T1
GF00001905	TFCN152A1_001318-T1	DBVPG3775_000802-T1
GF00001906	TFCN152A1_003495-T1	DBVPG3775_000804-T1
GF00001907	TFCN152A1_001322-T1	DBVPG3775_000806-T1
GF00001908	TFCN152A1_003499-T1	DBVPG3775_000810-T1
GF00001909	TFCN152A1_001326-T1	DBVPG3775_000812-T1
GF00001910	TFCN152A1_001327-T1	DBVPG3775_000813-T1
GF00001911	TFCN152A1_004498-T1	DBVPG3775_003097-T1
GF00001912	TFCN152A1_001331-T1	DBVPG3775_003098-T1
GF00001913	TFCN152A1_001333-T1	DBVPG3775_003101-T1
GF00001914	TFCN152A1_001334-T1	DBVPG3775_003102-T1
GF00001915	TFCN152A1_001335-T1	DBVPG3775_003103-T1
GF00001916	TFCN152A1_001337-T1	DBVPG3775_003106-T1
GF00001917	TFCN152A1_004508-T1	DBVPG3775_003109-T1
GF00001918	TFCN152A1_001340-T1	DBVPG3775_003110-T1
GF00001919	TFCN152A1_001341-T1	DBVPG3775_003111-T1
GF00001920	TFCN152A1_004514-T1	DBVPG3775_003117-T1
GF00001921	TFCN152A1_001346-T1	DBVPG3775_003118-T1
GF00001922	TFCN152A1_004516-T1	DBVPG3775_003120-T1
GF00001923	TFCN152A1_004518-T1	DBVPG3775_003123-T1
GF00001924	TFCN152A1_001350-T1	DBVPG3775_003124-T1
GF00001925	TFCN152A1_004521-T1	DBVPG3775_003127-T1
GF00001926	TFCN152A1_001354-T1	DBVPG3775_003128-T1
GF00001927	TFCN152A1_001355-T1	DBVPG3775_003129-T1
GF00001928	TFCN152A1_001356-T1	DBVPG3775_003130-T1
GF00001929	TFCN152A1_001357-T1	DBVPG3775_003131-T1
GF00001930	TFCN152A1_001358-T1	DBVPG3775_003132-T1
GF00001931	TFCN152A1_001361-T1	DBVPG3775_003135-T1
GF00001932	TFCN152A1_004532-T1	DBVPG3775_003139-T1
GF00001933	TFCN152A1_001365-T1	DBVPG3775_003140-T1
GF00001934	TFCN152A1_001366-T1	DBVPG3775_003141-T1
GF00001935	TFCN152A1_012195-T1	DBVPG3775_003144-T1
GF00001936	TFCN152A1_001370-T1	DBVPG3775_003145-T1
GF00001937	TFCN152A1_012193-T1	DBVPG3775_003146-T1
GF00001938	TFCN152A1_001373-T1	DBVPG3775_003148-T1
GF00001939	TFCN152A1_001375-T1	DBVPG3775_003150-T1
GF00001940	TFCN152A1_001378-T1	DBVPG3775_003154-T1
GF00001941	TFCN152A1_012185-T1	DBVPG3775_003155-T1
GF00001942	TFCN152A1_001381-T1	DBVPG3775_003157-T1
GF00001943	TFCN152A1_012182-T1	DBVPG3775_003159-T1
GF00001944	TFCN152A1_012181-T1	DBVPG3775_003160-T1
GF00001945	TFCN152A1_012571-T1	DBVPG3775_000373-T1
GF00001946	TFCN152A1_001387-T1	DBVPG3775_003164-T1
GF00001947	TFCN152A1_004609-T1	DBVPG3775_003165-T1
GF00001948	TFCN152A1_001389-T1	DBVPG3775_003166-T1
GF00001949	TFCN152A1_007216-T1	DBVPG3775_003893-T1
GF00001950	TFCN152A1_001391-T1	DBVPG3775_003168-T1
GF00001951	TFCN152A1_001392-T1	DBVPG3775_003169-T1
GF00001952	TFCN152A1_001394-T1	DBVPG3775_003171-T1
GF00001953	TFCN152A1_004601-T1	DBVPG3775_003173-T1
GF00001954	TFCN152A1_001397-T1	DBVPG3775_003174-T1
GF00001955	TFCN152A1_001398-T1	DBVPG3775_003175-T1
GF00001956	TFCN152A1_001401-T1	DBVPG3775_003178-T1
GF00001957	TFCN152A1_001403-T1	DBVPG3775_006436-T1
GF00001958	TFCN152A1_002824-T1	DBVPG3775_006435-T1
GF00001959	TFCN152A1_001405-T1	DBVPG3775_006434-T1
GF00001960	TFCN152A1_001406-T1	DBVPG3775_006433-T1
GF00001961	TFCN152A1_001407-T1	DBVPG3775_006432-T1
GF00001962	TFCN152A1_001408-T1	DBVPG3775_006431-T1
GF00001963	TFCN152A1_001411-T1	DBVPG3775_006428-T1
GF00001964	TFCN152A1_001414-T1	DBVPG3775_006422-T1
GF00001965	TFCN152A1_001419-T1	DBVPG3775_006407-T1
GF00001966	TFCN152A1_002848-T1	DBVPG3775_006408-T1
GF00001967	TFCN152A1_001421-T1	DBVPG3775_006409-T1
GF00001968	TFCN152A1_002846-T1	DBVPG3775_006410-T1
GF00001969	TFCN152A1_001424-T1	DBVPG3775_006412-T1
GF00001970	TFCN152A1_002842-T1	DBVPG3775_006414-T1
GF00001971	TFCN152A1_011724-T1	DBVPG3775_006652-T1
GF00001972	TFCN152A1_008893-T1	DBVPG3775_006973-T1
GF00001973	TFCN152A1_008895-T1	DBVPG3775_006971-T1
GF00001974	TFCN152A1_008896-T1	DBVPG3775_006970-T1
GF00001975	TFCN152A1_001434-T1	DBVPG3775_006969-T1
GF00001976	TFCN152A1_003897-T1	DBVPG3775_001700-T1
GF00001977	TFCN152A1_008908-T1	DBVPG3775_006952-T1
GF00001978	TFCN152A1_001445-T1	DBVPG3775_006951-T1
GF00001979	TFCN152A1_001446-T1	DBVPG3775_006950-T1
GF00001980	TFCN152A1_001447-T1	DBVPG3775_006949-T1
GF00001981	TFCN152A1_004494-T1	DBVPG3775_003094-T1
GF00001982	TFCN152A1_004493-T1	DBVPG3775_003093-T1
GF00001983	TFCN152A1_001456-T1	DBVPG3775_003092-T1
GF00001984	TFCN152A1_004491-T1	DBVPG3775_003091-T1
GF00001985	TFCN152A1_004490-T1	DBVPG3775_003089-T1
GF00001986	TFCN152A1_004489-T1	DBVPG3775_003088-T1
GF00001987	TFCN152A1_004487-T1	DBVPG3775_003086-T1
GF00001988	TFCN152A1_001463-T1	DBVPG3775_003085-T1
GF00001989	TFCN152A1_001465-T1	DBVPG3775_003083-T1
GF00001990	TFCN152A1_001466-T1	DBVPG3775_003082-T1
GF00001991	TFCN152A1_007899-T1	DBVPG3775_003668-T1
GF00001992	TFCN152A1_003200-T1	DBVPG3775_006696-T1
GF00001993	TFCN152A1_004481-T1	DBVPG3775_003080-T1
GF00001994	TFCN152A1_001469-T1	DBVPG3775_003079-T1
GF00001995	TFCN152A1_008305-T1	DBVPG3775_007436-T1
GF00001996	TFCN152A1_004475-T1	DBVPG3775_003074-T1
GF00001997	TFCN152A1_004473-T1	DBVPG3775_003073-T1
GF00001998	TFCN152A1_004470-T1	DBVPG3775_003070-T1
GF00001999	TFCN152A1_004469-T1	DBVPG3775_003069-T1
GF00002000	TFCN152A1_004468-T1	DBVPG3775_003068-T1
GF00002001	TFCN152A1_001479-T1	DBVPG3775_003067-T1
GF00002002	TFCN152A1_010041-T1	DBVPG3775_001891-T1
GF00002003	TFCN152A1_001483-T1	DBVPG3775_003063-T1
GF00002004	TFCN152A1_001485-T1	DBVPG3775_003061-T1
GF00002005	TFCN152A1_004461-T1	DBVPG3775_003060-T1
GF00002006	TFCN152A1_001487-T1	DBVPG3775_003059-T1
GF00002007	TFCN152A1_004459-T1	DBVPG3775_003058-T1
GF00002008	TFCN152A1_001489-T1	DBVPG3775_003057-T1
GF00002009	TFCN152A1_001490-T1	DBVPG3775_003056-T1
GF00002010	TFCN152A1_004456-T1	DBVPG3775_003055-T1
GF00002011	TFCN152A1_004455-T1	DBVPG3775_003054-T1
GF00002012	TFCN152A1_003103-T1	DBVPG3775_006311-T1
GF00002013	TFCN152A1_006475-T1	DBVPG3775_002852-T1
GF00002014	TFCN152A1_001591-T1	DBVPG3775_001886-T1
GF00002015	TFCN152A1_011320-T1	DBVPG3775_007536-T1
GF00002016	TFCN152A1_001595-T1	DBVPG3775_007535-T1
GF00002017	TFCN152A1_001596-T1	DBVPG3775_007534-T1
GF00002018	TFCN152A1_001597-T1	DBVPG3775_007533-T1
GF00002019	TFCN152A1_011326-T1	DBVPG3775_000419-T1
GF00002020	TFCN152A1_011327-T1	DBVPG3775_000422-T1
GF00002021	TFCN152A1_001602-T1	DBVPG3775_000423-T1
GF00002022	TFCN152A1_008942-T1	DBVPG3775_002032-T1
GF00002023	TFCN152A1_001603-T1	DBVPG3775_000424-T1
GF00002024	TFCN152A1_001604-T1	DBVPG3775_000425-T1
GF00002025	TFCN152A1_011331-T1	DBVPG3775_000426-T1
GF00002026	TFCN152A1_011332-T1	DBVPG3775_000427-T1
GF00002027	TFCN152A1_001607-T1	DBVPG3775_000428-T1
GF00002028	TFCN152A1_001609-T1	DBVPG3775_000430-T1
GF00002029	TFCN152A1_011336-T1	DBVPG3775_000431-T1
GF00002030	TFCN152A1_013147-T1	DBVPG3775_000434-T1
GF00002031	TFCN152A1_001613-T1	DBVPG3775_000435-T1
GF00002032	TFCN152A1_001615-T1	DBVPG3775_000437-T1
GF00002033	TFCN152A1_001616-T1	DBVPG3775_000438-T1
GF00002034	TFCN152A1_012648-T1	DBVPG3775_000702-T1
GF00002035	TFCN152A1_001620-T1	DBVPG3775_000442-T1
GF00002036	TFCN152A1_001621-T1	DBVPG3775_000443-T1
GF00002037	TFCN152A1_007809-T1	DBVPG3775_000450-T1
GF00002038	TFCN152A1_007805-T1	DBVPG3775_000453-T1
GF00002039	TFCN152A1_007804-T1	DBVPG3775_000454-T1
GF00002040	TFCN152A1_001632-T1	DBVPG3775_000455-T1
GF00002041	TFCN152A1_001633-T1	DBVPG3775_000456-T1
GF00002042	TFCN152A1_007800-T1	DBVPG3775_000457-T1
GF00002043	TFCN152A1_001635-T1	DBVPG3775_000458-T1
GF00002044	TFCN152A1_001638-T1	DBVPG3775_000463-T1
GF00002045	TFCN152A1_007794-T1	DBVPG3775_000468-T1
GF00002046	TFCN152A1_001643-T1	DBVPG3775_000469-T1
GF00002047	TFCN152A1_001644-T1	DBVPG3775_000470-T1
GF00002048	TFCN152A1_001645-T1	DBVPG3775_000471-T1
GF00002049	TFCN152A1_001646-T1	DBVPG3775_000472-T1
GF00002050	TFCN152A1_007789-T1	DBVPG3775_000474-T1
GF00002051	TFCN152A1_007787-T1	DBVPG3775_000476-T1
GF00002052	TFCN152A1_008442-T1	DBVPG3775_002583-T1
GF00002053	TFCN152A1_007786-T1	DBVPG3775_000477-T1
GF00002054	TFCN152A1_005916-T1	DBVPG3775_000485-T1
GF00002055	TFCN152A1_001660-T1	DBVPG3775_000486-T1
GF00002056	TFCN152A1_001661-T1	DBVPG3775_000489-T1
GF00002057	TFCN152A1_001662-T1	DBVPG3775_000490-T1
GF00002058	TFCN152A1_001663-T1	DBVPG3775_000491-T1
GF00002059	TFCN152A1_001667-T1	DBVPG3775_000497-T1
GF00002060	TFCN152A1_005923-T1	DBVPG3775_000498-T1
GF00002061	TFCN152A1_001671-T1	DBVPG3775_000501-T1
GF00002062	TFCN152A1_001673-T1	DBVPG3775_000504-T1
GF00002063	TFCN152A1_001674-T1	DBVPG3775_000505-T1
GF00002064	TFCN152A1_001675-T1	DBVPG3775_000506-T1
GF00002065	TFCN152A1_001678-T1	DBVPG3775_000509-T1
GF00002066	TFCN152A1_001679-T1	DBVPG3775_000510-T1
GF00002067	TFCN152A1_004289-T1	DBVPG3775_004885-T1
GF00002068	TFCN152A1_006052-T1	DBVPG3775_000040-T1
GF00002069	TFCN152A1_007065-T1	DBVPG3775_000306-T1
GF00002070	TFCN152A1_006051-T1	DBVPG3775_000041-T1
GF00002071	TFCN152A1_001716-T1	DBVPG3775_000042-T1
GF00002072	TFCN152A1_001717-T1	DBVPG3775_000043-T1
GF00002073	TFCN152A1_001720-T1	DBVPG3775_000046-T1
GF00002074	TFCN152A1_001725-T1	DBVPG3775_000053-T1
GF00002075	TFCN152A1_001727-T1	DBVPG3775_000055-T1
GF00002076	TFCN152A1_006038-T1	DBVPG3775_000056-T1
GF00002077	TFCN152A1_011692-T1	DBVPG3775_004646-T1
GF00002078	TFCN152A1_011158-T1	DBVPG3775_000989-T1
GF00002079	TFCN152A1_012543-T1	DBVPG3775_006782-T1
GF00002080	TFCN152A1_006851-T1	DBVPG3775_004770-T1
GF00002081	TFCN152A1_006030-T1	DBVPG3775_000066-T1
GF00002082	TFCN152A1_001735-T1	DBVPG3775_000067-T1
GF00002083	TFCN152A1_001737-T1	DBVPG3775_000069-T1
GF00002084	TFCN152A1_001739-T1	DBVPG3775_000072-T1
GF00002085	TFCN152A1_006024-T1	DBVPG3775_000074-T1
GF00002086	TFCN152A1_001742-T1	DBVPG3775_000075-T1
GF00002087	TFCN152A1_001745-T1	DBVPG3775_000078-T1
GF00002088	TFCN152A1_001747-T1	DBVPG3775_000080-T1
GF00002089	TFCN152A1_008935-T1	DBVPG3775_002024-T1
GF00002090	TFCN152A1_001749-T1	DBVPG3775_000083-T1
GF00002091	TFCN152A1_006014-T1	DBVPG3775_000085-T1
GF00002092	TFCN152A1_006013-T1	DBVPG3775_000086-T1
GF00002093	TFCN152A1_006011-T1	DBVPG3775_000089-T1
GF00002094	TFCN152A1_006010-T1	DBVPG3775_000090-T1
GF00002095	TFCN152A1_001758-T1	DBVPG3775_000093-T1
GF00002096	TFCN152A1_001761-T1	DBVPG3775_000098-T1
GF00002097	TFCN152A1_002000-T1	DBVPG3775_006045-T1
