	Rhodotorula_mucilaginosa_TFCN_404D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001849	TFCN404D1_001143-T1	DBVPG3775_000445-T1
GF00001850	TFCN404D1_001144-T1	DBVPG3775_000446-T1
GF00001851	TFCN404D1_001146-T1	DBVPG3775_000448-T1
GF00001852	TFCN404D1_005875-T1	DBVPG3775_000450-T1
GF00001853	TFCN404D1_005872-T1	DBVPG3775_000453-T1
GF00001854	TFCN404D1_005871-T1	DBVPG3775_000454-T1
GF00001855	TFCN404D1_005870-T1	DBVPG3775_000455-T1
GF00001856	TFCN404D1_001156-T1	DBVPG3775_000456-T1
GF00001857	TFCN404D1_001157-T1	DBVPG3775_000457-T1
GF00001858	TFCN404D1_005867-T1	DBVPG3775_000458-T1
GF00001859	TFCN404D1_008587-T1	DBVPG3775_000463-T1
GF00001860	TFCN404D1_008588-T1	DBVPG3775_000464-T1
GF00001861	TFCN404D1_001162-T1	DBVPG3775_000465-T1
GF00001862	TFCN404D1_008590-T1	DBVPG3775_000466-T1
GF00001863	TFCN404D1_001165-T1	DBVPG3775_000468-T1
GF00001864	TFCN404D1_008593-T1	DBVPG3775_000469-T1
GF00001865	TFCN404D1_008594-T1	DBVPG3775_000470-T1
GF00001866	TFCN404D1_008595-T1	DBVPG3775_000471-T1
GF00001867	TFCN404D1_001169-T1	DBVPG3775_000472-T1
GF00001868	TFCN404D1_001170-T1	DBVPG3775_000474-T1
GF00001869	TFCN404D1_001172-T1	DBVPG3775_000476-T1
GF00001870	TFCN404D1_001173-T1	DBVPG3775_000477-T1
GF00001871	TFCN404D1_001175-T1	DBVPG3775_000557-T1
GF00001872	TFCN404D1_001684-T1	DBVPG3775_000556-T1
GF00001873	TFCN404D1_001685-T1	DBVPG3775_000555-T1
GF00001874	TFCN404D1_001686-T1	DBVPG3775_000554-T1
GF00001875	TFCN404D1_001180-T1	DBVPG3775_000552-T1
GF00001876	TFCN404D1_001181-T1	DBVPG3775_000551-T1
GF00001877	TFCN404D1_001183-T1	DBVPG3775_000548-T1
GF00001878	TFCN404D1_001184-T1	DBVPG3775_000547-T1
GF00001879	TFCN404D1_012723-T1	DBVPG3775_000545-T1
GF00001880	TFCN404D1_012722-T1	DBVPG3775_000544-T1
GF00001881	TFCN404D1_012720-T1	DBVPG3775_000542-T1
GF00001882	TFCN404D1_012719-T1	DBVPG3775_000541-T1
GF00001883	TFCN404D1_001191-T1	DBVPG3775_000539-T1
GF00001884	TFCN404D1_012717-T1	DBVPG3775_000538-T1
GF00001885	TFCN404D1_001193-T1	DBVPG3775_000537-T1
GF00001886	TFCN404D1_001195-T1	DBVPG3775_000534-T1
GF00001887	TFCN404D1_007973-T1	DBVPG3775_003764-T1
GF00001888	TFCN404D1_001199-T1	DBVPG3775_003763-T1
GF00001889	TFCN404D1_007976-T1	DBVPG3775_003761-T1
GF00001890	TFCN404D1_007977-T1	DBVPG3775_003760-T1
GF00001891	TFCN404D1_007979-T1	DBVPG3775_003758-T1
GF00001892	TFCN404D1_001204-T1	DBVPG3775_003757-T1
GF00001893	TFCN404D1_001205-T1	DBVPG3775_003756-T1
GF00001894	TFCN404D1_001207-T1	DBVPG3775_003754-T1
GF00001895	TFCN404D1_007984-T1	DBVPG3775_003753-T1
GF00001896	TFCN404D1_001209-T1	DBVPG3775_003752-T1
GF00001897	TFCN404D1_001210-T1	DBVPG3775_003751-T1
GF00001898	TFCN404D1_001211-T1	DBVPG3775_003750-T1
GF00001899	TFCN404D1_001212-T1	DBVPG3775_003749-T1
GF00001900	TFCN404D1_007989-T1	DBVPG3775_003748-T1
GF00001901	TFCN404D1_008550-T1	DBVPG3775_003740-T1
GF00001902	TFCN404D1_001223-T1	DBVPG3775_003737-T1
GF00001903	TFCN404D1_008545-T1	DBVPG3775_003735-T1
GF00001904	TFCN404D1_001227-T1	DBVPG3775_003734-T1
GF00001905	TFCN404D1_001228-T1	DBVPG3775_003733-T1
GF00001906	TFCN404D1_001230-T1	DBVPG3775_003731-T1
GF00001907	TFCN404D1_008540-T1	DBVPG3775_003730-T1
GF00001908	TFCN404D1_001233-T1	DBVPG3775_003728-T1
GF00001909	TFCN404D1_008537-T1	DBVPG3775_003727-T1
GF00001910	TFCN404D1_001235-T1	DBVPG3775_003726-T1
GF00001911	TFCN404D1_008533-T1	DBVPG3775_003723-T1
GF00001912	TFCN404D1_008532-T1	DBVPG3775_003722-T1
GF00001913	TFCN404D1_001240-T1	DBVPG3775_003721-T1
GF00001914	TFCN404D1_001241-T1	DBVPG3775_003720-T1
GF00001915	TFCN404D1_008529-T1	DBVPG3775_003719-T1
GF00001916	TFCN404D1_001243-T1	DBVPG3775_003718-T1
GF00001917	TFCN404D1_001245-T1	DBVPG3775_003716-T1
GF00001918	TFCN404D1_001246-T1	DBVPG3775_003715-T1
GF00001919	TFCN404D1_001247-T1	DBVPG3775_003714-T1
GF00001920	TFCN404D1_008761-T1	DBVPG3775_003713-T1
GF00001921	TFCN404D1_008760-T1	DBVPG3775_003712-T1
GF00001922	TFCN404D1_001251-T1	DBVPG3775_003710-T1
GF00001923	TFCN404D1_008753-T1	DBVPG3775_003705-T1
GF00001924	TFCN404D1_001259-T1	DBVPG3775_003702-T1
GF00001925	TFCN404D1_008750-T1	DBVPG3775_003701-T1
GF00001926	TFCN404D1_001261-T1	DBVPG3775_003700-T1
GF00001927	TFCN404D1_001264-T1	DBVPG3775_003695-T1
GF00001928	TFCN404D1_001265-T1	DBVPG3775_003694-T1
GF00001929	TFCN404D1_001266-T1	DBVPG3775_003693-T1
GF00001930	TFCN404D1_001267-T1	DBVPG3775_003692-T1
GF00001931	TFCN404D1_001270-T1	DBVPG3775_003687-T1
GF00001932	TFCN404D1_001272-T1	DBVPG3775_006664-T1
GF00001933	TFCN404D1_001273-T1	DBVPG3775_006663-T1
GF00001934	TFCN404D1_014112-T1	DBVPG3775_006661-T1
GF00001935	TFCN404D1_014111-T1	DBVPG3775_006660-T1
GF00001936	TFCN404D1_001278-T1	DBVPG3775_006657-T1
GF00001937	TFCN404D1_001282-T1	DBVPG3775_006653-T1
GF00001938	TFCN404D1_001284-T1	DBVPG3775_006651-T1
GF00001939	TFCN404D1_005069-T1	DBVPG3775_006650-T1
GF00001940	TFCN404D1_005819-T1	DBVPG3775_002674-T1
GF00001941	TFCN404D1_001289-T1	DBVPG3775_006646-T1
GF00001942	TFCN404D1_005075-T1	DBVPG3775_006645-T1
GF00001943	TFCN404D1_005057-T1	DBVPG3775_007547-T1
GF00001944	TFCN404D1_001297-T1	DBVPG3775_007516-T1
GF00001945	TFCN404D1_001298-T1	DBVPG3775_007515-T1
GF00001946	TFCN404D1_005051-T1	DBVPG3775_007513-T1
GF00001947	TFCN404D1_001301-T1	DBVPG3775_007512-T1
GF00001948	TFCN404D1_005047-T1	DBVPG3775_007509-T1
GF00001949	TFCN404D1_005046-T1	DBVPG3775_007508-T1
GF00001950	TFCN404D1_001308-T1	DBVPG3775_007009-T1
GF00001951	TFCN404D1_003300-T1	DBVPG3775_006331-T1
GF00001952	TFCN404D1_005041-T1	DBVPG3775_007007-T1
GF00001953	TFCN404D1_005040-T1	DBVPG3775_007006-T1
GF00001954	TFCN404D1_011140-T1	DBVPG3775_001081-T1
GF00001955	TFCN404D1_005036-T1	DBVPG3775_007003-T1
GF00001956	TFCN404D1_001315-T1	DBVPG3775_007002-T1
GF00001957	TFCN404D1_005034-T1	DBVPG3775_007001-T1
GF00001958	TFCN404D1_001318-T1	DBVPG3775_006999-T1
GF00001959	TFCN404D1_001320-T1	DBVPG3775_006997-T1
GF00001960	TFCN404D1_001321-T1	DBVPG3775_006996-T1
GF00001961	TFCN404D1_011854-T1	DBVPG3775_003378-T1
GF00001962	TFCN404D1_001322-T1	DBVPG3775_006995-T1
GF00001963	TFCN404D1_008432-T1	DBVPG3775_006994-T1
GF00001964	TFCN404D1_001326-T1	DBVPG3775_006991-T1
GF00001965	TFCN404D1_001327-T1	DBVPG3775_006990-T1
GF00001966	TFCN404D1_008428-T1	DBVPG3775_006989-T1
GF00001967	TFCN404D1_001330-T1	DBVPG3775_006987-T1
GF00001968	TFCN404D1_001331-T1	DBVPG3775_006986-T1
GF00001969	TFCN404D1_008423-T1	DBVPG3775_006985-T1
GF00001970	TFCN404D1_008422-T1	DBVPG3775_006984-T1
GF00001971	TFCN404D1_001334-T1	DBVPG3775_006983-T1
GF00001972	TFCN404D1_001336-T1	DBVPG3775_006981-T1
GF00001973	TFCN404D1_001347-T1	DBVPG3775_001372-T1
GF00001974	TFCN404D1_001353-T1	DBVPG3775_001369-T1
GF00001975	TFCN404D1_001354-T1	DBVPG3775_001368-T1
GF00001976	TFCN404D1_010890-T1	DBVPG3775_001366-T1
GF00001977	TFCN404D1_001359-T1	DBVPG3775_001364-T1
GF00001978	TFCN404D1_010887-T1	DBVPG3775_001363-T1
GF00001979	TFCN404D1_001361-T1	DBVPG3775_001362-T1
GF00001980	TFCN404D1_001362-T1	DBVPG3775_001361-T1
GF00001981	TFCN404D1_001363-T1	DBVPG3775_001360-T1
GF00001982	TFCN404D1_001364-T1	DBVPG3775_001359-T1
GF00001983	TFCN404D1_010882-T1	DBVPG3775_001358-T1
GF00001984	TFCN404D1_001366-T1	DBVPG3775_001357-T1
GF00001985	TFCN404D1_001369-T1	DBVPG3775_001354-T1
GF00001986	TFCN404D1_012078-T1	DBVPG3775_001353-T1
GF00001987	TFCN404D1_001371-T1	DBVPG3775_001352-T1
GF00001988	TFCN404D1_012076-T1	DBVPG3775_001351-T1
GF00001989	TFCN404D1_001373-T1	DBVPG3775_001350-T1
GF00001990	TFCN404D1_012074-T1	DBVPG3775_001349-T1
GF00001991	TFCN404D1_012073-T1	DBVPG3775_001348-T1
GF00001992	TFCN404D1_001376-T1	DBVPG3775_001347-T1
GF00001993	TFCN404D1_001378-T1	DBVPG3775_001345-T1
GF00001994	TFCN404D1_001379-T1	DBVPG3775_001344-T1
GF00001995	TFCN404D1_012067-T1	DBVPG3775_001342-T1
GF00001996	TFCN404D1_001382-T1	DBVPG3775_001341-T1
GF00001997	TFCN404D1_001390-T1	DBVPG3775_005549-T1
GF00001998	TFCN404D1_001392-T1	DBVPG3775_005551-T1
GF00001999	TFCN404D1_001393-T1	DBVPG3775_005552-T1
GF00002000	TFCN404D1_001394-T1	DBVPG3775_005553-T1
GF00002001	TFCN404D1_001395-T1	DBVPG3775_005554-T1
GF00002002	TFCN404D1_001396-T1	DBVPG3775_005555-T1
GF00002003	TFCN404D1_001398-T1	DBVPG3775_005557-T1
GF00002004	TFCN404D1_001399-T1	DBVPG3775_005558-T1
GF00002005	TFCN404D1_011667-T1	DBVPG3775_005559-T1
GF00002006	TFCN404D1_001401-T1	DBVPG3775_005560-T1
GF00002007	TFCN404D1_011669-T1	DBVPG3775_005561-T1
GF00002008	TFCN404D1_011670-T1	DBVPG3775_005562-T1
GF00002009	TFCN404D1_001404-T1	DBVPG3775_005563-T1
GF00002010	TFCN404D1_014028-T1	DBVPG3775_005566-T1
GF00002011	TFCN404D1_001408-T1	DBVPG3775_005567-T1
GF00002012	TFCN404D1_001409-T1	DBVPG3775_005568-T1
GF00002013	TFCN404D1_014024-T1	DBVPG3775_005570-T1
GF00002014	TFCN404D1_011533-T1	DBVPG3775_004142-T1
GF00002015	TFCN404D1_001426-T1	DBVPG3775_005731-T1
GF00002016	TFCN404D1_005479-T1	DBVPG3775_005732-T1
GF00002017	TFCN404D1_005480-T1	DBVPG3775_005733-T1
GF00002018	TFCN404D1_001429-T1	DBVPG3775_005734-T1
GF00002019	TFCN404D1_005484-T1	DBVPG3775_005737-T1
GF00002020	TFCN404D1_001432-T1	DBVPG3775_005738-T1
GF00002021	TFCN404D1_005486-T1	DBVPG3775_005739-T1
GF00002022	TFCN404D1_005487-T1	DBVPG3775_005740-T1
GF00002023	TFCN404D1_005489-T1	DBVPG3775_005742-T1
GF00002024	TFCN404D1_001437-T1	DBVPG3775_005744-T1
GF00002025	TFCN404D1_005493-T1	DBVPG3775_005746-T1
GF00002026	TFCN404D1_005494-T1	DBVPG3775_005747-T1
GF00002027	TFCN404D1_005495-T1	DBVPG3775_005748-T1
GF00002028	TFCN404D1_001442-T1	DBVPG3775_005749-T1
GF00002029	TFCN404D1_001444-T1	DBVPG3775_005751-T1
GF00002030	TFCN404D1_005505-T1	DBVPG3775_005759-T1
GF00002031	TFCN404D1_005506-T1	DBVPG3775_005760-T1
GF00002032	TFCN404D1_005507-T1	DBVPG3775_005761-T1
GF00002033	TFCN404D1_005349-T1	DBVPG3775_005766-T1
GF00002034	TFCN404D1_001452-T1	DBVPG3775_005767-T1
GF00002035	TFCN404D1_005351-T1	DBVPG3775_005768-T1
GF00002036	TFCN404D1_005356-T1	DBVPG3775_005773-T1
GF00002037	TFCN404D1_001457-T1	DBVPG3775_005774-T1
GF00002038	TFCN404D1_005358-T1	DBVPG3775_005775-T1
GF00002039	TFCN404D1_005359-T1	DBVPG3775_005776-T1
GF00002040	TFCN404D1_005360-T1	DBVPG3775_005777-T1
GF00002041	TFCN404D1_005366-T1	DBVPG3775_005783-T1
GF00002042	TFCN404D1_005368-T1	DBVPG3775_005785-T1
GF00002043	TFCN404D1_001465-T1	DBVPG3775_005786-T1
GF00002044	TFCN404D1_005370-T1	DBVPG3775_005787-T1
GF00002045	TFCN404D1_005372-T1	DBVPG3775_005789-T1
GF00002046	TFCN404D1_001470-T1	DBVPG3775_005790-T1
GF00002047	TFCN404D1_005376-T1	DBVPG3775_005793-T1
GF00002048	TFCN404D1_001474-T1	DBVPG3775_005794-T1
GF00002049	TFCN404D1_001479-T1	DBVPG3775_005800-T1
GF00002050	TFCN404D1_001480-T1	DBVPG3775_005801-T1
GF00002051	TFCN404D1_001484-T1	DBVPG3775_001639-T1
GF00002052	TFCN404D1_010682-T1	DBVPG3775_001641-T1
GF00002053	TFCN404D1_010683-T1	DBVPG3775_001642-T1
GF00002054	TFCN404D1_001488-T1	DBVPG3775_001643-T1
GF00002055	TFCN404D1_010685-T1	DBVPG3775_001644-T1
GF00002056	TFCN404D1_010686-T1	DBVPG3775_001645-T1
GF00002057	TFCN404D1_010687-T1	DBVPG3775_001646-T1
GF00002058	TFCN404D1_001492-T1	DBVPG3775_001647-T1
GF00002059	TFCN404D1_010689-T1	DBVPG3775_001648-T1
GF00002060	TFCN404D1_012547-T1	DBVPG3775_001767-T1
GF00002061	TFCN404D1_008780-T1	DBVPG3775_007038-T1
GF00002062	TFCN404D1_010693-T1	DBVPG3775_001651-T1
GF00002063	TFCN404D1_010694-T1	DBVPG3775_001652-T1
GF00002064	TFCN404D1_010695-T1	DBVPG3775_001653-T1
GF00002065	TFCN404D1_010696-T1	DBVPG3775_001654-T1
GF00002066	TFCN404D1_001500-T1	DBVPG3775_001655-T1
GF00002067	TFCN404D1_010698-T1	DBVPG3775_001656-T1
GF00002068	TFCN404D1_013429-T1	DBVPG3775_001659-T1
GF00002069	TFCN404D1_001504-T1	DBVPG3775_001660-T1
GF00002070	TFCN404D1_013431-T1	DBVPG3775_001661-T1
GF00002071	TFCN404D1_013433-T1	DBVPG3775_001663-T1
GF00002072	TFCN404D1_013434-T1	DBVPG3775_001664-T1
GF00002073	TFCN404D1_013435-T1	DBVPG3775_001665-T1
GF00002074	TFCN404D1_001510-T1	DBVPG3775_001666-T1
GF00002075	TFCN404D1_001551-T1	DBVPG3775_001672-T1
GF00002076	TFCN404D1_001516-T1	DBVPG3775_001673-T1
GF00002077	TFCN404D1_001517-T1	DBVPG3775_001674-T1
GF00002078	TFCN404D1_001544-T1	DBVPG3775_001678-T1
GF00002079	TFCN404D1_001543-T1	DBVPG3775_001679-T1
GF00002080	TFCN404D1_001542-T1	DBVPG3775_001680-T1
GF00002081	TFCN404D1_001541-T1	DBVPG3775_001681-T1
GF00002082	TFCN404D1_001525-T1	DBVPG3775_001682-T1
GF00002083	TFCN404D1_001539-T1	DBVPG3775_001683-T1
GF00002084	TFCN404D1_001538-T1	DBVPG3775_001684-T1
GF00002085	TFCN404D1_006341-T1	DBVPG3775_001694-T1
GF00002086	TFCN404D1_006342-T1	DBVPG3775_001693-T1
GF00002087	TFCN404D1_001558-T1	DBVPG3775_003769-T1
GF00002088	TFCN404D1_001560-T1	DBVPG3775_003771-T1
GF00002089	TFCN404D1_001561-T1	DBVPG3775_003772-T1
GF00002090	TFCN404D1_001564-T1	DBVPG3775_003775-T1
GF00002091	TFCN404D1_008082-T1	DBVPG3775_003777-T1
GF00002092	TFCN404D1_001567-T1	DBVPG3775_003778-T1
GF00002093	TFCN404D1_001574-T1	DBVPG3775_003783-T1
GF00002094	TFCN404D1_001575-T1	DBVPG3775_003784-T1
GF00002095	TFCN404D1_001577-T1	DBVPG3775_003786-T1
GF00002096	TFCN404D1_001578-T1	DBVPG3775_003787-T1
GF00002097	TFCN404D1_001579-T1	DBVPG3775_003788-T1
GF00002098	TFCN404D1_011119-T1	DBVPG3775_006763-T1
GF00002099	TFCN404D1_001584-T1	DBVPG3775_003793-T1
GF00002100	TFCN404D1_001586-T1	DBVPG3775_003795-T1
GF00002101	TFCN404D1_001587-T1	DBVPG3775_003796-T1
GF00002102	TFCN404D1_008102-T1	DBVPG3775_003797-T1
GF00002103	TFCN404D1_001589-T1	DBVPG3775_003798-T1
GF00002104	TFCN404D1_001590-T1	DBVPG3775_003799-T1
GF00002105	TFCN404D1_001593-T1	DBVPG3775_003803-T1
GF00002106	TFCN404D1_001594-T1	DBVPG3775_003804-T1
GF00002107	TFCN404D1_001595-T1	DBVPG3775_003805-T1
GF00002108	TFCN404D1_001596-T1	DBVPG3775_003806-T1
GF00002109	TFCN404D1_001597-T1	DBVPG3775_003807-T1
GF00002110	TFCN404D1_014529-T1	DBVPG3775_003808-T1
GF00002111	TFCN404D1_001599-T1	DBVPG3775_003809-T1
GF00002112	TFCN404D1_014527-T1	DBVPG3775_003810-T1
GF00002113	TFCN404D1_003270-T1	DBVPG3775_003812-T1
GF00002114	TFCN404D1_001603-T1	DBVPG3775_003813-T1
GF00002115	TFCN404D1_001604-T1	DBVPG3775_003814-T1
GF00002116	TFCN404D1_001605-T1	DBVPG3775_003815-T1
GF00002117	TFCN404D1_001606-T1	DBVPG3775_003816-T1
GF00002118	TFCN404D1_003275-T1	DBVPG3775_003817-T1
GF00002119	TFCN404D1_003276-T1	DBVPG3775_003818-T1
GF00002120	TFCN404D1_003278-T1	DBVPG3775_003820-T1
GF00002121	TFCN404D1_004423-T1	DBVPG3775_006281-T1
GF00002122	TFCN404D1_001614-T1	DBVPG3775_006282-T1
GF00002123	TFCN404D1_004426-T1	DBVPG3775_006284-T1
GF00002124	TFCN404D1_004427-T1	DBVPG3775_006285-T1
GF00002125	TFCN404D1_004429-T1	DBVPG3775_006290-T1
GF00002126	TFCN404D1_004430-T1	DBVPG3775_006291-T1
GF00002127	TFCN404D1_001621-T1	DBVPG3775_006292-T1
GF00002128	TFCN404D1_004432-T1	DBVPG3775_006293-T1
GF00002129	TFCN404D1_004433-T1	DBVPG3775_006294-T1
GF00002130	TFCN404D1_004435-T1	DBVPG3775_006296-T1
GF00002131	TFCN404D1_001627-T1	DBVPG3775_006297-T1
GF00002132	TFCN404D1_004437-T1	DBVPG3775_006298-T1
GF00002133	TFCN404D1_001629-T1	DBVPG3775_006299-T1
GF00002134	TFCN404D1_001630-T1	DBVPG3775_006300-T1
GF00002135	TFCN404D1_001632-T1	DBVPG3775_006893-T1
GF00002136	TFCN404D1_001633-T1	DBVPG3775_006894-T1
GF00002137	TFCN404D1_001634-T1	DBVPG3775_006895-T1
GF00002138	TFCN404D1_001637-T1	DBVPG3775_006899-T1
GF00002139	TFCN404D1_013484-T1	DBVPG3775_006900-T1
GF00002140	TFCN404D1_001640-T1	DBVPG3775_006816-T1
GF00002141	TFCN404D1_001641-T1	DBVPG3775_006817-T1
GF00002142	TFCN404D1_003179-T1	DBVPG3775_005008-T1
GF00002143	TFCN404D1_001643-T1	DBVPG3775_006819-T1
GF00002144	TFCN404D1_001644-T1	DBVPG3775_006820-T1
GF00002145	TFCN404D1_009266-T1	DBVPG3775_006823-T1
GF00002146	TFCN404D1_009267-T1	DBVPG3775_006824-T1
GF00002147	TFCN404D1_001654-T1	DBVPG3775_006831-T1
GF00002148	TFCN404D1_001655-T1	DBVPG3775_006832-T1
GF00002149	TFCN404D1_001661-T1	DBVPG3775_006838-T1
GF00002150	TFCN404D1_009276-T1	DBVPG3775_006839-T1
GF00002151	TFCN404D1_001663-T1	DBVPG3775_006840-T1
GF00002152	TFCN404D1_001669-T1	DBVPG3775_006845-T1
GF00002153	TFCN404D1_001670-T1	DBVPG3775_006846-T1
GF00002154	TFCN404D1_009372-T1	DBVPG3775_006847-T1
GF00002155	TFCN404D1_009373-T1	DBVPG3775_006849-T1
GF00002156	TFCN404D1_001674-T1	DBVPG3775_006851-T1
GF00002157	TFCN404D1_008244-T1	DBVPG3775_004275-T1
GF00002158	TFCN404D1_001693-T1	DBVPG3775_004750-T1
GF00002159	TFCN404D1_001698-T1	DBVPG3775_004758-T1
GF00002160	TFCN404D1_004341-T1	DBVPG3775_004759-T1
GF00002161	TFCN404D1_001701-T1	DBVPG3775_004762-T1
GF00002162	TFCN404D1_001707-T1	DBVPG3775_004770-T1
GF00002163	TFCN404D1_001708-T1	DBVPG3775_004771-T1
GF00002164	TFCN404D1_008477-T1	DBVPG3775_004773-T1
GF00002165	TFCN404D1_001712-T1	DBVPG3775_004775-T1
GF00002166	TFCN404D1_001713-T1	DBVPG3775_004776-T1
GF00002167	TFCN404D1_008484-T1	DBVPG3775_004778-T1
GF00002168	TFCN404D1_008489-T1	DBVPG3775_004785-T1
GF00002169	TFCN404D1_001719-T1	DBVPG3775_004786-T1
GF00002170	TFCN404D1_008491-T1	DBVPG3775_004787-T1
GF00002171	TFCN404D1_008493-T1	DBVPG3775_004789-T1
GF00002172	TFCN404D1_001723-T1	DBVPG3775_004790-T1
GF00002173	TFCN404D1_001725-T1	DBVPG3775_004793-T1
GF00002174	TFCN404D1_012201-T1	DBVPG3775_004794-T1
GF00002175	TFCN404D1_012195-T1	DBVPG3775_004800-T1
GF00002176	TFCN404D1_001734-T1	DBVPG3775_004802-T1
GF00002177	TFCN404D1_009121-T1	DBVPG3775_004805-T1
GF00002178	TFCN404D1_009122-T1	DBVPG3775_004806-T1
GF00002179	TFCN404D1_001740-T1	DBVPG3775_004807-T1
GF00002180	TFCN404D1_001744-T1	DBVPG3775_004811-T1
GF00002181	TFCN404D1_001745-T1	DBVPG3775_004812-T1
GF00002182	TFCN404D1_001747-T1	DBVPG3775_004814-T1
GF00002183	TFCN404D1_001748-T1	DBVPG3775_004815-T1
GF00002184	TFCN404D1_009133-T1	DBVPG3775_004816-T1
GF00002185	TFCN404D1_009134-T1	DBVPG3775_004817-T1
GF00002186	TFCN404D1_001753-T1	DBVPG3775_004820-T1
GF00002187	TFCN404D1_001754-T1	DBVPG3775_004821-T1
GF00002188	TFCN404D1_009140-T1	DBVPG3775_004823-T1
GF00002189	TFCN404D1_006723-T1	DBVPG3775_003531-T1
GF00002190	TFCN404D1_006721-T1	DBVPG3775_003529-T1
GF00002191	TFCN404D1_006720-T1	DBVPG3775_003528-T1
GF00002192	TFCN404D1_001764-T1	DBVPG3775_003527-T1
GF00002193	TFCN404D1_001765-T1	DBVPG3775_003526-T1
GF00002194	TFCN404D1_001766-T1	DBVPG3775_003525-T1
GF00002195	TFCN404D1_006715-T1	DBVPG3775_003523-T1
GF00002196	TFCN404D1_001769-T1	DBVPG3775_003522-T1
GF00002197	TFCN404D1_001770-T1	DBVPG3775_003521-T1
GF00002198	TFCN404D1_001772-T1	DBVPG3775_003519-T1
GF00002199	TFCN404D1_006710-T1	DBVPG3775_003518-T1
GF00002200	TFCN404D1_006709-T1	DBVPG3775_003517-T1
GF00002201	TFCN404D1_006708-T1	DBVPG3775_003516-T1
GF00002202	TFCN404D1_001776-T1	DBVPG3775_003515-T1
GF00002203	TFCN404D1_006706-T1	DBVPG3775_003514-T1
GF00002204	TFCN404D1_001778-T1	DBVPG3775_003513-T1
GF00002205	TFCN404D1_006703-T1	DBVPG3775_003511-T1
GF00002206	TFCN404D1_009714-T1	DBVPG3775_003445-T1
GF00002207	TFCN404D1_001788-T1	DBVPG3775_003467-T1
GF00002208	TFCN404D1_012371-T1	DBVPG3775_003468-T1
GF00002209	TFCN404D1_012370-T1	DBVPG3775_003469-T1
GF00002210	TFCN404D1_012367-T1	DBVPG3775_003472-T1
GF00002211	TFCN404D1_012366-T1	DBVPG3775_003473-T1
GF00002212	TFCN404D1_001797-T1	DBVPG3775_003474-T1
GF00002213	TFCN404D1_012203-T1	DBVPG3775_003475-T1
GF00002214	TFCN404D1_012204-T1	DBVPG3775_003476-T1
GF00002215	TFCN404D1_001800-T1	DBVPG3775_003477-T1
GF00002216	TFCN404D1_012206-T1	DBVPG3775_003478-T1
GF00002217	TFCN404D1_001803-T1	DBVPG3775_003480-T1
GF00002218	TFCN404D1_001805-T1	DBVPG3775_003482-T1
GF00002219	TFCN404D1_012211-T1	DBVPG3775_003483-T1
GF00002220	TFCN404D1_001807-T1	DBVPG3775_003484-T1
GF00002221	TFCN404D1_012213-T1	DBVPG3775_003485-T1
GF00002222	TFCN404D1_012214-T1	DBVPG3775_003486-T1
GF00002223	TFCN404D1_012216-T1	DBVPG3775_003488-T1
GF00002224	TFCN404D1_001815-T1	DBVPG3775_003492-T1
GF00002225	TFCN404D1_013925-T1	DBVPG3775_003493-T1
GF00002226	TFCN404D1_001817-T1	DBVPG3775_003494-T1
GF00002227	TFCN404D1_001818-T1	DBVPG3775_003495-T1
GF00002228	TFCN404D1_001822-T1	DBVPG3775_003499-T1
GF00002229	TFCN404D1_012963-T1	DBVPG3775_003500-T1
GF00002230	TFCN404D1_001884-T1	DBVPG3775_006131-T1
GF00002231	TFCN404D1_001885-T1	DBVPG3775_006132-T1
GF00002232	TFCN404D1_010092-T1	DBVPG3775_006137-T1
GF00002233	TFCN404D1_001888-T1	DBVPG3775_006138-T1
GF00002234	TFCN404D1_001892-T1	DBVPG3775_006141-T1
GF00002235	TFCN404D1_001893-T1	DBVPG3775_000136-T1
GF00002236	TFCN404D1_001894-T1	DBVPG3775_000135-T1
GF00002237	TFCN404D1_001895-T1	DBVPG3775_000134-T1
GF00002238	TFCN404D1_001896-T1	DBVPG3775_000133-T1
GF00002239	TFCN404D1_001897-T1	DBVPG3775_000132-T1
GF00002240	TFCN404D1_001899-T1	DBVPG3775_000129-T1
GF00002241	TFCN404D1_001900-T1	DBVPG3775_000128-T1
GF00002242	TFCN404D1_014616-T1	DBVPG3775_000127-T1
GF00002243	TFCN404D1_014615-T1	DBVPG3775_000126-T1
GF00002244	TFCN404D1_001904-T1	DBVPG3775_000124-T1
GF00002245	TFCN404D1_009316-T1	DBVPG3775_000123-T1
GF00002246	TFCN404D1_009314-T1	DBVPG3775_000121-T1
GF00002247	TFCN404D1_009313-T1	DBVPG3775_000120-T1
GF00002248	TFCN404D1_001909-T1	DBVPG3775_000119-T1
GF00002249	TFCN404D1_001910-T1	DBVPG3775_000118-T1
GF00002250	TFCN404D1_009310-T1	DBVPG3775_000117-T1
GF00002251	TFCN404D1_001912-T1	DBVPG3775_000116-T1
GF00002252	TFCN404D1_001913-T1	DBVPG3775_000115-T1
GF00002253	TFCN404D1_001915-T1	DBVPG3775_000113-T1
GF00002254	TFCN404D1_001916-T1	DBVPG3775_000112-T1
GF00002255	TFCN404D1_002162-T1	DBVPG3775_000989-T1
GF00002256	TFCN404D1_001918-T1	DBVPG3775_000110-T1
GF00002257	TFCN404D1_009302-T1	DBVPG3775_000109-T1
